SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SSC11041,0,4,4,7,11,12,9,26,0,68,0,0,7,4,3,9,0,10,0,32,0,0,0,0,11,11,3,4,0,34,0,7,8,5,3,5,0,0,0,27,4,4,5,3,10,9,3,4,0,35,3,9,5,7,3,0,0,0,0,30,0,5,3,3,3,7,6,7,0,33,0,11,3,10,9,13,0,3,0,46,0,0,0,0,0,0,0,0,0,3,8,49,28,37,51,56,22,57,6,313
SSC11042,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,10
SSC11043,3,6,4,10,11,27,14,55,5,130,11,12,13,27,35,29,28,36,0,189,3,8,12,9,43,24,17,24,4,147,10,30,22,50,43,10,3,9,3,182,3,12,22,19,33,14,8,4,3,121,4,19,16,26,20,7,3,11,0,105,5,3,8,5,13,18,14,13,3,71,9,32,17,13,28,15,8,10,7,137,3,0,0,0,3,0,0,0,11,17,46,120,110,158,233,149,99,159,26,1097
SSC11044,7,5,9,9,20,27,14,77,0,163,9,8,3,6,20,30,19,33,0,128,5,8,3,10,33,26,13,17,7,115,9,16,20,24,35,9,8,0,8,134,7,11,15,16,35,24,7,3,0,119,0,9,8,15,9,16,3,6,0,65,3,0,4,4,18,11,12,12,5,64,3,18,18,26,28,16,8,13,9,138,4,0,0,0,3,0,0,0,12,24,44,86,72,116,195,161,82,154,43,955
SSC11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11046,0,3,0,0,0,11,3,5,0,21,4,0,3,3,0,8,4,0,0,29,0,0,3,0,3,12,3,0,0,21,0,0,4,3,3,0,0,0,0,22,0,9,3,0,3,0,0,0,0,17,0,7,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,7,0,3,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,22,11,11,18,32,8,15,4,137
SSC11047,0,4,0,4,0,3,0,10,0,25,0,3,5,3,4,3,0,5,0,20,3,3,5,3,9,6,3,5,0,36,0,3,8,12,0,0,0,0,0,24,0,3,0,7,7,0,0,0,0,14,0,6,0,0,6,0,0,0,0,16,0,0,0,3,6,3,0,11,0,25,3,8,3,5,3,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,10,22,26,38,34,18,9,35,5,192
SSC11048,3,0,0,0,0,0,3,3,0,11,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,14,0,5,3,3,0,0,0,0,0,13,0,0,0,0,5,4,0,3,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,9,9,26,14,10,7,0,80
SSC11049,4,4,7,3,0,4,0,9,3,36,0,4,3,3,0,3,0,8,0,15,0,0,5,0,0,0,3,3,0,7,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,12,12,19,9,12,6,20,4,101
SSC11050,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC11051,3,0,3,8,3,5,0,11,0,41,0,6,12,6,8,14,7,5,0,61,3,0,3,0,0,3,3,3,0,16,0,4,3,7,0,0,0,0,0,22,0,0,0,5,3,0,0,3,0,14,0,3,5,6,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,8,7,31,33,34,16,29,11,26,3,196
SSC11052,3,3,4,11,30,36,20,57,0,171,18,42,54,50,117,97,48,53,3,477,3,23,24,28,89,98,46,50,9,369,9,39,39,42,31,21,13,12,7,221,8,35,52,47,57,48,15,14,0,277,3,41,33,24,29,17,11,13,0,167,9,14,10,15,29,28,23,40,3,157,12,60,36,28,42,31,18,16,7,258,3,3,3,0,9,4,0,0,10,35,75,258,257,248,428,379,189,255,49,2139
SSC11053,12,11,23,19,42,51,31,125,3,313,18,33,47,42,58,70,33,71,4,370,12,15,26,30,81,93,25,58,3,356,10,47,48,63,58,44,12,17,4,301,11,37,25,56,80,40,22,14,0,283,7,37,31,32,51,24,16,12,0,211,6,14,6,11,38,26,18,50,3,178,16,69,45,80,106,68,27,31,22,442,7,0,6,0,0,4,0,3,15,40,91,263,253,331,512,427,189,379,53,2490
SSC11054,0,0,0,0,0,4,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,4,6,3,4,8,8,3,14,0,52
SSC11055,0,0,0,3,0,0,0,9,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6,0,0,6,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,5,3,10,4,9,6,12,0,51
SSC11056,3,0,7,9,19,39,21,68,0,175,15,54,51,64,59,71,36,57,6,418,3,17,6,12,33,60,24,40,3,206,7,37,25,32,21,18,20,10,0,171,5,21,28,22,29,23,16,10,3,158,4,34,28,8,10,15,7,12,0,118,0,9,3,7,3,8,3,8,0,33,3,25,9,7,6,15,6,3,0,79,0,3,0,0,0,3,0,7,6,19,46,204,161,165,191,247,127,212,23,1368
SSC11057,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,5,3,4,8,0,7,3,45
SSC11058,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,5,3,5,3,0,3,0,28
SSC11059,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,11
SSC11060,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,3,3,0,3,0,0,0,0,14,0,4,0,0,0,3,0,0,0,11,0,0,3,0,7,3,0,0,0,14,0,4,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,3,0,7,0,0,4,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,8,20,17,3,14,13,3,7,4,86
SSC11061,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11063,0,4,0,0,3,16,3,13,0,40,3,3,9,9,12,7,3,3,0,40,3,3,4,8,25,7,6,7,0,68,3,12,14,10,12,3,3,3,0,55,4,0,4,13,15,5,0,3,0,47,4,16,3,4,8,3,3,0,0,41,0,0,3,0,4,8,6,15,0,45,0,16,9,16,14,8,4,0,5,73,0,0,0,0,0,0,0,0,6,10,16,53,46,61,99,62,31,49,13,425
SSC11064,0,0,0,0,0,0,0,6,0,7,0,0,3,0,3,0,0,0,0,6,0,0,0,0,3,4,0,0,0,6,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,4,3,7,9,0,6,0,37
SSC11065,0,4,0,4,5,3,4,14,3,41,4,8,10,12,7,9,3,5,0,64,0,0,3,6,15,17,3,6,0,59,0,11,14,17,12,6,3,3,0,58,3,4,8,6,10,3,5,3,0,41,3,16,4,3,8,3,0,0,0,37,0,4,3,3,3,8,0,8,0,30,5,12,9,5,11,3,0,4,4,55,0,0,0,3,0,0,0,0,0,5,14,58,46,67,74,47,28,47,4,395
SSC11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11068,0,0,0,0,3,3,0,16,0,21,0,0,0,0,4,7,0,0,0,15,0,0,0,3,3,3,0,3,0,14,0,3,0,3,0,0,0,0,0,10,0,3,3,3,5,3,0,0,0,14,0,4,0,0,3,0,0,0,0,12,0,0,0,0,0,10,0,0,0,11,0,3,0,0,8,11,0,3,0,27,0,0,0,0,0,0,0,0,0,4,0,18,11,11,25,31,4,22,4,121
SSC11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11070,4,3,15,18,43,66,40,111,4,308,19,47,68,76,122,157,65,93,4,640,5,20,28,19,92,79,38,70,4,352,7,68,40,38,37,23,12,18,4,246,15,56,63,55,86,75,20,20,4,392,9,88,31,29,27,17,13,12,3,228,5,11,5,15,18,15,20,26,5,118,3,51,31,20,30,18,10,7,0,171,0,0,0,0,3,3,4,3,5,18,76,341,270,259,461,456,231,361,27,2478
SSC11071,0,0,0,0,3,3,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,17
SSC11072,0,0,3,3,0,0,0,22,0,30,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,10,7,6,0,23,0,53
SSC11073,3,0,0,9,9,12,12,28,0,74,8,5,11,19,14,22,13,15,0,102,3,8,8,3,27,28,6,36,0,111,5,14,17,22,17,3,3,8,0,88,0,17,5,12,19,8,3,7,0,71,0,21,11,4,6,9,3,4,0,60,7,3,5,6,8,3,6,7,5,44,5,20,9,13,21,14,13,11,6,111,3,0,0,0,3,0,3,0,3,14,25,79,70,86,122,97,58,122,8,673
SSC11074,0,0,0,0,0,7,0,13,0,28,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,11,0,41
SSC11075,11,10,19,14,49,52,41,81,0,280,15,41,50,55,79,79,44,40,0,406,15,16,20,20,74,91,42,53,6,338,16,70,48,49,40,23,25,19,3,292,9,38,39,55,57,43,17,19,0,279,12,98,51,28,38,23,14,16,0,287,3,7,8,5,9,10,9,16,0,63,4,45,24,23,16,27,8,12,4,168,3,0,0,3,9,3,0,7,6,27,91,322,260,258,365,353,194,264,27,2140
SSC11076,0,0,0,8,8,0,5,11,0,29,3,3,3,9,7,9,4,5,0,44,0,3,4,0,6,4,0,3,0,25,0,4,4,8,4,0,0,0,0,21,0,4,7,3,5,0,0,3,0,24,0,0,3,3,0,0,0,0,0,8,0,0,0,0,4,3,0,3,0,11,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,14,22,23,33,26,11,25,0,159
SSC11077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,3,3,3,0,26
SSC11078,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,3,3,14,0,26
SSC11079,0,0,0,0,0,0,3,9,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,8,5,3,4,13,0,42
SSC11080,9,8,7,13,28,50,28,92,3,248,3,20,36,40,43,52,28,43,3,264,13,23,15,27,79,91,44,41,8,341,22,38,47,59,30,21,8,13,6,243,20,25,35,40,28,32,15,17,6,219,16,62,42,30,23,15,10,15,0,222,6,13,8,13,28,49,23,35,6,180,25,66,34,40,70,137,36,28,17,464,9,0,3,0,0,12,3,6,8,42,128,247,234,274,330,451,194,292,60,2211
SSC11081,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC11082,8,14,13,7,51,63,40,90,0,288,27,54,58,74,114,105,61,87,3,591,8,19,30,28,95,141,45,60,5,434,12,81,66,42,63,38,39,30,8,378,20,55,53,86,107,75,20,20,0,432,10,54,41,30,30,27,12,17,3,209,4,9,12,12,61,47,22,35,3,206,14,63,39,25,42,27,16,23,8,259,0,3,7,3,10,5,3,3,19,47,103,345,316,309,569,529,249,373,60,2850
SSC11083,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11084,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
SSC11085,0,0,4,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,0,3,0,0,30
SSC11086,0,3,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,4,3,11,0,37
SSC11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC11089,0,0,0,0,4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,17
SSC11090,0,3,4,0,0,8,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,13,0,10,0,40
SSC11091,5,3,0,0,0,0,0,6,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,7,0,12,0,25
SSC11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11093,0,0,0,0,0,5,0,5,0,13,0,3,3,0,3,3,0,0,0,19,3,3,0,3,3,8,7,10,0,35,0,3,3,3,7,0,4,0,0,15,0,3,8,4,6,3,0,0,0,26,0,3,0,0,0,3,0,0,0,7,0,3,0,3,4,3,0,9,0,21,0,10,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,7,22,16,17,24,26,12,25,0,151
SSC11094,0,0,0,3,5,4,0,6,0,17,0,3,7,9,14,9,3,3,0,37,3,4,4,4,14,15,7,5,3,54,0,10,18,15,14,9,0,3,0,68,0,0,5,7,11,6,0,0,0,36,10,20,3,10,12,8,4,0,3,66,0,3,6,0,8,8,6,8,4,41,0,17,5,11,4,5,0,3,0,51,0,0,0,3,0,0,0,0,3,9,19,60,43,58,74,61,22,27,14,382
SSC11095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,6,0,4,0,29
SSC11096,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC11097,0,0,0,3,16,12,11,11,0,45,0,12,9,9,11,24,3,13,0,76,0,6,3,5,8,21,7,12,0,62,0,15,6,13,3,8,3,3,0,51,0,11,5,6,11,9,3,3,0,35,0,4,8,0,10,0,0,3,0,28,0,3,0,0,0,0,3,0,0,9,0,3,3,3,5,0,0,3,0,19,0,0,0,0,0,0,0,0,3,3,3,50,32,32,58,73,26,49,3,338
SSC11098,0,0,0,0,0,0,0,10,0,5,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,7,6,5,3,3,8,0,42
SSC11099,13,29,36,39,50,106,57,214,9,556,25,41,72,65,87,100,61,95,3,549,20,34,30,35,137,122,60,89,7,537,17,55,79,84,86,49,22,28,7,432,12,64,60,77,81,60,21,29,0,405,17,99,63,63,65,47,32,43,3,433,11,14,22,21,59,41,13,60,7,246,21,110,62,85,147,89,27,42,13,589,5,3,9,3,4,14,6,5,29,76,140,449,426,468,715,633,296,615,78,3834
SSC11100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,20
SSC11101,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC11102,0,0,0,0,6,5,0,3,3,24,0,3,5,6,3,5,0,3,0,29,0,0,3,3,6,0,0,6,0,21,0,0,3,6,0,0,0,0,0,18,0,3,3,3,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,11,0,4,3,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,18,18,25,21,18,9,15,9,132
