SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC10201,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,9,4,18,3,9,3,5,0,8,3,60
SSC10202,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,15,10,17,12,28,3,39,4,133
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10204,0,0,5,7,10,17,8,7,0,55,0,3,3,0,4,11,3,3,6,31,33,85,87,103,164,178,84,94,13,848
SSC10205,0,3,5,4,8,4,3,6,0,29,7,4,5,0,5,4,0,0,10,34,49,87,71,102,112,121,73,139,24,774
SSC10206,3,3,0,0,0,0,3,0,0,14,0,3,4,0,0,3,0,0,3,16,18,42,53,42,52,75,31,88,13,415
SSC10207,4,17,10,9,25,18,6,12,0,99,5,10,10,9,13,13,10,5,17,93,82,254,270,297,485,410,191,272,51,2307
SSC10208,0,0,0,0,3,0,0,0,0,4,0,3,3,0,4,0,0,3,7,15,7,37,38,31,54,59,26,36,11,300
SSC10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,7,6,12,3,4,7,3,50
SSC10210,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,3,13,0,10,7,7,3,3,0,43
SSC10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,11,9,8,24,5,14,0,82
SSC10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,10
SSC10216,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,5,13,19,23,24,22,13,20,3,141
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10218,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,8,10,12,14,7,4,19,3,72
SSC10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,5,4,3,6,19,0,47
SSC10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,15
SSC10222,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,5,0,18
SSC10223,0,0,0,0,10,0,0,0,0,14,0,0,0,0,5,3,3,3,4,17,23,59,69,86,117,82,62,59,13,568
SSC10224,3,13,17,14,33,28,10,26,3,146,3,16,24,23,43,42,9,13,74,244,91,345,334,359,719,683,258,364,132,3291
SSC10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,3,3,0,3,0,24
SSC10227,10,28,29,18,33,41,20,28,3,218,7,25,17,9,41,35,13,19,39,192,213,645,585,655,955,909,455,640,77,5133
SSC10228,0,3,0,0,4,3,5,3,0,20,3,3,3,3,3,0,0,5,3,25,24,103,78,91,114,74,33,58,9,588
SSC10229,0,9,0,3,5,0,0,10,0,24,4,0,7,10,5,0,0,8,3,31,26,67,55,70,75,50,20,52,9,415
SSC10230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,4,3,0,18
SSC10231,8,19,15,12,21,16,12,21,0,116,6,15,5,6,15,11,7,7,26,104,121,422,342,339,692,499,286,422,50,3164
SSC10232,0,3,3,0,3,3,0,3,0,15,3,0,0,3,12,3,3,0,14,45,27,46,45,78,124,71,42,87,30,551
SSC10233,12,69,84,67,109,151,59,102,5,664,14,69,58,51,114,180,51,100,136,768,528,2045,1821,1723,3394,4338,1638,2733,272,18490
SSC10234,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,16,15,17,23,25,7,18,0,117
SSC10235,0,3,0,3,0,0,0,0,0,12,0,3,0,0,0,0,3,3,3,13,16,44,33,41,30,37,16,34,6,254
SSC10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10237,4,11,9,10,4,14,8,5,0,63,3,16,6,5,4,18,10,12,9,79,41,232,171,163,155,261,104,293,26,1439
SSC10238,4,17,23,23,23,40,13,20,0,160,8,20,13,14,44,34,15,32,35,213,98,498,386,450,626,722,348,664,66,3861
SSC10239,0,3,3,4,7,5,6,3,0,30,0,4,0,5,11,4,0,7,3,35,18,43,58,54,112,168,88,119,8,666
SSC10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,3,3,3,0,10,0,24
SSC10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,21,3,37
SSC10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,5,5,11,3,7,0,53
SSC10243,7,20,23,20,26,29,12,29,0,155,6,21,9,17,24,53,12,35,41,220,102,475,456,439,798,1157,435,782,78,4725
SSC10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,3,3,3,10,7,25,7,57
SSC10245,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,4,0,8,8,4,13,7,3,23,13,35,0,103
SSC10246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,0,7,0,26
SSC10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,9,7,4,9,17,3,70
SSC10248,0,3,4,0,3,4,0,0,0,11,0,0,0,0,4,0,0,3,4,11,11,30,25,40,42,37,14,34,5,245
SSC10249,0,29,17,14,11,18,3,16,0,114,3,20,14,19,22,47,10,22,16,176,109,648,480,430,668,934,418,790,45,4530
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10251,0,0,0,0,7,0,0,4,0,19,3,3,0,0,0,0,0,0,3,11,15,23,22,16,43,38,20,35,7,204
SSC10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10253,0,5,5,3,10,13,6,12,3,56,0,0,8,3,5,5,0,8,14,47,87,249,201,259,374,311,168,178,33,1854
SSC10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,5,4,15,4,12,0,56
SSC10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,12
SSC10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,7,7,5,5,11,0,50
SSC10257,3,11,15,10,40,41,18,14,0,151,3,22,19,14,24,29,5,16,32,165,76,296,306,272,584,605,229,332,61,2766
SSC10258,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,8,11,3,9,11,7,17,12,18,4,93
SSC10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SSC10260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,12,9,6,10,8,16,0,61
SSC10261,0,3,0,3,5,4,0,0,0,22,3,3,0,0,0,9,0,3,0,21,13,40,21,29,45,82,19,47,0,302
SSC10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13
SSC10263,8,13,15,11,39,31,12,18,0,149,3,24,22,11,21,46,6,28,37,190,102,484,417,346,725,1018,370,688,63,4223
SSC10264,0,9,7,6,21,14,10,6,0,79,4,4,7,4,6,12,3,12,15,68,62,188,157,196,316,251,109,158,34,1464
SSC10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,8,5,9,3,0,11,0,47
SSC10266,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,20,7,16,12,28,9,46,4,154
SSC10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,6,4,3,3,8,0,50
SSC10268,3,6,4,6,13,5,10,9,0,51,3,3,0,3,10,3,0,3,0,28,47,92,83,89,165,133,86,103,6,804
SSC10269,0,3,3,4,0,0,3,3,0,15,0,3,0,3,0,3,0,0,0,12,22,44,34,41,72,55,31,46,0,341
SSC10270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,11,10,8,3,23,0,76
SSC10271,0,17,11,20,31,27,9,21,0,145,7,31,28,20,26,46,17,41,56,281,130,567,524,480,626,1125,531,1369,98,5466
SSC10272,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,10,6,0,7,0,44
SSC10273,0,6,7,11,3,4,10,3,0,44,4,11,10,3,5,8,3,3,9,52,43,228,203,255,242,191,91,157,19,1437
SSC10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,9,12,12,9,12,3,69
SSC10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,18
SSC10276,0,19,14,5,18,25,16,21,0,115,4,7,6,9,19,22,0,10,13,98,107,372,303,355,495,539,249,391,36,2852
SSC10277,3,17,12,9,27,29,20,16,0,131,0,11,4,9,22,22,3,8,16,95,104,341,310,312,550,512,273,353,33,2784
SSC10278,0,0,5,3,7,0,0,6,0,30,0,3,0,0,3,3,0,0,3,17,20,45,50,62,81,79,24,52,5,427
SSC10279,3,24,34,20,34,50,24,20,5,202,6,37,32,32,59,55,17,24,74,338,167,528,548,620,1219,1095,395,500,146,5220
SSC10280,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,10,3,10,19,10,26,21,10,22,9,117
SSC10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,3,0,3,0,16
SSC10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10283,3,20,26,21,31,38,25,14,3,183,9,22,19,10,20,29,23,29,33,185,113,541,450,416,465,809,380,671,67,3917
SSC10284,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,3,3,4,20,9,27,21,39,31,30,23,40,8,226
SSC10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,13,10,3,12,0,42
SSC10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,8,5,27,3,71
SSC10287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,4,4,13,4,3,10,0,45
SSC10288,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,7,0,3,0,6,3,3,0,31
SSC10289,0,0,0,0,0,4,0,3,0,9,0,0,3,0,4,0,3,0,0,16,4,29,18,23,49,38,16,46,0,219
SSC10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,11,8,7,10,8,0,65
SSC10291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,12,10,4,13,3,68
SSC10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,10,0,3,0,30
SSC10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,5,6,8,0,17,4,53
SSC10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11
SSC10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,6,0,27
SSC10297,0,17,10,3,8,13,9,3,0,59,3,3,9,3,9,5,3,10,6,54,44,177,168,150,230,251,97,195,16,1326
SSC10298,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,13,7,6,14,17,7,17,4,85
SSC10299,0,14,16,13,32,28,11,12,0,124,7,34,39,24,64,65,18,25,58,333,74,385,428,393,994,784,280,334,109,3780
SSC10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,3,8,13,0,9,0,50
SSC10301,5,0,0,8,19,13,3,3,0,52,0,7,0,0,9,8,0,6,8,37,56,134,142,139,294,222,114,143,23,1258
SSC10302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,15,4,19,15,6,6,8,3,79
SSC10303,4,7,17,16,44,32,15,13,0,148,7,8,7,9,35,31,6,14,33,153,137,316,309,346,664,521,210,273,61,2843
SSC10304,8,19,19,17,47,41,20,27,0,196,6,18,18,12,25,25,17,17,31,166,146,441,413,440,795,744,395,474,70,3916
SSC10305,0,3,7,0,4,4,5,3,0,36,0,3,0,0,6,6,3,7,4,29,19,54,66,53,105,117,39,94,11,557
SSC10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10307,0,4,0,6,3,3,3,8,0,23,0,5,0,0,0,4,3,3,6,26,17,94,69,72,82,59,34,60,22,513
SSC10308,4,8,7,11,11,7,8,12,0,80,0,9,8,4,13,25,9,14,17,90,85,291,288,263,389,545,242,394,35,2537
SSC10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10310,3,17,14,8,21,22,7,10,0,106,0,9,0,3,20,23,12,8,20,94,87,329,336,275,451,596,281,382,33,2764
SSC10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,3,0,3,0,19
SSC10312,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7,8,25,17,32,39,30,10,13,3,183
SSC10313,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,24,10,19,24,15,6,8,0,115
SSC10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,11,3,13,0,41
SSC10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,3,7,12
SSC10316,0,3,0,0,0,4,4,8,3,19,0,3,0,0,4,3,4,0,11,25,30,59,54,78,95,90,52,98,27,579
SSC10317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,7,0,21
SSC10318,0,6,0,0,0,3,0,4,0,19,0,0,0,3,3,3,5,3,11,28,23,56,46,48,60,79,44,120,16,489
SSC10319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,11,8,14,27,13,29,0,114
SSC10320,0,0,0,0,3,4,0,5,0,10,0,5,0,0,0,3,0,3,0,21,7,50,44,43,34,52,20,61,0,309
SSC10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC10322,0,7,6,0,0,11,9,4,0,42,3,3,0,0,3,3,3,3,10,29,41,156,121,121,118,164,107,146,19,998
SSC10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,6,18,0,36
SSC10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SSC10325,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,7,11,3,6,14,3,16,0,60
SSC10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,4,12,0,26
SSC10327,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,7,3,12,11,3,8,0,42
SSC10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,14,13,10,30,6,78
SSC10329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,4,0,18
SSC10330,7,5,0,7,6,6,5,9,0,44,0,4,6,7,5,9,0,5,8,44,45,123,123,108,182,254,101,169,22,1137
SSC10331,3,20,20,15,35,27,12,21,3,163,9,27,25,18,40,37,9,14,70,246,120,491,510,485,982,981,359,512,120,4551
SSC10332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,8,5,0,0,0,37
SSC10333,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,14,12,31,26,37,43,41,17,34,10,247
SSC10334,6,45,40,31,67,57,31,49,0,338,12,32,56,23,94,84,24,26,94,431,282,877,950,857,1894,1840,688,988,182,8550
SSC10335,0,11,18,3,12,11,13,11,0,77,0,9,11,11,22,11,3,6,22,89,40,188,175,180,378,403,149,242,33,1794
SSC10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,5,17,0,41
SSC10337,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,7,4,7,0,38
SSC10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,9,27,0,54
SSC10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,9,0,20
SSC10340,0,0,3,0,9,7,9,3,0,30,3,12,4,12,23,17,5,3,33,115,25,108,99,105,250,175,79,75,51,961
SSC10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,12,3,5,3,18,0,53
SSC10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,10,5,5,0,25
SSC10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,0,5,14,3,32
SSC10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11
SSC10345,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,3,5,0,10,9,8,10,10,4,12,3,65
SSC10346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,11,3,4,11,12,7,36,0,89
SSC10347,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,4,0,11,3,25,21,29,29,31,8,31,0,182
SSC10348,0,5,5,8,3,7,6,5,0,38,3,8,3,4,13,16,3,10,10,72,52,167,152,258,264,261,134,196,28,1501
SSC10349,0,6,3,0,10,0,0,0,0,15,0,3,0,0,3,0,0,0,3,14,6,33,29,31,67,56,22,42,4,292
SSC10350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,10,3,21,8,12,9,25,8,28,3,119
SSC10351,0,7,5,12,14,10,10,6,3,73,0,13,3,10,10,21,11,13,18,94,50,220,225,221,183,333,173,343,39,1796
SSC10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,0,24
SSC10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,8,5,6,20,0,53
SSC10355,0,5,0,3,3,5,0,3,0,11,0,5,0,0,0,0,0,0,0,3,7,19,14,18,11,11,5,16,0,93
SSC10356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,0,0,3,3,20
SSC10357,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,12,15,11,15,12,7,6,0,86
SSC10358,0,3,0,6,7,3,0,3,0,20,0,0,0,3,0,0,5,3,0,15,5,43,26,28,58,62,25,56,8,318
SSC10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,4,4,3,9,0,35
SSC10361,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,9,6,12,6,7,5,0,48
SSC10362,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,10,28,29,25,33,45,21,43,0,241
SSC10363,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,3,3,7,6,13,14,17,14,11,8,26,7,107
SSC10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,4,0,16
SSC10365,0,0,0,0,0,0,0,3,0,6,0,4,0,3,0,0,0,0,4,14,27,59,41,63,78,61,29,74,6,439
SSC10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC10367,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,17,10,7,11,7,4,11,0,77
SSC10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,0,17
SSC10369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,11,5,6,3,22,0,66
SSC10370,0,0,0,0,0,0,0,3,0,8,0,3,0,3,0,0,0,0,0,6,9,16,13,22,30,26,3,24,0,147
SSC10371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,14,23,4,7,5,11,3,84
SSC10372,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,7,18,15,16,21,12,18,40,5,155
SSC10373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,8,6,10,3,31,4,76
SSC10374,3,3,0,0,10,12,0,4,0,27,0,10,12,3,0,19,10,10,9,75,48,190,168,136,183,336,191,462,15,1741
SSC10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,14
SSC10376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,10,0,25
SSC10377,0,3,5,4,7,5,3,0,0,29,0,5,3,4,7,0,0,3,3,30,31,160,139,124,170,131,60,67,9,878
SSC10378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,11,0,16
SSC10379,0,11,6,4,9,12,9,5,3,59,3,16,7,9,20,18,0,4,29,101,33,148,119,109,332,239,72,123,44,1218
SSC10380,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,6,3,15,6,13,21,20,12,23,5,117
SSC10381,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,7,12,8,23,11,3,28,0,93
SSC10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,7,0,20
SSC10383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC10384,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,3,0,0,5,12,8,33,28,42,54,43,18,33,7,259
SSC10385,0,0,0,0,3,0,4,3,0,10,0,3,0,0,0,3,0,3,0,10,9,33,30,27,40,40,17,45,4,255
SSC10386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,15
SSC10387,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,3,9,8,16,10,16,16,22,13,31,3,148
SSC10388,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,18,14,17,8,13,9,10,0,92
SSC10389,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,16,8,3,12,6,3,26,3,84
SSC10390,0,7,3,6,17,9,4,3,0,53,3,6,0,3,5,10,3,0,11,42,49,147,109,148,250,210,113,115,17,1163
SSC10391,0,9,17,10,14,17,6,13,0,75,3,5,6,11,10,14,0,6,7,59,62,219,179,191,302,278,133,176,24,1565
SSC10392,0,3,3,9,7,3,5,3,0,37,7,11,4,5,23,14,3,10,16,87,30,99,92,119,295,164,80,102,38,1010
SSC10393,3,15,11,13,4,11,3,8,0,67,3,17,9,8,4,15,0,9,5,73,61,297,251,248,296,271,132,259,24,1839
SSC10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8
SSC10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,8,12,3,14,0,56
SSC10396,0,0,0,5,10,3,0,8,0,21,0,0,0,0,3,5,3,8,6,30,33,77,79,81,148,131,73,100,10,747
SSC10397,13,64,80,75,200,146,65,78,13,740,24,113,121,100,296,229,64,86,309,1346,557,1766,2068,2000,5815,4539,1626,1955,598,20937
SSC10398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,9,3,16,0,40
SSC10399,0,3,7,0,8,12,6,3,0,33,3,4,0,4,7,10,3,4,6,40,31,84,75,110,147,144,57,97,15,763
SSC10400,0,9,0,3,9,4,0,3,0,41,3,10,3,4,18,21,3,3,11,76,39,154,120,127,383,347,113,150,31,1464
SSC10401,0,3,3,0,0,0,0,3,0,10,0,0,0,0,0,3,0,5,8,16,0,20,21,10,43,47,14,28,4,191
SSC10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,9,12,12,3,12,3,69
SSC10403,0,4,11,8,26,22,11,15,0,103,3,13,20,10,22,36,0,15,26,141,78,340,306,287,446,673,216,458,63,2871
SSC10404,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,5,4,4,0,31
SSC10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12,0,23
SSC10406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,9,14,18,4,12,12,32,3,101
