SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC14145,34,26,55,3,3,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0,4,14,21,9,7,15,50,38,90
SSC14146,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,21
SSC14147,55,51,110,0,6,6,22,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,46,0,0,0,0,0,0,20,30,56,11,4,9,88,82,168
SSC14148,372,477,853,52,51,104,142,175,315,3,3,3,3,0,4,0,3,6,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,158,184,344,20,28,47,5,12,18,238,273,517,34,42,73,643,793,1436
SSC14149,442,445,889,84,102,186,98,105,201,0,3,4,29,24,54,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,126,132,259,6,4,17,3,0,0,220,243,463,76,70,141,738,753,1489
SSC14150,42,31,74,6,6,18,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,18,17,32,3,0,3,67,45,106
SSC14151,1729,1823,3548,290,275,564,487,556,1040,9,5,10,24,28,55,5,3,9,0,3,3,3,3,10,0,3,3,4,4,11,0,0,0,534,603,1139,32,44,75,11,12,27,871,932,1806,362,363,719,2959,3115,6075
SSC14152,9,7,17,3,0,3,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,5,3,8,9,10,16,22,26,47
SSC14153,1960,2240,4196,207,219,424,897,1011,1911,13,14,31,37,36,76,4,3,4,11,10,13,4,3,7,0,3,6,3,8,16,0,0,0,977,1088,2063,47,43,87,11,12,26,1243,1364,2612,164,201,364,3361,3809,7174
SSC14154,191,181,373,12,19,24,74,89,161,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,91,168,8,0,7,10,3,14,103,109,215,13,8,15,306,297,605
SSC14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14156,35,31,68,3,4,6,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,12,7,18,3,0,4,50,41,87
SSC14157,24,29,48,0,0,0,14,7,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,24,0,0,0,0,0,0,17,14,24,9,3,16,42,48,90
SSC14158,354,385,736,48,48,101,127,109,237,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,109,238,3,8,8,0,0,0,179,164,348,32,35,64,563,585,1148
SSC14159,49,45,91,4,0,3,8,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,3,0,0,0,11,6,18,3,7,11,65,53,116
SSC14160,16,14,25,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,5,11,0,13,29,13,47
SSC14161,33,16,47,0,0,0,3,4,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,6,4,9,15,16,25,51,39,84
SSC14162,26,23,51,0,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,0,0,0,0,0,0,3,14,14,10,5,13,38,45,88
SSC14163,117,104,220,13,14,24,38,36,74,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,85,0,0,0,3,0,4,58,55,115,16,10,27,189,170,356
SSC14164,15,7,18,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,5,7,14,0,0,0,24,8,30
SSC14165,706,756,1466,74,68,145,384,391,775,9,6,18,11,10,16,8,6,15,4,3,8,0,3,4,0,0,0,3,3,8,0,0,0,416,426,842,141,146,284,5,3,12,636,638,1278,55,49,104,1408,1442,2848
SSC14166,28,18,44,7,7,14,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,12,13,25,8,9,11,39,41,84
SSC14167,1294,1307,2598,138,139,278,400,486,888,0,4,4,8,8,22,3,3,11,4,6,9,0,4,3,0,0,0,3,3,7,0,0,0,419,519,940,76,87,162,19,20,35,656,764,1420,200,195,399,2142,2267,4414
SSC14168,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,4,0,3,11,10,20
SSC14169,12,9,19,3,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,0,0,0,10,8,23
SSC14170,84,88,175,3,3,13,18,17,33,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,18,44,0,0,0,0,0,0,27,25,56,7,0,7,120,112,237
SSC14171,404,400,803,86,87,171,71,75,146,0,0,4,5,5,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,76,85,162,5,10,17,0,0,0,169,179,352,59,76,136,638,655,1293
SSC14172,25,34,57,0,0,0,11,6,18,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,0,0,0,22,13,34,0,0,0,0,0,0,19,14,34,5,3,6,48,52,101
SSC14173,1606,1757,3366,321,359,681,997,1075,2071,11,9,20,24,14,36,3,3,3,8,5,18,3,7,9,0,3,0,0,0,0,0,0,0,1044,1116,2164,135,137,267,37,79,109,1538,1685,3224,151,200,351,3297,3644,6944
SSC14174,741,718,1455,104,86,199,232,224,457,4,11,16,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,244,244,485,13,23,36,8,3,15,378,351,729,50,50,97,1164,1122,2284
SSC14175,40,29,68,3,3,5,18,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,29,0,3,3,3,0,3,16,27,41,5,0,4,62,56,117
SSC14176,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5
SSC14177,1088,1093,2173,74,74,147,741,642,1380,18,15,26,14,5,23,11,9,20,5,10,17,0,0,3,3,3,3,0,4,7,0,0,0,793,689,1480,367,358,718,21,14,32,1249,1131,2385,437,422,861,2778,2644,5420
SSC14178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14179,6,4,12,3,5,4,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,18,0,0,0,0,0,0,9,14,19,0,0,3,20,18,36
SSC14180,32,40,68,0,0,3,10,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,13,25,0,0,3,0,0,4,20,16,31,9,3,14,60,56,113
SSC14181,948,992,1939,100,112,218,483,559,1043,10,3,9,14,18,31,4,4,8,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,506,584,1093,29,30,56,20,10,24,652,735,1388,109,131,238,1710,1860,3565
SSC14182,157,164,323,5,11,21,51,47,98,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,51,51,107,0,3,3,0,0,0,65,65,131,0,4,6,226,234,459
SSC14183,1896,1719,3617,348,287,630,1970,1596,3568,83,98,183,132,102,232,34,35,67,24,44,71,12,10,21,8,3,15,55,36,89,0,0,0,2320,1919,4237,1788,1845,3630,59,36,95,4512,4089,8596,966,905,1871,7371,6710,14081
SSC14184,11,6,14,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,3,7,0,0,3,17,10,29
SSC14185,33,18,46,4,4,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,8,11,22,8,0,10,50,29,76
SSC14186,412,442,858,40,40,88,92,101,195,3,3,6,14,22,29,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,110,129,237,7,7,10,0,3,7,159,180,337,30,36,66,600,659,1257
SSC14187,175,209,383,37,42,76,88,69,157,16,8,27,14,7,21,3,0,3,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,125,89,220,27,30,55,0,0,0,191,158,354,38,39,81,404,409,814
SSC14188,23,24,54,3,8,12,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,11,27,0,0,0,0,0,0,18,19,39,12,10,26,56,59,117
SSC14189,22,22,42,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,3,11,4,3,13,30,29,55
SSC14190,67,64,127,5,3,5,36,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,63,0,0,0,0,0,3,38,31,71,3,7,7,103,103,205
SSC14191,71,74,148,8,10,25,23,19,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,25,46,0,0,0,0,0,0,34,35,69,16,11,26,116,121,240
SSC14192,2389,2460,4847,345,339,682,779,815,1590,35,37,71,122,134,258,14,15,27,4,14,22,0,0,3,38,31,73,21,24,40,0,0,0,1019,1064,2086,132,164,293,12,7,24,1508,1578,3081,130,118,246,4030,4153,8184
SSC14193,364,331,697,98,96,196,44,41,83,0,0,0,14,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,109,3,8,9,3,0,9,156,164,322,26,21,40,545,512,1060
SSC14194,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SSC14195,19,20,38,3,4,4,3,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,0,0,0,0,0,3,10,13,3,9,11,28,36,64
SSC14196,23,16,40,4,0,3,9,9,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,16,28,0,0,0,0,0,0,12,12,26,4,4,9,42,39,76
SSC14197,1498,1595,3094,381,473,855,527,628,1158,12,9,22,53,61,110,3,9,12,19,17,37,3,8,7,0,4,4,5,7,10,0,0,0,621,737,1363,11,23,39,20,24,44,1043,1252,2299,261,281,542,2801,3131,5931
SSC14198,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9
SSC14199,39,28,68,3,0,3,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,0,0,0,0,0,0,14,11,25,0,3,5,54,45,94
SSC14200,772,914,1687,106,108,210,451,612,1064,14,18,32,14,17,30,4,4,4,8,4,15,0,0,0,3,0,3,4,0,8,0,0,0,506,658,1163,191,242,439,12,18,24,811,1026,1840,243,340,578,1824,2277,4105
SSC14201,17,18,28,7,4,11,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,8,4,12,3,5,8,25,29,50
SSC14202,574,665,1237,64,76,141,402,423,826,10,12,21,13,17,31,3,3,9,14,8,21,3,6,6,0,0,6,3,8,15,0,0,0,460,477,934,161,173,333,13,11,21,694,743,1435,98,115,211,1365,1517,2881
SSC14203,80,74,152,10,10,18,10,13,23,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,31,0,0,4,0,0,0,28,26,53,15,17,28,112,119,230
SSC14204,41,33,78,4,0,9,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,0,0,0,0,0,0,20,15,33,4,3,11,64,57,116
SSC14205,22,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,6,0,7,0,0,0,26,22,45
SSC14206,14,8,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,16,8,21
SSC14207,8,5,18,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,4,6,14,0,0,0,16,12,29
SSC14208,14,14,27,3,3,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,4,9,4,3,4,20,18,42
SSC14209,197,175,374,11,8,19,64,74,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,78,144,3,0,5,3,3,8,88,86,173,26,19,44,302,283,590
SSC14210,29,22,50,4,4,11,7,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,17,11,25,0,0,0,0,0,0,25,14,36,5,3,11,57,45,101
SSC14211,537,499,1037,154,153,310,88,104,187,3,5,10,18,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,129,238,3,5,9,4,0,4,273,289,561,148,173,318,950,959,1913
SSC14212,9,4,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,5,11
SSC14213,24,13,40,0,0,3,0,6,6,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,11,7,19,4,3,7,42,31,70
SSC14214,14,10,18,0,9,11,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,9,10,14,8,3,11,31,21,48
SSC14215,84,83,169,11,12,20,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,0,0,0,0,26,23,43,18,11,29,126,112,234
SSC14216,31,34,62,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,6,0,0,0,30,36,66
SSC14217,7,11,17,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,7,3,3,4,13,10,28
SSC14218,14,7,23,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,3,7,12,0,0,0,17,19,33
SSC14219,209,225,440,22,26,54,53,63,110,5,3,5,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,68,131,3,5,8,0,0,0,88,106,197,47,46,87,345,380,722
SSC14220,27,21,51,9,3,8,0,6,11,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,12,10,28,10,8,18,47,49,97
SSC14221,966,1043,2003,285,316,605,233,266,500,7,3,8,21,25,48,3,7,6,4,6,10,0,0,0,0,0,0,4,0,8,0,0,0,275,313,588,12,22,31,18,7,26,590,654,1244,257,278,530,1811,1972,3779
SSC14222,18,17,36,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,21,18,34
SSC14223,40,39,78,9,3,11,14,16,36,4,4,7,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,47,0,0,0,0,0,0,30,28,63,11,11,16,83,78,162
SSC14224,41,33,68,5,4,6,14,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,4,3,3,0,0,0,19,23,39,10,4,17,69,55,121
SSC14225,388,385,773,59,72,124,60,60,120,57,66,121,6,6,14,13,16,29,3,0,5,0,0,0,0,3,6,0,0,0,0,0,0,141,152,298,3,3,5,10,14,30,215,245,455,82,74,161,689,703,1388
SSC14226,1560,1712,3269,186,167,353,708,848,1554,5,11,15,28,32,57,6,3,11,9,9,13,3,7,8,3,0,3,9,8,17,0,0,0,772,912,1684,48,56,107,9,5,11,1010,1148,2156,159,189,349,2734,3044,5782
SSC14227,487,488,975,178,186,364,1401,1464,2862,50,49,98,66,72,133,17,13,35,26,18,40,6,13,17,3,3,3,20,18,39,0,0,0,1583,1646,3227,452,593,1040,28,29,58,2246,2449,4691,372,417,793,3106,3358,6463
SSC14228,2494,2537,5035,280,246,527,1270,1054,2323,40,25,69,28,17,45,5,7,8,18,13,22,0,0,0,0,0,0,6,3,6,3,0,3,1365,1124,2486,963,853,1818,16,18,36,2629,2234,4871,265,241,500,5387,5015,10403
SSC14229,24,22,52,0,0,0,19,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,31,0,0,0,0,0,0,19,16,31,3,0,4,44,40,87
SSC14230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14231,12,10,22,0,0,0,3,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,6,7,8,4,3,8,23,20,43
SSC14232,284,281,566,28,19,43,104,101,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,105,110,215,6,3,8,8,3,12,142,134,274,22,22,43,445,438,881
SSC14233,148,157,302,39,28,70,47,57,109,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,52,63,120,4,3,11,0,0,0,100,96,195,12,15,23,263,258,524
SSC14234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14235,867,921,1787,95,89,185,540,588,1125,5,4,5,10,11,27,5,3,7,0,4,5,5,0,5,0,0,0,4,0,9,0,0,0,572,611,1185,95,127,225,19,20,33,779,847,1630,138,116,255,1777,1887,3665
SSC14236,1092,1123,2216,77,73,157,400,386,786,3,5,6,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,391,803,16,21,34,9,11,16,509,498,1007,88,79,164,1694,1700,3391
SSC14237,1057,1078,2130,83,79,168,261,255,516,0,4,3,7,6,13,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,274,262,536,14,25,36,14,8,15,386,370,758,53,59,109,1491,1502,2999
SSC14238,453,433,886,80,84,164,102,100,200,0,0,0,8,6,17,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,111,116,228,4,4,3,3,5,6,201,201,402,103,96,204,760,729,1493
SSC14239,902,1077,1985,162,173,334,228,292,525,103,141,248,21,21,44,4,3,3,4,7,11,4,5,6,3,4,6,7,13,17,0,0,0,372,482,858,23,28,49,20,45,63,577,720,1301,164,194,356,1642,1997,3641
SSC14240,728,803,1527,173,189,357,259,268,525,5,11,17,54,55,111,8,3,10,7,7,17,4,3,9,0,3,5,0,3,4,0,0,0,345,345,692,16,15,27,11,10,17,544,559,1100,151,155,301,1414,1513,2929
SSC14241,873,920,1796,293,337,634,272,293,568,9,7,15,15,20,33,0,3,7,0,0,4,0,0,3,3,0,5,5,11,13,0,0,0,306,331,641,11,18,26,17,13,24,632,693,1327,121,139,261,1633,1757,3388
SSC14242,12,18,28,0,0,0,0,7,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,3,0,3,10,7,14,3,4,16,27,29,60
SSC14243,33,21,55,0,3,4,8,7,22,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28,0,0,0,0,0,0,18,15,35,12,8,25,66,46,116
SSC14244,256,295,551,45,64,108,213,228,438,3,4,12,10,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,231,249,479,14,30,47,4,5,8,293,342,637,37,44,83,588,681,1270
SSC14245,243,303,552,68,69,143,91,94,189,8,10,18,9,10,24,0,0,0,3,0,3,4,4,8,0,0,0,7,3,4,0,0,0,119,117,242,3,3,4,3,3,3,196,198,390,63,78,140,502,580,1077
SSC14246,3076,3053,6130,141,133,278,1090,1088,2178,4,5,15,15,11,30,4,10,16,7,10,13,0,0,0,0,3,0,0,0,3,0,0,0,1131,1125,2264,99,118,219,12,9,20,1389,1387,2776,214,193,401,4673,4633,9305
SSC14247,1123,1267,2389,328,447,777,226,268,491,14,13,24,30,20,52,0,0,0,0,3,5,0,0,3,0,0,7,3,4,7,0,0,0,274,306,582,29,27,55,16,27,42,647,812,1457,306,378,688,2074,2457,4532
SSC14248,319,307,627,79,106,188,123,148,271,4,8,11,6,8,17,0,0,0,4,0,7,3,4,3,0,0,0,5,3,14,0,0,0,148,178,323,11,15,29,11,9,17,253,303,559,50,56,101,619,666,1288
SSC14249,5134,5295,10426,258,273,537,1591,1627,3221,27,34,63,26,25,50,3,11,14,22,22,44,3,0,6,0,0,0,13,19,32,0,0,0,1691,1741,3432,335,361,696,17,13,27,2299,2392,4693,179,196,378,7614,7877,15497
SSC14250,1659,1749,3409,88,107,193,451,472,919,5,4,14,14,17,28,4,3,6,7,6,9,0,3,3,4,0,8,11,4,18,0,0,0,491,510,1005,111,128,245,14,13,24,703,760,1459,48,55,100,2413,2559,4975
SSC14251,2954,3092,6046,350,413,764,1485,1501,2983,43,29,75,34,26,62,11,8,25,9,3,13,5,3,11,9,3,9,3,13,18,0,0,0,1601,1587,3186,849,1026,1875,39,32,73,2840,3063,5901,276,276,550,6074,6429,12500
SSC14252,1186,1265,2448,259,270,526,467,494,963,8,7,20,34,34,70,0,0,0,5,8,17,0,0,0,3,0,3,0,0,0,0,0,0,518,554,1070,103,86,186,14,11,26,893,925,1814,283,285,570,2358,2469,4833
SSC14253,517,530,1046,78,76,159,344,367,710,3,8,7,5,9,18,0,0,3,0,0,0,0,0,0,4,3,4,0,0,3,0,0,0,364,391,748,5,7,12,8,3,11,446,475,924,47,57,109,1017,1068,2084
SSC14254,34,28,66,3,3,4,3,6,12,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,3,0,5,0,0,0,20,14,31,0,3,3,55,52,102
SSC14255,1181,1265,2448,126,140,271,585,569,1157,15,12,32,5,10,19,3,5,9,3,0,4,3,3,3,4,4,8,12,11,22,0,0,0,625,617,1239,188,128,313,11,13,28,955,895,1853,99,126,228,2241,2291,4532
SSC14256,830,874,1702,227,227,459,104,114,217,18,16,32,14,9,23,4,7,10,11,8,15,0,0,0,3,3,4,9,11,16,0,0,0,160,159,323,22,31,59,0,3,3,412,431,842,184,228,412,1426,1531,2957
SSC14257,54,54,103,3,0,5,10,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,20,0,0,0,0,0,0,17,12,22,7,8,14,75,69,140
SSC14258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
