SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC11300,5,23,83,119,107,80,8,0,0,431,24,14,13,16,18,21,14,3,0,117,0,0,3,0,3,6,0,0,0,13,0,0,3,0,0,0,0,0,0,5,27,35,101,131,132,111,23,4,0,567,0,0,0,8,3,4,0,0,0,13,4,3,0,0,0,3,0,0,0,17,4,6,3,8,3,7,0,0,0,28,36,42,103,134,134,115,23,4,0,595,39,7,3,17,17,51,81,46,16,283,3,3,11,5,11,12,8,3,0,51,80,53,120,160,166,174,109,50,16,929,0,19,39,44,68,46,0,0,0,216,34,25,48,90,53,39,7,0,0,300,3,3,12,9,3,3,0,0,0,32,0,0,3,0,0,3,0,0,0,5,36,51,110,138,126,89,10,0,0,557,3,3,0,6,0,0,0,0,0,12,5,0,3,0,0,0,0,0,0,12,6,3,3,6,0,0,0,0,0,18
SSC11301,0,11,15,19,23,26,4,3,0,98,3,8,0,0,5,10,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,17,19,32,30,9,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,17,19,32,30,9,3,0,131,10,3,0,0,0,7,11,10,3,52,0,0,0,0,0,0,0,0,0,0,14,20,17,25,37,34,22,9,3,182,0,4,6,9,18,9,0,0,0,47,11,5,6,8,17,12,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,12,20,39,23,4,0,0,117,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,7
SSC11302,0,6,0,0,7,3,0,0,0,26,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,8,0,4,11,7,0,0,0,35,3,0,0,0,7,0,4,6,0,14,0,0,0,0,0,0,0,0,0,0,3,8,0,4,17,9,4,4,3,51,0,3,3,4,5,0,0,0,0,15,0,0,0,4,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SSC11303,19,161,751,806,667,307,51,7,0,2756,74,136,180,117,96,80,36,5,0,730,4,7,21,16,19,17,3,0,0,84,4,3,23,15,8,11,0,0,0,61,100,303,969,960,788,409,91,10,0,3634,0,14,28,26,16,21,4,0,0,108,15,17,16,5,15,3,3,0,0,72,14,32,40,31,34,25,7,0,0,177,114,334,1010,989,816,437,95,13,0,3813,179,64,80,73,100,148,266,212,77,1200,23,42,109,76,55,50,34,25,6,411,317,441,1195,1139,965,633,399,253,86,5421,13,157,756,594,543,251,41,3,3,2363,77,163,265,331,264,148,42,4,0,1294,4,11,46,54,17,10,4,0,0,141,0,9,19,11,9,6,0,0,0,53,93,335,1092,992,832,413,93,10,3,3856,5,9,24,19,23,12,0,0,0,96,19,14,18,12,18,19,0,0,0,99,22,24,38,31,40,30,0,0,0,196
SSC11304,0,0,0,0,4,3,3,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,5,9,6,3,0,0,26,3,0,0,0,3,9,5,3,0,32,0,0,0,0,3,0,4,0,0,11,9,3,0,3,16,16,12,3,0,67,0,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11305,0,0,3,3,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,3,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,3,7,7,3,0,0,28,0,0,4,3,3,4,0,0,0,14,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11306,0,0,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,16,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,9,0,0,0,30,0,0,0,3,0,5,0,0,0,10,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11307,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,5,3,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11309,3,3,4,10,17,16,0,0,0,51,0,0,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,3,6,12,22,19,9,0,0,71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,6,12,22,20,9,0,0,75,3,3,3,0,3,11,26,10,4,63,3,3,4,3,3,8,0,0,0,21,12,7,16,14,32,36,33,9,8,162,0,0,0,0,4,7,3,0,0,14,3,0,3,8,11,8,0,0,0,30,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,4,11,16,13,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC11310,5,8,14,20,26,28,3,0,0,99,5,0,10,4,19,16,3,0,0,53,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,10,6,24,24,47,41,11,0,0,172,0,0,0,3,4,4,0,0,0,10,3,0,0,0,0,3,0,0,0,3,3,3,0,3,4,8,0,0,0,18,15,7,28,27,51,53,11,0,0,183,12,0,3,7,12,42,104,62,19,254,3,0,0,3,3,4,0,3,3,21,25,8,30,36,67,101,114,59,17,465,0,3,10,17,26,22,0,3,0,81,6,3,9,8,19,20,10,0,0,72,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,5,12,9,17,27,48,45,8,3,0,162,0,0,0,0,0,3,0,0,0,9,3,0,4,0,3,6,0,0,0,7,4,0,3,0,3,7,0,0,0,16
SSC11311,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,3,3,0,20,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11312,15,38,265,229,204,122,18,0,0,881,22,38,52,36,33,34,10,3,0,232,0,4,6,8,6,4,0,0,0,25,0,0,6,9,0,3,0,0,0,17,32,77,328,276,243,161,36,8,0,1159,0,6,19,5,9,9,0,0,0,40,9,0,4,0,0,6,0,0,0,27,9,5,19,7,7,14,0,0,0,68,44,77,350,281,253,175,36,8,0,1225,91,38,54,33,44,67,98,74,28,522,0,10,31,17,21,11,11,4,3,103,136,122,433,339,313,252,139,84,29,1847,8,35,179,117,131,65,10,0,0,542,42,42,70,102,91,58,13,0,0,422,3,0,22,4,3,3,0,0,0,35,4,4,6,3,0,0,0,0,0,21,54,81,282,228,226,125,18,0,0,1012,3,5,11,3,12,3,0,0,0,35,13,6,12,4,3,0,0,0,0,33,11,8,17,8,9,3,0,0,0,71
SSC11313,10,66,235,263,197,142,34,0,0,941,38,51,64,43,55,41,16,0,0,309,0,0,9,7,6,5,3,0,0,33,4,3,3,6,5,3,3,0,0,29,51,117,309,323,266,189,59,4,0,1311,3,6,17,12,8,9,0,0,0,58,12,17,7,0,3,3,0,0,0,41,9,23,20,14,14,16,0,0,0,94,63,135,325,332,280,210,55,4,0,1410,99,48,37,32,44,98,139,75,20,582,11,5,18,21,19,16,8,14,0,114,168,196,386,380,341,321,209,93,18,2111,5,52,185,136,148,72,9,0,0,611,49,49,82,121,102,78,17,0,0,491,0,3,22,12,3,0,3,0,0,45,0,3,9,0,5,3,0,0,3,21,57,108,294,271,259,154,25,0,3,1174,0,6,13,4,3,3,0,0,0,29,15,8,12,11,13,3,0,0,0,60,15,20,25,10,12,5,0,0,0,91
SSC11314,0,0,4,3,5,7,9,0,0,28,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,3,10,7,6,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,10,10,6,0,0,43,0,0,3,0,4,3,7,0,0,18,0,0,0,0,0,0,0,0,0,4,4,6,8,5,9,13,18,0,0,70,0,0,0,4,7,4,3,0,0,21,4,0,4,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,10,6,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,4,0,4,3,3,8,3,4,0,31,0,0,0,0,0,0,0,0,0,7,6,0,4,5,10,14,8,7,0,47,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11316,0,14,24,30,48,33,13,3,0,171,4,8,0,3,4,3,6,3,0,31,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,4,26,27,30,55,40,26,6,3,217,0,3,4,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,4,3,7,0,3,4,0,0,0,20,5,27,31,33,59,45,22,6,3,240,20,6,0,4,11,18,56,42,9,166,0,5,8,4,14,10,18,16,8,90,26,38,37,45,88,71,96,67,18,493,3,8,11,14,23,16,4,0,0,77,3,9,8,24,20,15,12,4,0,96,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,4,8,6,14,18,40,48,41,22,3,4,185,0,0,0,0,4,0,0,0,0,9,0,0,3,0,3,0,0,0,0,9,0,3,3,4,4,3,0,0,0,16
SSC11317,0,0,3,3,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,4,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11318,3,3,10,10,13,6,3,0,0,37,0,0,3,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,11,11,13,6,9,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,14,9,13,9,9,0,0,60,0,0,0,3,0,3,6,3,3,23,0,0,0,0,0,0,0,0,0,5,5,3,14,12,15,15,17,6,3,89,0,3,0,4,6,3,0,0,0,14,0,0,3,10,9,6,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,10,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11320,7,18,41,53,71,46,10,0,0,247,9,3,12,11,17,26,12,3,0,99,0,5,3,7,5,7,3,0,0,24,0,0,3,3,0,0,0,0,0,5,18,25,58,71,96,83,17,7,0,370,4,0,7,6,3,3,0,0,0,28,0,0,0,0,3,0,0,0,0,10,9,0,10,12,11,4,0,0,0,32,26,25,66,78,104,80,17,7,0,405,26,5,8,12,15,49,119,75,18,331,0,10,3,6,14,6,8,14,9,73,50,37,79,94,135,141,147,95,32,812,4,5,22,29,35,32,4,0,0,142,23,9,19,36,28,44,5,0,0,167,0,0,5,5,4,3,0,0,0,22,0,0,0,4,0,0,0,0,0,6,29,15,51,79,74,79,13,0,0,333,4,0,3,0,0,3,0,0,0,12,0,0,6,3,3,0,0,0,0,11,3,0,7,3,4,7,0,0,0,26
SSC11321,0,8,11,32,10,20,6,0,0,99,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,16,29,14,25,11,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,29,14,30,11,0,0,109,9,0,0,4,3,3,6,3,0,23,3,0,0,0,4,3,3,0,0,11,15,5,14,38,23,36,21,3,0,144,0,4,9,12,8,16,3,0,0,51,3,0,0,8,9,13,3,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,3,13,25,19,21,5,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11322,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,4,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,7,0,0,17,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11323,0,3,5,11,12,6,0,0,0,42,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,5,11,14,12,3,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,5,10,13,14,3,0,0,54,7,0,0,3,0,0,13,7,0,25,0,0,0,0,0,0,0,0,0,3,11,3,5,16,13,17,18,7,3,83,0,0,3,4,8,6,0,0,0,20,3,3,3,4,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,7,11,14,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11324,0,3,0,3,3,7,0,0,0,18,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,3,3,13,6,0,0,0,24,0,0,0,0,0,5,0,3,3,11,0,0,0,0,0,0,0,0,0,3,0,5,3,4,12,13,4,7,3,39,0,0,0,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11325,3,4,12,30,25,23,3,0,0,94,7,4,3,9,15,6,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,10,40,38,33,13,0,0,148,0,3,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,6,5,0,3,0,0,0,0,11,15,12,12,40,39,35,13,0,0,161,11,4,5,10,3,18,30,6,3,92,3,0,3,3,3,4,4,0,0,19,27,15,27,48,48,59,45,6,4,280,0,0,6,18,21,17,3,0,0,63,6,5,3,27,24,19,4,3,0,89,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,3,6,5,13,47,44,36,7,6,0,165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
SSC11326,3,9,12,26,34,17,3,0,0,104,3,3,6,0,0,12,0,0,0,24,0,0,0,0,0,5,0,0,0,10,0,0,0,3,0,0,0,0,0,5,11,11,23,29,34,37,7,0,3,142,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,9,11,26,32,36,37,7,0,3,151,9,3,0,0,3,8,21,5,3,60,0,0,3,0,0,0,0,0,0,7,24,11,31,33,35,47,31,10,7,214,0,0,9,7,24,7,0,0,0,46,7,3,7,16,18,10,3,0,0,65,0,0,5,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,9,4,22,29,37,21,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
