SSC_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SSC11637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,0,0,0,22
SSC11638,17,17,13,0,3,0,46,4,3,3,0,0,0,6,8,8,6,0,0,0,15,7,3,8,0,0,0,16,3,10,4,5,0,0,24,7,12,5,3,7,0,34,9,26,3,4,3,0,42,10,16,10,3,4,0,41,13,20,10,0,4,0,45,11,13,8,0,5,0,38,14,11,3,3,0,0,31,33,57,20,7,6,0,125,4,14,11,3,3,0,33,14,38,4,0,4,0,62,26,33,9,0,3,0,68,47,124,29,8,5,0,211,22,117,15,4,0,3,164,25,106,28,3,3,0,169,3,21,12,0,3,0,43,268,640,195,44,60,9,1221
SSC11639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,5,0,0,0,0,7,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,0,3,0,29
SSC11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,16
SSC11641,13,11,5,0,0,0,27,4,0,0,0,0,0,3,0,0,3,3,0,0,10,0,3,0,0,0,0,5,6,3,4,0,0,0,13,0,0,0,0,0,0,3,3,6,6,0,0,0,17,4,0,3,0,0,0,15,0,11,0,3,0,0,16,11,9,0,0,0,0,18,10,4,3,0,0,0,13,15,22,3,4,3,0,46,4,3,0,0,0,0,12,4,5,0,0,0,0,12,22,13,6,0,3,0,36,35,38,4,4,4,0,89,23,31,5,0,0,0,65,41,53,7,3,3,0,107,10,11,3,0,0,0,21,211,220,56,17,21,3,533
SSC11642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11645,10,11,8,0,3,0,32,3,0,8,0,0,0,11,0,3,0,0,0,0,9,4,0,9,0,0,0,14,0,0,4,0,0,0,5,6,6,6,0,0,0,21,8,4,10,0,3,0,21,5,11,14,3,0,0,40,0,10,14,3,0,0,28,12,21,17,0,3,0,53,3,15,11,0,0,0,30,24,29,29,4,7,3,98,4,16,10,3,0,0,28,9,14,5,3,3,0,37,24,36,15,0,0,0,79,37,44,25,6,5,0,124,17,14,17,0,0,0,45,3,12,6,3,0,0,24,11,11,12,0,3,0,43,182,265,212,29,31,4,731
SSC11646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4
SSC11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC11648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11649,5,3,3,0,0,0,9,6,3,0,0,0,0,6,8,5,9,0,0,0,17,17,3,3,0,3,0,24,15,14,4,8,6,0,56,26,36,9,11,6,0,78,25,30,12,8,3,0,70,16,23,5,3,8,0,59,14,17,4,4,0,0,45,7,20,0,0,4,0,32,9,6,0,6,3,0,19,5,11,3,0,0,0,25,5,3,0,0,0,0,9,0,3,0,0,0,0,3,3,13,3,0,0,0,13,5,5,0,0,0,0,14,4,0,0,0,0,0,7,3,0,0,0,0,0,6,5,4,7,7,0,0,19,175,201,62,44,38,0,518
SSC11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,5,0,16
SSC11651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11652,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,6,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,23,14,3,0,0,57
SSC11653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,7,4,10,0,0,0,0,15
SSC11655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,9
SSC11656,3,13,3,0,0,0,23,4,0,0,0,0,0,12,3,5,4,0,0,0,12,3,4,6,0,0,0,15,5,4,8,0,3,0,25,4,9,7,0,0,0,28,10,14,3,3,4,0,39,7,16,16,0,3,0,35,4,11,10,0,0,0,26,12,26,7,0,0,0,49,6,14,10,0,0,0,33,23,42,12,0,0,0,83,5,17,3,0,0,0,24,0,14,3,0,0,0,21,11,34,11,0,0,0,52,15,70,11,0,7,0,108,10,24,8,0,0,0,38,3,16,3,0,0,0,24,4,9,7,3,3,0,28,144,333,134,24,24,3,669
SSC11657,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14
SSC11658,4,3,5,0,0,0,7,3,0,3,0,0,0,9,7,3,0,0,0,0,13,7,0,0,0,3,0,7,3,7,0,0,0,0,14,12,9,9,0,7,0,30,7,5,11,0,4,0,26,7,16,9,0,5,0,35,3,15,3,4,0,0,26,12,23,3,3,3,0,43,9,24,3,3,3,0,38,12,36,8,3,0,0,63,0,13,0,3,0,0,12,0,3,0,0,0,0,8,9,8,4,0,0,0,20,3,4,5,0,0,0,14,0,3,3,0,0,0,6,0,4,0,0,0,0,3,0,3,0,0,0,0,3,102,171,62,17,27,0,380
SSC11659,3,6,0,0,0,0,17,0,6,3,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,3,0,3,0,8,5,3,3,0,15,6,0,6,0,4,0,19,8,9,16,0,5,0,34,3,23,10,3,4,0,47,9,31,14,3,3,0,58,14,32,17,0,0,0,67,17,45,12,8,3,0,80,15,76,15,3,3,0,121,13,44,10,3,3,0,77,16,42,5,0,0,0,69,19,51,18,0,3,0,88,16,44,11,3,0,0,77,3,5,3,0,0,0,18,0,0,3,0,0,0,8,5,12,10,0,5,0,39,140,446,176,29,49,7,847
SSC11660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12
SSC11661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,5,3,0,0,40
SSC11662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,18
SSC11664,8,11,15,3,5,0,45,3,0,0,0,0,0,11,3,0,8,3,3,0,17,3,3,4,0,4,0,15,0,5,3,0,7,0,17,9,14,5,6,7,0,39,7,14,17,0,3,0,40,20,27,15,0,4,0,65,15,37,19,3,3,0,69,18,52,25,0,9,0,108,23,51,3,0,5,0,80,37,107,34,7,12,0,204,19,45,17,3,3,0,89,12,26,13,0,0,0,53,18,78,20,5,5,0,129,31,68,20,3,5,3,122,12,21,11,0,0,0,45,5,13,6,0,0,0,31,13,21,3,0,0,0,32,250,599,244,33,65,5,1206
SSC11665,3,3,3,0,5,0,14,3,0,0,0,0,0,3,0,0,0,0,3,0,6,3,0,0,0,0,0,7,3,4,0,0,0,0,10,9,10,8,3,5,0,35,18,19,13,6,3,3,58,28,31,12,9,5,0,84,17,50,16,9,7,3,102,18,56,15,3,7,0,95,3,31,11,0,3,0,47,8,23,11,3,0,0,45,9,3,0,0,0,0,12,0,3,0,0,0,0,10,7,3,5,0,0,0,20,3,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,3,0,11,152,244,88,39,48,9,578
SSC11666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
SSC11667,10,10,11,0,3,0,38,3,0,0,0,3,0,5,0,0,6,0,3,0,12,3,3,4,0,0,0,11,6,0,9,0,0,0,8,0,7,5,0,0,0,16,7,13,10,3,0,3,35,6,7,10,3,0,0,30,3,17,10,0,0,0,29,6,8,4,4,0,0,23,6,14,7,0,0,0,29,8,36,12,3,3,0,66,6,10,8,0,3,0,27,3,13,4,0,0,0,25,10,38,15,0,3,0,62,25,79,49,5,9,0,171,9,63,20,3,0,0,99,12,54,25,4,0,0,93,10,23,6,0,0,0,41,131,391,217,32,37,5,818
SSC11668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,5,6,0,3,0,22
SSC11669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,17
SSC11670,26,20,27,7,3,0,83,5,3,10,0,3,0,21,12,3,8,0,4,0,29,8,14,8,0,4,0,33,13,13,19,3,3,0,62,11,27,23,10,6,0,74,29,40,37,14,9,0,125,31,65,37,8,18,0,159,41,78,44,14,14,0,185,45,123,66,25,13,0,271,41,121,35,16,12,0,225,108,231,82,23,16,5,465,41,154,33,10,8,0,240,47,115,28,10,6,0,198,125,285,78,22,12,0,519,120,378,122,17,12,3,655,15,61,29,3,3,0,116,16,37,18,7,3,0,79,20,53,43,4,10,4,135,760,1817,751,185,167,17,3684
SSC11671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11672,0,3,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,3,3,0,0,0,7,3,5,3,0,4,0,15,4,3,0,0,0,0,10,3,8,7,0,0,0,17,3,4,4,0,0,0,15,0,14,4,0,0,0,16,10,14,3,5,3,0,32,3,14,3,0,3,0,18,12,15,12,0,0,0,43,0,8,0,0,0,0,13,5,5,0,0,4,0,13,9,10,8,0,3,0,33,10,12,6,0,3,0,31,5,7,0,0,0,0,4,3,5,0,0,0,0,10,3,7,5,0,0,0,11,88,136,71,14,23,3,327
SSC11673,9,5,4,0,0,0,24,0,0,0,0,0,0,4,4,0,3,0,0,0,6,0,0,0,0,0,0,3,3,3,4,0,0,0,7,0,3,3,0,0,0,7,3,5,3,0,3,0,15,3,7,8,0,3,0,17,0,3,6,0,0,0,8,3,10,5,0,0,0,24,3,3,3,0,0,0,12,13,23,5,0,3,0,51,0,7,3,0,0,0,4,3,3,4,0,0,0,7,5,19,3,3,3,0,33,9,41,11,0,3,0,74,3,11,8,3,0,0,31,13,16,16,3,0,0,52,4,16,3,0,0,0,22,79,189,93,16,28,0,412
SSC11674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,8,3,0,0,0,20
SSC11675,0,0,3,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,9,0,6,0,0,19,0,0,0,0,4,0,3,0,7,0,0,0,0,10,6,4,0,0,0,0,17,0,3,0,0,0,0,8,3,3,0,0,0,0,12,0,5,0,3,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,41,14,11,7,0,105
SSC11676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,0,24
SSC11677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11678,3,3,5,0,0,0,18,0,0,0,0,0,0,5,3,4,3,0,0,0,14,3,3,0,0,0,0,6,4,9,3,0,0,0,18,11,6,3,4,3,0,28,3,15,8,4,4,0,29,9,15,10,3,0,0,42,14,28,3,3,4,0,51,6,17,10,0,0,0,42,5,21,7,0,0,0,35,12,27,9,0,0,0,53,4,4,0,0,0,0,6,0,3,0,0,0,0,4,3,6,9,0,0,0,22,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,15,91,182,77,24,13,0,393
