SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC12080,65,132,0,18,10,51,3,12,51,217,72,293,12,39,5,27,25,65,41,134,109,428,0,0,3,6,0,5,27,83,35,92,0,0,6,6,10,24,20,39,50,129,3,6,226,690
SSC12081,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC12082,4,7,0,7,0,0,0,0,4,16,8,22,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,6,0,6,3,9,0,0,17,44
SSC12083,12,22,0,0,0,7,0,0,10,38,7,41,0,0,0,5,3,11,3,21,18,58,0,0,0,0,0,0,3,19,3,19,0,0,3,3,0,4,3,6,11,22,0,3,41,109
SSC12084,15,28,0,0,0,0,0,0,13,40,13,40,0,3,3,3,3,9,3,19,15,66,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,6,3,6,0,7,0,0,32,103
SSC12085,287,578,3,36,42,201,3,19,166,642,215,902,16,69,36,115,49,144,99,326,314,1233,0,0,10,29,5,19,39,98,48,147,0,3,21,44,41,88,63,141,111,283,11,24,727,2115
SSC12086,16,31,0,0,0,3,0,0,7,42,9,44,0,4,3,7,8,20,8,27,23,71,0,0,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,7,3,14,0,0,41,114
SSC12087,28,49,0,0,3,10,0,0,9,36,11,45,0,0,3,13,4,8,6,20,20,63,0,0,0,3,0,0,3,5,3,6,0,0,0,0,4,9,3,6,5,15,0,3,55,137
SSC12088,1882,3777,81,497,569,2603,109,521,2612,10402,3375,14021,328,1374,463,1651,868,2849,1659,5880,5033,19896,14,52,71,239,11,47,230,617,327,953,52,173,79,192,248,576,381,942,710,1888,49,112,7675,25675
SSC12089,584,1174,33,176,215,995,43,172,1223,4863,1509,6204,82,332,129,446,194,624,399,1402,1905,7612,5,28,19,78,3,19,99,275,128,397,9,37,28,64,80,196,121,300,248,695,13,34,2759,9510
SSC12090,802,1584,26,127,141,663,32,147,580,2342,777,3279,44,180,71,230,161,498,274,904,1050,4188,13,57,38,156,17,69,217,647,290,926,19,69,43,92,121,265,183,426,473,1346,21,41,2339,7156
SSC12091,19,44,0,0,0,3,0,6,12,56,17,65,0,3,0,3,3,9,9,16,22,85,0,4,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,3,12,0,0,43,134
SSC12092,30,54,0,0,3,21,0,14,15,45,19,81,3,14,0,4,6,31,12,44,35,123,0,0,0,0,0,0,4,20,4,20,0,0,0,0,3,7,3,7,11,22,0,0,66,206
SSC12093,4,10,0,0,3,10,3,8,3,9,3,27,0,0,0,4,3,11,3,12,11,38,0,0,4,17,0,4,4,18,12,36,0,0,0,0,4,4,4,4,15,40,0,0,31,93
SSC12094,180,355,15,82,22,102,5,34,95,433,134,647,31,142,25,94,94,316,145,551,279,1200,0,12,0,17,5,24,29,86,41,129,3,18,6,11,34,82,42,112,86,240,12,20,551,1817
SSC12095,31,65,0,0,4,20,6,14,9,27,13,63,0,0,0,0,9,20,4,22,23,84,3,19,0,0,0,0,21,53,25,78,3,5,0,0,15,32,18,38,35,110,3,3,98,262
SSC12096,113,233,3,12,14,49,9,33,68,264,91,355,3,8,7,23,22,78,32,110,124,469,0,5,7,17,3,12,26,73,40,107,3,4,7,17,25,54,32,76,67,182,3,13,315,893
SSC12097,8,13,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,8,0,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33
SSC12098,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SSC12099,1170,2326,4,35,74,337,17,63,615,2322,709,2749,44,181,92,312,147,470,283,960,993,3712,0,6,10,36,6,21,97,244,118,307,22,68,50,111,131,282,199,454,317,765,136,295,2616,7103
SSC12100,489,984,28,162,105,516,22,97,282,1203,433,1983,68,290,89,328,200,659,354,1277,794,3262,0,0,10,39,4,11,28,84,46,131,9,20,8,24,53,111,64,149,113,286,8,18,1405,4545
SSC12101,57,106,7,35,14,71,5,28,34,159,60,295,12,39,3,21,31,103,49,164,105,462,0,0,0,11,0,0,8,22,12,34,0,10,0,6,6,7,10,18,20,60,3,8,183,634
SSC12102,22,38,0,5,0,3,0,0,10,30,7,37,0,3,3,8,0,9,8,21,14,57,0,4,0,3,0,0,0,3,5,13,0,0,0,4,0,0,0,5,9,16,0,3,40,113
SSC12103,14,23,0,0,0,6,0,0,11,33,12,42,0,4,0,0,0,3,3,9,13,50,0,0,0,7,0,0,3,3,4,14,0,0,0,0,0,6,0,6,5,18,0,0,29,88
SSC12104,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
SSC12105,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SSC12106,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC12107,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC12108,7,17,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,3,0,11,3,10,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,12,37
SSC12109,193,385,3,9,12,49,4,18,41,163,56,243,5,20,9,22,20,70,32,107,89,350,0,8,3,4,5,9,13,38,20,59,0,6,3,8,15,22,18,35,31,98,3,7,321,835
SSC12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12111,46,88,0,0,3,21,0,0,9,43,11,62,0,0,0,6,4,10,7,15,22,80,0,0,0,4,0,0,5,16,10,20,0,0,0,0,0,3,4,3,10,22,0,0,74,197
SSC12112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12113,9,19,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
SSC12114,3,7,0,0,0,0,0,0,3,5,3,5,0,3,0,0,0,5,4,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
SSC12115,22,41,0,0,0,0,0,0,8,23,8,23,0,0,0,12,0,4,3,10,12,41,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,3,4,34,96
SSC12116,961,1878,13,66,85,370,24,103,336,1295,449,1832,35,151,87,275,138,432,257,853,709,2688,7,19,21,69,5,12,82,205,109,300,11,35,32,66,94,198,135,302,242,605,22,50,1937,5218
SSC12117,568,1131,11,58,70,328,12,56,341,1343,434,1783,48,187,63,216,163,503,274,907,711,2687,0,3,5,23,7,14,61,163,76,206,11,38,25,50,62,129,97,212,173,419,5,14,1455,4248
SSC12118,132,260,0,0,10,39,5,28,40,155,53,225,5,25,8,23,21,68,30,116,89,339,0,0,0,3,3,6,6,18,12,30,3,9,0,4,12,30,15,39,29,73,0,3,250,670
SSC12119,146,285,0,3,4,26,0,0,30,100,32,131,3,8,0,8,15,45,17,64,54,197,0,0,0,3,0,0,7,29,9,32,4,6,0,0,14,20,16,31,27,60,4,7,223,547
SSC12120,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,3,0,0,0,0,3,3,0,5,0,0,0,3,4,5,3,12,0,0,15,32
SSC12121,4,15,0,0,4,9,0,0,0,9,3,17,0,0,0,0,3,11,3,11,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44
SSC12122,34,70,0,6,0,8,0,7,11,55,15,71,3,14,8,15,9,24,19,56,38,126,0,0,0,0,0,0,3,9,3,9,0,0,0,0,7,7,7,7,9,17,3,3,75,210
SSC12123,17,34,0,0,4,14,0,0,3,11,10,29,3,6,0,0,3,5,7,9,9,44,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,3,3,3,3,30,82
SSC12124,6,14,0,5,3,12,0,0,5,14,8,23,0,3,0,3,0,3,5,9,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48
SSC12125,193,382,0,5,20,107,3,19,89,363,122,493,12,36,12,52,30,102,56,190,176,685,0,0,0,5,0,0,25,62,26,68,0,0,10,19,17,44,31,66,56,138,4,8,427,1211
SSC12126,4,9,0,0,0,7,0,0,3,14,3,13,0,0,0,0,3,3,3,3,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,35
SSC12127,9,27,0,0,0,8,0,5,0,11,5,21,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,3,18,53
SSC12128,38,83,0,0,0,11,0,5,15,55,16,69,0,6,0,7,6,27,14,36,25,110,0,0,0,3,0,0,5,19,5,24,0,0,3,4,3,3,3,10,9,38,0,0,82,223
SSC12129,898,1782,17,78,204,946,21,78,792,3058,1038,4149,115,446,261,901,231,716,607,2064,1641,6214,3,19,32,108,9,24,100,237,144,384,21,63,102,231,101,210,223,509,368,894,41,88,2946,8977
SSC12130,348,694,11,61,94,417,8,30,383,1567,496,2073,61,256,96,337,104,340,262,928,760,3001,0,3,13,34,0,3,47,122,60,168,13,47,21,43,45,97,81,186,140,353,12,23,1255,4068
SSC12131,602,1203,15,97,58,275,28,118,430,1675,529,2163,34,147,37,131,167,538,246,824,771,2989,3,30,33,115,24,81,186,532,251,761,17,61,33,70,198,429,252,564,499,1326,32,61,1903,5586
SSC12132,30,53,0,0,3,10,0,6,6,26,10,45,0,3,0,9,3,6,6,19,17,58,0,0,0,8,0,0,5,17,5,20,0,0,0,0,0,0,0,0,7,18,0,0,47,132
SSC12133,61,119,0,5,4,17,0,0,23,95,29,116,0,7,4,11,11,26,11,40,43,159,0,7,0,5,0,0,8,27,14,39,3,5,0,7,3,12,9,18,19,58,3,3,129,334
SSC12134,101,200,0,4,7,19,3,12,56,226,66,264,3,11,13,44,17,45,29,102,97,363,0,0,3,9,0,4,5,13,8,19,3,9,0,11,7,21,18,43,26,62,0,3,220,627
SSC12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12136,4,13,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,4,3,10,7,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,26
SSC12137,54,115,0,7,10,50,0,14,34,146,53,222,7,24,6,34,46,138,59,196,108,414,0,0,3,13,0,8,8,30,15,52,5,9,0,0,12,27,15,37,28,87,0,4,199,617
SSC12138,3,3,0,0,0,6,0,0,3,10,3,16,0,0,0,4,0,3,0,10,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26
SSC12139,18,35,0,0,0,3,0,0,3,17,6,18,0,5,0,4,6,19,8,21,15,40,0,4,0,0,0,0,3,12,3,15,0,0,0,0,3,12,3,12,9,22,0,3,36,98
SSC12140,43,87,0,0,0,0,0,5,11,44,9,48,0,0,0,0,11,31,11,31,25,84,0,0,0,0,0,5,4,6,3,11,0,0,3,3,3,4,3,11,6,21,0,0,76,187
SSC12141,779,1550,12,44,67,315,28,119,370,1470,473,1945,46,189,74,247,195,591,306,1026,783,2975,3,16,28,101,10,33,127,347,167,498,17,45,33,65,138,295,186,406,353,905,20,41,1939,5473
SSC12142,121,234,0,6,0,0,0,3,18,63,19,70,3,11,3,16,6,15,9,42,29,112,0,0,4,7,0,0,7,9,6,20,0,3,3,8,12,33,18,42,27,63,0,3,174,407
SSC12143,16,32,0,0,0,8,0,0,4,16,4,23,0,3,0,5,3,4,3,15,9,36,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,3,7,0,0,30,83
SSC12144,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC12145,205,409,3,33,22,114,4,18,112,435,141,594,9,47,24,78,40,119,69,242,213,836,0,0,4,8,0,3,14,32,20,49,3,9,6,13,16,27,19,45,41,96,0,0,457,1332
SSC12146,26,46,0,0,3,7,0,5,7,34,13,47,0,0,0,4,5,17,10,17,22,67,0,0,0,8,0,0,5,11,7,19,0,0,0,0,0,3,0,3,7,22,0,0,50,134
SSC12147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12148,0,6,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,3,0,3,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,5,3,5,5,12,0,0,12,28
SSC12149,831,1673,17,78,144,649,34,151,722,2875,912,3754,93,400,129,451,364,1177,583,2023,1495,5784,0,3,23,87,6,15,88,241,118,351,15,49,42,92,131,289,193,436,309,791,35,81,2672,8325
SSC12150,291,577,3,24,25,115,12,56,317,1257,364,1446,20,92,39,122,91,295,153,509,516,1959,0,10,11,47,8,20,58,155,73,235,5,12,16,45,59,134,87,194,163,437,14,29,978,3000
SSC12151,15,24,0,0,0,16,0,0,3,20,9,38,0,8,0,6,3,13,8,23,10,58,0,0,0,0,0,7,0,0,5,8,0,0,0,0,0,0,0,0,5,8,0,3,27,91
SSC12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC12153,74,145,0,5,10,43,0,0,23,102,39,148,7,22,4,17,11,26,24,66,59,214,0,0,3,16,0,0,15,42,21,57,0,0,0,9,13,23,14,34,35,87,4,5,169,453
SSC12154,882,1753,8,44,75,343,17,82,429,1683,528,2148,23,96,86,279,100,294,210,670,739,2822,3,9,26,93,12,38,118,286,152,426,10,39,56,112,107,236,175,388,327,806,29,53,1977,5437
SSC12155,25,53,0,0,0,14,0,4,11,53,12,67,0,3,0,0,10,25,7,31,24,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,153
SSC12156,1139,2279,10,57,111,479,17,70,752,2836,888,3449,72,289,140,478,255,793,464,1561,1356,5008,0,4,18,54,10,40,112,280,141,376,14,49,71,168,219,472,309,685,446,1059,169,369,3109,8716
SSC12157,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3
SSC12158,1044,2125,26,141,164,742,31,125,783,3138,1003,4144,132,558,147,540,457,1487,734,2584,1738,6726,3,24,29,114,19,64,159,441,209,639,27,81,57,143,303,680,388,894,596,1533,71,148,3443,10540
SSC12159,5,9,0,0,0,0,0,4,3,18,7,27,0,0,0,0,0,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37
SSC12160,15,22,0,0,6,16,0,6,3,16,8,34,0,3,0,0,0,0,0,3,6,38,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,7,0,7,5,12,0,3,27,75
SSC12161,36,69,0,0,4,8,0,0,7,45,14,55,0,0,0,0,0,8,0,8,12,64,0,0,0,0,0,0,4,6,4,12,0,0,0,0,0,0,0,0,3,14,0,0,56,146
SSC12162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC12163,701,1423,13,82,71,331,33,163,575,2228,687,2811,24,125,55,171,158,514,241,808,923,3621,6,37,37,116,18,64,294,810,354,1020,21,73,44,100,215,466,283,635,634,1659,51,103,2313,6803
SSC12164,127,249,3,15,15,62,0,6,73,275,88,362,5,26,11,47,32,102,51,173,143,533,0,3,0,3,0,0,4,13,7,25,0,0,3,6,8,18,12,23,19,48,3,9,292,838
SSC12165,48,95,0,8,0,0,0,0,9,21,9,27,0,0,3,12,0,9,6,16,11,45,0,0,0,0,0,0,4,10,3,12,0,0,0,0,3,8,3,8,7,22,0,3,69,170
SSC12166,10,16,0,0,0,4,0,0,3,4,4,15,0,5,0,3,0,0,3,4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,12,39
SSC12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12168,8,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
SSC12169,4,16,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22
SSC12170,4,9,0,4,0,11,0,0,0,8,4,21,0,0,0,0,0,4,0,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34
SSC12171,60,122,9,32,20,90,6,22,37,156,64,295,8,37,14,58,26,77,44,164,112,460,0,0,0,5,0,3,9,17,11,31,0,4,0,0,3,9,4,9,12,41,0,3,189,625
SSC12172,855,1698,17,68,100,456,26,118,701,2735,846,3380,67,268,111,369,205,659,381,1300,1224,4681,5,24,20,70,12,46,114,296,154,439,17,49,44,99,175,377,236,527,394,970,33,73,2507,7416
SSC12173,629,1219,3,8,10,30,0,0,129,448,141,492,8,28,29,87,31,90,67,200,204,692,0,0,0,0,0,4,22,52,26,58,0,4,11,34,40,92,60,125,81,186,19,45,931,2135
SSC12174,48,95,0,12,8,50,5,20,23,99,40,171,0,4,3,9,15,52,16,65,56,232,0,0,0,0,0,7,10,27,7,31,3,3,0,3,5,18,13,29,21,64,0,3,126,390
SSC12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12176,8,15,0,0,0,3,0,5,0,6,3,13,0,9,0,7,0,0,3,8,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42
SSC12177,4,12,0,0,0,0,0,0,7,17,7,17,0,0,0,0,0,4,0,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35
SSC12178,25,43,0,0,4,10,0,0,12,36,15,48,4,9,4,18,3,4,12,34,25,82,0,0,0,0,0,0,0,7,3,10,0,0,0,0,3,11,3,11,4,19,0,3,54,150
SSC12179,4,6,0,0,0,10,0,0,0,3,3,14,0,0,0,0,0,8,0,8,3,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,22
SSC12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12181,1522,3137,13,79,119,539,25,98,1217,4389,1371,5108,73,312,152,525,239,756,464,1587,1833,6690,0,4,21,86,8,26,143,378,182,493,28,81,89,190,234,514,351,786,529,1279,127,271,4003,11371
SSC12182,173,347,4,30,39,187,6,28,124,491,174,740,30,114,37,130,55,193,126,439,299,1176,0,3,3,12,0,0,25,69,30,83,3,12,7,17,41,88,49,117,79,204,16,32,561,1760
SSC12183,3,13,0,5,0,0,0,0,6,16,4,22,0,6,0,3,3,7,7,17,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,48
SSC12184,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SSC12185,119,231,0,9,8,44,0,11,53,187,61,252,3,11,5,28,20,61,31,100,95,354,0,7,3,10,0,4,4,7,8,27,3,8,10,17,21,44,26,66,37,90,7,11,256,687
SSC12186,9,9,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,12,23
SSC12187,315,637,3,21,43,212,17,98,162,636,229,970,24,103,20,70,100,331,144,503,378,1470,7,47,24,78,25,99,124,375,176,600,11,44,18,47,109,243,144,327,320,928,22,43,1027,3078
SSC12188,44,91,0,9,3,18,0,0,20,76,26,98,0,4,0,3,9,20,6,29,31,127,0,0,0,0,0,3,9,17,9,20,0,0,4,6,8,13,13,21,21,34,0,0,93,247
SSC12189,0,0,0,0,0,7,0,0,0,0,0,7,0,3,0,0,0,4,4,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SSC12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12191,36,66,0,0,0,0,3,9,8,39,13,48,3,10,0,9,0,3,4,19,18,67,0,0,0,0,0,3,0,5,5,11,0,3,0,3,0,4,3,5,9,16,0,0,56,156
SSC12192,57,124,0,0,3,19,0,3,11,52,19,73,0,7,0,11,9,22,13,35,30,116,0,0,0,4,0,0,6,28,9,28,0,3,0,0,8,14,9,19,15,47,0,0,105,288
SSC12193,763,1508,13,87,71,323,42,182,414,1629,534,2216,12,43,56,173,115,342,177,555,715,2778,4,33,40,158,11,57,177,497,242,745,14,49,35,71,112,237,160,357,399,1099,36,82,1914,5463
SSC12194,242,469,6,31,17,91,10,38,141,567,178,728,8,44,18,66,46,133,73,246,252,971,0,6,0,7,5,12,63,180,64,201,0,3,5,11,24,43,26,62,94,258,6,13,597,1717
SSC12195,41,82,0,12,7,41,0,0,14,55,24,112,0,4,0,5,11,23,12,31,31,146,0,0,0,0,0,0,3,8,3,8,3,11,3,6,7,12,13,25,15,36,3,7,93,265
SSC12196,15,29,0,0,0,0,0,0,4,12,4,12,0,5,0,0,0,3,0,6,8,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,3,3,0,0,27,60
SSC12197,349,686,0,0,24,93,6,20,155,632,178,745,13,37,32,96,46,146,90,280,273,1023,0,0,7,27,7,19,51,119,61,165,3,11,9,24,38,79,51,113,114,278,4,11,738,1998
SSC12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12199,37,68,0,0,0,3,0,0,17,58,14,61,0,0,0,0,7,14,4,18,22,78,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,3,4,8,0,3,63,148
SSC12200,406,799,3,26,54,243,16,76,294,1159,375,1502,22,93,49,156,85,283,159,532,532,2032,0,6,14,46,4,13,62,157,80,225,4,18,18,47,69,145,95,210,177,438,7,14,1125,3287
SSC12201,105,202,0,4,12,59,0,0,97,380,108,437,11,31,7,35,22,72,40,140,155,581,0,0,3,8,0,5,21,47,21,59,0,3,3,13,24,43,28,60,47,125,4,5,314,918
SSC12202,54,113,0,0,5,17,3,9,20,73,21,94,0,4,0,13,8,20,12,36,37,130,0,0,0,0,0,0,7,15,7,15,0,4,0,3,6,6,6,15,16,31,0,0,107,278
SSC12203,9,18,0,0,0,8,0,0,0,3,0,7,0,0,0,0,0,3,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30
SSC12204,28,55,0,0,0,0,0,0,10,28,10,28,0,6,0,3,0,10,4,19,9,40,0,0,0,0,0,8,0,5,3,10,0,0,0,0,5,14,5,14,10,25,0,0,50,119
SSC12205,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC12206,76,151,3,14,10,42,5,15,31,133,46,198,6,26,10,28,16,56,32,111,80,307,0,0,0,7,0,3,8,15,8,19,0,0,0,7,4,14,11,24,16,41,0,3,176,508
SSC12207,0,0,0,4,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC12208,10,20,0,0,0,10,0,0,0,8,3,13,0,3,0,0,0,0,0,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,18,47
SSC12209,79,159,0,5,8,22,0,12,34,144,42,183,0,7,5,12,19,68,30,87,68,269,0,12,0,4,0,9,8,14,13,37,0,0,3,5,4,10,11,13,18,51,3,3,173,488
SSC12210,12,26,0,0,0,5,0,0,4,16,5,19,0,0,0,0,0,0,0,0,5,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,3,0,0,18,54
