SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC12305,9,31,5,5,8,0,0,0,0,56,8,33,0,3,6,0,0,0,0,53,15,19,0,10,58,15,0,4,4,128,11,20,0,17,10,4,3,0,0,70,0,6,0,0,8,0,0,0,0,17,4,0,3,5,10,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,3,0,3,4,0,0,0,17,46,126,19,52,102,32,3,14,11,413,3,7,0,5,0,3,0,0,0,18,11,17,5,3,3,6,3,0,5,45,23,22,66,4,13,9,26,9,3,167,18,3,46,0,4,0,7,10,0,90,4,3,8,0,3,0,0,0,0,23,9,47,0,10,6,0,0,3,0,79,9,39,0,3,7,3,0,0,0,61,40,41,3,18,76,23,14,3,8,227,19,35,3,31,16,4,3,0,0,107,0,7,3,0,8,0,0,0,0,24
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12307,0,24,3,17,3,4,0,3,0,46,0,10,0,11,0,0,0,0,0,27,0,9,0,4,31,8,3,6,0,68,4,17,3,34,8,7,3,3,3,77,0,0,0,0,3,0,0,0,0,7,0,0,12,7,3,5,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,5,3,27,10,64,18,73,54,27,17,29,10,295,0,4,0,0,0,3,3,0,0,11,0,3,0,0,0,0,0,0,0,6,9,6,53,0,3,3,16,15,7,111,0,0,18,3,0,0,8,9,0,46,0,0,0,0,0,0,0,0,0,4,0,24,3,16,5,4,0,3,0,54,0,15,0,11,0,0,0,0,0,31,10,5,0,7,38,10,19,18,3,107,4,16,9,47,8,4,6,3,3,102,0,5,0,0,3,0,0,0,0,11
SSC12308,4,86,9,36,13,7,3,9,3,164,13,95,3,22,8,3,0,5,0,152,50,35,3,28,171,48,16,21,5,375,7,42,4,101,39,11,5,8,3,225,4,17,5,6,3,15,0,3,0,57,4,3,17,19,22,6,0,6,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,17,0,5,0,11,3,8,4,7,6,40,83,307,60,227,288,108,35,58,26,1195,5,19,11,3,10,3,0,3,0,55,9,56,17,4,15,11,9,3,0,126,46,45,221,7,21,21,71,52,5,492,5,8,95,0,11,9,15,18,7,169,6,3,15,0,4,5,3,13,0,53,7,112,8,53,18,10,9,11,6,228,11,139,3,25,11,3,5,5,0,199,86,63,19,49,215,72,46,34,8,593,12,68,18,135,48,14,17,15,6,337,6,24,12,16,6,13,6,13,0,94
SSC12309,9,67,4,22,11,3,0,3,0,116,14,67,0,6,5,5,0,0,0,102,23,10,0,16,51,13,0,6,0,130,17,58,3,28,21,4,0,3,3,141,16,35,5,8,9,5,0,6,0,77,4,0,10,13,3,0,0,7,0,38,0,0,0,0,0,0,0,0,0,0,4,6,0,3,3,4,0,0,3,16,0,7,0,3,6,3,0,3,0,20,90,269,37,105,119,47,3,29,9,705,9,35,0,3,10,3,0,0,0,50,3,18,3,3,3,3,0,0,0,32,22,28,21,10,4,4,12,8,0,115,18,19,36,0,3,7,7,3,0,97,6,4,8,3,6,0,4,4,0,34,6,103,4,25,10,4,0,3,4,169,23,108,5,10,5,4,0,0,0,153,58,38,7,23,64,25,4,10,0,232,32,96,11,36,33,10,0,11,3,225,24,66,6,14,9,8,3,6,0,143
SSC12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12311,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12312,0,0,3,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,8,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC12313,3,55,0,7,3,0,0,0,0,66,3,39,0,13,7,0,0,0,0,59,39,46,0,17,47,16,0,3,4,172,23,92,0,21,34,8,0,3,3,184,14,61,4,9,16,9,0,0,3,117,4,0,0,3,7,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,3,5,0,0,0,0,25,0,0,0,0,3,3,0,0,0,6,108,336,16,76,131,42,0,15,7,731,11,37,4,7,10,0,3,5,0,76,15,37,0,0,0,0,0,0,3,54,18,36,33,4,5,0,4,3,0,104,15,26,13,0,3,3,0,3,0,69,0,5,3,3,4,0,0,0,0,16,4,75,3,12,3,3,0,0,0,101,6,52,0,9,7,0,0,0,0,82,94,85,4,19,57,21,5,6,4,304,41,138,3,35,44,8,0,8,3,275,23,110,17,15,19,13,0,7,3,207
SSC12314,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC12315,3,58,3,8,3,4,0,0,0,73,3,30,0,3,3,0,0,0,0,37,16,54,3,7,46,13,0,6,0,145,3,28,3,16,10,5,0,0,0,63,8,7,0,4,3,3,0,3,0,31,3,0,7,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,38,212,15,39,92,32,0,16,3,444,9,14,0,0,5,3,0,3,0,40,13,59,11,3,3,0,5,0,5,97,19,37,24,0,14,7,5,7,0,118,9,9,12,0,0,0,0,4,0,35,0,3,0,0,0,0,0,0,0,4,3,74,4,13,3,4,3,0,0,106,3,41,0,6,3,0,0,0,0,47,53,119,12,12,68,31,7,9,4,309,14,35,3,20,17,6,0,0,0,90,6,9,3,6,9,10,3,3,0,47
SSC12316,16,278,13,79,18,15,3,14,0,429,16,100,4,42,15,10,3,10,3,190,122,251,20,75,300,82,9,59,11,928,24,102,9,135,58,30,3,22,9,401,10,44,9,9,22,19,4,10,4,127,5,0,59,30,20,13,0,17,4,144,0,0,0,0,0,0,0,3,0,10,0,6,0,3,7,4,0,7,3,28,0,6,3,3,8,7,0,9,26,67,220,899,142,407,510,204,26,167,63,2650,32,94,20,23,46,17,5,13,3,254,54,191,78,15,35,30,26,29,12,471,75,178,224,24,47,25,65,70,14,719,35,31,117,7,3,8,7,14,3,222,3,4,11,4,4,0,3,10,0,38,26,407,16,108,26,17,15,20,0,633,16,132,13,43,21,9,6,14,3,260,252,475,86,127,414,176,69,142,37,1785,49,175,34,171,91,50,17,47,7,651,22,73,18,10,33,31,10,14,6,220
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,10,0,10,10,7,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,8,0,0,46,3,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,15,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC12319,3,12,0,3,3,0,0,0,0,21,0,4,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,9,0,5,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,0,9,13,0,0,0,0,64,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,4,5,0,0,0,3,0,0,19,4,0,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,7,7,14,0,3,3,0,0,0,0,27,0,7,0,0,0,0,0,0,0,8,7,3,0,0,10,3,0,0,0,24,0,7,0,3,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3
SSC12320,8,18,0,8,0,0,0,0,0,32,0,25,0,8,3,0,0,0,0,44,8,0,0,3,15,5,0,7,0,40,0,9,0,17,8,0,0,4,0,37,3,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,23,63,5,47,31,14,0,16,0,208,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,9,3,3,0,8,3,3,34,0,0,9,3,0,0,3,4,0,18,7,3,0,0,0,0,0,0,0,15,8,27,0,8,0,0,0,0,0,46,6,39,0,14,3,0,0,0,0,60,11,0,0,10,19,5,3,6,0,62,0,15,0,22,8,0,0,3,0,52,3,3,3,0,3,0,0,0,0,14
SSC12321,0,8,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,15,0,0,0,0,9,3,0,0,0,24,0,6,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,0,21,20,7,0,3,0,88,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,4,3,0,27,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,11,0,10,0,0,0,0,0,0,0,14,0,17,0,4,0,0,0,0,0,23,3,0,0,4,9,8,0,3,0,30,0,9,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4
SSC12322,8,30,0,0,5,0,0,0,0,43,6,24,0,0,0,0,0,0,0,32,19,17,0,0,39,11,0,0,0,85,5,12,0,5,7,3,0,0,3,30,0,6,0,0,0,3,0,0,0,15,0,0,3,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,49,97,5,17,63,11,0,0,3,242,8,5,0,0,3,3,0,0,0,14,0,4,0,0,0,0,0,0,0,5,27,13,19,0,4,3,0,3,3,71,21,3,22,9,4,0,0,0,3,54,0,0,5,0,0,0,0,0,0,3,6,52,0,4,5,0,0,0,0,62,7,32,0,0,0,0,0,0,0,43,53,51,6,3,44,20,0,3,0,169,7,15,0,4,9,4,0,0,3,49,3,7,0,3,3,3,0,0,0,20
SSC12323,0,3,0,3,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,5,4,0,0,4,0,27,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12325,20,152,4,16,11,4,0,0,0,205,26,103,0,12,5,0,0,0,0,152,133,124,7,17,90,33,0,3,6,424,69,208,3,42,40,12,0,0,3,380,39,101,10,8,31,7,0,0,0,199,10,3,15,5,5,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,7,18,0,0,7,4,0,0,0,38,4,3,0,3,4,3,0,0,3,16,339,791,49,121,220,71,3,4,18,1615,23,58,7,10,15,5,0,0,0,122,34,44,0,0,3,0,0,0,3,96,58,86,40,8,14,13,12,10,4,251,34,56,63,3,7,3,0,8,0,175,12,6,6,5,0,0,0,3,0,32,25,210,7,22,10,5,0,0,0,279,36,131,0,12,12,3,0,0,0,199,278,237,10,27,133,65,7,4,14,768,111,320,8,57,55,15,5,0,10,576,50,177,18,8,31,15,0,0,0,304
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12328,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,5,5,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,3,0,22,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,9,0,0,0,7,6,0,0,0,0,15,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12330,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
