SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC13773,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,7,37,7,66
SSC13774,11,36,10,3,0,72,13,7,53,16,10,7,111,0,0,0,0,4,0,3,0,0,0,0,10,0,16,0,0,0,4,3,0,12,42,33,150,65,173,24,491
SSC13775,8,72,12,25,3,144,29,11,91,28,52,8,225,0,0,0,0,4,0,0,0,0,3,6,17,0,30,0,0,6,8,10,0,26,79,40,288,140,351,29,928
SSC13776,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,18,3,28
SSC13777,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,8,14,0,33
SSC13778,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,18
SSC13779,4,11,7,3,0,36,8,3,17,28,31,3,94,0,0,0,0,3,0,3,0,3,0,0,12,3,23,0,0,3,4,6,4,12,18,16,77,85,240,27,455
SSC13780,3,12,7,9,0,46,0,3,32,19,43,3,95,0,0,0,0,5,0,3,0,0,0,0,32,0,40,0,0,0,3,14,5,23,9,10,88,71,349,27,558
SSC13781,0,7,3,3,0,13,0,0,10,15,14,0,39,0,0,0,0,4,0,3,0,0,0,3,21,0,25,0,0,0,5,0,0,3,4,4,31,44,112,8,201
SSC13782,7,65,21,24,3,162,44,12,117,60,40,14,281,3,0,4,8,8,0,25,16,0,15,12,13,3,54,11,3,36,22,27,11,113,300,58,652,296,336,67,1706
SSC13783,0,3,4,0,0,8,0,0,0,0,3,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,6,25,4,51
SSC13784,11,74,20,22,0,142,5,3,52,36,61,4,165,0,0,0,0,5,0,5,0,0,8,8,52,0,68,0,0,4,0,25,15,45,29,31,226,146,609,63,1103
SSC13785,22,60,21,6,3,161,28,10,66,31,20,9,161,4,0,17,4,10,0,38,0,0,9,8,28,0,48,5,0,11,5,8,3,39,180,67,520,205,281,40,1291
SSC13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13787,11,46,18,11,0,98,9,3,38,26,46,7,124,0,0,0,0,4,0,9,0,0,3,3,34,0,38,0,0,0,0,16,0,21,26,15,143,132,372,31,719
SSC13788,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,9,10,0,34
SSC13789,0,13,3,5,0,23,0,0,0,4,7,0,14,0,0,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,0,3,0,4,5,0,27,27,69,4,128
SSC13790,0,20,0,5,0,40,8,3,35,3,4,6,72,3,0,0,0,3,0,9,0,0,9,5,14,0,21,0,0,8,4,3,3,19,68,6,193,57,97,31,452
SSC13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6
SSC13792,11,59,13,16,6,111,3,4,35,39,73,15,172,0,0,0,0,5,0,12,0,0,0,4,32,0,38,0,0,6,3,19,8,35,23,26,164,124,515,61,906
SSC13793,0,15,10,8,0,34,3,7,8,25,40,4,88,0,0,0,0,3,0,4,0,0,0,3,11,0,13,0,0,3,0,9,3,11,12,8,53,76,234,18,405
SSC13794,0,3,4,0,0,8,5,0,0,4,3,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,22,16,0,64
SSC13795,0,3,0,0,0,4,0,0,0,0,4,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,14,6,23,5,62
SSC13796,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,12
SSC13797,0,3,0,3,0,10,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,13,12,44,3,78
SSC13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC13799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC13800,0,4,0,0,0,8,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,8,3,18
SSC13801,0,3,0,0,0,7,0,3,9,0,8,0,25,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,3,3,3,4,4,23,19,47,8,109
SSC13802,13,61,16,10,4,120,13,11,70,34,55,10,187,0,0,0,0,3,0,8,0,0,3,3,46,3,51,0,0,0,3,14,4,25,49,33,244,150,429,46,949
SSC13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13804,5,52,10,12,3,108,21,6,45,31,25,3,137,0,0,4,3,9,3,18,0,0,10,4,39,3,57,4,0,20,11,19,3,55,116,40,333,199,347,44,1080
SSC13805,32,282,51,41,3,495,102,31,370,118,137,20,781,3,3,27,5,14,4,58,4,8,19,26,113,3,180,3,0,24,26,52,16,113,319,134,1276,698,1339,130,3896
SSC13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,21
SSC13807,0,7,3,3,0,13,0,0,4,0,4,0,11,0,0,3,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,29,15,35,0,90
SSC13808,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,23
SSC13809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8
SSC13810,0,8,3,3,0,20,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,12,27,9,72
SSC13811,0,6,0,0,0,11,0,0,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,3,25,20,51,5,97
SSC13812,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,3,10,0,30
SSC13813,0,0,0,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,7,9,0,20
SSC13814,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,16,0,25
SSC13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC13816,0,5,0,5,0,14,3,4,13,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,44,24,43,6,127
SSC13817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13818,11,26,8,10,0,68,17,6,42,31,73,14,179,0,0,4,0,11,3,17,0,0,6,8,25,0,43,0,0,0,4,15,10,31,38,28,144,136,397,58,811
SSC13819,0,26,5,4,0,43,0,0,16,15,33,0,67,0,0,0,0,0,0,3,0,0,3,10,10,0,21,0,0,0,0,9,3,14,9,3,83,79,211,9,395
SSC13820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,21
SSC13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,13
SSC13826,6,64,3,3,0,137,49,12,116,20,9,10,207,0,0,3,3,3,0,8,0,0,6,5,11,0,23,0,0,16,0,4,0,22,165,33,426,80,187,27,922
SSC13827,0,37,4,5,3,68,15,13,41,13,10,0,91,0,0,0,0,0,0,0,0,0,0,3,12,0,11,0,0,3,3,0,3,10,55,29,179,66,91,13,426
SSC13828,0,3,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,3,8,3,6,16,29,4,67
SSC13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,0,21
SSC13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13831,4,40,15,25,0,104,3,7,16,25,34,5,101,0,0,3,3,4,0,11,3,0,0,7,32,0,47,0,0,3,4,27,9,47,31,22,138,137,444,47,816
SSC13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13833,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,15
SSC13834,0,10,0,3,0,8,3,0,5,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,8,11,0,30,17,32,8,94
SSC13835,37,211,39,37,10,433,115,22,273,94,77,15,594,9,0,8,10,15,0,44,9,3,33,29,62,3,139,31,3,65,23,34,13,171,883,151,1842,731,871,143,4623
SSC13836,0,6,0,3,0,8,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,13,3,23,9,12,6,65
SSC13837,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,19
SSC13838,4,22,6,3,0,37,0,4,16,12,32,5,71,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,9,0,13,8,16,60,50,184,16,340
SSC13839,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,22
SSC13840,0,4,0,0,0,3,3,0,18,0,0,0,22,0,0,0,0,0,0,5,0,0,3,0,3,0,6,0,0,3,0,0,3,4,60,10,150,33,21,7,275
SSC13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13842,0,5,8,3,3,19,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,9,5,5,16,23,57,5,116
SSC13843,0,5,0,0,0,5,4,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,5,16,3,40
SSC13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,5,22
SSC13845,0,6,8,5,0,23,3,4,11,6,3,0,21,0,0,0,0,0,0,3,0,0,0,0,10,0,12,0,0,0,0,11,0,15,7,3,37,40,90,10,195
SSC13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13847,9,50,31,22,3,148,6,8,36,40,62,7,161,0,0,3,4,11,0,20,0,0,3,5,47,3,64,0,0,9,7,22,4,45,75,19,190,178,632,60,1154
SSC13848,57,196,29,44,5,468,70,21,154,53,53,5,353,4,3,16,5,14,0,48,0,0,15,10,33,0,67,7,0,15,9,19,7,57,364,117,763,332,623,64,2260
SSC13849,0,3,3,0,0,9,0,0,4,0,4,0,12,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,3,5,3,3,22,19,39,9,94
SSC13850,49,214,45,26,11,462,86,28,232,76,72,16,505,0,3,19,5,7,4,48,6,4,32,10,51,4,117,18,5,43,14,21,16,114,609,168,1361,455,546,111,3243
SSC13851,26,96,27,46,0,226,18,8,101,84,163,6,380,0,0,0,0,15,0,17,0,0,5,13,87,3,115,0,0,6,14,46,6,76,74,64,400,452,1424,63,2476
SSC13852,3,4,7,3,0,13,0,0,20,10,8,0,40,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,14,3,38,41,71,5,164
SSC13853,0,8,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8,7,19,4,44
SSC13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13
SSC13855,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13856,38,208,50,64,4,426,31,33,181,103,162,9,521,0,0,9,4,22,0,29,3,0,14,18,101,5,131,3,0,14,12,46,6,77,132,115,712,486,1401,86,2934
SSC13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,12
SSC13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8
SSC13860,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,22,0,33
SSC13861,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,22
SSC13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13863,10,47,5,9,0,92,19,4,82,17,27,0,152,0,0,3,3,0,0,9,3,0,3,0,12,4,22,0,0,5,0,3,3,16,67,26,219,76,166,14,583
SSC13864,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,12,3,29
SSC13865,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,22
SSC13866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,15
SSC13868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,11
SSC13869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13870,0,0,0,0,0,5,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,19,3,58
SSC13871,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0,14
SSC13872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,12
SSC13873,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,20
SSC13874,0,3,3,4,0,10,0,0,0,10,18,0,30,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,3,0,11,19,63,14,111
SSC13875,4,29,12,12,3,69,10,11,46,31,45,5,144,0,0,0,0,5,0,4,0,0,7,4,29,0,32,0,0,0,4,16,5,27,30,34,130,114,314,31,653
SSC13876,4,25,4,5,0,39,4,0,21,21,33,3,80,0,0,0,0,0,0,4,0,0,0,0,18,0,19,0,0,0,4,6,4,11,11,9,60,53,155,13,293
SSC13877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13878,5,13,0,6,0,29,9,0,19,12,11,3,51,0,0,0,0,0,0,0,0,0,0,0,13,0,17,3,0,4,0,6,0,12,24,14,71,47,96,12,257
SSC13879,0,11,0,10,0,21,0,0,5,3,3,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,5,3,0,22,11,69,3,115
SSC13880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13883,0,0,0,3,0,8,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,7,0,4,22,15,38,3,86
SSC13884,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13885,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
SSC13886,7,24,4,15,3,59,3,3,18,24,23,9,83,0,0,0,0,3,3,9,0,0,0,3,22,0,27,0,0,3,3,13,0,15,13,23,95,94,305,47,577
SSC13887,8,24,16,36,3,93,3,4,44,39,70,5,169,0,0,0,0,3,0,4,0,0,0,3,29,0,36,0,0,3,5,13,4,24,32,18,150,120,433,40,783
SSC13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13889,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,5,0,4,3,30,3,45
SSC13890,4,9,3,3,0,20,0,0,16,11,7,3,36,0,0,0,0,0,0,7,0,0,0,0,10,0,11,0,0,0,0,5,3,8,3,12,43,45,116,10,221
SSC13891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10
SSC13892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC13894,4,21,3,11,0,43,3,3,23,5,20,3,56,4,0,3,0,0,0,10,0,0,0,3,17,0,24,0,0,0,0,7,3,14,12,16,77,56,199,18,381
SSC13895,0,8,0,0,0,9,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,3,0,18,8,17,3,36
SSC13896,0,4,3,3,0,10,0,0,4,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,7,14,44,10,80
SSC13897,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,20
SSC13898,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8
SSC13899,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,21
SSC13900,0,0,0,3,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,4,31,4,43
SSC13901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,19
SSC13902,0,6,4,0,0,11,0,0,3,0,3,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,13,30,9,66
SSC13903,0,3,3,3,0,11,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,13,0,39
SSC13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SSC13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,12
SSC13906,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19,5,38
SSC13907,21,154,54,44,16,374,100,21,309,119,164,17,735,5,0,14,3,18,0,44,19,4,31,29,74,7,161,23,5,71,32,57,31,217,821,140,1607,768,1167,207,4715
SSC13908,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,16,3,29
SSC13909,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11
SSC13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13911,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,9,24,7,66
SSC13912,21,61,26,34,0,139,9,15,89,65,125,16,310,0,0,0,5,12,0,15,3,0,7,3,44,4,62,0,0,4,3,35,9,48,36,40,251,205,749,58,1331
SSC13913,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,11
SSC13914,0,3,0,0,0,6,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,10,27,4,54
SSC13915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,15
SSC13916,0,6,0,0,0,19,0,0,10,8,5,0,26,0,0,0,0,3,0,3,0,0,0,4,3,0,10,0,0,0,0,6,0,7,6,0,29,27,67,10,145
SSC13917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,13
SSC13918,4,60,12,34,3,122,15,9,73,60,112,12,282,0,0,6,3,7,0,18,0,0,8,3,43,3,61,5,0,0,0,35,13,55,71,19,258,185,622,61,1215
SSC13919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,6,0,16
SSC13920,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,4,9,5,27,0,53
SSC13921,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7
SSC13922,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,15
SSC13923,3,6,0,3,0,11,0,0,3,6,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,15,15,48,8,92
SSC13924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
