SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC13546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,80,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,40,93,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,14,0,0,0,56,58,116
SSC13547,30,27,60,9,14,17,0,0,0,0,0,0,0,0,0,427,242,674,27,32,58,21,0,24,9,0,9,3,0,3,6,4,8,30,16,45,562,335,891,15,20,35,0,0,0,0,0,0,19,14,30,5,0,6,0,0,3,40,29,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,9,4,8,48,37,86,6,5,12,0,0,0,0,0,0,6,5,14,13,15,27,17,43,66,8,7,20,659,445,1104
SSC13548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,9
SSC13549,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,887,669,1560,74,59,127,26,0,26,9,0,9,9,3,11,0,3,3,36,51,93,1051,793,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,40,51,113,125,233,3,9,18,1189,967,2151
SSC13550,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,937,699,1632,64,40,104,19,0,19,14,0,13,0,0,3,4,3,9,6,6,13,1055,762,1808,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,27,18,3,30,0,0,0,0,0,0,0,0,0,0,0,0,3,17,25,120,126,248,3,3,11,1206,909,2114
SSC13551,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,5,31,0,0,0,0,0,0,0,0,0,3,0,3,82,0,88,162,6,166,274,13,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,3,0,3,4,0,8,300,14,314
SSC13552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13554,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,207,180,388,10,14,22,11,0,11,3,0,3,0,3,3,0,0,0,3,11,18,234,208,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,16,29,27,25,49,0,0,4,282,258,533
SSC13555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,4,0,0,0,19,18,30
SSC13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,8,7,0,0,0,23,18,40
SSC13557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,3,3,9,0,0,0,28,21,50
SSC13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12
SSC13559,98,101,197,16,40,61,0,0,0,0,0,0,4,0,5,1665,1134,2799,113,107,224,81,0,81,21,0,25,15,4,18,15,8,19,33,20,52,2068,1419,3479,49,51,99,0,0,0,0,0,3,42,21,64,4,11,20,0,0,0,100,82,182,0,0,0,0,0,0,3,3,9,0,3,3,0,0,0,3,5,10,16,6,24,121,98,217,8,10,22,0,0,0,0,0,0,8,14,23,26,65,88,97,170,267,31,40,70,2356,1792,4147
SSC13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,13,22
SSC13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,70,0,4,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,45,34,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,3,4,9,0,3,3,64,49,111
SSC13563,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,149,130,273,9,3,16,6,0,6,0,0,0,0,0,0,0,0,0,3,7,8,169,140,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,20,27,18,31,54,6,3,9,208,198,412
SSC13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,74,135,3,5,10,3,0,3,0,0,0,4,3,7,0,0,0,11,9,17,97,83,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,16,31,3,0,5,114,103,222
SSC13565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC13566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,4,0,0,0,14,15,38
SSC13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,23,15,35
SSC13570,0,0,0,6,3,9,0,0,0,0,0,0,0,0,3,203,179,375,3,18,22,6,0,6,3,0,3,3,3,4,3,0,3,12,5,17,241,208,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,29,57,21,34,56,4,4,9,295,281,569
SSC13571,5,0,5,0,3,3,0,0,0,0,0,0,0,0,0,163,131,293,9,3,17,15,0,15,3,0,3,0,0,0,3,0,3,16,14,31,216,155,369,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,33,42,74,16,26,46,7,0,10,278,232,510
SSC13572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,44,88,3,4,3,0,0,0,0,0,0,0,0,0,4,3,8,6,3,8,53,52,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,25,3,3,4,0,0,0,80,56,143
SSC13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,200,434,13,9,31,5,0,5,3,0,4,20,8,21,3,0,4,36,32,67,318,250,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,17,25,49,4,5,11,360,305,666
SSC13574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,49,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,0,5,31,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,3,3,10,0,0,4,49,46,98
SSC13575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,70,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,6,5,10,3,0,7,47,50,106
SSC13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,8,8,18
SSC13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,227,227,448,23,23,46,3,0,3,4,3,3,3,3,9,0,0,3,15,12,23,268,265,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,25,39,64,3,3,5,309,326,630
SSC13578,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,207,168,372,14,14,24,3,0,3,0,0,0,3,0,3,0,0,3,4,0,3,230,189,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,15,31,53,3,4,7,259,232,496
SSC13579,5,7,11,139,188,332,0,0,0,0,0,0,9,0,8,636,545,1175,29,76,105,9,0,9,31,12,35,37,9,42,17,3,15,30,30,55,931,871,1798,17,18,42,0,0,0,0,0,0,3,7,7,0,0,7,0,0,0,22,34,55,0,0,0,0,0,0,4,11,13,7,5,11,3,0,3,12,10,27,0,4,5,33,44,85,9,0,13,0,0,0,0,0,0,13,0,11,71,100,171,81,133,219,23,21,39,1148,1167,2318
SSC13580,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,49,39,81,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,7,3,11,62,41,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,5,10,19,0,0,0,74,65,135
SSC13581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,118,227,13,3,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,125,128,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,31,39,14,32,49,4,4,9,162,191,356
SSC13582,0,0,0,4,4,10,0,0,0,0,0,0,0,3,3,618,608,1228,59,51,114,26,3,28,10,0,10,12,9,17,3,0,3,55,33,85,788,707,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,11,4,17,0,0,0,0,0,0,0,0,0,0,0,0,24,31,60,73,131,207,12,9,22,907,894,1799
SSC13583,64,39,101,14,24,42,0,0,0,0,0,0,3,0,3,611,314,926,58,35,91,33,0,33,6,0,6,0,0,0,6,0,7,11,10,24,810,416,1230,28,24,56,0,0,0,0,0,0,13,8,21,4,3,7,0,0,0,48,40,84,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,4,0,6,55,43,94,4,7,7,0,0,0,0,0,0,4,7,7,13,37,47,40,48,89,28,14,44,943,565,1517
SSC13584,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,132,122,249,17,5,25,7,0,7,0,0,0,0,0,0,3,0,3,3,0,7,162,130,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,24,18,17,30,4,3,6,196,159,355
SSC13585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,48,113,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,50,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,27,5,14,19,0,0,0,103,75,174
SSC13586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,89,15,7,21,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,74,53,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,4,13,0,0,3,83,64,148
SSC13587,162,152,314,11,30,43,0,0,0,0,0,0,0,0,0,698,538,1243,27,76,103,17,0,17,4,0,4,3,3,3,8,7,13,31,32,66,967,846,1808,66,80,146,0,0,0,0,0,0,17,15,28,6,5,14,4,0,5,90,103,195,0,0,0,0,0,0,3,3,7,0,4,5,0,0,0,7,9,13,4,6,13,103,119,221,13,16,26,0,0,0,0,0,0,13,16,26,28,33,56,74,116,191,7,7,19,1197,1130,2330
SSC13588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,218,440,23,18,40,10,0,10,5,0,5,3,0,3,0,0,0,8,3,10,272,240,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,19,27,31,37,64,13,12,26,325,299,625
SSC13589,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,252,237,489,29,35,58,15,0,15,4,0,4,9,3,15,4,0,3,28,21,45,340,299,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,20,54,75,8,0,7,384,368,748
SSC13590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,85,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,44,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,18,0,0,0,66,53,119
SSC13591,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,63,51,111,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,77,59,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,15,0,0,0,91,63,151
SSC13592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,82,177,3,3,11,9,0,9,3,0,3,0,0,0,0,0,0,6,4,8,119,88,210,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,14,24,4,24,22,0,0,0,139,133,267
SSC13593,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,160,115,270,16,11,25,3,0,3,0,0,0,3,0,3,0,0,0,6,4,12,185,135,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,23,26,15,34,43,4,3,10,218,192,407
SSC13594,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,315,256,566,24,21,43,8,0,8,3,0,3,0,0,4,8,5,6,10,9,15,368,286,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,21,35,26,58,78,6,5,8,413,369,790
SSC13595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,77,166,6,7,12,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,93,86,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,18,27,0,0,0,110,108,223
SSC13596,114,126,245,15,34,53,3,0,3,0,0,0,6,4,7,2050,1693,3748,128,171,298,91,0,87,27,0,28,12,3,16,18,5,24,26,28,60,2488,2075,4558,47,38,86,0,0,0,0,0,0,50,47,97,13,13,24,3,3,8,107,108,210,0,0,0,0,0,0,5,0,3,0,7,9,0,0,0,4,5,13,25,14,41,137,123,265,20,12,28,0,0,0,0,0,3,17,10,36,57,90,147,170,315,481,17,18,36,2883,2630,5518
SSC13597,4,0,5,6,9,12,0,0,0,0,0,0,3,3,4,954,802,1752,115,97,212,21,0,21,23,3,25,9,0,16,5,0,12,30,33,70,1177,946,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,32,62,90,133,228,12,16,30,1320,1135,2452
SSC13598,58,51,109,12,17,28,0,0,0,0,0,0,0,0,0,381,359,743,14,25,42,8,0,8,9,0,12,17,6,25,3,3,4,12,5,23,517,462,978,54,26,74,0,0,0,0,0,0,52,35,89,3,11,12,0,0,0,108,68,181,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,4,9,111,76,187,8,10,12,0,0,0,0,0,0,8,10,12,63,66,124,51,97,151,3,3,4,753,710,1464
SSC13599,92,79,173,36,57,97,0,0,0,0,0,0,3,3,8,977,658,1641,61,81,142,45,0,45,7,0,7,13,0,12,15,11,25,11,15,26,1249,908,2158,51,56,101,0,0,0,0,0,0,22,16,34,0,9,9,0,0,0,75,79,151,0,0,0,0,0,0,0,10,8,0,3,3,0,0,0,4,7,12,3,3,9,86,90,175,15,21,28,0,0,0,0,0,0,15,18,29,26,51,81,78,133,209,26,12,38,1472,1218,2695
SSC13600,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,464,426,889,30,43,76,11,0,11,4,0,7,3,0,7,4,0,7,30,46,78,558,524,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,21,39,64,78,114,193,19,17,38,684,693,1375
