SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC13809,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,3,14
SSC13810,..,19,19,29,0,36,9,0,9,12,0,12,4,0,4,0,0,0,57,16,72
SSC13811,..,19,19,46,0,46,32,0,32,20,0,20,11,0,11,8,0,8,120,19,143
SSC13812,..,0,0,12,0,12,4,0,4,9,0,9,0,0,0,0,0,0,23,0,28
SSC13813,..,3,3,13,0,13,3,0,3,6,0,6,0,0,0,0,0,0,24,3,23
SSC13814,..,6,6,12,0,9,4,0,4,3,0,3,5,0,5,0,0,0,24,7,30
SSC13815,..,0,0,5,0,5,3,0,3,4,0,4,0,0,0,0,0,0,12,0,10
SSC13816,..,37,37,40,4,44,29,0,29,17,0,17,9,0,9,0,0,0,97,42,140
SSC13817,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13818,..,822,822,573,88,662,185,8,190,110,4,117,44,0,45,26,0,26,936,921,1861
SSC13819,..,183,183,191,20,209,84,3,87,70,0,70,26,0,26,14,0,14,376,203,580
SSC13820,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13821,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13822,..,3,3,3,0,3,4,0,4,4,0,4,3,0,3,0,0,0,16,3,23
SSC13823,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13824,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13825,..,0,0,5,0,8,3,0,7,0,0,0,0,0,0,0,0,0,15,3,12
SSC13826,..,339,339,272,85,359,82,32,112,55,12,69,19,4,22,0,0,4,433,465,899
SSC13827,..,149,149,131,25,151,55,7,65,61,0,60,17,0,15,0,0,4,259,184,447
SSC13828,..,10,10,22,0,23,12,0,12,13,0,13,10,0,10,3,0,3,57,10,73
SSC13829,..,3,3,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,13,3,22
SSC13830,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13831,..,103,103,245,6,248,139,0,142,152,0,152,90,0,90,55,0,55,683,113,792
SSC13832,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13833,..,12,12,11,7,20,5,0,5,0,0,0,4,0,4,0,0,0,26,14,38
SSC13834,..,23,23,28,0,32,8,0,8,17,0,17,7,0,7,3,0,3,69,27,91
SSC13835,..,171,171,608,22,627,765,9,779,1099,4,1109,382,0,383,201,0,201,3057,211,3272
SSC13836,..,9,9,28,4,28,7,0,7,7,0,7,3,0,3,3,0,3,47,16,61
SSC13837,..,3,3,3,0,7,10,0,10,0,0,0,3,0,3,0,0,0,12,3,20
SSC13838,..,107,107,154,9,161,54,0,55,75,0,75,27,0,27,10,0,10,322,118,436
SSC13839,..,0,0,10,0,11,4,0,4,0,0,0,4,0,4,0,0,0,20,0,18
SSC13840,..,108,108,85,10,92,32,0,35,20,0,19,0,0,0,0,0,0,132,116,250
SSC13841,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13842,..,10,10,27,3,29,20,0,20,20,0,20,14,0,14,8,0,8,82,14,96
SSC13843,..,10,10,24,0,24,6,0,6,10,0,10,8,0,8,0,0,0,45,10,54
SSC13844,..,9,9,11,0,11,3,0,0,0,0,0,0,0,0,0,0,0,19,8,26
SSC13845,..,16,16,57,0,53,29,0,29,30,0,32,12,0,15,18,0,18,139,14,153
SSC13846,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13847,..,259,259,401,18,417,204,4,202,228,0,228,134,0,134,64,0,64,1031,283,1307
SSC13848,..,422,422,664,46,708,333,8,342,410,0,410,166,3,170,55,0,55,1631,476,2109
SSC13849,..,24,24,45,0,46,14,0,14,9,0,9,11,0,11,6,0,6,86,27,118
SSC13850,..,400,400,714,29,743,453,15,467,706,6,714,261,5,258,113,0,109,2242,459,2693
SSC13851,..,362,362,863,28,893,513,9,526,579,5,579,242,0,242,98,0,98,2292,410,2703
SSC13852,..,13,13,43,0,44,24,0,24,23,0,23,19,0,19,7,0,7,118,18,134
SSC13853,..,6,6,23,0,21,3,0,3,3,0,3,6,0,6,0,0,0,36,4,45
SSC13854,..,3,3,3,0,5,0,0,0,3,0,3,0,0,0,0,0,0,10,3,10
SSC13855,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,3,7
SSC13856,..,397,397,866,76,943,448,49,496,579,30,607,222,5,227,90,0,90,2209,553,2761
SSC13857,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13858,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13859,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,0,12
SSC13860,..,23,23,16,3,16,5,0,5,6,0,6,0,0,0,0,0,0,30,21,56
SSC13861,..,3,3,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,19,3,19
SSC13862,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13863,..,190,190,189,38,219,94,20,107,76,5,83,27,0,30,11,0,12,396,250,650
SSC13864,..,8,8,17,0,20,3,0,3,3,0,3,3,0,3,3,0,3,26,12,38
SSC13865,..,5,5,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,16,5,22
SSC13866,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13867,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15
SSC13868,..,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,9
SSC13869,..,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC13870,..,4,4,19,0,15,6,0,6,13,0,13,5,0,5,0,0,0,43,10,49
SSC13871,..,4,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,14,4,20
SSC13872,..,3,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12
SSC13873,..,3,3,8,0,8,3,0,3,0,0,0,0,0,0,3,0,3,13,3,15
SSC13874,..,65,65,105,8,113,34,0,36,25,0,25,21,0,21,22,0,22,204,75,283
SSC13875,..,106,106,190,7,206,136,3,138,158,4,161,59,0,59,23,0,26,568,121,694
SSC13876,..,92,92,154,7,163,53,0,52,58,0,58,26,0,26,8,0,8,302,104,408
SSC13877,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC13878,..,35,35,83,12,96,44,0,44,45,0,45,24,0,24,8,0,8,205,43,252
SSC13879,..,31,31,48,0,55,13,0,13,23,0,23,12,0,12,11,0,11,110,29,140
SSC13880,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC13881,..,3,3,3,0,4,4,0,4,3,0,3,0,0,0,0,0,0,7,8,15
SSC13882,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13883,..,20,20,37,3,38,16,0,16,6,0,6,8,0,8,3,0,3,61,24,85
SSC13884,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5
SSC13885,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SSC13886,..,361,361,440,25,466,107,0,107,86,0,86,45,0,45,20,0,20,699,383,1089
SSC13887,..,402,402,384,41,429,220,8,220,119,0,123,77,0,78,42,0,42,839,450,1295
SSC13888,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13889,..,81,81,32,0,36,12,0,12,3,0,3,7,0,7,0,0,0,55,81,130
SSC13890,..,125,125,170,11,174,45,0,45,30,0,30,11,0,11,7,0,7,259,132,397
SSC13891,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11
SSC13892,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9
SSC13893,..,3,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13
SSC13894,..,61,61,141,7,150,53,3,59,49,0,49,23,0,23,16,0,16,289,69,361
SSC13895,..,6,6,10,0,10,9,0,9,3,0,3,3,0,3,0,0,0,29,6,39
SSC13896,..,21,21,47,5,50,17,0,12,6,0,6,11,0,11,3,0,3,81,27,106
SSC13897,..,4,4,9,0,11,0,0,0,3,0,3,3,0,3,3,0,3,21,3,23
SSC13898,..,6,6,4,0,4,4,0,4,3,0,3,0,0,0,0,0,0,12,6,18
SSC13899,..,3,3,13,0,13,3,0,3,0,0,0,4,0,4,0,0,0,17,3,23
SSC13900,..,5,5,6,0,10,8,0,8,12,0,12,0,0,0,5,0,5,24,3,29
SSC13901,..,6,6,4,0,10,3,0,3,3,0,3,0,0,0,0,0,0,17,7,25
SSC13902,..,20,20,42,4,45,9,0,9,12,0,12,6,0,6,0,0,0,70,28,95
SSC13903,..,11,11,8,0,8,5,0,5,3,0,3,0,0,0,3,0,3,28,11,36
SSC13904,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,11,0,11
SSC13905,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,9
SSC13906,..,11,11,22,0,22,3,0,3,6,0,6,3,0,3,0,0,0,28,10,39
SSC13907,..,762,762,1081,102,1182,938,20,958,946,16,964,386,14,396,268,10,277,3620,916,4542
SSC13908,..,5,5,15,0,15,5,0,5,0,0,0,0,0,0,0,0,0,20,5,28
SSC13909,..,9,9,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,9,19
SSC13910,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SSC13911,..,27,27,41,0,41,10,0,10,12,0,12,9,0,9,3,0,3,69,28,91
SSC13912,..,808,808,787,90,875,324,9,331,264,4,266,115,0,115,72,0,72,1567,902,2466
SSC13913,..,10,10,5,0,5,0,0,3,0,0,0,4,0,4,0,0,0,8,10,22
SSC13914,..,6,6,25,0,27,7,0,7,9,0,9,4,0,4,0,0,0,52,8,60
SSC13915,..,3,3,8,0,8,0,0,0,3,0,3,3,0,3,3,0,3,15,3,18
SSC13916,..,110,110,86,7,101,20,0,20,15,0,15,8,0,8,0,0,0,132,117,248
SSC13917,..,4,4,6,3,7,0,0,0,7,0,7,0,0,0,0,0,0,16,4,16
SSC13918,..,647,647,732,60,789,318,6,324,245,0,249,100,0,101,57,0,57,1454,712,2166
SSC13919,..,19,19,15,0,12,3,0,3,0,0,0,3,0,3,0,0,0,17,17,39
SSC13920,..,15,15,23,0,23,8,0,8,6,0,6,5,0,5,0,0,0,48,15,56
SSC13921,..,4,4,9,0,9,0,0,0,0,0,0,3,0,3,0,0,0,12,4,17
SSC13922,..,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11
SSC13923,..,56,56,68,3,73,17,0,17,15,0,15,4,0,4,4,0,4,110,63,174
SSC13924,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13925,..,673,673,584,66,647,237,3,243,152,0,151,81,0,81,39,0,39,1094,740,1838
SSC13926,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13927,..,30,30,33,8,44,8,0,8,12,0,12,3,0,3,3,0,3,59,37,98
SSC13928,..,82,82,116,9,125,62,0,58,40,0,40,27,0,27,4,0,4,250,93,342
SSC13929,..,390,390,332,29,355,173,10,182,176,0,175,86,0,89,30,0,30,798,432,1224
SSC13930,..,9,9,21,0,19,9,0,9,5,0,5,7,0,7,0,0,0,50,12,59
SSC13931,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC13932,..,163,163,153,13,162,51,0,51,45,0,45,26,0,26,9,0,9,290,175,458
SSC13933,..,24,24,58,6,63,26,0,26,22,0,22,12,0,12,7,0,7,126,30,153
SSC13934,..,287,287,266,28,291,192,3,199,150,0,154,115,0,115,135,0,135,857,320,1184
SSC13935,..,8,8,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,14,8,24
SSC13936,..,11,11,14,0,14,4,0,4,0,0,0,3,0,3,0,0,0,15,11,30
SSC13937,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,3,7
SSC13938,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,8
SSC13939,..,3,3,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,18,3,23
SSC13940,..,94,94,94,3,95,26,0,26,21,0,21,14,0,14,10,0,10,168,100,264
SSC13941,..,0,0,8,0,8,3,0,3,4,0,4,0,0,0,0,0,0,24,0,28
SSC13942,..,20,20,16,0,16,5,0,5,3,0,3,3,0,3,3,0,3,29,20,42
SSC13943,..,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5
SSC13944,..,4,4,9,0,11,5,0,5,7,0,7,0,0,0,0,0,0,21,4,25
SSC13945,..,41,41,58,4,60,19,0,19,22,0,22,4,0,4,3,0,3,101,46,144
SSC13946,..,6,6,15,0,15,6,0,6,11,0,11,3,0,3,6,0,6,42,6,47
SSC13947,..,12,12,31,0,31,13,0,18,15,0,15,8,0,8,8,0,8,72,16,90
SSC13948,..,12,12,3,3,6,0,0,0,4,0,4,4,0,4,8,0,8,23,10,33
SSC13949,..,10,10,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,15,10,28
SSC13950,..,96,96,96,10,113,62,3,63,53,0,56,20,0,20,7,0,7,242,110,355
SSC13951,..,136,136,118,11,130,76,3,76,60,0,60,38,0,38,23,0,23,310,150,459
SSC13952,..,5,5,11,0,12,3,0,3,0,0,0,0,0,0,4,0,4,18,10,26
SSC13953,..,4,4,11,0,11,4,0,4,7,0,7,0,0,0,0,0,0,18,4,29
SSC13954,..,49,49,59,6,65,16,0,16,23,0,23,8,0,8,3,0,3,113,51,158
SSC13955,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13956,..,18,18,38,0,37,10,3,15,13,0,13,8,0,8,5,0,5,77,22,101
SSC13957,..,21,21,33,0,33,10,0,10,8,0,8,5,0,5,3,0,3,65,21,90
SSC13958,..,16,16,63,0,64,38,0,38,40,0,40,11,0,11,3,0,3,164,23,184
SSC13959,..,5,5,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,17,5,20
SSC13960,..,11,11,17,0,19,0,0,0,8,0,8,3,0,3,3,0,3,35,11,46
SSC13961,..,226,226,273,16,285,85,0,81,71,0,71,39,0,39,19,0,19,483,246,728
SSC13962,..,327,327,623,31,650,228,4,232,294,0,295,170,0,170,81,0,81,1389,363,1754
SSC13963,..,18,18,18,3,22,8,0,8,7,0,7,0,0,0,7,0,7,42,18,61
SSC13964,..,27,27,56,5,62,24,0,24,18,0,18,11,0,11,0,0,0,111,36,149
SSC13965,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8
SSC13966,..,730,730,821,35,858,289,4,295,303,3,306,116,0,116,56,0,56,1587,766,2350
SSC13967,..,3,3,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,17,3,20
SSC13968,..,3,3,20,0,20,3,0,3,0,0,0,0,0,0,0,0,0,24,3,30
SSC13969,..,1100,1100,1097,80,1176,243,7,250,169,0,169,56,0,56,31,0,31,1595,1187,2784
SSC13970,..,3,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16
SSC13971,..,28,28,26,3,30,11,0,11,12,0,12,3,0,3,0,0,0,51,35,80
SSC13972,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC13973,..,333,333,603,20,624,132,5,135,110,0,110,48,0,48,23,0,23,916,363,1277
SSC13974,..,13,13,8,0,16,3,0,3,3,0,3,0,0,0,0,0,0,19,17,36
SSC13975,..,11,11,19,3,19,13,0,13,8,0,8,3,0,3,4,0,4,41,13,51
SSC13976,..,10,10,18,0,18,4,0,6,5,0,5,6,0,6,0,0,0,39,7,49
SSC13977,..,9,9,9,0,13,4,0,4,3,0,3,0,0,0,0,0,0,23,15,30
SSC13978,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC13979,..,326,326,500,21,523,85,0,90,63,0,63,25,0,25,13,0,13,683,347,1029
SSC13980,..,758,758,1119,38,1160,654,15,671,920,7,925,383,0,383,130,0,130,3208,815,4023
SSC13981,..,0,0,17,0,17,7,0,7,0,0,0,0,0,0,0,0,0,27,0,30
SSC13982,..,115,115,177,41,216,129,18,151,136,12,147,70,6,74,65,5,71,577,193,771
SSC13983,..,331,331,394,25,420,179,12,197,173,3,181,79,0,79,39,0,39,871,374,1249
SSC13984,..,1419,1419,1320,149,1467,360,23,385,247,3,256,80,3,85,42,0,42,2055,1594,3651
SSC13985,..,1253,1253,1052,118,1173,359,14,370,281,5,285,118,0,118,75,3,76,1887,1394,3276
SSC13986,..,919,919,858,104,965,337,14,351,215,5,220,91,0,91,40,0,40,1546,1041,2587
SSC13987,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
SSC13988,..,24,24,22,7,36,7,0,7,3,0,3,3,0,3,0,0,0,34,31,66
SSC13989,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13990,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13991,..,8,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,8,14
SSC13992,..,5,5,10,0,10,4,0,4,3,0,3,3,0,3,0,0,0,21,5,30
SSC13993,..,14,14,17,5,22,7,0,5,3,3,4,5,0,5,0,0,0,32,25,61
SSC13994,..,43,43,53,3,60,42,0,44,14,0,15,11,0,11,13,0,13,133,51,178
SSC13995,..,13,13,18,0,21,3,0,3,7,0,7,0,0,0,3,0,3,26,14,40
SSC13996,..,17,17,20,0,20,5,0,5,9,0,9,0,0,0,0,0,0,30,17,49
SSC13997,..,21,21,20,5,26,12,0,12,10,0,10,3,0,3,0,0,0,47,24,71
SSC13998,..,16,16,12,0,12,3,0,3,0,0,0,3,0,3,0,0,0,22,16,42
SSC13999,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7
SSC14000,..,57,57,79,9,92,33,0,33,30,0,30,16,0,16,11,0,11,170,71,244
SSC14001,..,11,11,33,0,29,12,0,12,3,0,3,6,0,6,4,0,4,60,13,70
SSC14002,..,3,3,4,0,9,4,0,4,0,0,0,0,0,0,0,0,0,8,4,14
SSC14003,..,863,863,1039,62,1101,301,0,303,274,0,276,129,0,129,62,0,62,1799,925,2729
SSC14004,..,82,82,116,11,125,30,0,30,24,0,24,22,0,22,12,0,12,203,90,294
SSC14005,..,23,23,19,4,25,8,0,8,12,0,12,0,0,0,3,0,3,45,26,73
SSC14006,..,901,901,632,329,963,249,180,432,169,144,315,62,78,146,40,67,106,1149,1703,2855
SSC14007,..,1809,1809,1968,190,2158,962,18,979,895,0,895,338,5,347,183,0,183,4350,2026,6375
SSC14008,..,644,644,631,42,670,300,3,303,266,0,271,103,0,103,58,0,58,1360,689,2051
SSC14009,..,4,4,5,0,4,3,0,3,0,0,0,0,0,0,0,0,0,6,4,14
SSC14010,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC14011,..,71,71,75,3,79,21,0,21,20,0,20,12,0,12,5,0,5,136,75,209
SSC14012,..,0,0,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,12,0,9
SSC14013,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4
SSC14014,..,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SSC14015,..,31,31,36,5,43,11,0,11,14,0,14,6,0,6,0,0,0,65,36,101
SSC14016,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC14017,..,0,0,7,0,7,4,0,4,0,0,0,3,0,3,0,0,0,14,0,14
SSC14018,..,10,10,11,3,10,3,0,3,3,0,3,0,0,0,0,0,0,15,11,26
SSC14019,..,12,12,14,3,15,0,0,0,3,0,3,0,0,0,0,0,0,17,14,33
SSC14020,..,18,18,15,4,19,4,0,4,3,0,3,3,0,3,4,0,4,33,16,50
SSC14021,..,21,21,25,3,29,11,0,11,7,0,7,4,0,4,3,0,3,55,21,79
SSC14022,..,8,8,22,0,22,3,0,3,12,0,12,3,0,3,0,0,0,42,8,56
SSC14023,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14024,..,3,3,11,0,13,3,0,3,4,0,4,0,0,0,6,0,6,22,6,25
SSC14025,..,9,9,7,0,8,0,0,0,4,0,4,0,0,0,0,0,0,13,5,15
SSC14026,..,10,10,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,10,11
SSC14027,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC14028,..,8,8,11,0,10,3,0,3,4,0,4,7,0,7,3,0,3,31,8,38
SSC14029,..,17,17,18,0,21,3,0,3,7,0,7,4,0,4,3,0,3,42,12,58
SSC14030,..,12,12,24,0,24,4,0,4,3,0,3,0,0,0,0,0,0,30,12,48
SSC14031,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14032,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14033,..,42,42,87,5,89,32,0,32,19,0,19,15,0,15,6,0,6,156,48,210
SSC14034,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,3,7
SSC14035,..,44,44,25,5,29,6,0,13,11,0,11,3,0,3,0,0,0,44,52,98
SSC14036,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14037,..,15,15,23,0,23,3,0,3,5,0,5,0,0,0,0,0,0,36,15,50
SSC14038,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SSC14039,..,0,0,8,0,4,3,0,3,0,0,0,0,0,0,0,0,0,12,3,14
SSC14040,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC14041,..,37,37,99,10,102,46,3,48,47,0,47,15,0,15,14,0,14,214,49,268
SSC14042,..,0,0,8,0,8,0,0,0,3,0,3,3,0,3,0,0,0,14,0,16
SSC14043,..,9,9,10,0,10,8,0,8,4,0,4,9,0,9,5,0,5,36,9,41
SSC14044,..,5,5,21,0,21,3,0,3,3,0,3,3,0,3,0,0,0,25,5,28
SSC14045,..,17,17,18,0,18,4,0,4,0,0,0,4,0,4,3,0,3,29,17,51
SSC14046,..,0,0,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,15,0,17
SSC14047,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SSC14048,..,4,4,8,0,7,4,0,4,3,0,8,0,0,0,0,0,0,14,11,25
SSC14049,..,11,11,12,0,13,7,0,8,4,0,4,0,0,0,0,0,0,30,15,41
SSC14050,..,10,10,48,0,45,6,0,7,10,0,10,3,0,3,3,0,3,73,13,86
SSC14051,..,342,342,383,23,411,115,0,115,125,0,125,58,0,58,28,0,28,720,371,1089
SSC14052,..,51,51,48,3,48,19,0,19,12,0,12,7,0,7,3,0,3,84,52,135
SSC14053,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC14054,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,7
SSC14055,..,71,71,101,4,102,52,0,52,66,0,66,19,0,19,14,0,14,244,73,314
SSC14056,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC14057,..,40,40,52,3,56,14,0,14,5,0,5,4,0,4,3,0,3,78,43,120
SSC14058,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC14059,..,7,7,13,3,15,6,0,6,9,0,9,3,0,3,0,0,0,29,9,40
SSC14060,..,14,14,33,0,33,12,0,12,8,0,9,3,0,3,0,0,0,57,10,67
SSC14061,..,434,434,478,38,518,150,0,150,120,0,120,34,0,34,17,0,17,806,476,1288
SSC14062,..,12,12,20,0,25,16,0,16,4,0,4,3,0,3,6,0,6,50,11,60
SSC14063,..,35,35,73,3,78,35,0,35,46,0,46,19,0,19,8,0,8,179,35,218
SSC14064,..,72,72,51,8,64,22,0,22,19,0,19,5,0,5,9,0,9,111,85,194
SSC14065,..,344,344,724,26,747,307,0,305,387,0,387,151,0,151,44,0,47,1614,367,1983
SSC14066,..,9,9,18,0,18,7,0,7,5,0,5,5,0,5,0,0,0,37,9,52
SSC14067,..,65,65,102,9,109,47,0,47,50,0,50,23,0,23,17,0,17,245,72,309
SSC14068,..,172,172,223,15,237,61,5,65,58,0,59,25,0,25,3,0,3,370,193,569
SSC14069,..,80,80,142,3,143,68,0,68,70,0,70,35,0,35,17,0,17,336,82,417
SSC14070,..,3,3,15,0,15,9,0,9,4,0,4,0,0,0,3,0,3,26,3,27
SSC14071,..,635,635,887,73,960,503,24,521,610,3,612,307,0,307,99,0,99,2407,735,3143
SSC14072,..,14,14,30,0,31,14,0,14,13,0,13,6,0,6,0,0,0,63,18,74
SSC14073,..,28,28,54,3,54,19,0,19,13,0,13,3,0,3,4,0,4,89,32,114
SSC14074,..,541,541,359,32,389,237,12,243,212,4,211,185,0,190,191,3,194,1185,583,1770
SSC14075,..,380,380,548,33,582,167,8,174,158,0,159,50,0,50,15,0,15,937,415,1361
SSC14076,..,148,148,100,6,103,44,3,53,42,0,42,34,0,34,24,0,24,249,158,404
SSC14077,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14078,..,6,6,12,0,10,7,0,7,0,0,0,0,0,0,0,0,0,15,6,21
SSC14079,..,25,25,119,0,121,104,0,104,144,0,144,60,0,57,29,0,29,452,27,483
SSC14080,..,208,208,231,19,250,141,0,141,205,0,204,89,4,98,51,0,51,725,231,959
SSC14081,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14082,..,34,34,27,5,28,3,0,3,4,0,6,3,0,3,0,0,0,41,40,76
SSC14083,..,1295,1295,898,163,1065,278,56,331,222,15,240,79,3,85,44,3,48,1525,1540,3068
SSC14084,..,29,29,31,3,30,8,0,8,16,0,16,3,0,3,0,0,0,61,28,90
SSC14085,..,921,921,1567,55,1620,895,10,908,1255,16,1268,522,0,522,216,0,220,4457,1000,5457
SSC14086,..,629,629,644,48,688,521,10,530,357,4,361,74,0,74,29,3,34,1623,693,2316
SSC14087,..,8,8,14,0,14,3,0,3,3,0,3,4,0,4,0,0,0,23,8,32
SSC14088,..,6,6,18,0,18,8,0,8,8,0,8,3,0,3,3,0,3,37,6,42
SSC14089,..,138,138,331,12,341,267,3,267,298,0,298,162,0,162,146,0,146,1191,156,1353
