SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC13918,1367,187,78,3,0,1643,332,101,41,0,3,469,42,14,4,0,3,59,1732,298,123,4,10,2166
SSC13919,20,0,0,0,0,19,16,0,0,0,0,16,3,0,0,0,0,3,39,0,0,0,0,39
SSC13920,44,0,0,0,0,44,11,0,0,0,0,11,0,0,0,0,0,0,56,0,0,0,0,56
SSC13921,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC13922,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC13923,112,0,0,0,0,112,55,0,0,0,0,55,4,0,0,0,0,4,172,0,0,0,3,174
SSC13924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13925,980,182,122,0,3,1284,284,106,89,0,3,485,47,17,9,0,0,75,1304,308,217,0,6,1838
SSC13926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13927,55,0,0,0,0,55,36,0,0,3,0,39,0,0,0,0,0,0,92,0,0,3,0,98
SSC13928,245,18,0,4,0,269,46,10,0,0,0,57,12,0,0,0,0,13,306,28,0,5,0,342
SSC13929,696,163,47,5,0,916,133,122,9,4,0,274,24,11,0,0,0,40,856,295,58,11,3,1224
SSC13930,48,0,0,0,0,46,13,0,0,0,0,12,0,0,0,0,0,0,60,0,0,0,0,59
SSC13931,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC13932,277,5,7,0,3,296,119,0,20,0,0,141,13,0,0,6,3,25,412,11,25,6,8,458
SSC13933,137,0,0,0,0,139,15,0,0,0,0,15,0,0,0,0,0,0,150,0,0,0,0,153
SSC13934,733,17,28,6,0,782,256,14,54,8,0,337,55,5,6,0,3,66,1046,32,88,16,3,1184
SSC13935,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,24
SSC13936,24,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,3,30,0,0,0,0,30
SSC13937,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7
SSC13938,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC13939,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,23
SSC13940,162,0,3,0,3,174,73,0,4,0,0,78,12,0,0,0,0,12,249,0,10,3,3,264
SSC13941,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,28
SSC13942,29,0,0,0,0,29,15,0,0,0,0,16,0,0,0,0,0,0,42,0,0,0,0,42
SSC13943,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5
SSC13944,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC13945,119,0,0,0,0,117,22,0,0,0,0,22,0,0,0,0,0,7,143,0,0,0,0,144
SSC13946,34,0,0,0,0,37,10,0,0,0,0,10,0,0,0,0,0,0,46,0,0,0,0,47
SSC13947,81,0,0,0,0,81,10,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,90
SSC13948,27,0,0,0,0,27,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33
SSC13949,12,0,0,0,3,13,4,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,28
SSC13950,223,81,0,0,0,305,31,13,0,0,0,42,4,0,0,0,0,9,252,88,0,0,5,355
SSC13951,319,8,6,19,3,353,64,0,3,13,3,84,9,0,0,5,0,22,397,8,16,39,6,459
SSC13952,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC13953,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
SSC13954,103,0,3,0,0,111,40,0,0,0,0,45,11,0,0,0,0,11,157,0,3,0,0,158
SSC13955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13956,86,0,0,0,0,89,11,0,0,0,0,11,6,0,0,0,0,6,100,0,0,0,0,101
SSC13957,58,0,0,0,0,61,28,0,0,0,0,28,0,0,0,0,0,0,84,0,0,0,0,90
SSC13958,173,0,0,0,0,170,6,0,0,0,0,6,0,0,0,0,0,0,178,0,0,0,0,184
SSC13959,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC13960,30,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,45,0,0,0,0,46
SSC13961,490,4,10,3,5,510,169,12,0,0,3,180,24,0,0,3,0,30,681,19,11,6,5,728
SSC13962,1315,160,0,0,0,1471,166,73,0,0,3,239,31,8,0,0,0,41,1507,239,0,0,3,1754
SSC13963,45,0,0,0,0,43,18,0,0,3,0,14,3,0,0,0,0,3,63,0,0,3,0,61
SSC13964,125,0,0,0,0,124,24,0,0,0,0,24,0,0,0,0,0,3,142,0,0,0,3,149
SSC13965,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC13966,1548,54,57,0,7,1660,524,49,48,0,7,625,50,8,6,0,0,64,2122,106,113,3,15,2350
SSC13967,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC13968,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,30
SSC13969,1071,375,321,32,13,1811,348,290,189,10,11,854,50,33,32,8,0,115,1462,703,539,50,25,2784
SSC13970,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,16
SSC13971,63,0,0,3,0,64,15,0,0,0,0,16,0,0,0,0,0,0,76,0,0,4,0,80
SSC13972,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC13973,916,117,45,0,0,1081,122,21,13,0,0,164,30,7,3,0,0,39,1067,146,56,0,0,1277
SSC13974,27,0,0,0,0,27,5,0,0,0,0,6,3,0,0,0,0,3,38,0,0,0,0,36
SSC13975,43,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,48,0,0,0,0,51
SSC13976,44,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,49
SSC13977,25,0,0,0,0,25,4,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,30
SSC13978,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13979,775,18,23,0,4,821,165,7,5,0,0,178,24,3,3,0,0,34,968,28,37,0,4,1029
SSC13980,2806,150,754,0,3,3714,135,3,107,0,0,251,36,0,22,0,0,62,2980,153,883,0,6,4023
SSC13981,21,0,0,0,0,23,8,0,0,0,0,8,0,0,0,0,0,0,27,0,0,0,0,30
SSC13982,314,58,287,0,4,668,58,0,19,0,0,72,19,3,5,0,0,31,390,60,310,0,4,771
SSC13983,975,30,17,5,3,1028,169,11,3,0,0,189,25,0,0,3,0,26,1173,41,20,11,3,1249
SSC13984,988,643,987,15,14,2648,184,273,380,0,3,840,33,60,59,0,4,162,1207,975,1435,15,18,3651
SSC13985,1179,672,311,120,6,2288,338,277,152,90,4,855,49,36,28,17,3,135,1567,988,493,223,15,3276
SSC13986,1034,390,360,61,7,1846,279,123,184,57,4,632,53,15,22,12,0,101,1361,531,565,123,11,2587
SSC13987,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9
SSC13988,19,3,0,23,0,42,6,0,0,16,0,23,0,0,0,3,0,3,28,3,0,41,0,66
SSC13989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13991,10,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,14
SSC13992,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SSC13993,46,0,0,0,4,53,0,0,0,0,0,3,0,0,0,0,0,3,50,0,0,0,8,61
SSC13994,146,0,0,0,0,150,28,0,0,0,0,28,8,0,0,0,0,8,178,0,0,0,0,178
SSC13995,38,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,40
SSC13996,34,0,0,0,0,33,12,0,0,0,0,12,3,0,0,0,0,3,47,0,0,0,0,49
SSC13997,50,0,0,6,0,56,6,0,0,3,0,14,0,0,0,0,0,0,57,0,0,8,0,71
SSC13998,33,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,0,42
SSC13999,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC14000,197,0,0,3,4,197,31,0,0,0,0,30,11,0,0,0,0,13,238,0,0,3,3,244
SSC14001,55,0,0,0,4,53,12,0,0,0,0,19,0,0,0,0,0,0,71,0,0,0,5,70
SSC14002,11,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,14
SSC14003,1680,188,44,55,7,1970,470,103,23,57,5,658,69,16,3,5,0,101,2219,306,67,118,17,2729
SSC14004,197,3,0,3,3,204,64,10,0,3,0,80,0,3,0,0,0,6,265,16,3,7,3,294
SSC14005,55,0,0,0,0,55,16,0,0,0,0,16,3,0,0,0,0,3,73,0,0,0,0,73
SSC14006,5,186,2294,0,20,2495,3,31,202,0,3,239,3,21,93,0,8,113,5,234,2587,0,30,2855
SSC14007,4016,621,231,90,15,4969,727,232,172,69,6,1209,125,42,32,0,3,197,4866,892,439,160,25,6375
SSC14008,1186,172,61,11,0,1441,360,112,65,3,3,536,47,10,16,0,0,73,1595,288,147,19,4,2051
SSC14009,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14
SSC14010,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC14011,140,0,0,0,4,146,55,0,3,0,0,53,6,0,0,0,0,9,203,0,3,0,4,209
SSC14012,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC14013,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC14014,4,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,9,0,0,3,0,13
SSC14015,72,0,0,0,0,72,20,0,0,0,0,20,3,0,0,0,0,4,100,0,0,0,0,101
SSC14016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC14017,10,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,14
SSC14018,23,0,0,0,0,23,3,0,0,0,0,3,4,0,0,0,0,4,26,0,0,0,0,26
SSC14019,28,0,0,0,0,28,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33
SSC14020,31,0,0,3,0,37,9,0,0,5,3,18,3,0,0,0,0,3,44,0,0,11,3,50
SSC14021,48,0,0,3,3,50,17,0,3,4,0,20,0,0,0,0,0,3,68,0,3,7,4,79
SSC14022,36,0,0,0,0,32,19,0,0,0,0,19,0,0,0,0,0,0,50,0,0,0,0,56
SSC14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14024,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC14025,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15
SSC14026,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11
SSC14027,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC14028,28,0,0,0,0,27,11,0,0,0,0,11,0,0,0,0,0,0,32,0,0,0,0,38
SSC14029,33,0,0,0,0,34,20,0,0,0,0,19,3,0,0,0,0,3,51,0,0,0,0,58
SSC14030,38,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,3,48
SSC14031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14033,158,0,0,0,0,158,43,0,0,0,0,43,4,0,0,0,0,4,210,0,0,0,0,210
SSC14034,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC14035,63,0,0,3,0,66,16,0,0,0,0,23,4,0,0,0,0,4,91,0,0,5,0,98
SSC14036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14037,35,0,0,0,3,35,9,0,0,0,0,9,0,0,0,0,0,0,46,0,0,0,3,50
SSC14038,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC14039,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC14041,214,0,5,0,3,222,32,0,0,0,0,32,9,0,0,0,0,10,255,0,5,0,3,268
SSC14042,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,16
SSC14043,31,0,0,0,0,31,14,0,0,0,0,14,0,0,0,0,0,0,41,0,0,0,0,41
SSC14044,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,28
SSC14045,34,0,0,0,0,38,9,0,0,0,0,9,4,0,0,0,0,3,48,0,0,3,0,51
SSC14046,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC14047,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC14048,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC14049,31,0,0,0,0,31,14,0,0,0,0,14,0,0,0,0,0,0,41,0,0,0,0,41
SSC14050,68,0,0,0,0,68,9,0,0,0,0,9,3,0,0,0,0,3,86,0,0,0,0,86
SSC14051,745,4,11,15,4,780,250,3,12,6,0,274,29,0,3,0,0,38,1018,12,29,19,5,1089
SSC14052,86,0,0,0,0,89,44,0,3,0,0,43,3,0,0,0,0,3,134,0,3,0,0,135
SSC14053,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC14054,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7
SSC14055,269,0,0,0,0,272,36,0,0,0,0,37,8,0,0,0,0,11,317,0,0,0,3,314
SSC14056,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC14057,63,0,0,3,0,64,51,0,0,0,0,50,4,0,0,0,0,4,118,0,0,3,0,120
SSC14058,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC14059,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,40
SSC14060,62,0,0,0,0,61,4,0,0,0,0,4,0,0,0,0,0,0,68,0,0,0,3,67
SSC14061,800,77,43,22,7,950,194,44,37,22,3,298,28,3,3,6,0,37,1018,126,85,42,9,1288
SSC14062,52,0,0,0,0,48,11,0,0,0,0,11,0,0,0,0,0,0,62,0,0,0,0,60
SSC14063,188,0,0,3,0,184,30,0,0,0,0,30,3,0,0,0,0,3,211,0,0,3,0,218
SSC14064,118,20,4,3,0,154,27,9,0,0,0,38,5,0,0,0,0,8,149,32,5,3,0,194
SSC14065,1597,171,11,0,3,1778,119,40,0,0,0,162,29,5,0,0,0,36,1744,218,9,0,5,1983
SSC14066,44,0,0,0,0,44,10,0,0,0,0,10,0,0,0,0,0,0,52,0,0,0,0,52
SSC14067,268,0,0,0,5,273,34,0,0,0,0,34,0,0,0,0,0,0,308,0,0,0,5,309
SSC14068,441,27,0,3,0,472,74,3,0,6,0,78,19,0,0,0,0,19,529,26,0,11,0,569
SSC14069,365,13,0,0,0,377,37,3,0,0,0,37,4,0,0,0,0,4,402,12,0,0,0,417
SSC14070,22,0,0,0,0,22,4,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,27
SSC14071,1448,257,1114,44,9,2873,70,14,103,7,0,196,30,7,27,3,0,72,1549,276,1248,53,9,3143
SSC14072,61,0,0,0,0,61,13,0,0,0,0,13,0,0,0,0,0,3,77,0,0,0,0,74
SSC14073,92,0,0,3,0,101,12,0,0,0,0,17,0,0,0,0,0,0,109,0,0,5,0,114
SSC14074,931,84,131,11,5,1164,312,35,171,0,0,523,57,8,24,0,0,86,1301,126,325,12,5,1770
SSC14075,1010,58,47,3,0,1110,167,15,16,0,0,200,38,0,3,0,0,47,1215,74,66,3,3,1361
SSC14076,231,29,7,14,4,277,34,43,4,17,3,98,7,10,0,9,5,31,274,77,9,36,10,404
SSC14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14078,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC14079,430,33,0,0,0,463,14,0,0,0,0,12,9,0,0,0,0,9,452,35,0,0,0,483
SSC14080,755,36,0,0,0,792,121,8,0,0,0,135,30,3,0,0,0,34,904,48,0,0,0,959
SSC14081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14082,54,0,0,3,0,57,18,0,0,0,0,20,0,0,0,0,0,0,71,0,0,4,0,76
SSC14083,1366,406,496,35,9,2312,278,135,232,4,0,653,52,15,29,3,0,101,1696,558,753,45,10,3068
SSC14084,77,3,0,0,0,78,13,0,0,0,0,16,3,0,0,0,0,3,87,5,0,0,0,90
SSC14085,3935,271,842,0,14,5062,181,25,108,0,0,318,39,3,22,0,9,70,4157,309,970,0,18,5457
SSC14086,251,124,1670,4,0,2054,19,37,156,0,0,211,5,13,32,0,0,51,275,170,1859,7,0,2316
SSC14087,25,0,0,0,0,25,7,0,0,0,0,7,3,0,0,0,0,3,32,0,0,0,0,32
SSC14088,37,0,0,0,0,37,8,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,42
SSC14089,962,156,9,0,0,1126,165,25,0,0,0,188,41,0,0,0,0,39,1164,176,9,0,0,1353
SSC14090,88,0,0,0,0,88,36,0,0,0,0,37,9,0,0,0,0,9,129,0,0,0,0,126
SSC14091,28,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,27,0,0,0,0,27
SSC14092,43,0,0,0,0,45,14,0,0,0,0,14,3,0,0,0,0,0,61,0,0,0,0,62
SSC14093,646,3,12,9,4,669,246,0,15,3,4,270,33,0,3,0,0,36,926,3,24,9,14,976
SSC14094,9,0,0,0,0,13,14,0,0,0,0,14,0,0,0,0,0,0,24,0,0,0,0,26
SSC14095,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC14096,327,0,21,16,11,373,225,0,18,9,20,269,31,0,0,3,0,36,587,0,41,24,30,678
SSC14097,207,0,0,4,3,212,79,0,0,0,0,75,8,0,0,0,0,8,288,0,0,4,3,297
SSC14098,112,0,0,4,0,122,49,0,0,0,0,49,0,0,0,0,0,0,162,0,0,4,0,169
SSC14099,204,11,11,0,3,227,20,0,3,0,0,21,3,0,0,0,0,6,225,11,10,0,0,252
SSC14100,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC14101,384,0,15,8,3,419,42,0,23,18,0,81,16,0,3,3,4,25,439,0,44,31,9,523
SSC14102,192,0,0,0,3,196,42,0,0,4,3,50,11,0,0,0,0,11,245,0,0,3,8,252
SSC14103,162,0,0,0,0,162,16,0,0,0,0,16,5,0,0,0,0,5,186,0,0,0,0,184
SSC14104,279,0,0,0,0,283,15,0,0,0,0,21,3,0,0,0,0,3,303,0,3,0,0,302
SSC14105,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,41
SSC14106,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC14107,22,0,0,0,0,22,12,0,0,0,0,12,0,0,0,0,0,0,35,0,0,0,0,35
SSC14108,11,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,18
SSC14109,81,7,0,0,0,84,11,0,0,0,0,15,0,0,0,0,0,4,89,8,0,0,0,104
SSC14110,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC14111,53,0,0,0,0,53,9,0,0,0,0,9,3,0,0,0,0,3,68,0,0,0,0,68
SSC14112,192,0,0,0,3,199,15,0,0,0,0,18,3,0,0,0,0,3,211,0,0,0,3,219
SSC14113,72,0,0,0,0,72,22,0,0,0,0,22,3,0,0,0,0,3,96,0,0,3,0,99
SSC14114,340,9,0,155,4,514,86,8,9,34,3,143,14,0,0,4,0,15,440,22,5,197,3,671
SSC14115,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC14116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14118,3076,426,156,21,5,3683,773,215,86,5,3,1087,93,26,16,3,3,141,3949,671,251,27,12,4907
SSC14119,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC14120,35,0,0,0,3,36,8,0,0,0,0,11,0,0,0,0,0,0,37,0,0,3,3,42
SSC14121,22,0,0,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,28
SSC14122,1703,85,120,3,9,1916,144,6,23,3,0,182,36,3,10,0,0,45,1875,104,150,3,4,2143
SSC14123,484,0,0,3,4,488,19,0,0,0,3,23,6,0,0,0,0,6,514,0,0,3,3,518
SSC14124,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC14125,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,14
SSC14126,21,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,35
SSC14127,86,0,0,0,0,86,15,0,0,0,0,13,0,0,0,0,0,0,98,0,0,0,0,101
SSC14128,47,0,0,0,0,51,10,0,0,0,0,10,0,0,0,0,0,0,56,0,0,0,0,62
SSC14129,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,11
SSC14130,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC14131,21,0,0,0,0,18,9,0,0,0,0,8,4,0,0,0,0,4,29,0,0,0,4,32
SSC14132,24,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,35
SSC14133,15,0,0,0,0,15,5,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,26
SSC14134,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC14135,809,24,38,14,3,879,129,11,6,42,0,185,29,5,3,9,0,41,963,34,47,62,3,1108
SSC14136,38,0,0,0,0,38,18,0,0,0,0,18,3,0,0,0,0,3,58,0,0,0,0,58
SSC14137,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC14138,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,12
SSC14139,29,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,33
SSC14140,433,151,10,0,0,594,32,28,14,0,0,84,10,8,0,0,0,18,474,190,27,0,3,693
SSC14141,930,233,192,7,4,1366,154,81,113,0,4,353,25,11,28,0,0,68,1111,324,335,7,12,1783
SSC14142,766,60,29,0,7,864,168,21,7,0,0,194,30,3,0,0,0,38,964,89,36,0,10,1095
SSC14143,21,0,0,0,0,21,3,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,25
SSC14144,164,0,6,25,0,199,58,0,3,9,0,66,15,0,4,0,0,14,236,0,11,39,0,282
SSC14145,22,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,31
SSC14146,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC14147,43,0,0,0,3,50,25,0,0,0,0,25,3,0,0,0,0,3,71,0,0,0,3,74
SSC14148,260,40,152,14,3,470,55,9,23,0,0,93,7,0,0,0,0,5,323,55,169,19,3,569
SSC14149,381,3,4,3,3,391,178,3,10,7,0,192,27,0,5,0,0,31,586,5,15,9,3,618
SSC14150,28,0,0,0,0,28,17,0,0,0,0,17,0,0,0,0,0,0,46,0,0,0,0,46
SSC14151,1263,185,94,104,5,1648,372,127,50,119,0,669,60,19,8,20,0,100,1687,330,149,242,7,2422
SSC14152,7,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,9
SSC14153,1816,483,120,0,3,2416,329,169,29,0,0,527,43,14,3,0,0,67,2183,671,146,0,9,3007
SSC14154,169,0,0,0,0,169,20,0,0,0,0,20,0,0,0,0,0,0,195,0,0,0,0,195
SSC14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14156,25,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,34,0,0,0,0,34
SSC14157,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC14158,342,7,0,0,0,355,92,4,0,0,0,94,15,0,0,0,0,15,446,7,0,0,3,463
SSC14159,29,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,38,0,0,0,0,38
SSC14160,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16
SSC14161,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24
SSC14162,22,0,0,0,0,22,7,0,0,0,0,7,3,0,0,0,0,3,26,0,0,0,0,26
SSC14163,109,0,0,4,0,112,25,0,0,0,0,25,5,0,0,0,0,5,136,0,0,4,0,142
SSC14164,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16
SSC14165,657,0,264,0,0,925,22,0,16,0,0,33,8,0,8,0,0,14,682,0,290,0,0,972
SSC14166,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC14167,716,144,182,3,3,1046,382,87,184,0,0,645,39,11,22,0,0,75,1136,245,383,5,3,1768
