SSC_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SSC10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6
SSC10818,0,8,0,604,38,9,3,46,3,34,0,14,6,39,231,421,8,0,3,0,0,3,0,0,0,0,10,22,920,142,23,883,87,950,19,251,48,398,244,3972
SSC10819,0,7,3,151,22,3,0,11,3,12,0,10,3,15,71,150,0,0,3,0,0,0,0,0,0,0,3,8,300,69,13,325,45,284,5,110,22,145,83,1400
SSC10820,0,0,0,29,5,0,0,5,0,3,0,0,0,3,9,29,0,0,0,0,0,0,0,0,0,0,0,3,126,11,5,97,8,70,3,15,3,21,15,376
SSC10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,4,0,23
SSC10823,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,7,0,19
SSC10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10826,0,0,0,10,5,0,0,3,0,10,0,0,0,3,20,40,0,0,0,0,0,0,0,0,0,0,3,3,37,19,0,41,3,96,5,53,6,79,22,358
SSC10827,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,3,27
SSC10828,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,3,0,0,0,4,0,15
SSC10829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10830,0,0,0,14,0,0,0,3,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,46,9,23,3,4,0,11,8,145
SSC10831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,11,0,0,0,4,0,36
SSC10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,17
SSC10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10837,0,0,0,59,13,3,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,5,48,6,4,52,3,42,0,9,3,13,8,190
SSC10838,0,0,0,8,3,0,0,3,0,4,0,4,0,4,11,34,0,0,0,0,0,0,0,0,0,3,6,4,23,6,3,25,3,54,0,20,11,56,14,216
SSC10839,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,3,0,0,0,3,0,26
SSC10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10841,0,0,0,56,4,0,0,3,0,0,0,3,0,4,9,29,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,56,3,29,0,7,0,9,9,192
SSC10842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10843,0,0,0,9,10,3,0,9,3,8,3,9,0,16,33,94,0,0,0,0,0,0,0,0,0,9,0,13,162,61,3,226,28,181,20,77,18,143,34,947
SSC10844,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,15,0,4,0,0,0,0,0,32
SSC10845,0,3,0,160,17,3,0,6,0,6,0,0,0,3,33,63,0,0,0,0,0,0,0,0,0,0,0,8,96,16,3,110,7,94,9,21,7,29,33,416
SSC10846,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,3,3,0,0,0,0,0,22
SSC10847,6,30,0,1780,117,15,4,111,5,51,0,20,8,34,333,705,9,0,3,4,0,3,3,0,0,3,10,32,1788,222,36,1774,136,1262,28,280,53,403,346,6327
SSC10848,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,0,0,0,17
SSC10849,0,4,0,268,9,0,0,11,0,5,0,3,0,5,32,75,0,0,0,0,0,0,0,0,0,0,0,7,107,15,4,151,11,114,3,29,0,20,33,490
SSC10850,0,0,0,37,4,0,0,0,0,5,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,4,36,8,0,53,9,29,0,11,0,8,4,162
SSC10851,0,0,0,59,4,0,0,4,0,0,0,3,0,0,26,45,0,0,0,0,0,0,0,0,0,0,0,4,75,26,0,148,21,65,6,18,0,9,27,390
SSC10852,4,9,0,207,31,8,3,27,6,22,0,12,3,28,94,232,3,0,0,0,0,3,0,3,0,3,9,24,508,76,25,466,61,507,9,170,48,343,101,2303
SSC10853,3,0,0,11,0,3,0,4,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,43,3,24,0,19,0,27,12,189
SSC10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11
SSC10856,0,3,0,35,3,0,0,3,0,7,3,0,0,4,6,26,0,0,0,0,0,0,0,0,0,0,0,3,45,18,3,76,3,42,3,7,0,26,10,232
SSC10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,14
SSC10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
SSC10859,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,36,7,0,42,3,10,0,5,0,4,5,117
SSC10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7
SSC10862,0,0,0,56,11,4,0,9,0,8,0,3,0,8,22,67,0,0,0,0,0,0,0,0,0,0,0,0,89,24,3,168,19,71,6,35,10,57,26,504
SSC10863,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,24,3,4,0,3,0,3,3,62
SSC10864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,3,3,17
SSC10865,3,6,0,187,21,3,0,25,0,17,0,3,6,17,43,134,0,0,3,0,0,0,0,0,0,0,3,7,320,39,5,249,30,267,4,59,18,147,48,1181
SSC10866,0,0,0,19,4,0,0,9,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,3,31,4,0,34,3,27,0,9,3,11,3,115
SSC10867,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,11
SSC10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SSC10869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,8,0,4,0,0,0,3,3,37
SSC10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,23
SSC10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10873,0,6,0,65,3,0,0,0,0,3,0,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,4,50,6,3,50,7,41,0,3,3,11,13,178
SSC10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
SSC10875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10876,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,15,0,4,0,3,0,4,0,37
SSC10877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,16
SSC10878,0,0,0,83,13,0,0,16,3,8,0,6,0,14,46,118,0,0,3,3,0,3,0,3,0,6,0,11,211,43,13,322,45,244,18,86,19,192,51,1245
SSC10879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10880,0,0,0,7,8,0,0,3,0,3,0,0,0,0,7,19,3,0,0,0,0,0,0,0,0,0,0,8,32,8,3,67,4,32,0,16,4,22,8,198
SSC10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
SSC10883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,15
SSC10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10885,0,3,0,156,28,3,0,32,0,14,0,7,0,14,67,167,0,0,0,0,0,0,0,0,0,5,5,13,282,69,15,553,69,212,17,59,13,109,73,1464
SSC10886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10887,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,3,3,0,20
SSC10888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
SSC10889,0,0,0,13,0,0,0,4,0,5,0,0,4,3,9,24,0,0,0,0,0,0,0,0,0,0,3,3,51,10,0,65,0,48,3,17,4,42,11,261
SSC10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,10
SSC10892,0,25,0,727,32,9,3,26,5,21,0,10,0,38,212,367,0,0,0,0,0,0,0,0,0,0,7,17,691,114,16,622,86,822,16,168,33,289,227,3084
SSC10893,0,0,0,89,5,0,0,7,0,0,0,0,0,4,17,37,0,0,0,0,0,0,0,0,0,0,0,0,56,13,0,84,8,39,0,7,3,12,13,237
SSC10894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11
SSC10895,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,12
SSC10896,0,3,0,168,10,3,0,5,0,12,0,0,0,0,26,52,0,0,0,4,0,0,0,0,0,0,0,7,118,12,6,105,10,71,0,12,0,13,26,372
SSC10897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8
SSC10898,3,14,0,958,54,3,4,62,9,37,0,16,3,24,180,383,0,0,0,3,3,0,0,0,0,3,3,14,879,103,17,924,87,698,19,160,24,210,187,3301
SSC10899,0,7,0,92,13,4,0,6,3,20,0,12,6,30,82,180,0,0,0,0,0,0,0,0,0,3,8,18,263,58,16,234,29,386,4,170,35,372,96,1668
SSC10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10901,0,0,0,102,8,0,0,17,0,5,0,4,0,6,21,58,0,0,0,0,0,0,0,0,0,0,3,3,128,14,4,156,17,76,9,21,4,35,22,484
SSC10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10903,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,3,0,4,0,0,0,25
SSC10904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,12,3,21
SSC10905,0,0,0,5,3,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,23,0,16,0,6,0,12,0,79
SSC10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SSC10907,0,0,0,31,3,0,0,0,0,4,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,30,10,26,0,13,3,26,11,157
SSC10908,0,11,0,200,23,4,0,16,0,24,0,4,0,16,52,138,0,0,0,0,0,0,0,0,0,0,8,16,310,49,4,349,32,284,12,69,17,154,62,1343
SSC10909,0,0,0,24,9,0,0,4,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,4,0,66,7,0,103,5,32,3,4,0,3,19,245
SSC10910,0,0,0,78,7,0,0,3,0,4,0,0,0,3,12,30,0,0,0,0,0,0,0,0,0,0,0,0,73,12,3,70,16,67,3,12,4,23,12,288
SSC10911,0,0,0,11,3,0,0,8,0,4,0,0,0,3,11,33,3,0,0,0,0,0,0,0,0,0,0,3,46,10,0,96,11,39,3,12,3,17,11,251
SSC10912,0,0,0,16,0,0,3,3,4,3,0,3,0,0,5,18,3,0,0,0,0,0,0,0,0,0,0,3,24,4,3,41,6,29,0,10,3,8,5,126
SSC10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10915,0,6,0,51,0,0,0,3,0,0,0,3,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,43,3,17,0,8,3,17,11,135
SSC10916,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,19
SSC10917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10918,0,0,0,70,21,0,0,8,0,7,0,0,0,9,34,75,0,0,0,0,0,0,0,0,0,0,3,9,254,14,6,206,37,146,12,32,6,37,36,794
SSC10919,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,0,0,3,0,19
SSC10920,0,0,0,21,6,3,0,9,0,3,0,0,0,4,16,42,0,0,0,0,0,0,0,0,0,0,0,0,50,8,4,74,6,55,4,12,6,23,18,251
SSC10921,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,3,0,14
SSC10922,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,0,8,0,3,0,4,4,62
SSC10923,0,3,0,31,3,0,0,3,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,38,0,14,0,9,0,11,3,96
SSC10924,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,3,4,16,3,0,10,0,35,0,20,3,65,3,153
SSC10925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,16
SSC10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3
SSC10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10928,0,0,0,22,3,0,0,3,0,4,0,0,0,3,9,27,0,0,0,0,0,0,0,0,0,0,0,7,52,8,3,61,4,45,0,14,3,28,9,233
SSC10929,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9,5,5,0,3,0,0,3,36
SSC10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC10931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,26,3,21,0,3,0,11,0,86
SSC10933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10934,0,0,0,28,8,0,0,3,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,3,43,4,3,41,3,14,0,3,0,3,8,120
SSC10935,0,7,0,145,9,0,3,12,0,5,0,5,0,4,16,55,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,94,9,68,0,16,3,21,16,291
SSC10936,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,6,0,4,0,0,6,32
SSC10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10938,3,4,0,290,8,0,0,13,0,6,0,0,0,3,42,79,0,0,0,0,0,0,0,0,0,0,0,6,155,27,3,192,22,125,0,22,3,28,46,621
SSC10939,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,27,0,11,4,13,3,8,11,101
SSC10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10
SSC10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10942,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,13
SSC10943,0,0,0,44,6,0,0,4,0,5,0,0,0,0,20,37,0,0,0,0,0,0,0,0,0,0,0,4,36,13,0,62,8,26,3,10,0,23,23,207
SSC10944,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,3,0,3,0,3,0,25
SSC10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC10946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,5,0,0,0,0,3,28
SSC10948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC10949,0,0,0,52,10,0,0,10,0,3,0,0,0,0,20,46,0,0,0,0,0,0,0,0,0,3,0,5,95,8,7,118,10,92,12,8,14,16,26,406
SSC10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10951,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,15,0,7,3,5,0,8,5,66
SSC10952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC10953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,4,0,0,0,0,3,17
SSC10954,0,0,0,57,11,0,0,3,0,8,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,7,88,11,6,91,5,48,9,4,0,13,10,294
SSC10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6
SSC10958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,3,0,17
SSC10959,0,3,0,102,40,11,0,38,3,20,0,11,3,25,100,259,0,0,0,3,3,0,0,0,0,3,7,17,468,145,18,600,60,324,20,133,22,238,115,2142
SSC10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC10963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10964,0,0,0,5,11,0,0,10,0,3,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,0,0,3,47,3,3,45,0,23,3,6,0,0,10,145
SSC10965,0,3,0,77,10,0,0,3,0,3,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,160,4,8,80,11,56,3,9,0,11,10,357
SSC10966,0,0,0,56,6,0,0,5,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,3,40,10,5,67,5,23,3,10,0,5,12,181
SSC10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SSC10968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,14
SSC10969,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,3,8,0,3,0,14,0,53
SSC10970,3,11,0,315,18,3,0,20,5,12,0,5,3,4,50,118,0,0,0,0,0,0,0,0,0,0,0,8,220,28,8,340,43,156,3,51,14,50,51,972
SSC10971,0,0,0,225,13,0,0,17,0,10,0,8,0,4,37,88,3,0,0,0,0,0,0,0,0,0,0,3,212,29,3,284,20,121,5,25,3,38,33,778
