SSC_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
SSC10001,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,11,55,3,88,3,0,3,4,0,0,12,3,0,19,15,147,10,194,0,0,6,3,18,0,31,5,0,7,11,23,4,53,3,0,7,4,6,3,16,3,0,5,7,19,0,38,0,0,3,3,3,0,16,0,0,13,4,7,3,25,3,0,9,5,3,3,19,6,0,37,8,7,0,63,0,0,3,3,5,0,16,3,7,10,15,12,0,45,6,0,16,3,4,0,30,10,0,16,5,3,0,37,0,0,0,3,7,0,11,0,0,3,5,36,0,40,0,0,8,8,32,3,46,48,5,183,120,398,30,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,5,33,0,0,0,3,0,0,3,0,0,8,3,7,3,22,0,0,3,11,4,0,16,0,0,8,11,28,6,53,0,0,11,13
SSC10003,0,0,3,0,0,0,4,0,0,0,0,0,0,3,10,3,23,5,18,0,57,0,0,5,0,0,0,8,8,0,23,21,64,3,126,5,0,16,5,8,0,41,6,0,19,9,14,3,45,3,0,3,5,20,0,29,10,0,13,7,18,0,51,6,0,10,9,9,4,33,9,3,54,7,10,3,86,4,0,4,3,12,3,24,35,10,94,23,20,9,185,4,0,5,3,14,3,23,7,9,22,8,9,4,54,23,3,16,8,5,0,58,27,4,31,3,6,0,71,3,0,3,3,4,0,20,3,0,4,6,25,0,42,7,0,4,7,12,8,39,173,32,359,137,263,45,1008,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,14,3,5,3,33,0,0,0,0,7,0,9,0,0,6,3,7,0,24,3,3,16,3,12,0,31,0,0,25,14,16,7,74,0,0,14,0
SSC10004,0,0,0,3,3,0,6,0,0,0,0,12,0,8,3,0,3,3,31,0,36,0,0,0,0,3,0,4,0,0,0,3,19,0,20,0,0,0,3,0,0,3,0,0,0,3,5,0,8,0,0,0,0,3,0,3,0,0,0,0,11,0,9,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,7,0,0,9,3,3,0,10,0,0,0,0,0,0,0,0,5,10,7,20,3,43,3,0,8,0,3,0,17,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,3,11,5,47,29,121,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,14,0,0,0,0
SSC10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10006,0,0,0,0,3,0,3,0,0,0,3,43,0,51,0,0,4,0,25,0,29,0,0,0,0,3,0,6,0,0,0,0,35,0,33,0,0,0,0,3,0,3,0,0,3,0,15,3,16,0,0,0,0,13,0,15,0,0,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,11,0,0,0,0,12,0,16,0,0,3,4,4,0,18,0,0,3,0,0,0,5,0,0,0,6,10,0,17,0,0,0,3,3,0,7,0,0,0,0,19,0,19,0,0,0,0,11,0,11,3,0,15,24,213,14,272,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,5,20,3,30,0,0,0,9
SSC10007,0,0,0,0,16,0,18,0,0,0,3,77,7,93,0,0,0,3,16,0,22,0,0,0,3,21,0,25,0,0,0,0,34,0,34,0,0,0,0,6,0,6,0,0,3,0,3,3,8,0,0,0,0,3,0,3,0,0,0,0,5,3,12,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,3,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,19,0,0,0,3,13,3,19,3,6,6,17,231,21,286,0,0,3,3,7,0,10,0,0,4,3,12,0,20,0,0,3,0,5,3,8,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,4,6,0,0,4,3,12,0,20,0,0,0,0
SSC10008,0,0,3,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,19,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10009,0,0,0,0,0,0,3,6,3,14,29,202,9,256,0,0,4,10,65,0,81,0,0,7,6,14,0,24,0,0,3,17,90,3,110,0,0,3,3,31,0,42,4,0,6,8,35,5,51,0,0,0,3,22,0,23,0,0,3,0,33,0,40,0,0,0,3,8,0,5,0,0,6,6,6,0,16,0,0,0,3,15,0,14,0,0,22,3,10,0,36,0,0,0,4,13,0,17,4,3,12,9,21,0,52,8,5,7,0,7,0,25,3,0,16,11,11,0,40,0,0,0,0,3,0,3,0,0,0,4,46,3,59,0,0,0,5,26,0,38,25,7,100,129,646,22,932,0,0,0,0,0,0,0,0,0,6,4,16,0,24,0,0,0,6,10,0,15,0,0,0,0,5,0,5,0,0,7,6,12,0,26,0,0,0,3,0,0,4,0,0,6,17,49,5,74,0,0,3,8
SSC10010,0,0,0,0,3,0,3,0,0,0,0,44,0,45,0,0,0,3,40,5,47,0,0,0,0,8,0,8,0,0,0,0,47,3,49,0,0,0,4,10,0,6,0,0,3,0,6,0,10,0,0,3,0,6,0,12,0,0,0,3,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,6,0,0,3,0,3,0,10,0,0,0,0,8,3,13,0,0,0,3,9,0,14,0,0,6,3,7,0,18,0,3,5,8,5,0,25,0,0,0,0,3,0,3,0,0,0,0,14,0,15,0,0,0,0,13,0,21,0,4,24,27,238,17,307,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,3,0,0,3,0,13,0,17,0,0,0,8
