SSC_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
SSC12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12253,0,0,0,3,3,3,3,0,0,14,0,0,0,0,8,8,7,14,0,36,0,4,4,0,28,21,10,14,0,89,0,0,0,0,15,10,0,3,0,30,13,9,10,24,39,82,28,60,0,264,0,0,0,4,10,7,7,3,0,28,0,14,9,3,19,7,11,13,0,82,0,11,4,10,6,5,3,6,0,45,3,3,7,5,8,6,7,18,3,63,0,0,3,0,5,3,3,0,0,13,0,0,0,0,3,8,0,3,0,17,0,0,0,0,0,3,0,3,0,13,0,0,0,0,8,9,3,9,0,35,0,5,4,3,5,5,0,4,0,32,3,3,0,3,17,16,12,3,0,59,0,6,0,3,3,10,3,11,0,33,3,6,8,3,15,7,4,0,0,52,4,0,0,0,7,0,0,3,0,16,0,4,0,8,13,19,10,13,0,56,0,4,3,0,17,13,3,9,10,59
SSC12254,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,5,0,7,0,28,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,14,0,4,0,0,0,0,0,6,0,11,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,15
SSC12255,0,7,3,6,0,19,3,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,5,5,11,0,43,0,0,0,0,7,5,0,0,0,10,0,0,0,0,5,4,0,11,0,33,0,0,0,0,0,3,3,0,4,10,0,6,0,0,0,0,3,7,0,19,0,4,0,0,3,0,0,6,0,13,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,0,24,0,0,0,0,3,5,0,3,3,15
SSC12256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,15,0,0,0,0,5,12,7,7,0,38,0,0,0,0,5,6,0,0,0,10,0,0,4,3,6,9,5,16,0,48,0,0,0,3,3,3,0,5,0,18,3,0,3,3,3,7,4,3,0,27,0,14,0,0,3,0,0,0,0,18,0,3,3,3,8,5,7,10,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,4,6,0,28,0,3,0,0,0,0,0,0,0,7,0,0,0,0,13,4,3,5,0,32,0,6,0,0,4,6,0,0,0,20,0,4,3,0,0,7,3,12,0,29,0,3,0,0,0,0,0,0,0,7,0,0,0,0,5,4,0,7,0,15,0,0,0,0,4,0,0,0,0,9
SSC12257,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,27,21,23,114,45,28,28,0,287,0,0,0,0,7,6,0,9,0,27,3,20,39,31,48,94,27,26,5,300,3,3,7,9,33,37,14,13,0,114,8,53,129,33,98,54,27,22,7,437,9,51,102,44,80,47,23,25,7,389,10,51,83,106,112,131,51,99,21,657,0,4,0,0,39,30,3,7,5,88,0,0,3,6,26,33,6,9,0,86,0,0,0,0,7,9,0,4,0,23,3,9,19,10,67,87,11,20,8,226,0,19,32,26,56,28,9,8,4,178,7,13,30,22,70,36,37,21,4,249,0,25,13,12,32,20,6,14,0,122,3,9,22,17,36,47,13,15,3,169,0,8,3,8,12,3,0,0,0,30,6,3,20,26,37,36,3,9,3,145,3,38,38,28,55,52,9,19,106,352
SSC12258,0,0,0,0,0,5,0,5,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,7,0,15,0,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC12259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,15,7,5,0,42,0,0,0,0,0,0,0,3,0,8,0,3,0,3,5,3,3,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,7,5,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,4,3,0,0,4,0,0,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,5
SSC12260,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC12261,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,3,3,8,9,62,50,23,26,0,181,0,0,0,3,6,8,0,8,0,24,3,18,19,21,42,86,48,57,4,296,0,0,0,5,33,31,9,10,0,99,3,15,14,16,33,36,16,15,5,162,3,24,11,8,3,14,0,10,0,73,7,6,5,12,45,39,22,41,5,170,0,3,0,0,7,9,3,4,0,30,7,0,3,0,14,19,4,7,0,54,0,5,0,0,8,4,4,3,0,21,0,6,3,3,19,33,8,12,0,81,3,4,4,9,13,18,3,3,0,66,5,5,3,5,38,25,14,15,4,119,3,7,6,7,7,9,3,9,0,44,3,7,10,9,30,28,10,8,0,110,0,7,0,0,4,6,3,3,0,26,0,3,4,4,27,17,8,22,0,87,3,5,10,5,28,35,20,19,31,144
SSC12262,0,0,0,0,0,3,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
SSC12263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,10,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,11,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4
SSC12264,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,8,3,8,0,34,3,0,0,0,22,24,17,22,0,90,3,0,0,0,5,8,4,11,0,35,6,0,14,9,23,51,17,31,0,150,0,0,0,0,8,9,5,11,0,41,0,22,5,4,12,13,6,15,0,85,0,27,8,12,13,11,3,10,0,87,3,10,0,5,13,8,8,16,0,61,0,0,4,0,3,9,3,6,0,18,0,0,0,0,8,7,11,3,0,32,0,5,0,0,3,0,0,12,0,23,0,12,4,6,20,22,11,18,0,96,0,3,0,3,4,9,0,3,0,24,0,0,3,3,33,20,21,10,0,92,0,12,11,3,17,18,6,13,0,85,3,4,12,12,26,26,5,13,0,112,0,5,0,0,4,7,0,0,0,19,0,0,0,0,7,17,7,13,0,45,0,3,3,0,5,13,4,4,6,40
SSC12265,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,6,3,3,21,32,28,41,0,128,0,0,0,0,3,10,3,0,0,13,3,3,3,13,13,61,27,78,3,207,3,3,3,3,21,44,20,34,0,130,6,30,18,21,23,44,20,42,0,205,0,23,18,8,23,24,17,31,7,149,6,0,7,4,12,27,10,23,3,91,0,9,6,3,35,47,24,52,0,175,3,6,6,15,48,88,56,109,0,341,0,5,0,0,4,17,11,31,0,74,9,24,22,26,80,166,61,169,3,559,0,6,5,4,18,17,6,20,0,86,3,4,3,8,36,31,25,17,0,125,4,38,16,9,22,33,17,26,0,173,3,14,17,11,35,35,26,27,0,166,0,13,3,6,11,13,4,13,0,59,0,9,4,6,15,14,3,22,0,72,0,3,6,5,20,37,17,27,17,136
SSC12267,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,4,3,4,0,17,0,4,4,3,27,32,24,36,0,135,0,0,3,0,3,7,3,9,0,28,3,3,9,19,25,59,39,76,0,229,5,3,3,3,21,60,13,25,0,142,6,23,29,17,56,56,28,49,3,270,3,24,33,12,33,25,24,44,0,196,5,8,13,10,23,27,12,35,0,132,5,8,9,3,54,76,26,42,0,225,3,3,5,14,49,100,46,89,3,315,0,3,5,3,11,20,16,19,0,72,6,15,20,9,99,220,96,185,3,661,0,10,8,13,20,23,18,17,0,116,3,8,3,7,28,41,17,18,0,135,5,17,13,5,33,35,30,29,0,164,4,8,17,17,40,43,16,30,3,179,0,8,4,5,9,7,7,13,0,50,0,8,5,6,25,24,17,27,0,107,0,3,10,5,23,43,13,28,27,151
SSC12268,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,10,0,32,0,0,0,0,0,0,0,0,0,3,0,0,5,8,7,6,8,18,0,53,0,0,0,0,4,18,3,3,0,32,0,10,4,3,5,10,5,18,0,56,0,11,4,0,3,3,0,3,0,27,0,0,3,6,0,5,0,3,0,19,0,4,0,0,8,10,10,14,0,40,0,0,0,3,7,38,18,31,0,97,0,0,0,0,0,3,0,13,0,18,3,3,4,4,13,35,12,42,0,117,3,3,4,0,3,3,6,9,0,23,4,0,0,0,3,12,0,7,0,31,0,9,3,7,3,7,3,8,0,40,0,8,0,4,3,14,3,3,0,31,0,0,0,3,3,4,0,3,0,11,0,0,0,3,3,3,5,6,0,18,0,0,4,0,3,5,3,3,0,29
SSC12269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12270,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC12271,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12273,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,15,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
SSC12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,29,23,10,12,0,87,0,0,0,0,0,0,0,0,0,3,0,8,3,7,13,29,9,11,3,88,0,0,0,0,6,12,3,3,0,32,0,13,3,8,11,11,4,11,0,60,0,5,0,6,4,0,3,3,0,27,3,3,0,4,9,15,6,13,0,69,0,0,0,0,3,0,0,0,0,10,0,0,0,0,7,6,0,3,0,22,0,0,0,0,0,0,0,0,0,9,0,3,3,4,9,6,3,3,0,23,0,0,0,3,4,3,0,0,0,12,0,4,0,3,15,3,0,0,0,24,0,6,0,0,3,0,0,0,0,16,0,4,4,0,8,9,0,0,0,21,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,3,0,6,0,23,0,3,0,3,12,13,3,3,12,55
SSC12276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,16,0,29,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,7,0,3,0,12,3,8,4,0,0,0,0,0,0,18,0,0,0,5,3,3,0,3,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,6,3,3,8,4,6,0,31,0,0,0,0,3,0,0,0,0,8,0,3,0,3,12,3,9,7,0,29,0,5,3,0,5,0,0,4,0,21,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,5,0,7,0,0,0,0,5,5,0,8,0,14
SSC12277,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12278,0,0,0,0,0,3,0,3,0,6,4,0,0,0,14,16,9,26,0,74,0,6,0,0,6,13,6,7,0,43,0,0,0,0,5,3,0,0,0,10,3,3,5,0,4,27,7,27,0,80,0,0,0,0,3,0,0,0,0,3,0,8,3,3,5,10,3,10,0,42,0,6,4,0,3,0,0,3,0,16,0,0,0,3,4,4,4,14,0,32,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,3,7,0,8,0,0,0,0,3,8,3,7,0,25,0,0,3,3,3,3,0,0,0,13,3,0,0,0,13,3,3,3,0,28,0,0,0,3,0,4,3,3,0,16,0,0,0,3,3,3,0,0,0,11,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,3,5,10,0,22,0,0,0,0,0,5,3,4,3,17
SSC12279,0,0,4,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
