SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC10785,0,3,3,6,7,6,3,0,0,26,0,0,3,5,10,4,3,3,0,24,21,46,112,158,163,78,28,3,0,608
SSC10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC10787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,12
SSC10788,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,16,18,41,48,92,71,13,0,0,305
SSC10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11
SSC10790,0,3,8,4,0,0,0,0,0,21,0,0,0,3,3,3,0,0,0,6,30,22,41,71,77,78,14,3,0,335
SSC10791,7,16,50,65,42,22,0,0,0,196,20,56,92,83,112,67,9,0,0,444,145,541,956,801,935,536,82,8,0,4003
SSC10792,0,17,42,51,38,9,6,0,0,170,7,36,59,73,102,40,5,0,0,327,111,440,882,763,786,466,66,5,0,3522
SSC10793,3,0,0,0,0,0,0,0,0,5,0,4,0,3,5,3,0,0,0,8,15,11,27,47,68,68,26,5,0,267
SSC10794,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,3,0,0,12,3,9,13,24,24,9,7,0,0,95
SSC10795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,13
SSC10796,6,0,5,4,4,0,0,0,0,22,3,4,3,3,10,10,3,0,0,30,39,56,143,169,240,197,74,21,0,934
SSC10797,10,11,40,24,27,18,5,0,0,135,13,26,65,64,32,16,10,0,0,215,108,346,1157,854,692,394,88,3,0,3647
SSC10798,0,0,4,0,0,3,0,0,0,8,0,3,3,3,4,0,0,0,0,16,9,28,58,40,52,56,8,3,0,255
SSC10799,0,0,0,5,4,0,0,0,0,11,0,0,3,3,3,4,3,0,0,19,22,16,16,38,52,46,22,3,0,208
SSC10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,3,0,0,20
SSC10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC10802,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,4,10,21,15,4,0,0,54
SSC10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10804,0,3,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,10,17,63,76,74,35,11,0,0,285
SSC10805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,11,0,0,0,25
SSC10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,11,28,12,19,11,0,0,84
SSC10807,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,13
SSC10808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,16,11,35,32,6,3,0,119
SSC10809,8,13,39,37,24,16,0,0,0,133,0,13,22,21,18,9,5,0,0,99,133,247,711,596,541,359,52,5,0,2642
SSC10810,0,5,3,7,6,3,0,0,0,25,0,0,4,0,7,0,0,0,0,14,41,53,113,143,139,128,26,0,0,640
SSC10811,3,3,16,13,16,5,4,0,0,71,0,3,9,12,12,3,5,0,0,47,84,114,326,302,310,200,31,6,0,1364
SSC10812,0,0,4,0,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,10,17,48,71,57,70,21,4,0,289
SSC10813,3,0,3,3,3,4,0,0,0,14,0,0,0,3,0,0,0,0,0,11,12,19,47,63,69,39,9,0,0,268
SSC10814,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,19,14,25,23,13,4,0,93
SSC10815,7,21,57,52,33,25,10,0,0,213,6,20,78,67,41,42,16,0,0,283,230,496,1621,1498,1134,814,187,16,3,5996
SSC10816,10,17,39,42,45,44,10,0,0,210,17,33,33,53,45,46,18,0,0,246,405,581,873,1379,1343,1126,299,29,3,6047
SSC10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,17
SSC10818,12,25,61,81,118,70,13,0,0,378,22,52,135,146,157,81,28,10,0,626,465,966,2253,2536,2573,1746,454,59,5,11051
SSC10819,6,19,37,43,32,31,13,0,0,177,14,33,85,46,52,41,9,0,0,275,199,496,1490,1099,1077,698,148,8,3,5219
SSC10820,0,0,10,10,4,0,0,0,0,26,4,3,12,25,3,3,0,0,0,45,32,69,316,335,159,81,7,0,0,1000
SSC10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC10822,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,6,4,14,25,14,4,3,0,79
SSC10823,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,9,15,14,20,3,0,0,71
SSC10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10826,0,6,21,18,16,4,0,0,0,66,5,14,29,29,36,19,3,4,0,134,39,123,318,231,265,181,24,4,0,1183
SSC10827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,23,21,22,20,6,3,0,119
SSC10828,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,6,12,19,12,5,3,0,68
SSC10829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11
SSC10830,0,7,12,9,4,7,3,0,0,44,0,10,13,13,3,4,0,0,0,38,22,103,387,211,155,108,23,0,0,1011
SSC10831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11
SSC10832,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,9,16,11,12,48,23,3,3,0,130
SSC10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,10
SSC10834,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,11,12,9,5,0,0,56
SSC10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8
SSC10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9
SSC10837,0,0,3,5,3,3,0,0,0,23,5,0,3,3,7,3,3,0,0,19,20,59,61,108,162,94,36,5,0,547
SSC10838,0,5,11,7,4,3,0,0,0,24,4,12,16,19,29,7,0,0,0,85,46,77,132,136,135,73,12,0,0,614
SSC10839,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,7,3,16,15,24,25,3,0,0,87
SSC10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,14
SSC10841,3,3,3,4,6,8,5,0,0,31,0,0,3,6,14,3,0,0,0,30,44,64,96,140,216,151,25,0,0,741
SSC10842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10843,9,19,37,19,26,18,13,0,0,137,10,12,24,30,26,27,10,6,0,145,256,375,684,678,756,672,156,18,8,3598
SSC10844,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,4,0,10,3,12,25,31,22,39,11,12,3,154
SSC10845,3,0,8,8,13,6,3,0,0,40,0,3,3,13,17,12,3,0,0,59,47,88,131,239,330,208,76,19,6,1140
SSC10846,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,10,3,9,8,31,31,10,3,0,94
SSC10847,25,67,109,132,144,114,38,3,0,626,28,76,140,200,211,133,68,6,0,861,991,1827,3091,4407,4564,3285,999,90,8,19267
SSC10848,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,11,9,11,18,27,22,3,0,0,81
SSC10849,5,0,4,4,8,7,0,0,0,29,3,0,7,12,12,20,10,0,0,57,66,91,120,289,401,265,100,22,3,1364
SSC10850,0,5,4,5,6,3,0,0,0,19,0,3,6,8,12,7,0,0,0,40,32,64,113,118,114,107,20,7,0,575
SSC10851,0,5,4,15,13,3,0,0,0,45,0,0,12,19,8,3,3,0,0,48,66,69,246,398,314,156,44,4,0,1292
SSC10852,3,22,51,52,60,24,8,0,0,228,22,47,116,92,73,70,12,0,0,434,334,703,1480,1448,1493,915,207,15,0,6595
SSC10853,0,5,3,3,9,3,0,0,0,30,3,0,8,8,5,12,0,4,0,40,49,70,116,132,167,157,36,5,0,743
SSC10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,9,7,5,0,0,47
SSC10856,0,6,3,8,16,3,3,0,0,41,3,8,14,3,12,16,6,0,0,64,60,104,125,140,179,112,43,5,0,768
SSC10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,15,21,13,0,0,0,67
SSC10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,0,0,20
SSC10859,0,0,6,4,3,5,0,0,0,23,3,0,0,3,5,5,0,0,0,22,31,42,54,91,102,79,23,0,0,416
SSC10860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,15
SSC10861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,7,6,5,3,0,0,28
SSC10862,0,8,4,17,16,10,0,0,0,66,3,3,3,15,11,11,0,0,0,57,145,152,265,344,435,350,53,5,0,1746
SSC10863,0,0,0,0,0,5,0,0,0,3,3,0,0,9,3,0,0,0,0,19,10,23,28,41,47,55,21,0,0,227
SSC10864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,21,32,0,0,0,73
SSC10865,4,9,32,33,31,20,4,0,0,133,17,23,33,33,46,25,9,0,0,177,210,400,630,657,864,518,72,6,0,3355
SSC10866,0,0,3,6,14,5,0,0,0,32,4,3,4,5,3,4,0,0,0,28,20,52,57,81,89,59,27,0,0,388
SSC10867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,18,4,5,0,0,52
SSC10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,8
SSC10869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10870,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,3,0,0,4,10,3,19,18,28,50,18,0,0,143
SSC10871,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,7,8,8,27,19,4,0,0,90
SSC10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10873,0,3,12,7,3,3,0,0,0,33,0,3,18,19,8,8,3,0,0,57,19,118,543,342,219,134,66,16,0,1448
SSC10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,3,0,16
SSC10875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,20
SSC10876,0,0,3,0,0,5,0,0,0,10,0,0,0,0,4,0,0,0,0,5,12,10,19,20,34,39,20,0,0,157
SSC10877,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,4,8,8,8,34,51,11,3,0,133
SSC10878,17,40,60,48,44,29,5,0,0,238,4,28,47,37,46,32,6,8,0,203,318,567,1168,1025,998,737,160,21,0,4995
SSC10879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10880,0,3,9,3,6,3,3,0,0,22,3,0,11,4,5,9,0,0,0,31,47,71,143,139,180,160,36,0,0,783
SSC10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,0,0,21
SSC10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,3,3,0,21
SSC10883,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,9,4,6,11,0,0,0,0,31
SSC10884,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,89,10,0,0,0,0,0,0,131
SSC10885,11,20,56,61,40,27,3,0,0,214,9,23,60,44,41,26,4,0,0,203,322,579,1638,1367,1222,899,166,22,0,6218
SSC10886,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,14,0,0,0,22
SSC10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,12,14,14,3,0,0,66
SSC10888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,10
SSC10889,4,6,12,11,9,6,0,0,0,51,5,7,10,9,16,10,3,0,0,64,65,111,220,215,208,171,29,0,0,1013
SSC10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10
SSC10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,13,17,3,0,0,51
SSC10892,11,17,104,68,69,55,18,0,0,353,7,55,206,149,119,62,5,6,0,614,300,1016,3584,3063,2028,1213,367,43,0,11627
SSC10893,0,0,3,0,8,3,0,0,0,17,3,9,7,10,16,4,0,0,0,48,35,46,109,175,195,124,45,10,0,736
SSC10894,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,4,3,11,17,17,8,3,0,82
SSC10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,5,15,6,0,0,0,50
SSC10896,3,0,4,3,4,7,0,0,0,29,3,6,3,3,9,12,0,0,0,37,69,123,131,186,330,215,67,12,0,1128
SSC10897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,3,0,23
SSC10898,14,17,34,31,59,56,21,0,0,237,23,25,63,71,96,51,26,0,0,355,513,948,1282,1892,2464,1759,456,32,4,9350
SSC10899,14,21,49,42,48,28,5,0,0,197,23,42,76,86,97,61,6,0,0,381,223,493,1051,892,990,689,93,8,0,4430
SSC10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,11
SSC10901,0,4,12,8,14,4,5,0,0,50,6,4,12,11,17,12,0,0,0,57,76,122,228,329,408,268,52,0,0,1486
SSC10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10903,0,0,0,0,0,4,3,0,0,3,0,0,0,0,3,0,0,0,0,3,9,13,16,14,28,34,4,4,0,116
SSC10904,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,3,3,15,17,29,6,3,3,0,78
SSC10905,0,3,3,3,6,4,3,0,0,22,4,6,0,6,12,12,3,0,0,45,26,40,36,78,113,112,30,7,0,437
SSC10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,11
SSC10907,0,15,47,23,9,5,0,0,0,115,3,42,91,36,17,5,0,0,0,187,106,663,1957,634,301,155,36,0,0,3864
SSC10908,0,5,39,59,38,24,17,3,0,178,13,24,40,54,65,37,12,4,0,257,159,433,875,952,919,728,186,14,0,4267
SSC10909,0,4,16,11,8,3,0,0,0,40,0,0,8,7,4,0,0,0,0,24,35,52,265,185,150,95,6,0,0,792
SSC10910,0,3,17,13,6,12,4,0,0,51,3,5,15,17,13,8,3,0,0,67,25,83,499,485,258,208,61,16,3,1638
SSC10911,0,3,10,8,4,10,0,0,0,32,0,4,10,12,14,9,4,0,0,55,68,81,164,193,228,185,33,3,0,954
SSC10912,0,3,6,5,8,3,0,0,0,19,0,3,5,7,4,8,3,0,0,30,36,47,78,85,131,77,26,4,0,474
SSC10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10915,0,0,0,0,4,0,0,0,0,8,0,3,0,3,13,3,5,0,0,23,14,34,39,74,135,113,54,8,0,478
SSC10916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,13,14,9,3,0,0,52
SSC10917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,3,0,0,14
SSC10918,6,8,32,19,17,12,0,0,0,87,14,19,29,31,22,8,0,0,0,129,207,264,580,643,531,280,31,0,0,2531
SSC10919,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,6,3,16,26,18,9,0,0,83
SSC10920,4,8,9,8,12,3,4,0,0,44,3,3,7,8,15,3,0,0,0,38,55,71,168,177,232,171,23,4,0,907
SSC10921,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,3,7,17,15,12,4,4,0,61
SSC10922,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,4,0,0,0,5,21,12,20,41,76,63,19,3,0,255
SSC10923,3,0,0,0,4,0,0,0,0,8,0,5,0,3,3,3,3,0,0,17,27,20,22,46,88,89,42,7,3,341
SSC10924,3,0,4,4,5,0,0,0,0,14,5,18,4,9,12,3,0,0,0,51,51,80,75,74,89,38,4,0,0,410
SSC10925,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,12,7,18,24,3,3,0,67
SSC10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,0,0,16
SSC10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10928,0,3,4,8,8,3,0,0,0,28,0,3,9,5,8,0,0,3,0,33,32,65,121,175,160,88,14,3,0,657
SSC10929,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,12,17,22,25,15,5,3,0,110
SSC10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,10
SSC10931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11
SSC10932,3,3,9,3,3,0,0,0,0,14,0,3,3,3,4,0,0,0,0,14,17,34,119,76,34,16,3,0,0,303
SSC10933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,9,0,0,0,0,0,16
SSC10934,0,4,7,3,3,0,0,0,0,18,0,0,0,0,7,0,0,0,0,10,29,22,48,82,127,93,25,3,0,425
SSC10935,0,0,0,10,6,3,0,0,0,15,3,0,0,7,10,5,3,0,0,35,40,78,59,122,267,151,45,12,8,776
SSC10936,0,0,0,0,3,3,0,0,0,6,0,0,3,0,4,3,0,0,0,10,6,7,15,35,29,31,7,0,0,131
SSC10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10938,0,9,22,14,18,13,4,0,0,70,5,11,33,27,31,13,8,0,0,125,69,165,693,692,554,358,91,7,0,2635
SSC10939,0,0,0,0,6,0,0,0,0,12,0,0,0,0,7,4,0,0,0,10,23,26,50,74,119,95,35,0,0,419
SSC10940,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,10,3,9,15,15,15,4,3,0,72
SSC10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC10942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,11,14,11,4,0,0,44
SSC10943,3,0,3,4,15,6,4,0,0,34,3,0,5,4,9,8,0,0,0,34,59,68,111,129,208,195,46,7,0,815
SSC10944,0,0,0,0,0,4,0,0,0,3,0,0,0,4,3,0,0,0,0,7,3,9,13,19,29,25,6,0,0,102
SSC10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,0,3,0,26
SSC10946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC10947,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,3,14,10,26,24,25,3,0,0,94
SSC10948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,24
SSC10949,5,6,18,11,13,7,0,0,0,60,7,12,7,13,9,8,3,0,0,55,77,149,452,370,345,289,61,8,3,1755
SSC10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,11
SSC10951,3,0,0,0,0,0,0,0,0,11,0,0,0,0,6,4,0,0,0,10,18,14,35,38,66,80,20,0,0,271
SSC10952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,0,0,14
SSC10953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,5,11,9,0,0,51
SSC10954,0,0,15,10,6,9,0,0,0,46,3,5,9,10,12,3,7,0,0,55,57,89,202,256,212,155,44,9,6,1039
SSC10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,0,0,14
SSC10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9
SSC10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,0,0,0,26
SSC10958,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,9,3,0,9,19,19,27,9,0,0,83
SSC10959,24,48,119,79,86,65,17,0,0,436,19,52,61,82,83,54,19,12,0,378,676,968,2047,1987,2169,1754,438,53,0,10093
SSC10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6
SSC10962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,17
SSC10963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,0,3,0,0,24
SSC10964,3,0,9,3,6,3,3,0,0,22,4,3,0,0,9,4,0,0,0,25,30,47,116,119,155,127,48,10,3,649
SSC10965,0,3,12,14,10,7,3,0,0,49,0,3,13,11,0,4,0,0,0,29,35,73,292,339,210,86,9,0,0,1050
SSC10966,0,3,0,0,11,3,0,0,0,15,0,10,5,11,7,0,3,0,0,29,32,46,75,142,192,123,21,0,0,637
SSC10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,4,0,0,24
SSC10968,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,14,23,10,3,0,0,70
SSC10969,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,8,41,41,30,41,31,6,0,211
SSC10970,3,8,42,39,35,16,6,0,0,151,4,18,46,43,45,24,7,3,0,193,204,346,1022,936,902,629,194,28,5,4268
SSC10971,12,14,7,27,17,13,0,0,0,95,0,12,17,25,33,12,9,0,3,106,163,204,334,609,651,364,97,13,3,2436
SSC10972,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,35,42,35,25,4,0,0,156
SSC10973,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,12,6,11,15,5,0,0,55
SSC10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,3,0,0,27
SSC10975,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,10,20,17,28,17,12,7,0,105
SSC10976,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,6,8,17,24,20,17,13,0,0,108
SSC10977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,3,0,25
SSC10978,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,13,22,21,0,0,0,55
SSC10979,0,3,0,0,4,3,0,0,0,7,0,0,5,0,3,0,0,0,0,4,23,14,25,39,73,41,15,0,0,229
SSC10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SSC10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10983,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,6,12,7,0,3,0,36
SSC10984,3,0,3,0,4,3,0,0,0,17,0,0,0,0,3,0,0,0,0,6,8,11,18,35,33,23,8,0,0,128
SSC10985,0,0,3,8,13,3,0,0,0,34,0,0,0,8,4,5,3,0,0,31,64,65,138,140,187,125,25,3,0,749
SSC10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10987,13,13,27,24,20,14,3,0,0,118,28,42,50,53,58,35,4,0,0,267,208,451,843,803,729,513,82,10,0,3641
SSC10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5
SSC10989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,21,5,0,0,51
