SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC11714,8,9,0,0,32
SSC11715,7,10,0,0,43
SSC11716,3,0,0,0,28
SSC11717,5,0,0,0,11
SSC11718,777,497,255,215,4664
SSC11719,6,0,0,0,4
SSC11720,52,56,46,56,400
SSC11721,546,477,298,94,3570
SSC11722,218,166,73,18,2039
SSC11723,11,3,4,0,46
SSC11724,3,0,0,0,8
SSC11725,1635,1185,680,386,10542
SSC11726,0,0,0,0,9
SSC11727,9,6,3,0,28
SSC11728,0,0,0,0,13
SSC11729,20,11,3,0,136
SSC11730,10,0,3,0,51
SSC11731,27,18,6,8,142
SSC11732,15,4,0,0,30
SSC11733,773,538,367,207,4767
SSC11734,0,0,0,0,3
SSC11735,3,7,4,0,21
SSC11736,13,9,0,0,56
SSC11737,0,0,0,0,0
SSC11738,609,312,127,25,7040
SSC11739,153,119,163,208,1071
SSC11740,18,13,3,0,56
SSC11741,30,22,5,0,162
SSC11742,20,16,7,0,130
SSC11743,338,197,95,22,1742
SSC11744,3,12,3,0,23
SSC11745,27,9,9,0,89
SSC11746,0,0,0,0,0
SSC11747,0,0,0,0,8
SSC11748,0,0,0,0,3
SSC11749,3,7,0,0,23
SSC11750,0,0,0,0,9
SSC11751,0,0,0,0,0
SSC11752,18,14,3,0,86
SSC11753,594,431,212,86,3108
SSC11754,6,16,44,75,143
SSC11755,60,52,20,6,273
SSC11756,612,237,87,17,4272
SSC11757,970,588,338,179,8811
SSC11758,13,6,0,0,45
SSC11759,19,15,9,0,142
SSC11760,34,18,7,0,122
SSC11761,259,138,49,7,1644
SSC11762,6,0,0,0,13
SSC11763,43,39,26,8,278
SSC11764,66,7,0,0,395
SSC11765,11,0,4,0,39
SSC11766,0,0,0,0,12
SSC11767,90,56,14,3,385
SSC11768,7,6,0,0,52
SSC11769,121,126,68,17,582
SSC11770,541,418,203,108,3636
SSC11771,14,11,0,0,60
SSC11772,8,0,0,0,25
SSC11773,20,6,3,0,111
SSC11774,190,85,17,4,2324
SSC11775,14,18,3,0,76
SSC11776,185,210,96,41,1079
SSC11777,27,14,8,3,111
SSC11778,130,112,23,9,1106
SSC11779,7,6,0,0,38
SSC11780,15,0,3,0,40
SSC11781,1276,1083,429,133,9732
SSC11782,1041,634,408,218,7545
SSC11783,5,0,0,0,33
SSC11784,29,12,0,0,104
SSC11785,139,85,28,3,683
SSC11786,54,41,16,3,315
SSC11787,3,3,0,0,21
SSC11788,0,3,0,0,8
SSC11789,3,9,6,3,33
SSC11790,884,444,211,115,8162
SSC11791,246,94,74,19,1777
SSC11792,35,29,19,13,222
SSC11793,6,0,0,0,16
SSC11794,195,126,75,20,1049
SSC11795,206,160,48,4,845
SSC11796,14,3,3,0,91
SSC11797,26,11,3,0,69
SSC11798,0,4,0,0,3
SSC11799,3,9,0,0,27
SSC11800,22,16,11,3,136
SSC11801,32,34,11,3,209
SSC11802,3,0,0,0,22
SSC11803,113,94,48,29,698
SSC11804,0,0,0,0,11
SSC11805,124,84,31,7,662
SSC11806,28,34,3,0,144
SSC11807,0,0,0,0,4
SSC11808,28,30,4,0,117
SSC11809,15,4,3,0,89
SSC11810,16,15,8,3,87
SSC11811,0,0,0,0,3
SSC11812,643,412,268,101,4109
SSC11813,45,48,14,3,323
SSC11814,3,0,3,0,32
SSC11815,7,5,0,0,31
SSC11816,0,0,0,0,0
SSC11817,25,3,7,0,95
SSC11818,0,0,0,0,125
SSC11819,16,11,4,0,53
SSC11820,6,4,0,0,30
SSC11821,12,14,0,3,67
SSC11822,141,124,47,19,793
SSC11823,7,14,7,0,51
SSC11824,246,230,100,26,1481
SSC11825,135,92,57,20,1548
SSC11826,574,367,211,80,4012
SSC11827,609,404,200,67,3562
SSC11828,605,274,117,60,3227
SSC11829,3,0,0,0,9
SSC11830,200,180,112,22,1121
SSC11831,22,15,0,0,113
SSC11832,71,66,9,3,283
SSC11833,3,0,3,0,18
SSC11834,12,10,4,0,64
SSC11835,55,48,9,3,276
SSC11836,3,6,0,0,9
SSC11837,0,6,0,0,9
SSC11838,378,235,103,96,2460
SSC11839,112,71,29,13,543
SSC11840,57,40,14,6,461
SSC11841,352,237,97,38,1953
SSC11842,38,15,3,0,267
SSC11843,259,234,158,57,2480
SSC11844,149,139,88,88,1486
SSC11845,7,9,4,0,38
SSC11846,20,14,5,0,68
SSC11847,17,17,3,0,70
SSC11848,0,0,0,0,4
SSC11849,32,19,3,3,103
SSC11850,102,45,9,0,514
SSC11851,140,121,81,42,817
SSC11852,36,33,14,0,143
SSC11853,22,3,4,0,75
SSC11854,24,21,8,0,108
SSC11855,4,6,4,0,38
SSC11856,3,0,0,0,20
SSC11857,3,12,3,0,29
SSC11858,339,405,166,53,1447
SSC11859,538,246,85,9,4545
SSC11860,173,85,35,20,3413
SSC11861,41,37,11,0,233
SSC11862,20,3,0,0,44
SSC11863,4,0,0,0,13
SSC11864,5,3,3,0,17
SSC11865,31,27,13,0,154
SSC11866,247,78,17,3,1723
SSC11867,0,0,0,0,0
SSC11868,71,88,62,17,318
SSC11869,50,24,21,0,168
SSC11870,0,0,0,0,3
SSC11871,10,0,0,0,14
SSC11872,29,15,11,0,225
SSC11873,133,155,88,42,663
SSC11874,151,117,78,25,953
SSC11875,32,14,12,0,168
SSC11876,0,0,0,0,7
SSC11877,134,107,28,7,4806
SSC11878,0,0,0,0,3
SSC11879,0,4,0,0,15
SSC11880,71,40,14,0,469
SSC11881,504,329,111,23,2638
SSC11882,13,12,3,0,42
SSC11883,483,322,213,131,3045
SSC11884,61,38,14,11,216
SSC11885,0,3,0,0,25
SSC11886,288,151,71,14,1910
SSC11887,116,85,43,7,1003
SSC11888,129,57,10,3,834
SSC11889,0,0,0,0,5
SSC11890,478,261,122,46,3249
SSC11891,62,37,19,9,282
SSC11892,80,79,36,15,474
SSC11893,3,3,0,0,9
SSC11894,11,3,0,0,58
SSC11895,33,22,13,8,166
SSC11896,15,0,3,0,57
SSC11897,34,13,9,0,122
SSC11898,6,10,7,0,43
SSC11899,21,19,3,0,69
SSC11900,47,29,9,0,213
SSC11901,0,3,0,0,6
SSC11902,66,30,33,18,454
SSC11903,19,17,0,0,63
SSC11904,14,3,3,0,48
SSC11905,162,105,46,6,1115
SSC11906,23,6,3,0,99
SSC11907,12,14,7,0,77
SSC11908,4,0,0,0,17
SSC11909,58,36,14,0,308
SSC11910,0,4,0,0,23
SSC11911,270,174,47,13,2689
SSC11912,92,31,28,12,597
SSC11913,27,24,12,0,146
SSC11914,544,394,138,49,2897
SSC11915,597,231,60,7,4183
SSC11916,32,29,12,4,220
SSC11917,151,106,58,7,1185
SSC11918,11,0,0,0,41
SSC11919,11,3,0,0,17
SSC11920,136,114,63,37,731
SSC11921,110,75,27,3,503
SSC11922,12,5,0,0,26
SSC11923,3,0,0,0,27
SSC11924,109,62,25,3,559
SSC11925,46,23,6,9,648
SSC11926,254,79,24,4,2783
SSC11927,0,0,0,0,0
SSC11928,3,3,0,0,24
SSC11929,352,158,69,22,4066
SSC11930,289,123,79,16,4975
SSC11931,19,10,0,0,56
SSC11932,4,0,0,0,7
SSC11933,6,5,3,0,39
SSC11934,10,13,0,0,50
SSC11935,148,63,12,8,1461
SSC11936,1513,923,462,208,12713
SSC11937,582,408,150,33,3352
SSC11938,17,10,3,0,51
SSC11939,42,12,7,4,165
SSC11940,12,0,0,0,40
SSC11941,83,26,5,6,307
SSC11942,520,242,135,50,3717
SSC11943,116,66,28,6,722
SSC11944,15,8,7,0,99
SSC11945,4,3,0,0,25
SSC11946,11,7,3,0,45
SSC11947,0,0,0,0,10
SSC11948,11,10,12,0,69
SSC11949,0,0,0,0,0
SSC11950,239,190,99,43,1192
SSC11951,198,70,13,5,1599
SSC11952,10,3,5,0,44
SSC11953,0,0,0,0,9
SSC11954,832,661,338,413,5196
SSC11955,132,61,17,10,1319
SSC11956,11,5,0,0,54
SSC11957,0,0,0,0,0
SSC11958,8,17,3,0,89
SSC11959,4,3,0,0,24
SSC11960,92,106,33,7,468
SSC11961,24,14,8,3,98
SSC11962,30,22,0,0,97
SSC11963,381,198,83,27,2458
SSC11964,1444,750,441,169,15268
SSC11965,238,148,57,19,1384
SSC11966,128,81,28,20,448
SSC11967,29,22,14,3,84
SSC11968,55,31,11,7,221
SSC11969,0,8,3,0,25
SSC11970,32,32,8,3,119
SSC11971,20,17,3,0,103
SSC11972,18,7,0,0,60
SSC11973,5,3,0,0,17
SSC11974,959,444,128,45,3877
SSC11975,206,218,111,28,805
SSC11976,0,0,0,0,19
SSC11977,12,3,3,0,47
SSC11978,1088,550,175,67,6744
SSC11979,112,61,30,7,530
SSC11980,0,0,0,0,10
SSC11981,777,678,344,120,4821
SSC11982,3,6,3,0,23
SSC11983,92,61,21,0,415
SSC11984,6,3,0,0,17
SSC11985,5,3,0,0,11
SSC11986,0,0,0,0,0
SSC11987,5,3,0,0,35
SSC11988,0,0,0,0,3
SSC11989,4,4,0,0,14
SSC11990,146,69,18,7,1106
SSC11991,23,10,4,0,164
SSC11992,7,3,0,0,44
SSC11993,12,10,3,0,55
SSC11994,0,5,5,0,7
SSC11995,8,0,3,0,13
SSC11996,0,0,0,0,0
SSC11997,0,0,0,0,0
SSC11998,237,162,87,16,998
SSC11999,21,15,6,0,114
SSC12000,354,204,84,38,2421
SSC12001,452,250,137,119,3182
SSC12002,51,53,16,7,229
SSC12003,3,0,0,0,5
SSC12004,29,15,3,0,138
SSC12005,13,4,0,0,49
SSC12006,3,5,0,0,38
SSC12007,0,4,0,0,17
SSC12008,11,5,6,0,47
SSC12009,0,4,0,0,14
SSC12010,8,0,0,0,21
SSC12011,3,7,0,0,41
SSC12012,18,8,10,0,85
SSC12013,0,0,0,0,0
SSC12014,86,60,25,9,447
SSC12015,0,0,0,0,0
SSC12016,675,246,80,21,4661
SSC12017,27,7,0,0,82
SSC12018,9,8,0,0,37
SSC12019,4,0,4,0,24
SSC12020,0,4,0,0,4
SSC12021,31,17,4,3,193
SSC12022,15,11,9,0,55
SSC12023,102,70,43,35,1244
SSC12024,247,188,91,26,1220
SSC12025,0,0,0,0,0
SSC12026,33,24,12,0,214
SSC12027,184,79,16,3,829
SSC12028,3,0,0,0,16
SSC12029,3,0,0,0,4
SSC12030,192,115,39,6,1506
SSC12031,0,6,3,0,16
SSC12032,209,83,29,12,1014
SSC12033,19,0,3,0,32
SSC12034,3,3,0,0,21
SSC12035,23,18,0,0,70
SSC12036,0,0,0,0,3
SSC12037,49,24,9,3,187
SSC12038,0,0,0,0,0
SSC12039,0,5,0,0,14
SSC12040,3,3,0,0,38
SSC12041,12,7,3,0,39
SSC12042,144,67,21,3,2390
SSC12043,0,0,0,0,10
SSC12044,23,15,3,0,90
SSC12045,135,110,47,23,644
SSC12046,370,234,96,27,2558
SSC12047,11,7,3,0,48
SSC12048,189,112,79,26,1262
SSC12049,26,20,3,0,86
SSC12050,32,25,7,0,162
SSC12051,80,52,21,4,350
SSC12052,23,26,8,0,125
SSC12053,3,3,3,0,32
SSC12054,16,3,5,0,60
SSC12055,400,418,214,64,2545
SSC12056,0,0,0,0,0
SSC12057,115,87,60,14,535
SSC12058,15,15,3,0,83
SSC12059,14,11,0,0,49
SSC12060,48,49,27,4,298
SSC12061,118,115,39,8,511
SSC12062,3,3,0,0,24
SSC12063,8,3,0,0,34
SSC12064,23,22,12,0,130
SSC12065,15,22,5,3,79
SSC12066,5,5,3,0,58
SSC12067,257,223,204,235,1917
SSC12068,3,3,0,0,336
SSC12069,0,3,0,3,4
SSC12070,0,3,0,0,19
SSC12071,588,299,128,30,3543
SSC12072,58,45,17,3,314
SSC12073,261,321,93,21,1807
SSC12074,453,194,104,15,3012
SSC12075,5,0,0,0,20
SSC12076,106,114,59,7,582
SSC12077,1026,686,252,69,4530
SSC12078,10,0,0,0,21
SSC12079,194,51,12,6,1153
SSC12080,61,25,11,8,324
SSC12081,0,3,0,0,7
SSC12082,0,0,0,0,22
SSC12083,13,10,3,0,73
SSC12084,11,6,4,0,57
SSC12085,247,158,124,34,1855
SSC12086,17,15,0,0,104
SSC12087,25,14,3,3,99
SSC12088,1951,963,307,47,13893
SSC12089,463,183,47,5,4975
SSC12090,570,401,197,108,3907
SSC12091,26,12,8,0,93
SSC12092,39,17,11,0,131
SSC12093,8,7,0,0,53
SSC12094,155,98,52,47,982
SSC12095,33,20,14,0,186
SSC12096,91,77,28,5,519
SSC12097,7,5,3,0,19
SSC12098,0,3,5,0,4
SSC12099,625,452,243,116,8182
SSC12100,498,387,115,31,2605
SSC12101,49,76,27,3,349
SSC12102,25,11,0,0,85
SSC12103,10,8,3,4,68
SSC12104,3,0,0,0,8
SSC12105,3,0,0,0,3
SSC12106,0,0,0,0,5
SSC12107,0,0,0,0,3
SSC12108,8,10,3,0,25
SSC12109,123,167,55,15,614
SSC12110,0,0,0,0,0
SSC12111,28,28,19,0,139
SSC12112,0,0,0,0,3
SSC12113,4,3,0,3,16
SSC12114,7,0,0,0,11
SSC12115,31,15,3,0,75
SSC12116,753,672,374,180,3882
SSC12117,608,349,140,51,2755
SSC12118,120,94,35,0,483
SSC12119,95,108,55,19,422
SSC12120,0,0,0,0,8
SSC12121,8,5,0,0,29
SSC12122,36,21,3,0,125
SSC12123,11,6,0,0,47
SSC12124,12,3,0,0,34
SSC12125,161,122,41,11,771
SSC12126,11,0,0,0,26
SSC12127,10,3,0,0,28
SSC12128,35,19,3,3,126
SSC12129,956,668,398,253,6129
SSC12130,358,225,180,66,2282
SSC12131,483,363,186,141,3240
SSC12132,20,14,9,0,83
SSC12133,57,55,22,0,273
SSC12134,90,93,28,13,428
SSC12135,0,0,0,0,0
SSC12136,6,0,0,0,17
SSC12137,68,19,3,0,296
SSC12138,0,3,0,0,16
SSC12139,15,17,0,0,66
SSC12140,33,19,4,0,125
SSC12141,552,483,370,238,3419
SSC12142,50,113,51,16,322
SSC12143,9,3,0,0,42
SSC12144,0,0,0,0,10
SSC12145,173,124,37,3,835
SSC12146,15,11,4,0,83
SSC12147,0,0,0,0,0
SSC12148,3,0,0,0,15
SSC12149,789,527,174,93,4683
SSC12150,217,122,33,13,1655
SSC12151,14,17,3,0,66
SSC12152,0,3,0,0,4
SSC12153,55,41,11,3,250
SSC12154,728,528,317,190,3948
SSC12155,21,15,3,3,93
SSC12156,774,421,189,91,8612
SSC12157,0,0,0,0,7
SSC12158,697,457,245,115,5513
SSC12159,3,0,0,0,21
SSC12160,8,3,0,0,31
SSC12161,13,7,11,0,68
SSC12162,0,0,0,0,7
SSC12163,521,336,146,72,4113
SSC12164,109,71,17,3,506
SSC12165,38,23,18,4,125
SSC12166,7,8,0,0,34
SSC12167,0,0,0,0,0
SSC12168,6,4,0,0,16
SSC12169,5,0,0,3,19
SSC12170,24,16,0,0,260
SSC12171,58,26,12,4,328
SSC12172,667,524,342,209,4842
SSC12173,395,340,180,46,2866
SSC12174,36,15,9,9,183
SSC12175,0,0,0,0,0
SSC12176,3,3,0,0,21
SSC12177,3,4,0,0,24
SSC12178,29,18,4,3,117
SSC12179,5,4,0,0,14
SSC12180,0,0,0,0,0
SSC12181,712,401,241,102,8364
SSC12182,149,88,38,12,985
SSC12183,0,8,0,0,31
SSC12184,0,0,0,0,5
SSC12185,117,65,44,7,500
SSC12186,0,0,0,4,11
SSC12187,176,129,55,18,1317
SSC12188,43,24,7,0,164
SSC12189,4,0,0,0,12
SSC12190,0,0,0,0,0
SSC12191,20,27,7,4,99
SSC12192,44,29,18,0,171
SSC12193,535,380,174,60,3391
SSC12194,161,109,52,11,931
SSC12195,29,14,3,0,123
SSC12196,5,10,3,0,33
SSC12197,316,201,88,17,1380
SSC12198,0,0,0,0,0
SSC12199,62,21,3,5,379
SSC12200,294,202,142,55,2065
SSC12201,72,50,46,13,555
SSC12202,45,29,13,0,189
SSC12203,7,7,4,0,27
SSC12204,32,14,3,3,101
SSC12205,3,3,0,0,7
SSC12206,57,53,16,3,296
SSC12207,0,0,0,0,3
SSC12208,14,4,3,0,35
SSC12209,78,58,12,0,337
SSC12210,12,3,0,0,35
SSC12211,18,15,6,0,85
SSC12212,22,12,0,0,78
SSC12213,16,3,0,0,55
SSC12214,7,3,0,0,18
SSC12215,79,57,19,3,420
SSC12216,148,101,41,4,1010
SSC12217,165,121,50,14,1075
SSC12218,356,218,71,28,1656
SSC12219,145,90,22,8,741
SSC12220,94,47,10,7,372
SSC12221,379,279,162,97,2465
SSC12222,5,0,0,0,27
SSC12223,3,0,0,0,8
SSC12224,3,0,0,0,19
SSC12225,0,3,0,0,30
SSC12226,58,37,19,9,422
SSC12227,85,53,36,14,526
SSC12228,25,10,5,3,66
SSC12229,198,140,72,52,939
SSC12230,32,16,12,0,168
SSC12231,29,7,3,3,83
SSC12232,16,11,8,0,76
SSC12233,31,32,7,0,159
SSC12234,14,16,3,0,65
SSC12235,39,22,3,0,161
SSC12236,7,3,0,0,19
SSC12237,29,36,11,0,118
SSC12238,583,399,164,36,3012
SSC12239,30,14,7,0,130
SSC12240,0,0,0,0,8
SSC12241,0,0,0,0,7
SSC12242,77,76,31,17,527
SSC12243,338,333,148,38,1715
SSC12244,79,65,31,9,242
SSC12245,5,4,0,0,17
SSC12246,14,15,0,0,63
SSC12247,256,220,174,137,1509
SSC12248,229,119,105,23,1538
SSC12249,3,7,0,0,26
SSC12250,226,140,107,26,1346
SSC12251,44,34,13,5,211
SSC12252,0,0,0,0,0
SSC12253,418,370,240,53,2401
SSC12254,83,49,34,8,326
SSC12255,64,27,9,3,370
SSC12256,176,84,39,6,748
SSC12257,574,277,159,110,6717
SSC12258,39,18,8,0,205
SSC12259,87,139,68,22,553
SSC12260,5,3,0,0,39
SSC12261,490,202,149,48,3350
SSC12262,3,0,0,0,40
SSC12263,40,20,3,0,201
SSC12264,420,214,89,42,2455
SSC12265,3,4,0,0,13
SSC12266,805,591,307,146,6572
SSC12267,760,450,228,150,7321
SSC12268,237,129,47,25,1473
SSC12269,4,0,0,0,20
SSC12270,34,9,6,0,128
SSC12271,10,15,0,0,31
SSC12272,0,0,0,0,5
SSC12273,51,37,16,0,221
SSC12274,0,0,0,0,0
SSC12275,120,102,57,7,914
SSC12276,95,85,37,7,548
SSC12277,6,4,6,0,25
SSC12278,127,77,31,45,916
SSC12279,52,21,10,0,209
SSC12280,9,0,0,0,30
SSC12281,10,8,3,0,45
SSC12282,3,8,0,0,9
SSC12283,186,207,179,98,920
SSC12284,0,3,0,0,7
SSC12285,101,95,35,5,716
SSC12286,0,3,0,0,16
SSC12287,932,625,368,108,5510
SSC12288,124,103,58,6,515
SSC12289,336,171,63,22,1419
SSC12290,24,7,13,0,82
SSC12291,16,4,5,0,75
SSC12292,0,0,0,0,0
SSC12293,597,397,225,90,3631
SSC12294,6,7,3,0,36
SSC12295,29,9,3,0,107
SSC12296,18,13,6,0,65
SSC12297,1008,541,201,84,8671
SSC12298,0,0,3,0,4
SSC12299,4,5,6,0,34
SSC12300,295,292,92,23,1281
SSC12301,0,0,0,0,0
SSC12302,0,3,0,0,29
SSC12303,778,427,143,47,3566
SSC12304,199,212,56,14,1278
SSC12305,183,115,66,12,1469
SSC12306,0,4,0,0,15
SSC12307,195,174,76,8,1500
SSC12308,608,438,162,40,4272
SSC12309,634,606,284,115,2906
SSC12310,3,3,3,0,25
SSC12311,3,5,0,0,21
SSC12312,15,12,3,0,80
SSC12313,278,121,58,27,1977
SSC12314,26,4,3,0,59
SSC12315,157,62,19,3,1323
SSC12316,1097,456,206,96,9170
SSC12317,0,0,0,0,0
SSC12318,25,17,3,3,191
SSC12319,42,14,11,0,181
SSC12320,184,210,108,18,1002
SSC12321,76,101,32,12,372
SSC12322,171,88,51,9,755
SSC12323,41,26,0,4,123
SSC12324,9,3,5,0,15
SSC12325,593,297,79,31,4138
SSC12326,0,0,0,0,0
SSC12327,16,13,7,0,57
SSC12328,26,19,4,0,147
SSC12329,0,0,0,0,10
SSC12330,12,6,0,0,58
SSC12331,5,3,0,0,14
SSC12332,0,0,0,0,3
SSC12333,33,21,10,4,122
SSC12334,3,3,4,3,22
SSC12335,66,38,7,0,303
SSC12336,30,35,12,3,150
SSC12337,0,0,3,0,10
SSC12338,0,0,0,0,9
SSC12339,947,610,325,137,5659
SSC12340,5,3,0,0,18
SSC12341,39,23,10,5,185
SSC12342,0,0,0,0,5
SSC12343,447,232,112,65,2476
SSC12344,316,174,59,50,1775
SSC12345,209,130,63,32,1114
SSC12346,18,15,3,0,58
SSC12347,374,353,215,85,2311
SSC12348,3,0,0,0,15
SSC12349,351,281,172,127,2585
SSC12350,12,6,0,0,56
SSC12351,40,16,7,3,104
SSC12352,67,47,18,3,307
SSC12353,0,0,0,0,4
SSC12354,5,8,0,0,67
SSC12355,0,0,0,0,0
SSC12356,8,4,3,0,57
SSC12357,9,4,0,0,20
SSC12358,3,0,0,0,12
SSC12359,9,15,3,0,44
SSC12360,57,40,29,14,353
SSC12361,1317,761,363,118,11578
SSC12362,199,91,44,10,1107
SSC12363,85,59,28,0,625
SSC12364,6,8,0,0,56
SSC12365,57,29,5,0,413
SSC12366,3,3,0,0,10
SSC12367,48,30,6,3,207
SSC12368,73,47,26,3,370
SSC12369,96,58,45,14,455
SSC12370,7,4,0,0,34
SSC12371,275,235,115,33,2069
SSC12372,26,20,7,4,105
SSC12373,15,17,4,0,74
SSC12374,9,4,4,0,35
SSC12375,246,142,49,9,1636
SSC12376,195,159,58,3,760
SSC12377,9,9,5,0,47
SSC12378,413,391,219,107,2886
SSC12379,5,0,0,0,9
SSC12380,0,0,0,0,0
SSC12381,18,25,9,0,114
SSC12382,0,3,0,0,17
SSC12383,3,0,4,0,8
SSC12384,10,16,0,0,48
SSC12385,273,174,80,32,1229
SSC12386,69,30,3,5,261
SSC12387,44,19,12,4,223
SSC12388,0,0,0,0,7
SSC12389,131,71,44,19,713
SSC12390,49,25,9,3,147
SSC12391,9,3,0,0,31
SSC12392,4,3,4,0,21
SSC12393,7,0,0,0,10
SSC12394,4,0,4,0,17
SSC12395,56,9,6,0,305
SSC12396,66,56,14,3,294
SSC12397,36,19,9,0,109
SSC12398,53,25,8,0,166
SSC12399,3,0,0,0,15
SSC12400,0,0,0,0,0
SSC12401,40,16,4,0,190
SSC12402,24,21,8,0,99
SSC12403,3,4,4,0,14
SSC12404,4,3,0,0,14
SSC12405,3,0,0,0,15
SSC12406,0,5,0,0,4
SSC12407,6,0,0,0,24
SSC12408,21,18,9,0,138
SSC12409,7,4,3,0,31
SSC12410,9,13,3,0,65
SSC12411,0,0,0,0,6
SSC12412,55,41,13,0,306
SSC12413,11,7,0,0,55
SSC12414,6,7,3,0,44
SSC12415,11,13,0,0,47
SSC12416,3,0,0,0,42
SSC12417,0,0,0,0,0
SSC12418,43,12,6,0,146
SSC12419,114,54,25,3,787
SSC12420,20,12,3,0,76
SSC12421,514,385,218,82,2962
SSC12422,413,265,141,36,3189
SSC12423,23,13,3,0,95
SSC12424,11,0,0,0,39
SSC12425,0,0,3,0,13
SSC12426,32,18,9,3,159
SSC12427,29,29,7,3,124
SSC12428,5,0,0,0,9
SSC12429,0,0,0,0,10
SSC12430,206,181,82,80,1123
SSC12431,224,251,160,64,1225
SSC12432,187,129,55,8,747
SSC12433,773,448,177,48,5502
SSC12434,248,154,31,6,1558
SSC12435,132,40,6,0,652
SSC12436,0,0,0,0,0
SSC12437,328,182,109,100,5265
SSC12438,0,0,0,0,0
SSC12439,0,0,0,0,3
SSC12440,3,3,0,0,14
SSC12441,19,31,8,0,114
SSC12442,3,0,0,0,17
SSC12443,61,42,11,0,293
SSC12444,7,4,4,0,59
SSC12445,79,36,8,0,327
SSC12446,5,12,5,0,41
SSC12447,7,0,3,0,23
SSC12448,7,6,0,0,81
SSC12449,150,85,49,39,924
SSC12450,7,5,0,0,12
SSC12451,17,13,0,0,73
SSC12452,27,24,7,3,127
SSC12453,499,353,168,83,3595
SSC12454,0,0,0,0,11
SSC12455,93,65,27,3,438
SSC12456,5,0,0,0,15
SSC12457,13,7,3,0,67
SSC12458,0,3,0,0,3
SSC12459,9,6,4,3,55
SSC12460,43,41,18,7,179
SSC12461,210,224,76,17,1030
SSC12462,15,9,0,0,67
SSC12463,3,3,0,0,10
SSC12464,8,3,0,0,33
SSC12465,28,34,8,0,204
SSC12466,4,8,0,0,31
SSC12467,34,28,18,4,182
SSC12468,262,160,61,32,1607
SSC12469,4,4,4,0,17
SSC12470,18,13,6,3,137
SSC12471,10,3,3,0,33
SSC12472,55,29,8,3,325
SSC12473,57,41,23,6,312
SSC12474,187,157,105,34,1019
SSC12475,1238,933,425,247,10898
SSC12476,404,222,134,128,3588
SSC12477,179,142,57,16,1015
SSC12478,42,38,14,3,124
SSC12479,19,9,0,0,185
SSC12480,6,4,0,0,21
SSC12481,38,24,7,0,155
SSC12482,75,72,15,3,297
SSC12483,15,6,0,0,37
SSC12484,116,78,23,5,609
SSC12485,418,275,129,64,3282
SSC12486,19,10,0,0,54
SSC12487,15,16,3,3,116
SSC12488,244,152,113,46,1701
SSC12489,5,0,0,0,4
SSC12490,0,0,0,0,0
SSC12491,3,4,4,0,26
SSC12492,179,135,55,23,874
SSC12493,12,5,3,0,52
SSC12494,28,10,7,0,109
SSC12495,11,0,0,0,41
SSC12496,3,0,3,0,13
SSC12497,0,4,0,0,4
SSC12498,76,49,29,7,403
SSC12499,18,5,0,0,70
SSC12500,52,33,14,0,290
SSC12501,2124,1345,726,332,17075
SSC12502,91,27,12,3,654
SSC12503,29,17,3,3,157
SSC12504,1436,726,383,199,14846
SSC12505,63,57,22,4,436
SSC12506,900,573,393,346,7909
SSC12507,22,6,4,0,64
SSC12508,5,3,5,0,31
SSC12509,3,0,0,0,18
SSC12510,15,15,11,0,89
SSC12511,23,24,7,0,198
SSC12512,69,45,15,9,236
SSC12513,72,72,33,5,483
SSC12514,532,240,78,19,3280
SSC12515,12,3,0,0,24
SSC12516,7,3,0,0,33
SSC12517,17,16,0,0,90
SSC12518,151,74,34,17,854
SSC12519,654,266,148,36,8209
SSC12520,139,62,19,7,530
SSC12521,5,3,0,0,27
SSC12522,77,71,29,12,380
SSC12523,18,5,9,3,75
SSC12524,656,465,222,89,4692
SSC12525,9,3,3,0,35
SSC12526,14,4,3,0,57
SSC12527,7,0,3,0,39
SSC12528,4,0,0,0,15
SSC12529,10,8,3,0,36
SSC12530,689,351,195,106,4736
SSC12531,0,0,0,0,4
SSC12532,0,0,0,0,9
SSC12533,0,0,0,0,24
SSC12534,117,64,35,13,912
SSC12535,0,0,0,0,0
SSC12536,135,66,33,10,905
SSC12537,14,5,0,0,73
SSC12538,45,24,10,0,367
SSC12539,3,3,0,0,3
SSC12540,13,15,0,0,107
SSC12541,10,4,3,0,65
SSC12542,145,76,17,4,1097
SSC12543,31,14,3,0,139
SSC12544,26,14,8,3,112
SSC12545,82,39,3,3,299
SSC12546,10,7,3,0,59
SSC12547,294,222,83,21,1739
SSC12548,3,7,0,0,25
SSC12549,36,29,4,3,166
SSC12550,209,94,46,7,3045
SSC12551,0,0,0,0,0
SSC12552,4,9,3,0,23
SSC12553,84,51,22,3,372
SSC12554,680,442,156,20,4589
SSC12555,8,12,5,0,65
SSC12556,64,27,0,3,208
SSC12557,16,9,6,0,85
SSC12558,22,23,3,0,75
SSC12559,0,0,0,0,0
SSC12560,13,3,3,0,36
SSC12561,0,0,0,0,0
SSC12562,4,3,0,0,28
SSC12563,134,86,25,8,792
SSC12564,7,4,0,0,29
SSC12565,4,10,0,0,43
SSC12566,16,19,0,0,85
SSC12567,992,389,130,41,5097
SSC12568,89,86,68,44,609
SSC12569,18,3,4,3,99
SSC12570,40,41,14,0,219
SSC12571,45,24,12,0,209
