SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC10856,103,59,21,9,721
SSC10857,18,10,3,6,81
SSC10858,7,4,0,0,22
SSC10859,70,56,18,0,397
SSC10860,0,3,0,0,10
SSC10861,4,3,0,0,22
SSC10862,422,307,141,37,1998
SSC10863,59,29,6,3,224
SSC10864,44,23,3,0,105
SSC10865,422,172,42,4,2872
SSC10866,38,37,8,4,337
SSC10867,5,9,6,0,66
SSC10868,3,8,0,0,18
SSC10869,3,3,0,0,11
SSC10870,47,31,16,11,168
SSC10871,22,12,3,0,79
SSC10872,0,0,0,0,0
SSC10873,154,142,55,18,1660
SSC10874,3,0,3,0,19
SSC10875,5,3,0,0,34
SSC10876,28,12,9,3,126
SSC10877,78,23,11,3,165
SSC10878,930,745,414,192,6584
SSC10879,0,0,0,0,0
SSC10880,176,221,155,40,1097
SSC10881,3,3,0,0,22
SSC10882,4,0,0,0,15
SSC10883,3,7,3,0,33
SSC10884,3,0,0,0,84
SSC10885,960,690,432,140,6628
SSC10886,15,9,0,0,37
SSC10887,20,24,8,0,101
SSC10888,7,0,0,0,16
SSC10889,181,112,47,26,1037
SSC10890,6,3,7,0,17
SSC10891,19,4,0,0,51
SSC10892,1543,1037,523,261,14409
SSC10893,146,109,73,19,868
SSC10894,22,10,10,0,68
SSC10895,3,5,3,0,49
SSC10896,262,167,93,28,1321
SSC10897,11,3,0,0,39
SSC10898,2043,1164,473,262,10564
SSC10899,614,336,224,109,4535
SSC10900,3,3,0,0,15
SSC10901,245,153,55,23,1514
SSC10902,0,0,0,0,3
SSC10903,42,10,7,0,125
SSC10904,30,19,12,8,125
SSC10905,154,164,73,22,655
SSC10906,0,0,0,0,8
SSC10907,236,118,21,3,5853
SSC10908,644,435,123,56,4084
SSC10909,97,38,8,3,714
SSC10910,230,145,72,54,1882
SSC10911,164,103,42,13,892
SSC10912,80,50,19,3,439
SSC10913,4,7,0,0,20
SSC10914,0,0,0,0,0
SSC10915,134,124,46,13,600
SSC10916,17,18,4,0,76
SSC10917,0,0,0,0,4
SSC10918,226,77,26,0,1960
SSC10919,24,22,3,6,110
SSC10920,191,89,45,8,937
SSC10921,5,6,6,0,53
SSC10922,73,36,10,0,261
SSC10923,115,107,56,11,465
SSC10924,78,56,8,0,788
SSC10925,24,10,5,0,74
SSC10926,4,3,3,0,17
SSC10927,0,0,0,0,0
SSC10928,68,48,43,34,661
SSC10929,6,10,0,0,88
SSC10930,0,0,0,0,10
SSC10931,0,0,0,0,17
SSC10932,30,19,6,0,308
SSC10933,0,5,0,0,18
SSC10934,90,80,19,0,460
SSC10935,205,126,57,27,998
SSC10936,41,14,4,3,154
SSC10937,0,0,0,0,0
SSC10938,428,232,97,12,2927
SSC10939,107,60,13,3,447
SSC10940,12,11,5,0,72
SSC10941,0,0,0,0,0
SSC10942,8,5,0,0,37
SSC10943,250,205,64,28,1069
SSC10944,36,12,3,0,116
SSC10945,8,0,0,0,29
SSC10946,9,7,3,0,38
SSC10947,19,3,3,0,83
SSC10948,0,0,0,0,19
SSC10949,257,109,67,19,1747
SSC10950,3,3,6,0,22
SSC10951,110,72,26,3,372
SSC10952,3,7,0,0,20
SSC10953,9,5,0,0,39
SSC10954,139,124,46,13,989
SSC10955,3,0,0,0,15
SSC10956,0,0,0,0,9
SSC10957,9,0,0,0,27
SSC10958,40,19,3,0,110
SSC10959,2202,1586,927,492,12380
SSC10960,0,0,0,0,0
SSC10961,5,0,3,0,10
SSC10962,8,8,0,0,36
SSC10963,3,4,0,0,28
SSC10964,83,44,35,5,530
SSC10965,92,37,3,0,985
SSC10966,134,79,21,4,702
SSC10967,0,0,0,0,33
SSC10968,8,5,0,3,72
SSC10969,31,26,11,0,201
SSC10970,724,449,250,165,4628
SSC10971,359,226,109,74,2418
SSC10972,27,10,4,0,161
SSC10973,10,9,0,0,56
SSC10974,3,3,0,0,22
SSC10975,10,4,3,0,80
SSC10976,29,19,4,0,110
SSC10977,5,6,0,0,24
SSC10978,30,9,4,0,77
SSC10979,73,51,9,6,318
SSC10980,0,0,0,0,0
SSC10981,3,3,3,0,16
SSC10982,0,3,0,0,3
SSC10983,6,0,3,0,27
SSC10984,21,28,3,0,155
SSC10985,141,94,37,5,762
SSC10986,0,0,0,0,0
SSC10987,419,265,100,22,3033
SSC10988,4,0,0,0,4
SSC10989,11,3,0,0,45
SSC10990,9,6,4,0,40
SSC10991,3,3,0,0,10
SSC10992,65,46,12,3,236
SSC10993,8,0,4,0,46
SSC10994,7,0,0,0,7
SSC10995,18,3,3,0,37
SSC10996,393,188,59,42,2095
SSC10997,5,0,3,3,28
SSC10998,12,16,3,0,60
SSC10999,1128,637,305,164,7320
SSC11000,496,295,113,40,3040
SSC11001,480,295,137,65,4247
SSC11002,216,116,88,36,1322
SSC11003,34,22,7,0,139
SSC11004,3,6,3,0,19
SSC11005,33,37,6,0,153
SSC11006,35,31,19,7,188
SSC11007,32,19,5,0,108
SSC11008,31,20,13,3,142
SSC11009,0,0,0,0,9
SSC11010,135,96,50,23,1044
SSC11011,28,7,3,4,81
SSC11012,44,38,22,5,187
SSC11013,229,172,97,37,1446
SSC11014,248,146,88,17,1839
SSC11015,1047,620,238,103,10347
SSC11016,10,15,0,0,67
SSC11017,12,4,3,0,38
SSC11018,38,33,8,4,246
SSC11019,338,172,74,29,2274
SSC11020,7,0,0,0,24
SSC11021,0,3,3,0,30
SSC11022,14,9,3,3,97
SSC11023,40,35,7,0,159
SSC11024,94,95,46,11,584
SSC11025,172,139,72,31,1014
SSC11026,51,26,4,0,174
SSC11027,0,0,0,0,0
SSC11028,13,12,4,0,54
SSC11029,0,0,0,0,0
SSC11030,0,0,0,0,3
SSC11031,23,22,3,0,73
SSC11032,50,33,10,0,182
SSC11033,3,4,0,0,39
SSC11034,0,0,0,0,3
SSC11035,0,0,0,0,0
SSC11036,568,450,299,121,3391
SSC11037,19,21,6,0,82
SSC11038,97,83,30,5,336
SSC11039,0,0,0,0,8
SSC11040,3,0,0,0,11
SSC11041,56,38,14,4,328
SSC11042,0,0,0,0,7
SSC11043,303,201,114,49,1438
SSC11044,160,138,60,23,1112
SSC11045,0,0,0,0,3
SSC11046,46,25,4,0,160
SSC11047,65,35,19,0,238
SSC11048,20,6,10,0,83
SSC11049,64,25,14,0,182
SSC11050,0,0,4,0,7
SSC11051,72,27,7,5,238
SSC11052,482,356,309,226,3000
SSC11053,558,459,306,92,2954
SSC11054,10,9,0,0,49
SSC11055,3,12,4,0,56
SSC11056,291,166,63,9,1517
SSC11057,3,5,0,0,57
SSC11058,6,12,3,0,37
SSC11059,7,3,0,0,25
SSC11060,41,20,5,0,136
SSC11061,0,0,0,0,5
SSC11062,0,0,0,0,3
SSC11063,102,73,44,10,534
SSC11064,24,11,4,7,72
SSC11065,105,56,17,4,409
SSC11066,4,0,0,0,12
SSC11067,5,4,0,0,11
SSC11068,21,10,8,0,106
SSC11069,0,0,0,0,0
SSC11070,466,176,59,22,2361
SSC11071,0,0,0,0,11
SSC11072,10,6,0,0,48
SSC11073,127,83,28,3,768
SSC11074,0,6,3,0,38
SSC11075,486,580,280,137,2843
SSC11076,42,18,3,0,154
SSC11077,6,0,0,0,28
SSC11078,3,3,0,0,16
SSC11079,3,0,0,0,35
SSC11080,446,369,237,110,2457
SSC11081,0,0,0,0,3
SSC11082,505,304,188,76,3151
SSC11083,0,0,0,0,0
SSC11084,7,3,0,0,11
SSC11085,16,14,0,0,42
SSC11086,14,19,12,5,84
SSC11087,0,3,0,0,7
SSC11088,3,5,0,0,20
SSC11089,5,0,0,0,11
SSC11090,7,14,5,0,50
SSC11091,3,0,0,0,22
SSC11092,0,0,0,0,3
SSC11093,25,11,3,0,132
SSC11094,97,46,12,6,416
SSC11095,6,4,3,0,40
SSC11096,0,0,0,0,5
SSC11097,56,36,15,3,345
SSC11098,6,7,3,4,51
SSC11099,772,584,335,134,4201
SSC11100,8,9,4,0,31
SSC11101,0,3,0,0,3
SSC11102,34,20,8,0,161
SSC11103,25,8,8,0,109
SSC11104,4,13,0,0,16
SSC11105,978,358,133,31,6636
SSC11106,0,0,0,0,0
SSC11107,10,9,9,0,56
SSC11108,3,3,0,0,4
SSC11109,13,7,3,0,28
SSC11110,10,3,0,0,20
SSC11111,7,0,0,0,16
SSC11112,993,817,333,99,7640
SSC11113,304,233,99,27,1667
SSC11114,249,130,34,15,828
SSC11115,265,178,73,14,2299
SSC11116,84,44,35,5,715
SSC11117,8,4,0,0,30
SSC11118,577,462,241,100,3882
SSC11119,1831,1120,499,236,11109
SSC11120,5,0,0,0,23
SSC11121,18,22,3,3,75
SSC11122,12,10,3,0,36
SSC11123,224,169,136,48,1201
SSC11124,13,4,0,0,63
SSC11125,9,4,0,0,56
SSC11126,0,4,0,0,13
SSC11127,39,31,13,0,239
SSC11128,56,37,16,9,278
SSC11129,0,3,0,0,3
SSC11130,10,8,4,0,40
SSC11131,347,177,50,16,3315
SSC11132,7,9,0,0,32
SSC11133,0,0,0,0,0
SSC11134,824,433,269,150,5612
SSC11135,692,387,155,59,5290
SSC11136,13,6,0,0,30
SSC11137,0,0,0,0,10
SSC11138,38,9,8,0,122
SSC11139,7,0,0,0,17
SSC11140,41,40,15,0,249
SSC11141,3,4,3,0,23
SSC11142,3,3,7,0,16
SSC11143,81,35,9,10,407
SSC11144,28,9,7,0,152
SSC11145,36,30,13,3,164
SSC11146,291,237,127,48,1421
SSC11147,113,94,43,24,625
SSC11148,26,27,3,3,145
SSC11149,3,3,0,0,18
SSC11150,0,0,0,0,11
SSC11151,5,8,0,0,22
SSC11152,0,0,0,0,3
SSC11153,3,3,0,0,10
SSC11154,139,67,27,0,758
SSC11155,0,0,3,0,5
SSC11156,8,9,0,3,78
SSC11157,0,0,0,0,6
SSC11158,38,35,12,0,135
SSC11159,43,37,13,0,195
SSC11160,4,0,0,0,3
SSC11161,177,104,95,77,921
SSC11162,9,6,0,0,28
SSC11163,12,10,4,0,44
SSC11164,24,11,7,0,72
SSC11165,4,0,0,0,12
SSC11166,3,6,0,0,59
SSC11167,184,98,42,17,1324
SSC11168,3,0,0,0,4
SSC11169,49,24,13,3,268
SSC11170,43,23,3,0,197
SSC11171,10,4,0,4,37
SSC11172,35,16,7,3,140
SSC11173,0,0,0,0,0
SSC11174,23,29,5,0,111
SSC11175,189,98,26,11,2097
SSC11176,85,59,25,8,274
SSC11177,23,14,11,0,123
SSC11178,6,9,0,0,83
SSC11179,3,3,0,0,18
SSC11180,0,0,0,0,0
SSC11181,3,8,0,0,27
SSC11182,3,0,0,0,10
SSC11183,9,11,7,3,38
SSC11184,3,4,9,0,18
SSC11185,95,103,72,26,575
SSC11186,3,10,0,0,20
SSC11187,4,7,0,0,10
SSC11188,5,17,6,3,87
SSC11189,73,99,55,29,376
SSC11190,30,20,5,0,109
SSC11191,212,192,92,102,978
SSC11192,0,0,0,0,5
SSC11193,0,0,0,0,22
SSC11194,22,12,3,0,87
SSC11195,24,23,3,3,117
SSC11196,9,5,0,0,49
SSC11197,4,0,0,0,19
SSC11198,8,13,4,3,41
SSC11199,50,40,19,0,192
SSC11200,28,11,7,0,87
SSC11201,0,0,0,0,4
SSC11202,702,489,325,146,4641
SSC11203,33,42,14,3,187
SSC11204,6,0,0,0,24
SSC11205,20,28,6,0,121
SSC11206,37,20,9,4,202
SSC11207,23,9,6,0,60
SSC11208,0,4,0,0,9
SSC11209,9,3,4,0,65
SSC11210,38,13,7,0,108
SSC11211,441,449,250,152,2929
SSC11212,885,516,158,37,8833
SSC11213,17,12,9,3,174
SSC11214,121,69,18,3,2028
SSC11215,57,55,28,3,433
SSC11216,3,4,0,0,16
SSC11217,5,14,0,0,45
SSC11218,95,36,10,0,425
SSC11219,258,279,66,21,1532
SSC11220,5,0,0,0,13
SSC11221,179,183,149,64,1236
SSC11222,76,40,11,4,260
SSC11223,4,4,4,0,34
SSC11224,170,81,44,50,1347
SSC11225,5,4,0,0,20
SSC11226,0,0,0,0,7
SSC11227,1383,755,414,138,12347
SSC11228,0,3,0,0,3
SSC11229,13,8,0,0,46
SSC11230,10,0,0,0,16
SSC11231,49,43,22,3,208
SSC11232,14,6,5,0,67
SSC11233,40,21,5,8,138
SSC11234,43,44,22,3,251
SSC11235,152,107,37,17,1088
SSC11236,57,71,50,23,301
SSC11237,663,443,255,105,3516
SSC11238,387,216,104,39,2069
SSC11239,219,114,47,26,1192
SSC11240,75,52,23,7,494
SSC11241,93,77,35,16,686
SSC11242,3,0,0,0,14
SSC11243,4,3,0,0,15
SSC11244,0,0,0,0,0
SSC11245,12,12,0,0,45
SSC11246,5,0,0,0,9
SSC11247,0,0,0,0,6
SSC11248,119,87,22,3,902
SSC11249,0,3,5,0,23
SSC11250,4,0,0,0,9
SSC11251,156,93,17,7,497
SSC11252,0,3,0,0,3
SSC11253,12,3,0,0,26
SSC11254,3,0,0,0,8
SSC11255,21,4,7,3,60
SSC11256,11,3,0,0,19
SSC11257,5,0,0,0,14
SSC11258,0,0,0,0,0
SSC11259,9,7,0,0,29
SSC11260,16,3,0,0,41
SSC11261,6,6,0,0,43
SSC11262,7,6,7,0,58
SSC11263,14,11,0,0,37
SSC11264,4,4,0,0,13
SSC11265,0,0,0,0,6
SSC11266,64,34,14,6,329
SSC11267,156,91,33,19,937
SSC11268,10,3,0,0,31
SSC11269,25,25,7,4,113
SSC11270,17,10,4,0,77
SSC11271,3,0,0,0,9
SSC11272,102,59,14,10,339
SSC11273,15,10,4,4,49
SSC11274,22,32,13,4,103
SSC11275,823,463,142,43,5366
SSC11276,33,19,10,0,172
SSC11277,158,117,97,25,806
SSC11278,122,94,61,30,544
SSC11279,19,12,9,3,62
SSC11280,35,8,3,0,80
SSC11281,410,406,197,91,3182
SSC11282,19,7,0,0,55
SSC11283,145,72,22,5,665
SSC11284,443,256,93,49,2189
SSC11285,13,6,3,0,54
SSC11286,25,7,0,0,88
SSC11287,23,46,47,24,173
SSC11288,4,3,0,0,23
SSC11289,0,0,0,0,0
SSC11290,62,34,7,0,174
SSC11291,3,0,0,0,3
SSC11292,4,8,5,0,36
SSC11293,1021,773,297,198,7387
SSC11294,9,3,5,0,23
SSC11295,3,0,3,0,21
SSC11296,2738,1576,833,338,17809
SSC11297,4,4,0,0,20
SSC11298,11,7,0,0,47
SSC11299,4,4,0,0,33
SSC11300,266,155,65,18,1335
SSC11301,60,26,13,0,232
SSC11302,21,5,3,0,73
SSC11303,938,440,189,66,8002
SSC11304,22,18,3,0,74
SSC11305,9,8,3,0,49
SSC11306,19,3,0,0,36
SSC11307,3,0,0,0,15
SSC11308,0,0,0,0,0
SSC11309,45,30,10,5,182
SSC11310,121,127,71,16,528
SSC11311,7,3,3,0,26
SSC11312,294,152,71,24,2364
SSC11313,379,219,89,35,2694
SSC11314,16,9,3,0,68
SSC11315,13,13,5,0,42
SSC11316,82,90,68,26,516
SSC11317,3,3,0,0,17
SSC11318,15,16,5,3,99
SSC11319,0,0,0,0,0
SSC11320,175,131,93,55,895
SSC11321,38,16,3,3,179
SSC11322,8,7,5,0,27
SSC11323,24,10,3,0,100
SSC11324,6,0,3,0,34
SSC11325,85,58,12,0,371
SSC11326,64,26,11,8,265
SSC11327,3,0,0,0,7
SSC11328,674,501,225,90,3946
SSC11329,0,0,0,0,0
SSC11330,30,21,3,0,112
SSC11331,26,12,0,3,126
SSC11332,47,39,6,3,251
SSC11333,12,4,0,0,27
SSC11334,19,15,3,0,58
SSC11335,10,4,3,0,21
SSC11336,12,8,0,0,39
SSC11337,0,0,0,0,0
SSC11338,50,21,4,3,175
SSC11339,10,7,0,0,48
SSC11340,6,3,0,0,43
SSC11341,391,153,56,11,2308
SSC11342,34,20,0,3,107
SSC11343,1132,629,349,152,8318
SSC11344,487,284,186,83,3201
SSC11345,656,491,194,74,3048
SSC11346,90,49,5,3,790
SSC11347,21,21,0,0,95
SSC11348,282,149,70,40,1712
SSC11349,377,297,206,86,2251
SSC11350,25,8,8,0,125
SSC11351,250,145,76,20,1524
SSC11352,81,34,11,5,406
SSC11353,11,10,0,0,53
SSC11354,116,87,38,12,592
SSC11355,293,195,92,43,1602
SSC11356,168,91,42,8,1086
SSC11357,355,251,175,78,2032
SSC11358,425,229,135,76,2395
SSC11359,15,9,0,0,49
SSC11360,861,606,366,153,5648
SSC11361,211,118,105,27,1321
SSC11362,27,23,11,0,168
SSC11363,541,343,177,57,2831
SSC11364,34,7,3,3,115
SSC11365,39,19,3,0,141
SSC11366,41,20,6,0,288
SSC11367,58,48,24,14,428
SSC11368,366,235,165,35,3155
SSC11369,1482,870,394,149,9952
SSC11370,31,15,3,0,90
SSC11371,68,42,17,8,470
SSC11372,22,6,3,0,72
SSC11373,8,9,4,0,30
SSC11374,0,0,0,0,0
SSC11375,295,253,142,81,1419
SSC11376,30,20,3,0,93
SSC11377,543,234,74,10,3495
SSC11378,8,3,5,0,26
SSC11379,192,209,135,77,1861
SSC11380,9,7,0,0,50
SSC11381,366,262,135,82,2512
SSC11382,17,6,0,0,48
SSC11383,83,31,12,3,1013
SSC11384,0,0,0,0,0
SSC11385,0,0,0,0,10
SSC11386,176,97,34,9,1047
SSC11387,0,0,0,0,0
SSC11388,29,33,3,0,115
SSC11389,401,223,141,41,2308
SSC11390,0,0,0,0,17
SSC11391,375,214,84,21,2828
SSC11392,14,4,6,5,63
SSC11393,675,451,151,58,3121
SSC11394,451,289,185,114,2711
SSC11395,504,335,197,198,4181
SSC11396,26,15,7,9,128
SSC11397,67,28,6,0,1068
SSC11398,99,38,12,3,484
SSC11399,47,25,11,0,167
SSC11400,29,13,4,0,130
SSC11401,25,13,8,0,104
SSC11402,0,6,0,0,20
SSC11403,3,8,0,0,24
SSC11404,7,6,3,0,59
SSC11405,95,65,19,4,437
SSC11406,19,17,3,0,63
SSC11407,17,4,3,0,57
SSC11408,35,19,14,9,196
SSC11409,49,22,16,3,200
SSC11410,21,9,5,0,63
SSC11411,242,163,42,20,1202
SSC11412,17,15,0,0,71
SSC11413,96,65,28,4,679
SSC11414,57,39,32,4,216
SSC11415,230,135,66,10,1166
SSC11416,17,20,0,0,82
SSC11417,221,120,33,7,1481
SSC11418,616,478,227,60,3934
SSC11419,19,24,3,0,101
SSC11420,0,0,0,0,0
SSC11421,195,110,52,22,1409
SSC11422,1125,1023,429,157,8490
SSC11423,8,19,0,0,198
SSC11424,5,4,4,0,31
SSC11425,234,113,44,12,2622
SSC11426,3,6,0,0,57
SSC11427,0,0,0,0,0
SSC11428,2172,1177,550,265,13792
SSC11429,30,42,4,0,126
SSC11430,0,0,0,0,8
SSC11431,8,0,0,0,20
SSC11432,4,0,0,0,21
SSC11433,308,353,424,366,2424
SSC11434,28,22,16,0,217
SSC11435,674,398,182,96,5045
SSC11436,65,57,12,6,324
SSC11437,4,4,0,0,26
SSC11438,457,149,26,8,2785
SSC11439,471,174,50,10,5709
SSC11440,8,5,3,0,61
SSC11441,198,81,15,5,1109
SSC11442,0,0,0,0,0
SSC11443,7,9,0,0,46
SSC11444,111,62,78,47,1152
SSC11445,381,409,222,107,2255
SSC11446,7,0,0,0,20
SSC11447,0,0,0,0,0
SSC11448,12,11,0,0,47
SSC11449,7,3,0,0,52
SSC11450,3,0,0,0,16
SSC11451,26,7,3,0,79
SSC11452,15,11,9,0,93
SSC11453,0,3,0,0,6
SSC11454,71,57,34,7,345
SSC11455,5,0,3,0,30
SSC11456,42,21,13,0,160
SSC11457,26,10,0,0,84
SSC11458,52,19,0,0,209
SSC11459,25,10,11,0,80
SSC11460,30,34,6,3,179
SSC11461,28,31,3,0,188
SSC11462,4,0,0,0,22
SSC11463,20,4,4,0,53
SSC11464,39,28,7,0,176
SSC11465,3,3,0,0,33
SSC11466,3,8,0,0,51
SSC11467,19,15,3,0,90
SSC11468,59,26,11,4,300
SSC11469,305,211,122,39,1355
SSC11470,19,10,3,0,81
SSC11471,26,14,3,0,396
SSC11472,21,9,0,0,95
SSC11473,15,8,0,0,40
SSC11474,95,67,18,3,484
SSC11475,138,134,54,14,579
SSC11476,65,75,21,5,243
SSC11477,795,391,199,81,5787
SSC11478,190,131,78,44,1682
SSC11479,305,171,81,29,2295
SSC11480,420,322,159,27,3621
SSC11481,4,0,0,0,13
SSC11482,527,374,155,60,3671
SSC11483,32,20,8,3,156
SSC11484,467,333,209,67,3752
SSC11485,0,0,0,0,11
SSC11486,6,0,0,0,25
SSC11487,116,64,26,3,471
SSC11488,49,34,7,3,145
SSC11489,3,0,0,0,10
SSC11490,15,13,8,4,99
SSC11491,340,239,93,52,2223
SSC11492,5,3,0,0,13
SSC11493,30,12,3,0,75
SSC11494,0,8,0,0,12
SSC11495,61,46,22,7,296
SSC11496,448,247,113,21,2129
SSC11497,11,3,3,0,46
SSC11498,20,0,0,0,71
SSC11499,127,59,11,7,430
SSC11500,162,141,59,11,789
SSC11501,205,264,143,29,1336
SSC11502,7,8,0,0,40
SSC11503,0,3,3,0,13
SSC11504,7,0,3,0,18
SSC11505,9,5,3,3,65
SSC11506,20,16,4,0,64
SSC11507,79,48,39,14,473
SSC11508,37,21,9,3,159
SSC11509,47,30,17,3,202
SSC11510,0,3,0,0,21
SSC11511,27,16,4,0,119
SSC11512,15,5,3,0,46
SSC11513,23,14,5,0,124
SSC11514,11,3,3,0,47
SSC11515,928,722,317,99,5839
SSC11516,7,3,0,0,13
SSC11517,5,0,0,0,10
SSC11518,189,224,140,83,937
SSC11519,65,43,10,3,299
SSC11520,226,137,77,33,1091
SSC11521,25,30,7,0,124
SSC11522,3,10,0,0,31
SSC11523,60,38,14,0,245
SSC11524,14,11,6,0,65
SSC11525,0,3,0,0,12
SSC11526,154,129,32,8,570
SSC11527,8,6,0,0,30
SSC11528,3,0,0,0,7
SSC11529,28,23,9,0,125
SSC11530,710,339,172,102,4996
SSC11531,0,5,0,3,10
SSC11532,10,5,0,0,18
SSC11533,210,127,24,3,2333
SSC11534,353,225,72,20,3076
SSC11535,139,96,38,5,881
SSC11536,611,458,274,83,3550
SSC11537,8,4,0,0,40
SSC11538,3,0,0,0,7
SSC11539,11,6,11,0,70
SSC11540,3,8,0,0,23
SSC11541,9,12,0,0,41
SSC11542,6,4,0,0,33
SSC11543,18,14,0,0,71
SSC11544,92,49,18,0,980
SSC11545,0,0,0,0,0
SSC11546,267,155,40,21,3179
SSC11547,40,35,7,0,247
SSC11548,576,439,348,135,4219
SSC11549,281,218,120,26,1526
SSC11550,1216,1292,797,410,6592
SSC11551,3,5,5,0,17
SSC11552,16,4,3,0,48
SSC11553,12,20,3,0,57
SSC11554,79,52,8,3,374
SSC11555,0,0,0,0,0
SSC11556,0,0,0,0,0
SSC11557,0,0,0,0,18
SSC11558,35,29,3,5,99
SSC11559,0,0,0,0,0
SSC11560,28,23,11,0,100
SSC11561,100,57,41,29,536
SSC11562,0,0,0,0,0
SSC11563,0,0,0,0,0
SSC11564,158,75,28,7,872
SSC11565,10,6,0,0,50
SSC11566,3,0,0,0,13
SSC11567,0,0,0,0,10
SSC11568,1012,763,389,111,6950
SSC11569,643,375,105,63,5269
SSC11570,6,11,4,0,62
SSC11571,12,13,3,4,70
SSC11572,13,3,0,0,54
SSC11573,0,0,0,0,3
SSC11574,14,4,0,0,21
SSC11575,60,94,48,4,316
SSC11576,3,3,3,0,19
SSC11577,3,0,0,0,22
SSC11578,0,0,0,0,0
SSC11579,3,4,0,0,26
SSC11580,26,15,8,0,100
SSC11581,0,0,0,0,29
SSC11582,308,224,120,89,1678
SSC11583,16,10,5,0,51
SSC11584,0,6,0,0,9
SSC11585,50,44,27,3,294
SSC11586,27,15,0,0,122
SSC11587,163,150,70,55,1023
SSC11588,6,5,0,0,44
SSC11589,7,6,3,0,29
SSC11590,3,0,0,0,9
SSC11591,12,8,0,0,52
SSC11592,7,11,0,3,50
SSC11593,14,11,0,0,73
SSC11594,153,105,61,16,1129
SSC11595,0,0,0,0,0
SSC11596,0,0,0,0,0
SSC11597,18,10,0,0,68
SSC11598,3,0,0,0,7
SSC11599,65,52,28,6,316
SSC11600,3,0,0,0,10
SSC11601,470,395,218,183,3719
SSC11602,29,18,4,5,144
SSC11603,143,70,38,15,984
SSC11604,49,23,0,0,139
SSC11605,68,25,8,4,280
SSC11606,460,306,125,92,2221
SSC11607,71,83,44,7,399
SSC11608,76,53,12,9,388
SSC11609,6,3,0,0,23
SSC11610,4,4,3,0,30
SSC11611,3,0,0,0,28
SSC11612,6,8,0,0,40
SSC11613,5,0,0,0,15
SSC11614,0,0,0,0,0
SSC11615,10,3,0,0,30
SSC11616,9,4,0,0,37
SSC11617,41,99,71,70,286
SSC11618,66,33,18,3,316
SSC11619,230,140,106,43,1249
SSC11620,8,3,0,0,28
SSC11621,0,0,0,0,0
SSC11622,26,7,0,3,69
SSC11623,5,0,0,4,9
SSC11624,137,69,31,14,1389
SSC11625,0,0,0,0,11
SSC11626,26,9,4,0,83
SSC11627,9,4,0,0,52
SSC11628,5,0,0,0,28
SSC11629,0,0,0,0,3
SSC11630,12,9,3,0,46
SSC11631,175,98,25,11,711
SSC11632,9,0,0,0,44
SSC11633,0,0,0,0,0
SSC11634,6,0,0,0,21
SSC11635,14,0,0,0,28
SSC11636,284,150,74,24,2631
SSC11637,10,14,0,0,73
SSC11638,903,561,259,130,6624
SSC11639,34,15,15,5,157
SSC11640,20,15,5,0,90
SSC11641,1014,716,246,99,7590
SSC11642,0,3,0,0,15
SSC11643,5,7,0,0,30
SSC11644,3,3,0,0,11
SSC11645,500,219,50,12,2235
SSC11646,24,15,4,0,62
SSC11647,16,3,0,0,197
SSC11648,0,3,0,0,3
SSC11649,495,424,217,108,2664
SSC11650,15,15,6,0,86
SSC11651,0,0,0,0,0
SSC11652,46,19,3,0,188
SSC11653,0,0,0,0,4
SSC11654,12,0,3,0,63
SSC11655,5,0,0,0,43
SSC11656,609,380,141,43,2869
SSC11657,20,28,4,0,91
SSC11658,221,154,81,20,1381
SSC11659,233,80,17,7,2128
SSC11660,18,7,3,0,65
SSC11661,20,20,5,0,111
SSC11662,10,5,0,0,18
SSC11663,22,7,0,0,68
SSC11664,600,304,199,196,4818
SSC11665,278,141,99,44,2241
SSC11666,29,19,4,0,80
SSC11667,687,458,317,120,3510
SSC11668,75,41,11,3,233
SSC11669,16,3,7,0,66
SSC11670,1332,515,169,30,9996
SSC11671,3,0,0,0,9
SSC11672,185,81,31,9,990
SSC11673,323,206,71,21,1717
SSC11674,24,4,8,0,108
SSC11675,79,54,10,5,396
SSC11676,20,3,3,0,100
SSC11677,0,0,0,0,14
SSC11678,244,175,82,28,1567
SSC11679,11,8,0,0,34
SSC11680,21,33,5,3,132
SSC11681,29,17,7,0,96
SSC11682,1033,483,129,17,7757
SSC11683,0,0,0,0,3
SSC11684,211,90,32,3,1334
SSC11685,237,213,126,51,1253
SSC11686,0,0,0,0,0
SSC11687,0,0,0,0,0
SSC11688,9,6,3,0,28
SSC11689,39,14,4,0,267
SSC11690,11,10,3,0,70
SSC11691,9,4,6,0,37
SSC11692,12,3,0,0,35
SSC11693,89,66,24,4,671
SSC11694,13,11,3,0,68
SSC11695,9,4,3,0,34
SSC11696,7,3,0,0,19
SSC11697,9,0,0,0,15
SSC11698,6,4,3,0,39
SSC11699,3,0,0,3,15
SSC11700,20,14,5,3,84
SSC11701,3,4,5,0,42
SSC11702,15,8,0,0,83
SSC11703,13,4,0,0,32
SSC11704,166,82,18,0,1402
SSC11705,18,16,0,3,151
SSC11706,3,3,0,0,43
SSC11707,10,5,0,0,41
SSC11708,16,7,0,0,89
SSC11709,33,23,9,0,152
SSC11710,4,3,0,0,29
SSC11711,1048,734,402,221,6157
SSC11712,62,34,10,0,214
SSC11713,0,0,0,0,8
