SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC10619,0,0,0,0,0,0,0,3
SSC10620,15,6,0,0,0,0,0,20
SSC10621,110,11,4,0,0,0,0,120
SSC10622,10,3,0,0,0,0,0,13
SSC10623,0,0,0,0,0,0,0,0
SSC10624,0,0,0,0,0,0,0,0
SSC10625,54,5,4,0,0,0,0,69
SSC10626,5,0,0,0,0,0,0,6
SSC10627,0,0,0,0,0,0,0,0
SSC10628,21,3,0,0,0,0,0,23
SSC10629,22,0,0,0,0,0,0,26
SSC10630,16,0,0,0,0,0,0,16
SSC10631,0,0,0,0,0,0,0,0
SSC10632,0,0,0,0,0,0,0,0
SSC10633,3,0,0,0,0,0,0,4
SSC10634,14,0,0,0,0,0,0,17
SSC10635,3,3,0,0,0,0,0,9
SSC10636,0,0,0,0,0,0,0,0
SSC10637,7,0,0,0,0,0,0,3
SSC10638,0,0,0,0,0,0,0,3
SSC10639,0,0,0,0,0,0,0,0
SSC10640,0,0,0,0,0,0,0,0
SSC10641,16,4,3,0,0,0,0,24
SSC10642,220,35,23,3,0,0,4,288
SSC10643,0,0,0,0,0,0,0,0
SSC10644,3,0,0,0,0,0,0,3
SSC10645,305,18,24,6,0,0,3,357
SSC10646,11,0,0,0,0,0,0,11
SSC10647,0,0,0,0,0,0,0,0
SSC10648,17,4,0,0,0,0,0,17
SSC10649,101,8,3,3,0,0,0,123
SSC10650,0,0,0,0,0,0,0,0
SSC10651,33,0,5,0,0,0,0,39
SSC10652,0,0,0,0,0,0,0,0
SSC10653,0,0,0,0,0,0,0,0
SSC10654,0,0,0,0,0,0,0,0
SSC10655,6,0,0,0,0,0,0,6
SSC10656,131,10,5,0,0,0,0,150
SSC10657,12,0,0,0,0,0,0,12
SSC10658,12,0,0,0,0,0,0,10
SSC10659,3,0,0,0,0,0,0,4
SSC10660,6,0,0,0,0,0,0,14
SSC10661,0,0,0,0,0,0,0,0
SSC10662,807,46,22,0,0,4,4,878
SSC10663,4,0,0,0,0,0,0,4
SSC10664,10,0,0,0,0,0,0,8
SSC10665,4,0,0,0,0,0,0,4
SSC10666,6,0,0,0,0,0,0,6
SSC10667,0,0,0,0,0,0,0,0
SSC10668,7,0,0,0,0,0,0,7
SSC10669,13,0,0,0,0,0,0,11
SSC10670,188,16,4,3,0,0,0,213
SSC10671,53,6,3,0,0,0,0,67
SSC10672,205,11,6,0,0,0,0,229
SSC10673,7,0,0,0,0,0,0,5
SSC10674,5,0,0,0,0,0,0,5
SSC10675,3,0,0,0,0,0,0,3
SSC10676,10,0,0,0,0,0,0,13
SSC10677,0,0,0,0,0,0,0,0
SSC10678,3,0,0,0,0,0,0,3
SSC10679,0,0,0,0,0,0,0,0
SSC10680,6,0,0,0,0,0,0,11
SSC10681,6,0,0,0,0,0,0,3
SSC10682,513,14,8,6,0,0,0,549
SSC10683,7,0,0,0,0,0,0,8
SSC10684,547,50,24,11,0,0,3,631
SSC10685,28,3,0,0,0,0,0,34
SSC10686,25,0,0,0,0,0,0,25
SSC10687,21,0,0,0,0,0,0,21
SSC10688,17,0,0,0,0,0,0,17
SSC10689,10,0,0,0,0,0,0,10
SSC10690,8,0,0,0,0,0,0,10
SSC10691,22,0,0,0,0,0,0,19
SSC10692,4,0,0,0,0,0,0,4
SSC10693,7,0,0,0,0,0,0,10
SSC10694,10,0,0,0,0,0,0,12
SSC10695,7,0,0,0,0,0,0,7
SSC10696,116,14,7,3,0,0,3,137
SSC10697,95,11,4,0,0,0,0,101
SSC10698,3,0,0,0,0,0,0,9
SSC10699,8,0,0,0,0,0,0,9
SSC10700,3,0,0,0,0,0,0,5
SSC10701,233,12,0,0,0,0,0,246
SSC10702,9,0,0,0,0,0,0,9
SSC10703,0,0,0,0,0,0,0,4
SSC10704,5,0,0,0,0,0,0,5
SSC10705,536,27,17,5,0,0,0,584
SSC10706,27,4,0,0,0,0,0,36
SSC10707,3,0,0,0,0,0,0,3
SSC10708,29,6,0,0,0,0,0,32
SSC10709,20,5,0,0,0,0,0,22
SSC10710,28,0,0,0,0,0,0,27
SSC10711,7,0,0,0,0,0,0,9
SSC10712,105,16,9,0,0,0,0,132
SSC10713,91,0,4,0,0,0,0,95
SSC10714,0,0,0,0,0,0,0,0
SSC10715,11,0,0,0,0,0,0,11
SSC10716,40,0,0,0,0,0,0,40
SSC10717,16,0,0,0,0,0,0,14
SSC10718,1282,59,20,25,0,3,0,1395
SSC10719,114,5,0,0,0,0,0,116
SSC10720,383,27,19,22,5,4,5,460
SSC10721,0,0,0,0,0,0,0,0
SSC10722,0,0,0,0,0,0,0,0
SSC10723,124,11,7,0,0,0,0,144
SSC10724,8,3,0,0,0,0,0,14
SSC10725,19,0,0,0,0,0,0,25
SSC10726,251,21,21,3,0,0,3,301
SSC10727,45,3,0,0,0,0,0,50
SSC10728,0,0,0,0,0,0,0,0
SSC10729,11,0,0,0,0,0,0,9
SSC10730,3,0,0,0,0,0,0,3
SSC10731,6,0,0,0,0,0,0,6
SSC10732,0,0,0,0,0,0,0,4
SSC10733,298,23,9,3,0,0,3,337
SSC10734,11,0,0,0,0,0,0,11
SSC10735,154,11,8,0,0,0,0,177
SSC10736,243,17,0,0,0,0,0,263
SSC10737,0,0,0,0,0,0,0,3
SSC10738,3,0,0,0,0,0,0,3
SSC10739,0,0,0,0,0,0,0,0
SSC10740,2044,179,82,77,11,0,10,2405
SSC10741,797,44,24,27,0,0,3,904
SSC10742,0,0,0,0,0,0,0,0
SSC10743,154,8,7,4,0,0,0,169
SSC10744,3,0,0,0,0,0,0,3
SSC10745,0,0,0,0,0,0,0,0
SSC10746,0,0,0,0,0,0,0,0
SSC10747,0,0,0,0,0,0,0,0
SSC10748,421,37,19,5,0,0,3,490
SSC10749,0,0,0,0,0,0,0,0
SSC10750,21,3,0,0,0,0,0,27
SSC10751,3,0,0,0,0,0,0,3
SSC10752,14,4,0,0,0,0,0,23
SSC10753,3,0,0,0,0,0,0,3
SSC10754,6,0,0,0,0,0,0,6
SSC10755,0,0,0,0,0,0,0,0
SSC10756,0,0,0,0,0,0,0,0
SSC10757,192,24,12,3,0,0,3,230
SSC10758,49,3,7,0,0,0,0,61
SSC10759,11,3,0,0,0,0,0,12
SSC10760,10,0,0,0,0,0,0,10
SSC10761,0,0,0,0,0,0,0,0
SSC10762,9,0,0,0,0,0,0,12
SSC10763,19,3,0,0,0,0,0,23
SSC10764,162,15,8,0,0,0,0,185
SSC10765,0,0,0,0,0,0,0,3
SSC10766,3,0,0,0,0,0,0,3
SSC10767,228,28,16,3,3,0,4,270
SSC10768,612,70,50,15,0,0,3,754
SSC10769,0,0,0,0,0,0,0,0
SSC10770,279,18,20,0,0,0,3,327
SSC10771,10,0,0,0,0,0,0,9
SSC10772,377,16,19,8,0,0,3,424
SSC10773,552,42,35,3,0,0,3,637
SSC10774,0,0,0,0,0,0,0,0
SSC10775,1140,89,55,13,3,3,3,1302
SSC10776,3,0,0,0,0,0,0,3
SSC10777,0,0,0,0,0,0,0,4
SSC10778,734,38,21,0,0,0,3,793
SSC10779,3,0,0,0,0,0,0,3
SSC10780,1018,89,53,28,3,0,10,1205
SSC10781,421,23,3,0,0,0,0,456
SSC10782,2612,159,65,50,4,3,3,2899
SSC10783,0,0,0,0,0,0,0,0
SSC10784,11,0,0,0,0,0,0,18
SSC10785,144,8,0,5,0,0,0,164
SSC10786,0,0,0,0,0,0,0,0
SSC10787,0,0,0,0,0,0,0,0
SSC10788,54,3,3,0,0,0,0,63
SSC10789,3,0,0,0,0,0,0,3
SSC10790,86,4,0,0,0,0,0,95
SSC10791,1239,67,49,47,3,3,0,1405
SSC10792,1108,71,26,39,8,3,7,1262
SSC10793,61,3,3,0,0,0,0,66
SSC10794,18,4,3,0,0,0,0,26
SSC10795,3,0,0,0,0,0,0,3
SSC10796,183,11,14,0,0,0,3,209
SSC10797,777,35,12,14,3,0,3,843
SSC10798,47,3,3,0,0,0,7,53
SSC10799,38,4,0,0,0,0,0,45
SSC10800,4,0,0,0,0,0,0,4
SSC10801,0,0,0,0,0,0,0,0
SSC10802,8,0,0,0,0,0,0,8
SSC10803,0,0,0,0,0,0,0,0
SSC10804,58,7,3,0,0,0,0,64
SSC10805,4,0,0,0,0,0,0,4
SSC10806,22,0,0,0,0,0,0,25
SSC10807,3,0,0,0,0,0,0,3
SSC10808,16,4,0,0,0,0,0,25
SSC10809,531,64,32,6,3,0,4,641
SSC10810,148,12,5,0,0,0,0,166
SSC10811,315,26,23,7,0,0,5,368
SSC10812,59,3,7,0,0,0,0,62
SSC10813,65,4,8,3,0,0,3,79
SSC10814,9,0,0,0,0,0,0,11
SSC10815,1186,80,37,10,0,0,3,1309
SSC10816,1755,82,42,11,0,0,4,1894
SSC10817,3,0,0,0,0,0,0,6
SSC10818,3711,133,62,48,4,0,7,3972
SSC10819,1291,53,26,19,0,0,3,1400
SSC10820,348,16,10,3,0,0,0,376
SSC10821,0,0,0,0,0,0,0,0
SSC10822,21,0,0,0,0,0,0,23
SSC10823,18,3,0,0,0,0,0,19
SSC10824,0,0,0,0,0,0,0,0
SSC10825,0,0,0,0,0,0,0,0
SSC10826,322,11,13,9,0,0,0,358
SSC10827,22,0,0,0,0,0,0,27
SSC10828,10,0,0,0,0,0,0,15
SSC10829,0,0,0,0,0,0,0,0
SSC10830,132,7,0,6,0,0,0,145
SSC10831,3,0,0,0,0,0,0,3
SSC10832,31,3,0,0,0,0,0,36
SSC10833,4,0,0,0,0,0,0,4
SSC10834,11,0,0,0,0,0,0,17
SSC10835,0,0,0,0,0,0,0,0
SSC10836,0,0,0,0,0,0,0,0
SSC10837,181,8,0,0,0,0,0,190
SSC10838,193,5,10,3,0,0,0,216
SSC10839,20,0,0,4,0,0,0,26
SSC10840,3,0,0,0,0,0,0,3
SSC10841,172,14,6,3,0,0,3,192
SSC10842,0,0,0,0,0,0,0,0
SSC10843,753,90,72,18,4,0,20,947
SSC10844,26,0,0,0,0,0,0,32
SSC10845,391,15,4,0,0,0,0,416
SSC10846,23,3,0,0,0,0,0,22
SSC10847,5857,258,122,67,12,0,9,6327
SSC10848,19,0,0,0,0,0,0,17
SSC10849,465,14,10,0,0,0,0,490
SSC10850,143,7,6,4,3,0,0,162
SSC10851,354,18,13,0,0,0,3,390
SSC10852,2078,100,81,30,3,3,6,2303
SSC10853,151,15,13,0,0,0,4,189
SSC10854,0,0,0,0,0,0,0,0
SSC10855,11,0,0,0,0,0,0,11
SSC10856,219,6,3,0,0,0,0,232
SSC10857,17,0,3,0,0,0,0,14
SSC10858,10,0,0,0,0,0,0,10
SSC10859,98,8,9,3,0,0,0,117
SSC10860,0,0,0,0,0,0,0,0
SSC10861,8,0,0,0,0,0,0,7
SSC10862,449,35,15,4,0,0,3,504
SSC10863,53,3,3,0,0,0,0,62
SSC10864,12,0,0,0,0,0,0,17
SSC10865,1102,38,27,18,0,0,6,1181
SSC10866,110,0,3,0,0,0,0,115
SSC10867,14,0,0,0,0,0,0,11
SSC10868,8,0,0,0,0,0,0,8
SSC10869,0,0,0,0,0,0,0,0
SSC10870,30,0,0,0,0,0,3,37
SSC10871,21,0,0,0,0,0,0,23
SSC10872,0,0,0,0,0,0,0,0
SSC10873,165,14,3,0,0,0,0,178
SSC10874,3,0,0,0,0,0,0,6
SSC10875,3,0,0,0,0,0,0,4
SSC10876,38,3,0,0,0,0,0,37
SSC10877,14,0,0,0,0,0,0,16
SSC10878,1000,113,96,17,3,3,16,1245
SSC10879,0,0,0,0,0,0,0,0
SSC10880,164,15,11,4,0,0,3,198
SSC10881,0,0,0,0,0,0,0,0
SSC10882,5,0,0,0,0,0,0,5
SSC10883,13,0,0,0,0,0,0,15
SSC10884,0,0,0,0,0,0,0,0
SSC10885,1294,102,46,13,0,0,12,1464
SSC10886,5,0,0,0,0,0,0,5
SSC10887,18,3,0,0,0,0,0,20
SSC10888,3,0,0,0,0,0,0,3
SSC10889,196,36,19,3,0,0,4,261
SSC10890,0,0,0,0,0,0,0,0
SSC10891,11,0,0,0,0,0,0,10
SSC10892,2909,102,32,24,0,0,13,3084
SSC10893,215,14,5,0,0,0,0,237
SSC10894,9,0,4,0,0,0,0,11
SSC10895,9,3,0,0,0,0,0,12
SSC10896,348,17,3,5,0,0,0,372
SSC10897,5,0,0,0,0,0,0,8
SSC10898,3102,122,38,39,0,0,3,3301
SSC10899,1494,69,55,39,0,0,3,1668
SSC10900,0,0,0,0,0,0,0,4
SSC10901,443,15,19,4,0,0,3,484
SSC10902,0,0,0,0,0,0,0,0
SSC10903,22,0,0,0,0,0,0,25
SSC10904,19,0,0,0,0,0,0,21
SSC10905,62,12,3,0,0,0,0,79
SSC10906,0,0,0,0,0,0,0,5
SSC10907,146,10,0,3,0,0,0,157
SSC10908,1222,64,36,14,0,0,0,1343
SSC10909,211,17,14,3,0,0,0,245
SSC10910,266,17,7,0,0,0,0,288
SSC10911,207,25,15,4,0,0,3,251
SSC10912,108,14,9,3,0,0,0,126
SSC10913,0,0,0,0,0,0,0,3
SSC10914,0,0,0,0,0,0,0,0
SSC10915,118,6,3,3,0,0,0,135
SSC10916,12,0,0,0,0,0,0,19
SSC10917,3,0,0,0,0,0,0,0
SSC10918,708,42,25,11,0,0,3,794
SSC10919,19,0,0,0,0,0,3,19
SSC10920,218,15,12,5,5,0,3,251
SSC10921,12,0,3,0,0,0,0,14
SSC10922,57,3,0,0,0,0,0,62
SSC10923,89,3,0,0,0,0,0,96
SSC10924,110,14,18,3,0,0,0,153
SSC10925,16,0,0,0,0,0,0,16
SSC10926,3,0,0,0,0,0,0,3
SSC10927,0,0,0,0,0,0,0,0
SSC10928,217,9,3,3,0,0,0,233
SSC10929,32,5,0,0,0,0,0,36
SSC10930,4,0,0,0,0,0,0,4
SSC10931,3,0,0,0,0,0,0,8
SSC10932,63,13,10,4,0,0,3,86
SSC10933,3,0,0,0,0,0,0,3
SSC10934,104,6,9,0,0,0,0,120
SSC10935,271,9,4,3,0,0,0,291
SSC10936,29,0,3,0,0,0,0,32
SSC10937,0,0,0,0,0,0,0,0
SSC10938,581,28,7,0,0,0,0,621
SSC10939,88,13,0,0,0,0,0,101
SSC10940,10,0,0,0,0,0,0,10
SSC10941,0,0,0,0,0,0,0,0
SSC10942,5,0,3,0,0,0,0,13
SSC10943,181,15,5,0,0,0,3,207
SSC10944,21,3,0,0,0,0,0,25
SSC10945,9,0,0,0,0,0,0,9
SSC10946,0,0,0,0,0,0,0,0
SSC10947,28,0,0,0,0,0,0,28
SSC10948,5,0,0,0,0,0,0,6
SSC10949,330,29,38,4,0,0,3,406
SSC10950,0,0,0,0,0,0,0,3
SSC10951,54,3,5,3,0,0,0,66
SSC10952,6,0,0,0,0,0,0,6
SSC10953,17,0,0,0,0,0,0,17
SSC10954,266,22,6,3,0,0,3,294
SSC10955,4,0,0,0,0,0,0,4
SSC10956,5,0,0,0,0,0,0,5
SSC10957,6,0,0,0,0,0,0,6
SSC10958,12,0,0,0,0,0,0,17
SSC10959,1793,183,111,30,0,3,22,2142
SSC10960,0,0,0,0,0,0,0,0
SSC10961,0,0,0,0,0,0,0,0
SSC10962,4,0,0,0,0,0,0,4
SSC10963,4,0,0,0,0,0,0,4
SSC10964,134,6,7,3,0,0,0,145
SSC10965,314,17,16,10,0,0,0,357
SSC10966,167,8,3,0,0,0,3,181
SSC10967,9,0,0,0,0,0,0,11
SSC10968,14,0,0,0,0,0,0,14
SSC10969,47,0,0,3,0,0,4,53
SSC10970,877,62,24,10,0,0,3,972
SSC10971,720,26,16,7,0,0,3,778
SSC10972,44,3,0,0,0,0,0,47
SSC10973,14,0,0,0,0,0,0,14
SSC10974,5,0,0,0,0,0,0,7
SSC10975,14,0,3,0,0,0,0,21
SSC10976,19,3,0,0,0,0,0,23
SSC10977,7,0,0,0,0,0,0,7
SSC10978,7,3,0,0,0,0,0,15
SSC10979,49,3,0,6,0,0,0,61
SSC10980,0,0,0,0,0,0,0,0
SSC10981,0,0,0,0,0,0,0,0
SSC10982,0,0,0,0,0,0,0,0
SSC10983,7,0,0,0,0,0,0,4
SSC10984,29,0,3,3,0,0,0,32
SSC10985,183,13,8,6,0,0,0,208
SSC10986,0,0,0,0,0,0,0,0
SSC10987,856,88,55,21,0,0,9,1028
SSC10988,0,0,0,0,0,0,0,3
SSC10989,8,0,0,0,0,0,0,15
SSC10990,6,0,0,0,0,0,0,6
SSC10991,4,0,0,0,0,0,0,4
SSC10992,34,0,0,0,0,0,0,37
SSC10993,9,0,0,0,0,0,0,9
SSC10994,0,0,0,0,0,0,0,0
SSC10995,4,0,0,0,0,0,0,4
SSC10996,626,24,15,3,0,0,0,673
SSC10997,3,0,0,0,0,0,0,4
SSC10998,8,0,0,0,0,0,0,9
SSC10999,2032,64,24,12,0,0,4,2131
SSC11000,841,38,10,8,0,0,0,891
SSC11001,1488,56,36,39,3,0,3,1627
SSC11002,305,11,14,7,0,0,7,335
SSC11003,25,0,3,0,0,0,3,34
SSC11004,0,0,0,0,0,0,0,0
SSC11005,29,3,0,0,0,0,0,39
SSC11006,38,3,3,0,0,0,0,46
SSC11007,10,3,0,0,0,0,0,14
SSC11008,23,0,3,0,0,0,0,22
SSC11009,0,0,0,0,0,0,0,0
SSC11010,201,12,14,0,0,0,0,230
SSC11011,13,0,0,0,0,0,0,17
SSC11012,25,4,0,0,0,0,0,34
SSC11013,410,13,6,4,0,0,0,439
SSC11014,449,23,15,12,0,0,0,488
SSC11015,1328,54,18,3,0,0,0,1409
SSC11016,14,0,0,0,0,0,0,15
SSC11017,5,0,0,0,0,0,0,5
SSC11018,46,3,3,3,0,0,0,51
SSC11019,213,13,13,0,0,0,0,238
SSC11020,3,0,0,0,0,0,0,3
SSC11021,0,0,0,0,0,0,0,0
SSC11022,22,0,0,0,0,0,0,22
SSC11023,22,0,0,0,0,0,0,23
SSC11024,106,4,4,0,0,0,6,117
SSC11025,202,12,7,3,0,0,3,235
SSC11026,37,0,0,0,0,0,0,42
SSC11027,0,0,0,0,0,0,0,0
SSC11028,3,0,3,0,0,0,0,9
SSC11029,0,0,0,0,0,0,0,0
SSC11030,0,0,0,0,0,0,0,0
SSC11031,9,0,0,0,0,0,0,9
SSC11032,24,3,0,0,0,0,3,33
SSC11033,6,0,0,0,0,0,0,9
SSC11034,0,0,0,0,0,0,0,0
SSC11035,0,0,0,0,0,0,0,0
SSC11036,482,43,33,4,0,0,4,566
SSC11037,7,0,0,0,0,0,0,10
SSC11038,25,6,0,0,0,0,3,34
SSC11039,4,0,0,0,0,0,0,4
SSC11040,0,0,0,0,0,0,0,0
SSC11041,59,3,6,0,0,0,0,73
SSC11042,0,0,0,0,0,0,0,0
SSC11043,217,19,16,0,0,0,0,252
SSC11044,155,14,14,9,0,0,4,198
SSC11045,0,0,0,0,0,0,0,0
SSC11046,38,0,0,0,0,0,0,38
SSC11047,45,5,0,0,0,0,0,55
SSC11048,16,0,0,0,0,0,0,20
SSC11049,23,0,4,0,0,0,0,23
SSC11050,0,0,0,0,0,0,0,0
SSC11051,41,3,0,0,0,0,0,42
SSC11052,509,47,37,7,0,0,3,609
SSC11053,493,35,31,10,3,0,11,583
SSC11054,11,0,0,0,0,0,0,15
SSC11055,12,0,0,0,0,0,0,11
SSC11056,329,28,14,0,0,0,4,373
SSC11057,12,0,0,0,0,0,0,13
SSC11058,4,0,0,0,0,0,0,4
SSC11059,3,0,0,0,0,0,0,3
SSC11060,13,0,0,0,0,0,0,15
SSC11061,3,0,0,0,0,0,0,3
SSC11062,0,0,0,0,0,0,0,0
SSC11063,92,12,5,0,0,0,3,105
SSC11064,7,0,0,0,0,0,0,14
SSC11065,72,10,0,0,0,0,0,90
SSC11066,0,0,0,0,0,0,0,0
SSC11067,0,0,0,0,0,0,0,0
SSC11068,26,0,0,0,0,0,0,26
SSC11069,0,0,0,0,0,0,0,0
SSC11070,706,31,18,8,3,0,6,771
SSC11071,3,0,0,0,0,0,0,4
SSC11072,14,0,0,0,0,0,0,14
SSC11073,178,18,13,0,0,0,3,209
SSC11074,7,0,0,0,0,0,0,7
SSC11075,505,40,27,6,0,0,9,584
SSC11076,32,3,0,0,0,0,0,42
SSC11077,0,0,0,0,0,0,3,5
SSC11078,8,0,0,0,0,0,0,8
SSC11079,11,0,0,0,0,0,0,9
SSC11080,396,39,32,6,0,0,8,480
SSC11081,0,0,0,0,0,0,0,0
SSC11082,655,45,32,3,0,0,9,746
SSC11083,0,0,0,0,0,0,0,0
SSC11084,0,0,0,0,0,0,0,0
SSC11085,4,0,0,0,0,0,0,4
SSC11086,3,0,0,0,0,0,0,5
SSC11087,0,0,0,0,0,0,0,3
SSC11088,0,0,0,0,0,0,0,0
SSC11089,3,0,0,0,0,0,0,4
SSC11090,9,0,3,0,0,0,0,8
SSC11091,3,0,0,0,0,0,0,7
SSC11092,0,0,0,0,0,0,0,0
SSC11093,33,9,4,3,0,0,0,45
SSC11094,86,13,16,0,0,0,0,109
SSC11095,3,0,0,0,0,0,0,9
SSC11096,0,0,0,0,0,0,0,0
SSC11097,89,5,4,0,0,0,0,105
SSC11098,5,3,0,0,0,0,0,9
SSC11099,797,70,51,11,0,0,6,936
SSC11100,9,0,0,0,0,0,0,8
SSC11101,0,0,0,0,0,0,0,0
SSC11102,27,3,0,0,0,0,0,34
SSC11103,14,0,0,0,0,0,0,16
SSC11104,0,0,0,0,0,0,0,0
SSC11105,1870,156,99,24,5,3,14,2172
SSC11106,0,0,0,0,0,0,0,0
SSC11107,11,0,0,0,0,0,0,12
SSC11108,0,0,0,0,0,0,0,0
SSC11109,3,0,0,0,0,0,0,3
SSC11110,6,0,0,0,0,0,0,6
SSC11111,5,0,0,0,0,0,0,5
SSC11112,1057,60,16,3,0,0,0,1143
SSC11113,215,12,7,0,0,0,0,230
SSC11114,119,3,3,0,0,0,0,131
SSC11115,388,23,21,3,0,0,4,445
SSC11116,223,20,16,7,0,0,0,262
SSC11117,0,3,0,0,0,0,0,6
SSC11118,1046,61,31,7,0,0,0,1158
SSC11119,1445,121,35,8,0,0,3,1614
SSC11120,5,0,0,0,0,0,0,5
SSC11121,16,0,0,0,0,0,0,18
SSC11122,5,0,0,0,0,0,0,5
SSC11123,224,16,6,6,0,0,0,254
SSC11124,15,3,0,0,0,0,0,17
SSC11125,15,0,0,0,0,0,0,15
SSC11126,3,0,0,0,0,0,0,3
SSC11127,60,4,6,4,0,0,0,71
SSC11128,62,5,4,0,0,0,0,71
SSC11129,0,0,0,0,0,0,0,0
SSC11130,9,0,0,0,0,0,0,9
SSC11131,411,38,9,0,0,0,0,461
SSC11132,3,0,0,0,0,0,0,3
SSC11133,0,0,0,0,0,0,0,0
SSC11134,1304,46,24,12,0,3,4,1393
SSC11135,1465,69,26,13,0,0,7,1576
SSC11136,3,0,0,0,0,0,0,3
SSC11137,5,0,0,0,0,0,0,5
SSC11138,28,3,0,0,0,0,0,30
SSC11139,5,0,0,0,0,0,0,5
SSC11140,62,3,3,0,0,0,0,67
SSC11141,6,0,0,0,0,0,0,9
SSC11142,3,0,0,0,0,0,0,3
SSC11143,96,7,4,3,0,0,0,109
SSC11144,39,4,0,0,0,0,0,40
SSC11145,22,4,0,0,0,0,0,23
SSC11146,195,20,16,3,0,0,9,240
SSC11147,125,3,10,0,0,0,5,146
SSC11148,17,0,0,0,0,0,0,24
SSC11149,3,0,0,0,0,0,0,3
SSC11150,0,0,0,0,0,0,0,0
SSC11151,3,0,0,0,0,0,0,3
SSC11152,3,0,0,0,0,0,0,3
SSC11153,0,0,0,0,0,0,0,0
SSC11154,190,19,11,0,0,0,0,218
SSC11155,3,0,0,0,0,0,0,3
SSC11156,17,0,5,0,0,0,0,24
SSC11157,0,0,0,0,0,0,0,0
SSC11158,15,3,0,0,0,0,3,19
SSC11159,37,3,6,0,0,0,0,49
SSC11160,4,0,0,0,0,0,0,4
SSC11161,162,26,14,3,0,0,3,206
SSC11162,6,0,0,0,0,0,0,5
SSC11163,3,0,0,0,0,0,0,3
SSC11164,10,0,0,0,0,0,0,16
SSC11165,8,0,0,0,0,0,0,8
SSC11166,15,0,0,0,0,0,0,15
SSC11167,341,7,8,0,0,0,0,365
SSC11168,4,0,0,0,0,0,0,4
SSC11169,63,9,9,0,0,0,0,82
SSC11170,40,0,3,0,0,0,0,40
SSC11171,4,0,0,0,0,0,0,4
SSC11172,28,3,0,0,0,0,0,34
SSC11173,0,0,0,0,0,0,0,0
SSC11174,22,0,0,0,0,0,0,24
SSC11175,677,58,51,11,0,3,3,794
SSC11176,27,0,0,0,0,0,0,27
SSC11177,19,3,0,0,0,0,0,24
SSC11178,18,0,0,0,0,0,0,18
SSC11179,5,0,0,0,0,0,0,5
SSC11180,0,0,0,0,0,0,0,0
SSC11181,9,0,0,0,0,0,0,8
SSC11182,4,0,0,0,0,0,0,4
SSC11183,3,0,0,0,0,0,0,3
SSC11184,3,0,0,0,0,0,0,3
SSC11185,54,3,0,0,0,0,0,62
SSC11186,3,0,0,0,0,0,0,3
SSC11187,0,0,0,0,0,0,0,0
SSC11188,19,0,4,0,0,0,0,28
SSC11189,51,4,3,0,0,0,0,52
SSC11190,20,3,0,0,0,0,0,24
SSC11191,112,10,13,4,0,0,0,134
SSC11192,0,0,0,0,0,0,0,0
SSC11193,4,0,0,0,0,0,0,10
SSC11194,15,0,3,0,0,0,0,20
SSC11195,24,0,0,0,0,0,0,29
SSC11196,14,0,0,0,0,0,0,11
SSC11197,8,0,0,0,0,0,0,8
SSC11198,6,0,0,0,0,0,0,10
SSC11199,29,4,0,0,0,0,0,27
SSC11200,17,0,0,0,0,0,0,17
SSC11201,0,0,0,0,0,0,0,0
SSC11202,1049,135,76,12,3,0,16,1291
SSC11203,33,0,5,6,0,0,0,43
SSC11204,3,0,0,0,0,0,0,3
SSC11205,20,0,0,0,0,0,0,18
SSC11206,25,0,0,3,0,0,0,33
SSC11207,4,0,0,0,0,0,0,5
SSC11208,0,0,0,0,0,0,0,3
SSC11209,19,3,0,0,0,0,0,19
SSC11210,12,0,3,0,0,0,0,15
SSC11211,255,24,3,0,0,0,0,282
SSC11212,317,35,3,0,0,0,0,356
SSC11213,36,3,4,0,0,0,0,42
SSC11214,99,3,5,0,0,0,0,102
SSC11215,89,8,14,3,0,0,3,119
SSC11216,0,0,0,0,0,0,0,0
SSC11217,10,0,0,0,0,0,0,7
SSC11218,114,13,0,0,0,0,0,131
SSC11219,420,25,12,3,0,0,0,461
SSC11220,3,0,0,0,0,0,0,3
SSC11221,236,19,19,3,0,0,0,271
SSC11222,16,6,0,0,0,0,0,26
SSC11223,12,0,0,0,0,0,0,15
SSC11224,397,21,15,11,0,0,0,451
SSC11225,4,0,0,0,0,0,0,4
SSC11226,0,0,0,0,0,0,0,0
SSC11227,2170,141,52,17,3,0,9,2387
SSC11228,0,0,0,0,0,0,0,0
SSC11229,8,0,0,0,0,0,0,7
SSC11230,3,0,0,0,0,0,0,3
SSC11231,24,3,0,0,0,0,0,24
SSC11232,18,0,0,0,0,0,0,17
SSC11233,24,3,0,0,0,0,0,28
SSC11234,54,8,3,0,0,0,0,69
SSC11235,217,9,5,3,0,0,0,232
SSC11236,26,3,0,0,0,0,0,35
SSC11237,570,41,36,10,0,0,9,671
SSC11238,555,19,3,7,0,0,0,586
SSC11239,336,5,8,3,0,0,0,357
SSC11240,159,0,3,0,0,0,0,166
SSC11241,164,10,10,3,0,0,0,188
SSC11242,0,0,0,0,0,0,0,0
SSC11243,0,0,0,0,0,0,0,0
