SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC13688,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,4,3,15,9,3,0,0,30,0,4,5,3,4,3,0,0,15,3,8,3,8,3,8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,3,8,3,10,9,8,0,0,44,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,3,0,17,3,23,14,30,24,20,3,0,118
SSC13689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,18,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,5,6,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,7,7,6,5,0,4,37
SSC13690,0,4,11,13,0,0,29,0,0,0,0,0,6,0,0,15,3,22,33,9,22,21,3,0,119,3,17,21,36,35,30,9,0,150,43,74,109,95,94,72,32,7,525,3,4,8,6,3,0,0,0,24,6,4,9,10,10,11,3,0,45,54,84,116,112,108,81,36,13,599,0,0,0,5,3,3,5,0,17,16,3,14,16,19,39,21,4,133,81,127,192,186,196,188,73,18,1063
SSC13691,3,3,7,3,0,0,20,0,0,0,5,0,0,0,0,9,0,0,4,14,13,3,0,0,31,0,0,3,7,6,3,3,0,21,3,4,4,10,7,8,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,8,6,9,4,0,38,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,4,0,13,7,9,15,37,39,21,10,0,137
SSC13692,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,6,9,0,0,6,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,0,4,6,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,10,13,8,8,13,4,0,56
SSC13693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,0,16,0,5,11,0,15,4,0,0,31
SSC13694,3,0,0,8,0,0,16,0,0,0,0,0,0,0,0,6,4,3,10,8,5,13,4,0,44,0,0,3,5,7,5,4,0,33,7,12,11,14,8,14,11,0,78,0,0,0,0,0,0,0,0,4,4,0,0,0,3,7,0,0,13,8,13,11,14,11,20,13,0,97,0,0,0,0,0,0,0,0,3,3,3,0,4,3,4,9,3,24,17,20,27,41,36,51,27,9,226
SSC13695,0,0,3,3,0,0,8,0,0,0,3,4,0,3,0,19,0,4,13,11,16,18,12,4,73,3,6,16,20,13,28,12,3,89,3,17,34,41,32,31,35,3,206,3,0,3,3,0,3,0,0,12,3,0,8,3,3,8,3,0,30,14,22,43,42,33,48,41,3,251,0,0,0,0,0,0,4,0,6,7,9,3,8,7,30,39,3,100,21,40,79,87,78,121,106,9,546
SSC13696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,8,6,5,6,0,0,36
SSC13697,4,3,10,14,3,0,37,0,3,3,3,11,5,0,0,23,4,20,20,15,35,32,5,3,123,7,9,13,17,34,36,15,6,143,21,38,47,59,70,47,24,10,314,3,3,0,5,0,3,0,0,18,4,3,8,6,10,11,0,3,48,24,47,60,71,79,63,26,9,382,0,0,0,0,3,6,3,0,12,25,20,25,30,32,50,27,10,218,61,98,126,139,201,197,82,34,939
SSC13698,0,3,3,3,0,0,7,0,0,3,6,4,3,0,0,17,3,10,13,10,18,21,9,0,71,0,16,11,11,20,20,3,0,80,16,47,38,37,45,41,19,3,249,5,6,3,3,0,4,0,0,24,0,5,7,6,14,5,0,0,30,19,57,49,50,58,50,24,3,302,0,0,0,0,4,0,0,0,8,21,21,14,15,13,26,16,5,128,39,94,90,91,120,117,51,12,615
SSC13699,507,288,154,71,19,3,1962,10,148,95,80,33,15,4,0,383,433,2496,1081,474,241,116,59,12,4907,119,477,345,195,128,43,31,10,1360,78,278,168,151,99,55,22,19,877,12,26,14,6,3,0,0,0,69,8,47,52,39,36,18,11,11,222,99,350,231,203,145,69,39,29,1169,3,55,32,16,19,9,11,4,145,239,782,485,317,230,136,87,35,2303,934,5185,2776,1576,948,465,255,101,12228
SSC13700,6,6,7,10,3,0,26,0,0,0,5,5,5,3,0,21,5,20,20,29,34,33,11,0,155,4,14,26,32,41,55,20,4,192,26,75,92,103,169,152,100,31,747,4,3,11,3,7,9,3,0,38,0,6,8,13,14,33,11,12,86,31,80,107,118,194,187,108,38,872,0,0,0,3,9,11,0,3,30,25,17,18,36,52,99,75,39,353,71,138,183,229,332,399,223,82,1653
SSC13701,215,91,56,22,12,3,618,3,61,47,32,35,10,0,0,193,127,741,420,219,129,72,30,5,1731,55,287,242,180,133,71,27,13,994,137,419,309,272,177,111,64,38,1529,8,14,18,9,10,5,0,0,75,16,32,34,41,40,39,18,11,224,161,466,353,322,227,155,86,42,1828,5,18,15,22,30,15,8,5,111,64,127,125,96,81,77,85,134,792,413,1911,1418,963,691,423,252,206,6273
SSC13702,12,21,14,16,0,0,75,0,3,6,9,7,12,0,0,38,14,26,33,40,29,26,6,0,174,5,13,18,37,26,9,3,0,117,16,28,40,56,40,19,7,0,206,0,4,0,3,3,0,0,0,11,0,0,4,4,3,4,3,0,22,23,31,47,65,45,27,8,0,243,0,0,0,3,0,6,0,0,11,48,32,46,56,65,38,12,3,300,91,110,161,232,196,127,28,4,948
SSC13703,5,6,3,4,0,0,23,0,0,0,0,3,0,0,0,8,0,7,12,10,16,6,9,4,67,0,0,3,3,5,11,4,0,26,6,10,15,15,19,17,3,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,4,10,15,16,17,15,3,5,87,0,0,0,0,0,3,0,0,3,10,4,6,3,10,3,0,0,42,17,20,37,46,58,49,15,9,258
SSC13704,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,3,7,0,0,22,0,0,0,3,9,0,0,0,12,4,6,12,18,13,6,0,0,54,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,4,9,8,15,12,9,0,0,58,0,0,0,0,0,0,0,0,3,9,3,3,4,8,3,0,0,31,11,13,23,28,32,17,3,4,135
SSC13705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,4,0,0,15,0,3,3,0,7,3,0,0,15,3,3,18,5,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,26,5,6,3,0,0,52,0,0,0,0,0,0,0,0,0,3,0,3,4,7,4,0,0,16,4,9,41,12,18,16,5,0,101
SSC13706,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,7,0,3,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,3,7,0,0,26,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,10,3,6,13,9,8,6,0,0,49
SSC13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,9,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,5,7,8,0,3,0,25
SSC13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC13709,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,5,5,10,3,7,18,13,4,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,10,3,7,21,17,4,0,54,0,0,0,0,0,0,0,0,0,8,0,3,3,3,3,3,0,29,9,13,11,10,32,23,10,0,101
SSC13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13711,3,10,9,7,3,0,40,0,4,6,3,12,3,3,3,42,9,40,46,39,50,30,15,8,230,10,29,32,63,62,46,16,9,274,81,151,132,209,176,150,91,29,1006,13,7,16,4,10,11,0,0,59,7,13,16,20,20,18,12,8,102,100,165,166,228,206,172,102,36,1173,0,0,0,9,7,9,6,0,24,49,29,42,55,68,81,120,56,497,166,275,294,405,408,359,255,111,2280
SSC13712,0,3,5,0,0,0,15,0,0,3,3,0,0,0,0,15,4,9,15,14,10,8,0,0,68,0,6,10,15,7,9,3,0,45,14,11,22,37,24,10,8,3,128,0,0,3,0,3,3,0,0,7,0,0,0,6,3,9,3,0,18,17,18,28,39,23,18,11,0,159,0,0,0,0,0,0,0,0,7,5,3,6,4,4,8,3,3,34,19,43,60,74,59,47,22,5,329
SSC13713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,3,3,3,6,8,9,4,0,34
SSC13714,28,7,3,0,0,0,79,0,0,7,3,3,0,0,0,19,42,91,46,24,19,3,3,0,223,14,29,27,19,9,3,0,0,111,14,27,27,14,16,7,3,0,112,0,0,3,0,0,0,0,0,3,6,4,3,0,0,0,0,0,11,21,28,33,20,23,7,3,0,127,0,3,0,0,0,0,0,0,5,3,24,21,16,8,18,6,0,96,90,209,167,85,64,39,14,0,663
SSC13715,488,213,124,76,23,7,1920,5,86,52,27,27,11,3,0,209,611,2505,865,311,236,148,63,10,4755,427,817,280,161,82,59,24,15,1865,131,227,88,64,45,33,8,11,595,10,16,12,11,6,0,0,0,59,26,65,20,17,23,16,8,0,170,170,304,124,88,76,47,13,15,825,52,68,32,13,12,8,0,3,187,476,1030,408,254,191,102,52,24,2530,1799,5732,2243,1065,737,458,180,78,12294
SSC13716,59,19,5,4,0,0,240,0,16,3,3,0,0,0,0,29,44,257,79,34,17,3,0,0,437,11,48,18,16,4,6,0,0,106,13,27,12,19,7,0,0,0,77,0,6,3,0,0,0,0,0,12,0,3,5,3,3,0,0,0,19,17,36,20,22,8,0,0,0,102,0,4,0,3,0,0,0,0,11,50,132,55,44,17,3,4,0,302,137,635,227,139,59,19,3,0,1226
SSC13717,105,72,53,41,8,0,369,0,17,26,20,41,15,3,0,129,95,281,316,219,189,112,54,14,1286,32,133,206,216,156,114,51,18,926,93,194,246,269,185,160,149,67,1361,14,9,15,13,8,11,6,0,85,12,13,36,48,39,66,26,14,260,121,213,301,336,237,235,188,80,1702,3,8,11,13,28,28,16,4,112,53,67,77,72,78,117,138,153,745,311,788,1042,950,778,658,463,278,5275
SSC13718,24,24,17,11,3,0,102,0,9,4,3,3,5,4,0,27,44,84,104,87,52,29,17,3,415,22,39,63,75,41,22,6,0,270,24,56,60,90,58,56,32,8,389,4,3,4,4,0,3,0,0,18,3,6,15,18,14,9,7,0,68,32,66,82,114,77,61,38,8,477,0,0,0,10,9,5,3,0,34,20,23,25,41,30,32,21,11,209,117,248,303,343,230,167,103,26,1537
SSC13719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,3,3,0,0,22
SSC13720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,5,5,0,0,14
SSC13721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,10,5,4,3,6,3,4,0,0,22
SSC13722,10,8,9,0,0,0,28,0,0,0,13,5,3,0,0,22,7,21,59,45,30,12,0,0,171,0,12,29,40,31,13,7,0,121,17,20,50,65,38,21,10,0,222,0,4,0,4,3,0,0,0,17,0,0,3,6,4,3,3,0,22,16,29,55,82,49,24,9,3,260,0,0,0,0,0,0,3,0,4,16,10,12,18,16,15,9,3,91,43,69,163,195,137,63,28,5,702
SSC13723,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,6,0,0,3,8,4,7,0,0,27,0,0,4,5,11,0,3,0,19,3,5,10,3,15,13,6,0,51,0,3,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,3,0,11,13,6,22,13,6,0,66,0,0,3,0,0,0,0,0,3,9,0,6,14,13,9,6,0,56,8,14,26,39,64,29,11,0,191
SSC13724,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,5,8,6,3,0,0,0,21,3,11,10,8,3,5,0,0,34,17,25,15,32,21,10,3,0,125,3,6,0,0,0,0,0,0,9,0,0,3,7,0,0,0,0,14,17,31,21,37,20,16,5,0,141,0,0,0,0,0,0,0,0,0,4,3,6,7,9,9,4,0,50,25,50,40,60,44,28,8,3,260
SSC13725,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,14,0,4,0,5,7,3,0,0,21,6,4,10,10,6,8,4,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,9,11,10,8,8,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,11,19,17,22,17,19,7,0,112
SSC13726,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5,0,0,0,13
SSC13727,10,15,10,3,0,0,68,0,4,8,16,10,5,0,0,49,15,65,56,43,34,26,9,0,238,30,59,66,55,46,34,12,3,302,126,200,184,154,141,77,42,4,939,10,19,13,12,3,3,3,0,72,4,16,16,11,26,18,4,0,94,147,231,218,186,171,96,52,5,1102,4,0,6,0,6,7,0,3,31,64,49,61,73,68,67,46,14,448,259,433,423,385,346,241,125,29,2239
SSC13728,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,4,3,0,0,16,0,0,6,3,3,3,3,0,16,0,5,7,7,12,10,3,0,42,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,8,13,10,10,3,0,48,0,0,0,0,0,0,0,0,0,8,0,3,3,0,4,0,0,17,4,8,19,23,18,21,5,0,102
SSC13729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,7,6,0,0,0,12
SSC13730,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,15,0,7,5,0,6,6,3,0,21,3,4,4,5,9,16,3,0,54,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,3,3,4,4,5,14,20,3,0,60,0,0,0,0,3,0,0,0,3,3,0,0,3,12,12,4,0,39,6,10,8,11,41,45,11,3,141
SSC13731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,5,0,0,0,9,3,3,3,0,4,3,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,4,3,5,8,13,3,0,40,14,10,8,9,16,25,3,0,87
SSC13732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,3,3,8,7,3,0,3,0,27,0,0,3,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,3,13,7,3,0,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,13,8,0,4,0,28,5,3,18,22,11,7,11,0,72
SSC13733,7,5,0,7,0,0,17,0,0,0,0,0,0,0,0,3,0,4,13,16,17,10,0,0,60,3,4,13,20,17,12,3,0,71,9,19,24,35,33,32,10,0,164,3,0,0,0,0,0,0,0,4,0,0,3,0,3,9,0,0,20,13,26,25,36,38,35,14,0,186,0,0,0,0,0,3,0,0,3,8,0,7,14,10,7,9,0,58,24,37,62,93,82,76,34,0,411
SSC13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,5,4,4,10,0,0,27
SSC13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,3,0,0,0,7,0,3,7,5,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,5,8,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,8,10,8,0,0,40
SSC13737,0,3,8,8,0,0,20,0,0,0,0,8,0,0,0,8,0,15,7,15,13,12,4,0,70,0,8,6,12,15,33,7,0,81,4,14,23,16,21,30,7,0,118,0,0,0,0,3,5,0,0,11,0,0,3,0,9,12,0,0,24,4,14,23,19,31,42,6,0,150,0,0,0,0,0,9,0,0,9,9,5,3,5,9,19,4,3,46,15,45,43,59,76,117,23,5,389
SSC13738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,0,5,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,8,3,7,0,0,31
SSC13739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,7,3,0,0,0,16,0,0,3,7,3,0,0,0,12,0,0,0,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,4,3,0,7,0,3,0,0,17,4,12,14,14,19,4,0,0,70
SSC13740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,3,0,3,6,6,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,8,6,3,0,0,22,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,12,8,3,16,13,13,3,0,0,52
SSC13741,51,36,23,10,0,4,176,0,5,6,13,3,0,0,0,30,20,152,103,104,37,22,4,3,446,3,35,27,25,14,6,3,0,122,0,16,18,15,3,5,4,0,65,0,4,0,3,0,0,0,0,13,0,4,3,6,4,3,0,0,26,4,27,23,27,7,11,3,0,103,0,8,0,0,0,0,0,0,7,21,61,50,51,11,14,14,0,214,53,339,257,256,101,63,21,9,1100
SSC13742,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,3,7,0,3,3,3,8,0,0,27,9,0,0,9,18,11,0,5,51
SSC13743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,19,0,0,0,4,8,0,0,0,18,0,4,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,6,3,3,0,0,19,0,0,0,0,0,0,0,0,3,4,8,0,0,10,10,3,0,35,3,12,12,16,23,10,4,4,96
SSC13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,8,3,6,0,0,18
SSC13745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,5,4,3,0,0,26
SSC13746,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,0,4,0,0,11,0,4,3,0,3,0,0,0,12,6,6,3,4,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,4,8,3,0,0,0,38,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,8,0,25,8,20,21,21,13,6,6,0,89
SSC13747,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,3,3,3,0,0,0,9,0,0,3,3,0,0,0,0,5,3,3,3,0,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,8,13,8,15,3,3,0,58
SSC13748,3,8,9,9,4,0,32,0,0,6,3,7,6,0,0,26,4,18,20,17,25,37,11,3,135,7,36,16,45,54,35,12,3,205,43,97,93,99,101,86,38,11,577,10,15,4,15,5,3,0,0,57,7,6,5,11,22,21,5,0,69,52,121,105,124,126,111,45,10,710,0,0,4,5,4,7,6,0,21,36,20,33,35,43,41,37,16,267,96,198,183,234,279,251,111,40,1391
SSC13749,0,0,4,5,0,0,9,0,0,0,0,4,0,0,0,5,0,0,0,14,7,5,3,0,33,0,0,0,3,9,0,0,0,10,0,3,3,9,12,7,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,3,3,9,14,8,3,0,34,0,0,0,3,0,0,0,0,4,3,0,0,3,5,0,0,0,15,3,3,10,30,42,18,11,4,121
