SA2_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
109011174,10,8,0,7,17,3,3,0,0,10,8,0,6,18,3,0,0,0,9,0,0,0,13,1232,891,446,40,2604,1737,166,264,4771
109011175,3,0,0,0,4,4,0,0,0,5,3,0,4,15,6,0,0,0,11,7,0,0,16,1421,1390,410,23,3244,1039,76,357,4717
109011176,3,0,0,0,3,4,0,0,0,6,17,0,20,46,0,3,0,0,7,13,0,0,18,1551,1359,927,72,3904,2327,248,373,6848
109021177,3,0,0,0,3,3,0,0,0,3,0,0,8,11,0,0,0,0,0,8,0,15,16,347,251,119,10,735,382,25,163,1292
109021178,0,0,0,0,3,17,4,0,0,22,25,0,54,97,4,0,0,0,3,4,0,10,18,755,669,219,20,1659,564,37,344,2602
109021179,0,0,0,0,3,0,0,0,0,8,5,0,26,33,11,4,3,0,15,13,4,14,45,390,332,104,9,836,313,37,240,1423
109031180,3,6,0,0,11,8,0,0,0,8,17,3,7,37,6,0,0,0,4,4,0,3,14,780,452,248,17,1491,864,51,126,2538
109031181,4,0,0,0,0,3,4,0,0,11,7,0,7,28,0,0,0,0,4,3,0,4,5,1023,685,217,14,1939,787,72,264,3063
109031182,5,3,0,0,8,0,0,0,0,0,7,0,27,35,5,5,0,0,4,10,0,18,42,885,594,274,31,1780,997,71,314,3163
109031183,4,0,0,3,12,11,3,4,0,15,8,0,17,39,8,0,0,0,11,8,0,8,30,910,662,177,13,1767,753,51,278,2853
109031184,0,0,0,0,3,16,0,0,0,19,19,0,36,73,6,3,5,0,7,0,0,0,17,987,720,191,14,1916,661,48,188,2813
109031185,10,0,0,8,16,13,4,4,0,18,12,6,38,66,14,0,0,0,12,19,0,8,45,1357,811,319,29,2517,1204,79,407,4209
110011186,6,6,0,0,15,7,0,3,0,17,24,0,48,82,7,6,0,0,11,14,3,4,32,2387,2026,1009,86,5517,2883,390,584,9375
110011187,0,0,0,0,7,0,0,0,0,0,15,0,9,27,0,6,0,0,3,0,0,0,7,515,435,137,13,1098,471,53,221,1850
110011188,14,0,0,0,9,5,3,7,0,14,12,0,9,34,0,0,0,0,6,0,0,0,5,779,602,229,23,1638,583,50,140,2411
110011189,0,0,0,0,0,3,0,0,0,3,7,0,6,12,0,0,0,0,0,3,0,3,10,477,282,71,13,841,372,18,133,1365
110021190,9,0,0,0,7,15,3,8,0,19,14,0,29,63,6,0,0,0,6,9,0,3,15,1155,660,391,36,2243,1292,98,382,4015
110021191,7,3,0,5,15,8,0,0,0,9,23,3,40,77,4,0,0,0,0,17,4,12,39,1345,1036,642,52,3078,1421,134,421,5051
110021192,3,0,3,0,9,4,3,0,0,5,7,3,19,37,4,0,0,0,4,5,0,0,8,623,446,180,24,1279,484,55,248,2058
110021193,0,0,0,0,0,10,0,0,0,7,8,0,32,51,3,0,0,0,7,6,0,10,22,750,506,227,19,1499,629,48,229,2400
110021194,0,9,0,0,8,0,6,0,0,9,28,5,45,85,6,0,0,0,12,8,0,0,19,1015,464,276,20,1772,1024,85,356,3233
110031195,0,3,0,8,15,7,0,0,0,10,11,0,95,120,0,5,0,0,5,3,0,47,58,715,629,369,48,1758,823,90,701,3374
110031196,5,0,0,3,4,5,3,4,0,12,15,3,20,43,13,0,0,0,19,14,3,10,49,428,468,163,23,1077,392,32,585,2090
110031197,0,0,0,0,0,3,3,0,0,4,4,0,41,60,0,0,0,0,0,0,0,6,0,755,669,310,26,1762,779,73,259,2879
110031198,0,0,0,0,3,6,0,0,0,6,9,0,28,40,0,0,0,0,4,3,0,7,12,461,457,161,14,1087,394,40,293,1821
110041199,0,5,0,0,6,0,0,0,0,0,10,0,44,59,4,0,0,0,0,3,0,0,10,922,985,444,51,2405,1094,118,370,3988
110041200,0,0,0,0,6,3,0,0,0,3,3,0,9,22,3,0,0,0,5,5,0,0,7,484,480,151,21,1137,341,42,221,1737
110041201,7,4,0,5,10,0,0,0,0,5,7,0,17,31,0,0,0,0,6,4,0,0,11,864,663,324,41,1892,876,76,379,3222
110041202,0,0,0,0,0,4,0,0,0,4,19,0,23,44,6,9,9,0,15,8,0,3,28,2255,2002,1142,106,5504,2433,291,524,8755
110041203,0,0,0,0,5,12,0,0,0,16,30,0,75,122,8,4,3,0,20,41,3,7,67,1656,1609,749,66,4083,2098,204,469,6857
110041204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,424,506,449,31,1414,449,74,254,2192
110041205,5,4,0,3,18,8,4,5,0,22,36,0,30,94,3,3,4,0,10,8,0,7,20,2227,2126,712,69,5123,1726,154,457,7463
111011206,9,13,6,3,27,10,4,5,0,21,52,3,10,90,8,0,0,0,8,4,0,0,12,2059,2006,859,57,4978,1805,156,218,7157
111011207,6,5,0,0,6,14,4,3,0,20,10,0,30,60,3,0,0,0,0,3,0,7,12,666,553,323,35,1573,754,49,141,2514
111011208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2502,3033,1242,83,6857,2448,332,279,9926
111011209,8,9,0,0,16,3,4,0,0,10,9,0,0,22,0,0,0,0,0,0,0,3,8,2426,3031,1206,108,6763,2156,275,234,9430
111011210,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,850,824,686,54,2416,1128,115,219,3878
111011211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,352,456,110,11,925,462,24,66,1486
111011212,0,3,0,0,3,7,4,0,0,11,13,0,13,37,0,0,0,0,0,6,0,0,10,1600,1324,600,53,3578,1300,96,195,5169
111011213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1465,1738,398,25,3627,792,48,63,4524
111011214,3,3,0,0,10,0,0,0,0,3,3,0,0,10,0,0,0,0,0,6,0,0,9,1712,1645,707,58,4121,1597,132,193,6038
111021215,0,0,0,0,6,9,0,0,0,5,39,0,20,76,0,0,3,0,6,0,0,0,8,1015,1055,548,45,2659,935,87,184,3865
111021216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1197,1010,517,35,2760,812,99,123,3788
111021217,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,6,3,0,3,0,0,0,6,1438,2248,696,48,4430,1036,120,143,5730
111021218,0,0,0,0,0,32,6,10,0,50,73,9,19,149,7,0,6,0,12,22,0,0,39,1988,1867,753,63,4673,1808,207,258,6948
111021219,0,0,0,0,0,0,0,0,0,5,25,5,9,41,3,0,0,0,3,4,0,0,8,1735,1320,732,53,3841,1563,106,221,5734
111021220,4,4,0,0,11,6,0,3,3,6,9,0,6,27,0,0,0,0,4,4,0,0,7,1367,995,406,20,2797,787,60,143,3783
111021221,4,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,750,927,338,24,2044,462,74,73,2647
111031222,3,3,0,0,11,4,0,0,0,3,4,0,0,14,0,0,0,0,0,6,0,0,6,1629,2096,659,83,4460,1476,283,144,6370
111031223,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,844,796,576,57,2283,942,116,105,3441
111031224,10,24,7,6,55,7,4,0,0,10,24,7,6,55,4,0,0,0,4,4,0,0,11,1250,1169,506,75,2988,1846,430,392,5658
111031225,7,0,0,0,10,0,0,0,0,7,0,0,0,10,0,3,0,0,9,0,0,0,6,1564,2080,847,74,4563,1944,283,199,6989
111031226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,2432,678,51,4469,728,187,123,5511
111031227,23,30,5,8,58,9,4,10,0,23,30,5,8,58,4,0,0,0,9,14,0,0,20,1545,1401,756,103,3802,2081,472,222,6579
111031228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,1540,1686,413,52,3695,1512,384,187,5769
111031229,11,13,6,0,29,4,0,0,0,11,13,6,19,53,11,0,0,0,7,25,0,0,37,1784,794,381,55,3018,2502,617,377,6509
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,7,4,0,9,17
111031231,4,7,0,0,8,5,0,0,0,4,7,0,0,8,0,3,3,0,5,10,0,5,16,992,805,523,100,2419,1294,541,255,4511
111031232,0,0,0,0,0,10,0,0,0,10,5,0,16,22,4,0,0,0,9,3,0,11,23,1161,890,332,29,2412,1047,85,235,3779
111031233,7,10,4,0,24,3,0,3,0,9,10,4,0,25,0,0,3,0,0,7,0,0,3,2100,2170,1046,109,5417,2360,395,263,8432
111031234,8,8,3,0,18,3,0,3,0,7,8,3,0,19,0,0,0,0,3,3,0,0,7,1231,1100,619,74,3028,1508,454,207,5194
111031235,6,7,0,0,20,4,3,3,0,12,16,0,8,42,3,0,0,0,4,3,0,0,11,1085,756,405,46,2288,1236,414,158,4104
112011236,10,9,0,3,23,54,9,20,11,86,221,10,186,505,8,0,6,0,12,30,3,13,63,2432,1382,961,68,4850,2895,338,592,8673
112011237,3,0,0,0,4,21,0,0,0,27,33,3,26,88,3,0,4,0,3,3,0,0,10,2184,2029,775,61,5046,1568,207,317,7140
112011238,0,5,0,0,10,13,0,0,0,10,14,0,16,39,6,0,0,0,6,0,0,0,4,687,766,240,14,1701,441,122,312,2576
112011239,17,7,10,8,39,28,3,15,0,45,54,13,71,189,3,0,0,0,3,7,4,3,17,885,820,497,32,2238,986,292,381,3906
112011240,10,12,0,5,32,27,8,10,0,39,113,3,76,236,6,7,5,0,15,21,0,8,46,1056,846,377,30,2306,1150,493,528,4476
112011241,5,3,4,0,9,24,3,8,0,42,68,5,131,245,4,3,0,0,5,10,0,9,22,744,469,246,23,1475,702,78,358,2622
112011242,0,3,0,0,5,4,3,0,0,7,3,0,35,52,0,0,0,0,3,6,0,3,11,1066,1103,338,23,2529,682,130,229,3570
112011243,3,5,0,0,10,10,6,7,0,23,28,4,38,93,0,3,0,0,8,9,0,0,19,781,776,417,26,2004,843,224,463,3537
112021244,9,7,0,0,13,11,3,9,0,21,45,4,32,98,0,0,0,0,0,3,0,6,14,1312,1056,684,59,3107,1473,122,398,5102
112021245,9,0,0,0,10,9,7,3,0,19,10,0,12,42,4,3,3,0,9,7,0,0,17,878,668,277,30,1851,635,77,327,2887
112021246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,1379,1310,762,56,3506,1660,193,220,5575
112021247,3,15,0,5,14,10,6,0,0,16,29,5,29,76,6,0,0,0,10,8,0,0,20,952,591,378,23,1948,977,108,298,3332
112021248,6,8,0,4,19,15,0,12,0,33,165,10,51,260,0,0,0,0,4,14,4,13,37,1273,1142,1053,86,3551,2288,381,432,6649
112021249,10,5,0,0,11,14,5,6,0,16,39,0,23,81,5,4,6,0,14,9,0,8,24,1874,1639,599,47,4165,1290,235,597,6284
112031250,7,0,0,0,13,128,7,17,3,159,273,8,164,600,9,3,0,0,15,8,0,29,45,1703,1616,543,30,3892,1542,182,504,6124
112031251,9,7,0,4,16,9,4,3,0,10,22,0,43,73,0,0,0,0,4,9,0,4,14,903,883,593,41,2418,1135,112,255,3921
112031252,5,0,0,0,0,0,3,9,0,15,26,0,39,83,0,0,0,0,3,14,4,3,22,1196,988,403,32,2619,754,140,454,3964
112031253,7,0,0,0,10,34,6,0,0,44,43,3,109,191,0,0,0,0,9,4,0,8,18,1521,1575,572,40,3706,1185,145,440,5473
112031254,0,0,0,0,0,14,3,4,0,18,25,5,80,129,10,0,6,0,17,16,0,15,51,2525,1666,982,91,5260,2957,410,793,9420
112031550,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,3,1957,1630,837,72,4503,1703,170,222,6597
112031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,450,101,7,902,131,21,37,1092
112031552,0,0,0,0,0,23,0,6,0,34,43,0,166,233,4,0,0,0,5,5,0,16,23,1038,572,479,47,2138,1404,167,375,4083
113011256,19,16,0,11,50,16,10,6,0,29,52,0,68,147,5,9,0,0,17,12,0,3,25,1871,2297,807,85,5072,1874,234,496,7680
113011257,10,4,0,8,23,7,0,0,0,19,17,3,50,89,11,6,4,0,25,14,0,7,48,1280,1399,410,50,3134,1035,88,637,4899
113011258,13,5,0,4,23,8,11,6,0,25,21,0,26,73,11,5,0,0,21,4,3,3,27,1028,1016,432,38,2512,1024,88,308,3929
113011259,11,7,0,0,13,5,0,3,0,10,7,0,13,28,0,0,0,0,5,0,4,3,13,632,515,277,29,1452,698,50,233,2434
113021260,0,0,0,0,7,0,0,0,0,3,9,0,20,28,3,0,0,0,4,0,0,0,9,474,301,131,9,917,362,26,149,1452
113021261,4,0,0,0,4,0,3,0,0,3,7,0,24,35,0,0,0,0,0,3,3,3,12,731,642,344,22,1735,830,47,203,2810
113021262,4,7,0,0,13,0,0,0,0,4,8,0,6,22,3,4,0,0,11,7,0,15,34,597,506,141,15,1261,484,30,209,1979
113031263,3,8,0,4,14,0,0,0,0,3,11,0,11,27,0,0,0,0,3,0,0,0,5,1102,647,321,26,2091,1027,55,207,3373
113031264,5,3,3,0,10,4,3,0,0,5,5,6,20,30,7,0,0,0,8,4,0,0,14,397,371,117,17,897,395,33,180,1507
113031265,6,0,0,0,3,10,6,0,0,13,0,0,0,20,0,0,0,0,0,3,0,0,5,626,549,236,18,1433,585,62,140,2221
113031266,9,9,0,5,23,9,0,0,0,10,18,4,14,46,6,3,0,0,7,3,0,0,12,841,618,256,27,1741,852,40,156,2791
113031267,3,0,0,0,3,0,4,0,0,8,0,0,13,23,0,3,0,0,3,8,0,0,15,1795,1939,756,58,4547,1592,177,252,6568
113031268,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,4,7,0,3,13,450,645,154,22,1268,372,133,105,1872
113031269,4,0,5,0,10,0,3,0,0,10,0,5,5,22,0,0,0,0,7,3,0,0,10,2109,2498,1117,86,5811,2268,281,388,8741
113031270,11,22,9,6,51,11,0,0,0,11,21,9,13,56,4,0,0,0,9,10,0,29,43,1142,878,610,70,2693,2027,261,386,5369
113031271,4,4,0,0,9,5,0,0,0,9,19,6,29,59,6,9,0,0,16,9,0,3,30,1868,2073,548,36,4525,1284,171,414,6392
114011272,15,9,0,0,23,74,13,6,0,90,133,4,44,267,20,0,0,0,23,33,0,3,65,1602,831,269,33,2733,1075,82,336,4225
114011273,0,0,0,0,0,0,4,0,0,0,10,0,7,18,0,0,0,0,0,0,0,4,4,584,302,154,10,1058,407,33,139,1635
114011274,5,0,3,0,16,12,4,3,0,16,25,3,8,50,6,0,0,0,4,11,0,0,12,786,420,205,20,1429,683,75,162,2354
114011275,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13,6,0,0,18,8,0,6,30
114011276,0,0,0,0,0,0,0,4,0,5,0,0,12,14,0,0,0,0,6,0,0,0,7,769,431,158,7,1372,604,44,173,2198
114011277,3,0,0,0,8,4,0,0,0,3,9,0,7,19,0,0,0,0,4,0,0,3,11,1888,1601,788,64,4336,1729,180,289,6539
114011278,0,6,0,0,0,10,5,9,0,18,46,7,52,119,0,0,0,0,0,37,4,14,56,1996,2080,1180,104,5367,2222,276,623,8482
114011279,0,0,0,0,3,5,0,0,0,12,40,0,0,48,7,0,0,0,3,14,0,4,19,2174,1239,781,52,4240,1777,184,356,6563
114011280,0,0,0,0,0,34,4,4,0,38,40,0,16,98,5,3,0,0,10,60,0,4,74,788,322,159,16,1280,755,52,166,2259
114011281,0,0,0,0,0,5,0,0,0,9,3,0,9,18,0,0,0,0,3,0,0,0,3,482,441,89,9,1024,217,20,98,1360
114011282,3,11,0,0,19,49,7,6,4,72,136,8,63,269,11,5,0,0,15,7,0,6,34,2510,1458,776,48,4794,2008,169,531,7501
114011283,0,0,0,0,0,64,0,0,0,70,49,0,37,154,5,0,0,0,11,3,0,7,17,961,496,172,12,1642,659,47,308,2659
114021284,6,4,0,0,13,0,4,0,0,6,4,0,0,13,0,3,0,0,5,10,0,0,10,2110,1259,432,35,3833,1627,95,240,5799
114021285,4,0,0,0,3,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,4,597,861,262,21,1740,399,48,62,2247
114021286,0,0,0,0,0,5,0,0,0,5,22,3,21,49,0,0,5,0,8,5,0,0,11,1275,1217,409,38,2939,1119,111,208,4367
114021287,3,4,0,4,15,12,5,0,7,14,58,0,12,84,0,0,0,0,0,5,0,0,4,1229,1124,468,36,2855,1142,85,216,4305
114021288,0,0,3,0,8,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,530,406,125,12,1071,301,29,156,1555
114021289,6,0,0,0,8,3,0,0,0,8,8,0,3,18,3,0,0,0,3,4,0,0,4,1101,705,221,12,2034,698,54,246,3042
115011290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,8,1903,3928,834,73,6731,1439,145,167,8486
115011291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,0,21,3,0,3,28,1788,3566,554,43,5952,798,108,151,7005
115011294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,919,129,10,1751,396,17,28,2190
115011296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,2144,286,27,3564,375,20,60,4024
115011553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,1181,275,27,2099,477,44,55,2679
115011554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,401,778,98,4,1280,520,12,51,1858
115011555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,1929,344,19,3357,481,44,80,3964
115011556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,917,1594,350,41,2894,483,71,84,3535
115011557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,922,136,10,1402,138,14,20,1567
115011558,4,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1430,3300,470,25,5227,671,39,73,6016
115011621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,6,1071,3164,492,31,4756,437,50,63,5308
115011622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,16,6,0,0,27,822,1884,245,20,2974,449,99,70,3587
115021297,8,3,0,0,16,14,11,9,0,33,31,6,20,86,3,6,0,0,14,14,0,4,27,1870,3229,592,44,5732,977,97,209,7017
115021298,3,0,0,0,4,0,4,0,0,3,0,0,0,4,0,6,0,0,3,8,0,0,13,525,708,144,12,1385,339,40,73,1832
115031299,0,0,0,0,0,0,0,0,0,3,5,0,18,24,0,0,0,0,5,5,0,0,4,339,310,68,10,721,249,23,148,1142
115031300,6,3,0,0,7,0,3,0,0,7,25,4,4,38,8,0,0,0,14,4,3,0,27,2125,3133,662,44,5958,1072,116,183,7331
115041301,4,0,0,0,4,18,9,8,0,29,29,0,65,126,0,0,4,0,4,6,0,0,13,903,1654,369,26,2952,574,41,175,3738
115041623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,686,1858,251,18,2809,215,32,69,3125
115041624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,974,3082,436,23,4514,483,78,141,5220
115041625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,961,3182,482,35,4663,427,44,81,5210
116011303,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,13,1333,2078,642,123,4176,1406,312,379,6264
116011304,5,0,0,0,5,3,0,0,0,5,0,0,0,5,0,0,0,0,6,4,0,4,13,1402,2640,988,111,5143,1280,251,345,7021
116011306,4,0,0,0,6,0,0,0,0,4,0,0,0,6,0,3,0,0,3,0,0,0,3,1300,3326,1092,124,5841,1031,188,371,7428
116011307,12,3,0,0,19,7,0,0,0,17,9,0,3,26,0,3,0,0,3,6,0,0,6,1920,3409,1123,142,6590,1815,234,433,9078
116011560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,10,786,1727,573,74,3164,792,144,200,4302
116011561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,0,0,0,14,1155,2188,680,100,4123,960,227,347,5649
116011626,7,3,0,0,8,0,3,0,0,7,4,0,0,9,0,5,0,0,0,8,0,0,10,1191,2066,548,68,3873,980,145,226,5222
116011627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,804,1667,432,64,2965,674,154,179,3976
116021309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,2880,420,39,4132,313,58,63,4563
116021562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,648,124,8,1003,106,14,10,1133
116021563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,3,0,48,0,3,0,52,1538,4029,857,86,6507,948,158,250,7869
116021628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,991,3883,485,31,5388,515,88,113,6102
116021629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,11,829,2869,280,40,4019,396,58,149,4629
116021630,5,4,0,0,5,0,5,0,0,5,4,0,0,10,3,5,0,0,10,3,0,0,11,935,2055,586,65,3642,606,116,226,4587
116021631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,9,527,1830,213,16,2595,184,42,93,2909
116021632,17,0,0,0,17,3,13,4,0,17,0,0,0,17,6,16,0,0,23,9,0,3,38,1398,4303,752,67,6519,860,233,380,7990
116021633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,2062,341,23,3078,463,51,68,3665
116031313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,931,1748,1457,127,4271,1177,146,620,6219
116031314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,1264,371,30,2116,297,44,103,2557
116031315,6,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,7,1035,3197,873,78,5186,728,111,267,6291
116031316,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,3,1075,2323,1446,106,4959,1452,176,587,7174
116031317,0,0,0,0,3,0,0,0,0,3,0,0,0,10,6,6,0,0,11,4,0,3,20,1116,2767,1223,133,5241,1523,221,504,7485
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,16,23
116031319,15,0,0,0,22,4,9,3,0,18,0,0,0,20,0,0,0,0,0,3,0,3,11,1247,3178,935,84,5438,970,125,329,6862
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,39,17,6,135,64,10,46,248
117011321,25,7,5,4,38,4,12,5,5,25,7,5,4,38,5,0,0,0,0,6,0,5,16,1116,1749,512,64,3436,1144,166,219,4970
117011323,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,3,0,0,6,7,0,0,10,1279,1699,674,103,3754,1601,331,332,6014
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
117011634,23,21,11,6,57,13,3,7,0,28,21,7,6,60,0,5,0,0,5,0,0,0,5,715,1080,409,70,2271,995,160,179,3609
117011635,21,9,4,0,34,12,10,0,0,21,9,4,0,35,3,7,0,0,6,14,0,10,32,2581,1931,554,234,5296,1761,1046,440,8546
117021327,93,98,47,27,258,55,21,11,5,93,98,47,27,258,6,10,0,0,14,21,0,4,41,2191,1808,569,124,4694,2710,847,296,8545
117021328,17,10,3,0,38,10,6,0,0,17,10,3,0,38,0,0,0,0,8,0,0,5,8,957,839,287,53,2134,707,333,113,3289
117021636,56,35,19,10,122,23,17,11,3,56,35,19,15,126,0,0,0,0,0,5,0,0,7,1297,1192,456,62,3008,1312,497,180,4996
117021637,56,56,8,9,138,31,19,5,4,56,56,8,9,138,3,3,0,0,6,3,0,4,14,1465,1294,576,109,3445,1877,479,254,6061
117031329,0,7,6,0,16,3,0,0,0,0,5,6,7,19,5,4,0,0,3,17,3,0,21,1546,353,174,33,2109,2785,492,360,5743
117031330,25,14,5,0,41,11,11,7,0,25,14,5,0,41,9,3,0,0,7,28,0,6,47,3142,1422,392,84,5040,3043,905,432,9421
117031331,35,51,11,3,106,17,9,6,5,35,51,11,11,108,3,4,0,0,8,16,7,4,38,2609,1300,659,111,4674,3982,804,584,10047
117031333,17,33,12,0,62,10,6,0,0,17,33,12,4,66,13,3,0,0,10,35,3,23,73,2527,485,313,55,3374,6107,590,776,10853
117031336,25,24,9,4,70,16,9,6,4,25,24,9,4,70,21,4,0,0,28,25,3,7,56,2278,577,239,93,3183,3640,949,613,8391
117031638,9,5,5,0,16,0,4,0,0,9,5,5,0,16,3,0,0,0,5,3,0,0,10,850,437,153,34,1475,965,482,130,3046
117031639,4,26,7,10,43,0,4,0,0,4,26,7,10,43,6,0,0,0,9,25,5,0,37,1025,192,99,97,1419,1726,596,343,4082
117031640,70,65,54,19,202,37,14,16,4,70,65,54,21,207,0,0,0,0,0,10,3,3,20,1827,1001,334,70,3236,2388,907,323,6851
117031641,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,5,0,0,5,17,5,5,34,1846,885,389,80,3203,1838,538,443,6025
117031642,22,25,22,9,81,16,5,0,0,22,25,22,9,81,11,0,0,0,10,22,4,3,44,1671,710,318,82,2786,2585,776,496,6647
117031643,9,0,3,0,16,4,0,0,0,9,0,3,0,16,5,6,0,0,5,5,0,0,17,1781,1111,314,90,3292,1442,537,262,5536
117031644,5,4,0,0,12,0,0,0,0,5,4,0,38,50,4,4,0,0,6,20,0,4,30,1350,349,124,49,1870,1719,259,486,4336
117031645,0,7,0,0,8,0,0,0,0,0,7,0,14,20,9,3,5,3,12,29,9,26,71,2564,703,341,245,3845,2323,1477,701,8347
117031646,7,3,3,4,17,7,0,0,0,7,3,3,3,12,8,0,0,0,8,12,3,0,20,793,306,149,78,1329,1071,528,198,3128
117031647,3,8,7,0,14,6,0,0,0,3,8,7,0,14,5,0,0,0,5,3,0,6,13,2450,755,437,109,3746,3256,1032,713,8750
