SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
108051167,705,443,161,15,1325,483,38,52,1891,5,5,0,0,8,16,0,0,19,0,0,0,0,0,0,0,0,0,5,5,0,0,8,16,0,3,23,5,0,0,0,8,56,0,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,4,0,0,4,8,0,0,13,5,3,0,0,10,67,0,9,83,11,0,0,0,10,12,0,20,43,0,0,0,0,0,0,0,0,9,14,4,0,0,20,12,0,0,32,23,4,4,0,33,27,0,18,78,0,0,0,0,0,0,0,0,0,732,455,164,18,1371,592,36,86,2082,699,422,204,15,1334,512,47,117,2013,3,0,0,0,3,17,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,0,22,0,4,3,0,6,47,4,3,66,0,0,0,0,0,0,0,0,0,0,0
108051168,1190,915,305,10,2427,596,70,91,3186,135,16,52,0,205,149,5,10,372,22,14,16,0,52,19,5,10,82,152,34,70,0,253,167,11,24,458,13,3,25,0,40,59,10,16,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,13,3,25,0,40,62,10,16,114,22,4,3,0,23,18,0,14,59,0,3,0,0,0,0,0,5,8,4,0,0,0,8,10,0,0,19,31,11,4,0,36,31,0,17,89,0,0,0,0,0,0,0,0,0,1388,954,402,13,2759,850,86,145,3844,1347,923,328,23,2619,651,79,136,3476,155,22,37,0,215,176,12,27,421,19,16,13,0,45,22,3,6,82,170,37,54,0,263,196,17,26,501,39,8,23,4,80,84,4,10,178,5,0,0,0,6,5,0,0,9,0,0
108051169,2025,1703,992,65,4788,1472,179,197,6636,91,24,38,0,151,276,17,18,460,12,3,5,0,19,9,4,0,33,97,25,41,0,168,280,18,20,492,104,34,83,7,228,631,31,71,953,0,0,3,0,6,16,0,4,28,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,102,34,88,7,231,647,31,73,980,4,4,3,0,15,31,0,19,65,0,0,0,0,0,0,0,13,14,4,0,4,0,6,5,0,3,19,11,4,5,0,19,40,0,35,91,3,5,3,0,10,5,7,0,17,2245,1767,1136,72,5224,2443,232,321,8218,1990,1618,1039,77,4730,1558,213,286,6785,114,24,68,9,211,482,20,41,758,15,0,8,0,20,19,0,7,58,127,24,75,9,238,505,21,50,812,66,24,50,7,148,424,27,61,660,3,0,0,0,10,29,0,7,45,0,0
108051170,1640,1024,423,29,3116,984,106,212,4421,24,4,6,0,30,30,0,0,62,27,4,5,0,36,15,8,3,59,47,10,9,0,73,41,6,0,125,4,0,3,0,5,35,5,0,49,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,3,0,3,0,0,0,7,6,0,0,0,15,41,5,0,61,20,3,3,0,28,46,0,27,102,0,0,0,0,5,4,0,0,14,3,7,0,0,11,0,0,0,11,22,10,6,0,39,60,0,33,128,0,0,0,0,0,0,0,0,0,1720,1042,448,28,3242,1125,118,248,4725,1767,1041,442,38,3287,1070,111,389,4856,24,4,9,0,37,49,3,3,91,35,4,12,0,54,27,6,9,95,58,13,18,0,88,75,7,12,184,0,3,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0
108051171,582,493,285,22,1381,447,44,54,1923,11,0,10,0,20,35,0,0,60,0,0,0,0,3,0,0,0,5,11,0,8,0,21,40,0,0,60,14,0,12,0,26,90,4,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,6,14,0,12,0,26,89,4,0,117,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,10,6,0,0,13,9,3,0,0,9,10,0,0,26,0,0,0,0,0,0,0,0,0,612,495,312,22,1437,583,43,60,2125,542,478,299,16,1335,493,49,76,1956,14,4,3,0,21,65,0,5,92,0,4,0,0,3,5,0,0,10,12,6,4,0,25,75,3,5,102,6,3,9,0,16,36,8,4,61,0,0,0,0,0,0,0,0,0,0,0
109011172,1159,1536,391,24,3102,703,168,98,4068,26,6,9,4,39,40,15,11,110,5,0,6,0,9,8,0,0,24,32,6,9,4,55,52,13,11,130,80,39,35,8,158,312,51,35,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,82,39,35,8,161,312,51,35,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,5,1272,1578,435,37,3321,1063,233,141,4763,1362,1744,469,28,3603,852,224,181,4858,80,32,41,8,155,285,38,49,527,10,6,4,0,22,18,5,7,54,85,31,44,11,171,303,46,54,581,14,10,5,0,25,49,5,23,96,0,0,0,0,0,0,0,0,0,0,0
109011173,798,925,456,31,2209,702,120,125,3160,13,6,8,0,30,46,4,8,92,0,0,0,0,4,0,0,0,4,16,6,8,0,37,46,4,8,98,69,32,46,4,146,239,20,37,448,0,0,0,0,3,6,0,7,9,0,0,0,0,0,3,0,0,10,..,..,..,..,..,..,..,..,..,0,0,0,0,4,3,0,0,13,69,32,49,4,160,259,21,42,481,8,0,0,0,7,18,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,18,0,10,26,0,0,0,0,0,0,0,0,0,889,963,515,43,2405,1018,147,185,3754,864,896,448,38,2244,820,114,238,3409,82,48,53,5,181,262,32,62,537,5,0,0,0,5,27,0,14,41,82,45,53,5,190,289,35,73,585,0,0,0,0,4,9,0,5,17,0,0,0,0,0,0,0,0,0,0,0
109011174,937,848,359,22,2179,714,129,123,3135,73,23,23,4,115,184,20,19,331,10,7,5,0,23,21,5,9,55,82,27,25,4,144,198,26,20,386,103,42,38,3,186,527,53,81,841,9,0,0,0,9,51,5,11,72,0,0,0,0,6,9,3,0,13,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,3,114,41,45,3,207,583,56,86,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,0,0,6,6,0,0,17,7,3,0,0,6,6,0,7,22,0,4,0,0,4,4,0,4,9,1140,927,431,39,2528,1502,212,243,4493,900,807,316,30,2052,763,98,172,3087,124,66,67,9,257,514,38,85,899,50,9,15,0,74,147,20,41,287,174,73,75,9,331,664,57,126,1181,12,4,6,0,20,89,8,38,154,3,0,0,0,3,20,0,15,39,8,0
109011175,1177,1339,337,26,2883,875,73,148,3971,7,0,0,0,10,32,3,4,45,0,0,0,0,0,0,0,0,0,7,0,0,0,10,32,3,4,45,3,0,3,0,7,14,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,8,3,0,3,0,6,19,0,3,27,0,0,0,0,0,6,0,17,27,0,0,0,0,3,0,0,0,3,3,0,0,0,9,3,0,0,13,6,4,5,0,12,14,0,17,37,5,0,0,0,0,0,0,0,5,1198,1348,345,26,2913,936,74,171,4087,1270,1323,361,19,2977,888,61,208,4130,5,3,0,0,13,31,3,0,49,0,0,0,0,0,0,0,0,0,5,3,0,0,13,31,3,0,49,6,0,0,0,7,29,0,6,37,0,0,0,0,0,0,0,0,0,0,0
109011176,1178,1173,575,41,2978,902,133,96,4110,90,22,50,8,171,256,22,14,464,0,3,7,0,9,10,8,0,33,90,26,60,8,180,267,32,14,497,176,82,139,12,409,744,62,64,1280,8,3,0,0,9,13,3,0,32,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,179,84,139,12,422,755,66,67,1318,11,3,0,0,12,28,0,27,71,0,0,0,0,0,0,0,0,0,5,5,0,0,9,6,0,0,12,10,6,0,0,24,34,0,27,81,0,0,0,0,3,0,0,0,3,1465,1294,783,65,3599,1965,236,203,6008,1304,1163,619,32,3120,1186,145,258,4703,148,103,112,7,374,717,55,79,1220,14,11,18,0,38,58,10,19,119,156,109,128,11,406,770,62,97,1338,3,13,10,5,30,55,9,28,118,6,6,0,0,10,17,0,5,33,0,0
109021177,315,310,118,10,759,317,15,30,1124,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,8,7,5,4,23,46,3,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,7,5,4,23,46,3,7,76,0,0,0,0,0,4,0,50,53,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,6,0,0,0,4,4,0,51,60,0,0,0,0,0,0,0,3,3,333,316,129,9,784,369,25,91,1265,313,268,108,7,696,294,18,107,1113,4,0,0,0,10,18,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,9,18,0,0,25,6,4,13,0,20,28,3,18,71,0,0,0,0,0,0,0,0,0,0,0
109021178,660,621,219,14,1512,441,40,93,2083,7,3,0,0,3,19,0,4,32,3,0,0,0,0,4,0,0,8,5,0,0,0,12,21,0,4,33,14,4,14,0,30,50,4,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,20,4,14,0,29,54,4,12,102,24,6,0,0,25,22,0,101,150,0,0,0,0,0,0,0,0,0,6,0,0,0,6,11,0,0,20,31,6,0,0,30,34,0,103,173,0,0,0,0,0,0,0,0,3,712,625,231,14,1584,544,44,222,2395,628,571,216,14,1432,445,35,182,2087,7,5,6,0,14,27,0,3,39,0,0,0,0,0,0,0,0,0,7,5,6,0,14,27,0,3,39,22,0,12,0,31,72,4,17,133,0,0,0,0,0,0,0,0,0,0,0
109021179,417,376,101,11,912,287,28,96,1318,0,0,0,0,0,17,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,3,22,4,3,0,0,10,19,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,3,0,0,10,19,0,11,41,5,0,0,0,6,22,0,60,91,0,0,0,0,0,3,0,0,9,3,0,0,0,3,4,0,4,15,6,0,0,0,10,31,3,64,106,0,0,0,0,3,0,0,3,4,431,382,101,12,931,359,29,174,1491,380,351,96,10,834,291,26,166,1309,0,0,0,0,5,11,0,0,18,5,0,0,0,5,0,0,0,3,0,0,0,0,9,11,0,5,24,8,0,6,0,14,22,0,11,54,0,0,0,0,0,0,0,0,0,0,0
109031180,657,503,199,9,1365,477,53,53,1950,14,5,4,0,28,40,0,4,67,0,0,0,0,0,0,0,0,6,14,0,4,0,23,40,0,4,72,64,13,13,0,84,180,18,17,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,64,13,13,0,84,182,18,17,293,13,0,0,0,12,17,0,10,47,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,9,13,4,0,0,19,26,0,10,54,0,0,0,0,3,0,0,0,3,747,529,208,9,1496,722,68,89,2377,684,458,203,20,1360,532,39,102,2034,22,0,8,5,35,71,8,7,126,0,0,0,0,0,0,0,0,0,22,0,8,5,35,72,8,7,127,17,12,15,0,40,84,9,21,152,0,0,0,0,0,0,0,0,0,0,0
109031181,874,650,186,20,1730,536,52,92,2403,29,6,4,0,32,30,0,3,68,0,0,0,0,3,0,0,0,10,32,6,7,0,40,27,5,5,71,30,11,4,0,44,67,0,10,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,35,11,4,0,45,67,0,13,124,10,0,0,0,12,19,0,26,64,0,0,0,0,0,0,0,4,10,3,4,0,0,7,0,0,0,5,9,8,0,0,17,19,3,38,72,0,0,0,0,8,0,0,0,8,950,665,198,20,1831,652,53,136,2677,808,618,209,18,1651,610,43,207,2514,29,0,0,0,35,41,0,12,82,3,0,0,0,3,0,0,11,15,33,0,0,0,33,41,0,25,92,38,4,6,0,49,91,3,25,166,0,0,0,0,0,0,0,0,0,0,0
109031182,782,655,339,24,1796,727,52,113,2681,13,6,9,3,31,128,4,13,176,0,0,0,0,0,0,0,0,0,13,6,9,3,31,126,4,13,175,17,8,3,0,22,97,0,12,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,17,8,3,0,22,100,0,12,137,4,0,0,0,4,28,0,29,60,0,0,0,0,0,0,0,0,0,11,4,0,0,14,5,0,0,23,18,4,0,0,21,31,0,28,84,0,0,0,0,0,0,0,8,10,824,663,357,29,1871,980,61,174,3090,800,611,312,23,1744,743,61,248,2808,6,8,6,0,17,36,0,18,73,0,3,0,0,4,0,0,0,4,5,7,4,0,23,41,0,20,80,35,6,21,0,59,160,10,46,276,0,0,0,0,0,0,0,0,0,0,0
109031183,874,725,180,18,1801,571,42,147,2554,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,17,0,4,0,22,69,0,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,0,4,0,24,69,0,8,111,8,0,0,0,8,22,0,18,40,0,0,0,0,0,6,0,0,3,3,8,0,0,9,4,0,0,19,8,8,0,0,19,30,0,16,63,5,0,0,0,8,0,0,0,8,909,739,190,18,1850,682,42,169,2751,865,636,160,28,1690,624,51,241,2606,6,0,0,0,8,43,0,3,55,0,0,0,0,5,0,0,0,4,10,0,0,0,13,43,0,4,65,3,5,3,0,10,53,0,10,74,0,0,0,0,0,0,0,0,0,0,0
109031184,682,457,142,10,1291,372,39,74,1778,6,4,0,0,9,11,0,0,15,4,0,0,0,4,5,0,3,8,10,4,0,0,8,8,0,5,24,51,11,9,0,74,130,7,15,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,51,11,9,0,74,130,7,15,222,12,7,0,0,21,20,3,41,82,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,4,19,5,0,0,23,21,3,43,88,3,0,0,0,6,3,0,0,13,768,475,152,6,1402,534,48,131,2123,684,555,150,8,1399,406,43,114,1957,38,0,6,0,53,66,6,9,127,0,0,0,0,3,4,0,5,7,41,0,10,0,51,67,6,13,132,37,14,15,3,73,96,3,20,191,0,0,0,0,0,0,0,0,0,0,0
109031185,1188,834,272,29,2324,914,56,103,3394,31,4,0,0,37,101,0,8,144,5,10,0,0,11,3,0,0,15,33,8,0,0,50,103,0,8,158,36,6,14,0,58,118,3,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,36,6,14,0,58,117,3,15,195,18,0,0,0,22,36,0,33,87,0,0,0,0,0,4,0,0,3,5,6,4,0,15,12,0,0,28,27,10,9,0,40,46,0,38,119,4,3,0,0,4,0,0,0,4,1282,869,300,29,2477,1172,65,159,3874,1148,824,293,16,2281,969,73,352,3672,22,3,0,0,27,79,3,7,114,0,0,0,0,0,0,0,0,0,22,3,0,0,29,79,3,7,110,23,3,10,0,36,99,8,26,168,0,0,0,0,0,3,0,0,3,0,0
110011186,1849,1937,857,64,4707,1486,287,271,6756,80,33,43,0,156,237,31,36,464,14,6,4,0,21,35,5,7,71,91,41,41,0,179,278,33,37,530,130,78,73,14,293,514,98,125,1029,0,5,5,3,12,17,4,16,44,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,9,0,4,16,130,87,79,16,310,543,104,140,1093,9,3,3,0,13,19,3,56,90,0,0,0,0,0,0,0,0,0,4,5,0,0,7,8,0,5,15,10,7,4,0,16,25,3,55,102,0,3,0,0,6,7,0,0,13,2081,2076,980,82,5223,2334,422,512,8495,1856,1875,851,82,4665,1615,315,409,7004,120,87,69,8,289,403,61,58,807,15,12,13,7,45,81,11,14,155,136,100,79,11,328,490,74,77,966,67,31,28,7,134,285,36,71,525,10,3,0,0,12,28,6,3,52,0,0
110011187,498,477,138,10,1121,380,23,70,1592,4,0,3,0,10,16,0,3,31,0,0,0,0,0,0,0,0,0,4,0,3,0,10,19,0,4,31,3,0,0,0,9,11,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,3,0,0,0,9,13,3,0,24,0,5,0,0,5,8,0,9,20,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,9,3,0,3,0,10,17,0,14,38,0,0,0,0,0,0,0,0,0,509,483,147,14,1150,428,27,88,1690,496,475,169,14,1153,370,35,123,1680,3,3,0,0,15,9,3,0,22,0,0,0,0,0,0,0,0,4,3,3,0,0,15,8,3,6,26,0,4,0,0,7,22,0,6,37,0,0,0,0,0,0,0,0,0,0,0
110011188,699,706,184,23,1619,430,41,61,2142,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,8,3,11,0,18,35,4,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,8,3,11,0,18,37,4,3,61,3,0,3,0,6,15,0,10,34,0,0,0,0,3,0,0,0,3,6,4,0,0,6,0,0,0,7,9,9,6,0,17,14,0,10,46,0,0,0,0,0,0,0,0,0,713,715,200,25,1654,493,42,72,2258,738,620,212,19,1592,533,42,130,2305,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,4,3,0,0,0,8,9,0,0,14,5,0,0,0,5,28,0,3,39,0,0,0,0,0,0,0,0,0,0,0
110011189,444,329,100,6,888,312,12,32,1244,4,0,0,0,5,11,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,0,0,17,0,0,0,0,3,27,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,3,37,0,0,0,0,3,9,0,13,24,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,11,5,0,5,0,5,13,0,13,35,0,0,0,0,0,0,0,0,0,451,338,106,6,907,360,13,48,1329,400,316,92,4,813,333,26,132,1304,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,0,3,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0
110021190,1097,759,367,37,2262,906,85,134,3383,8,4,5,0,22,85,3,9,113,0,0,0,0,0,10,0,0,12,9,4,5,0,18,96,4,9,129,7,0,3,0,17,48,4,6,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,7,0,3,0,17,51,4,6,75,0,0,0,0,0,9,0,7,19,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,0,8,33,0,0,0,0,0,7,0,0,7,1123,765,376,45,2306,1070,92,158,3627,1034,694,347,30,2105,976,90,269,3441,0,0,4,0,5,27,0,4,36,0,0,0,0,0,0,0,0,0,0,0,4,0,5,30,0,4,38,13,5,7,0,28,95,0,19,137,0,0,0,0,0,0,0,0,0,0,0
110021191,1179,1091,526,41,2831,882,87,90,3899,11,4,13,3,29,31,4,4,65,0,0,0,0,0,11,0,0,15,12,4,13,3,30,36,4,4,73,53,25,26,0,104,335,16,15,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,8,53,23,26,0,102,335,16,17,470,6,0,0,0,12,18,0,42,73,0,0,0,0,0,0,0,0,4,3,0,0,0,5,3,0,5,14,7,0,0,0,15,31,0,40,91,0,0,0,0,0,0,0,0,0,1255,1122,567,42,2981,1292,105,154,4527,1183,1017,577,42,2816,935,103,210,4063,28,17,15,0,64,79,4,9,150,4,5,8,0,13,12,0,3,23,37,15,20,0,70,93,4,11,181,37,18,31,0,89,253,10,46,396,0,0,0,0,0,0,0,0,0,0,0
