SA2_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
106011109,12,10,17,8,7,3,0,70,5,6,0,3,14,12,19,16,5,13,3,3,106,12,13,10,19,46,94,108,132,72,69,31,26,627,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,9,13,9,0,0,0,0,47,0,0,0,3,0,0,8,0,0,0,0,0,19,5,0,4,0,7,0,3,6,0,0,0,0,31,3,5,5,9,7,14,26,17,11,6,0,3,105,34,23,23,43,68,169,177,221,105,94,41,46,1038,20,4,4,11,21,57,56,94,38,37,31,28,415,0,0,0,0,0,9,8,24,14,13,4,0,81,4,4,4,6,11,46,80,99,76,68,30,27,455,3,0,0,0,5,13,16,10,11,10,5,3,77,7,5,3,6,12,24,16,25,11,13,12,12,124,15,7,7,11,30,90,122,161,105,94,50,34,735,0,0,0,0,0,4,5,0,0,0
106011110,17,9,18,4,7,4,7,79,3,0,7,6,12,16,9,13,4,10,0,7,104,18,10,8,25,35,99,112,143,62,78,28,26,636,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,4,4,5,13,5,5,3,0,3,42,0,0,0,0,0,5,5,6,0,0,0,0,13,3,0,6,3,6,7,6,3,0,0,0,4,41,4,0,4,4,5,16,27,15,6,3,4,11,105,45,27,25,39,62,169,177,205,101,115,52,52,1071,19,5,4,12,16,50,51,71,54,45,11,21,371,3,0,0,0,3,12,12,13,15,5,4,8,72,6,5,3,3,13,47,78,103,84,69,30,20,471,0,0,0,3,5,6,11,10,8,6,9,5,66,8,3,3,5,8,25,11,30,13,16,3,10,137,22,7,11,9,24,94,121,154,115,99,47,46,747,0,0,0,0,0,5,0,0,0,0
106011111,33,27,23,0,4,0,7,125,9,5,12,19,15,41,42,28,8,9,4,13,195,27,11,25,46,64,278,310,217,81,65,19,35,1173,0,0,3,3,3,12,3,0,0,0,0,0,28,3,0,0,10,6,31,22,6,5,0,5,8,91,0,0,0,3,4,11,9,0,3,0,0,0,36,6,4,6,0,10,27,14,7,3,0,0,9,97,13,6,9,13,26,80,45,18,15,5,4,12,253,49,36,52,80,129,472,460,328,121,87,33,80,1930,29,15,19,35,45,133,165,155,53,33,17,44,747,3,0,3,5,5,32,24,32,19,10,8,9,139,11,7,5,3,19,158,235,268,99,62,25,43,939,4,6,0,3,7,26,21,31,15,8,0,8,123,12,9,6,13,26,45,50,47,11,15,7,10,246,25,19,17,24,53,260,341,371,146,95,35,66,1448,0,0,0,0,0,6,13,10,0,0
106011112,19,26,41,18,12,4,8,148,12,0,4,3,13,32,23,30,17,16,7,9,163,38,4,10,14,39,121,207,347,174,106,33,35,1121,0,0,0,0,0,9,3,3,3,0,0,0,17,3,0,0,3,3,20,14,27,7,7,0,0,83,0,0,4,0,0,3,8,7,0,0,0,0,33,4,0,0,4,8,13,7,6,0,0,0,3,50,10,4,3,10,11,39,29,44,20,8,0,9,185,70,15,18,34,58,233,333,496,245,140,52,67,1764,32,10,4,17,15,74,141,139,50,39,25,40,580,10,3,4,3,3,15,28,45,25,11,4,5,152,15,0,8,10,17,83,177,251,107,68,22,34,793,0,0,0,3,0,12,18,29,14,8,7,12,110,7,0,5,5,9,31,30,48,18,16,10,6,186,36,7,10,19,31,142,254,383,156,101,43,64,1246,0,0,0,0,0,5,0,7,0,0
106011113,5,8,15,6,7,0,0,47,0,0,5,4,4,9,10,9,3,7,0,3,55,10,0,0,10,17,45,44,82,56,67,17,15,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,11,8,4,0,0,38,17,8,4,19,27,65,73,129,76,81,32,18,550,12,5,0,5,10,20,24,38,20,22,11,9,177,0,0,0,0,3,0,5,13,14,9,4,0,53,7,3,4,0,5,23,33,52,47,37,17,12,244,0,4,0,0,4,5,6,6,11,7,3,0,41,3,3,0,0,5,8,4,13,10,15,13,5,73,9,6,8,0,16,33,51,88,72,70,43,20,408,0,0,0,0,0,0,0,0,0,0
106021114,3,9,18,0,5,4,3,51,4,0,0,0,8,14,7,11,5,0,0,4,50,11,3,0,7,27,61,70,128,42,25,10,21,401,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,11,5,3,3,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,3,5,8,4,4,0,3,0,6,30,0,0,0,14,8,18,11,12,3,3,0,4,77,15,8,3,25,48,106,114,216,79,38,16,33,710,7,4,4,13,11,28,63,95,32,20,5,15,303,0,0,0,0,0,6,14,18,7,7,8,6,70,13,5,0,5,10,29,85,187,56,44,20,11,462,0,0,0,0,0,13,10,15,4,8,3,6,61,3,3,0,5,3,3,3,16,5,10,9,4,70,20,11,5,8,16,54,112,234,76,66,33,28,661,0,0,0,0,0,3,5,3,0,0
106021116,11,8,26,9,18,3,4,92,7,3,0,9,7,21,16,15,10,7,8,4,95,21,9,6,17,25,81,92,230,124,89,44,24,754,0,0,0,0,0,5,0,5,3,0,0,0,10,0,0,0,0,5,3,7,12,5,3,0,0,41,0,0,0,0,0,0,0,4,0,0,0,0,14,3,0,0,4,0,0,11,4,0,0,0,0,24,4,6,0,3,3,14,12,24,7,4,5,0,91,40,24,16,32,42,114,137,316,162,137,55,32,1108,23,4,4,7,10,19,39,75,29,24,18,11,287,3,3,0,0,0,15,20,41,26,19,7,4,136,10,0,3,0,5,35,64,168,112,78,34,27,535,5,0,0,0,0,20,11,23,20,16,8,3,112,9,0,0,0,0,6,19,26,11,11,4,3,96,25,5,9,5,4,72,113,257,167,131,53,40,884,0,0,0,0,0,0,0,5,0,0
106021614,27,35,48,17,3,8,6,171,20,8,0,3,19,28,40,38,10,8,5,12,189,44,13,4,31,53,169,292,366,138,76,39,40,1277,0,0,0,0,0,3,5,3,0,0,0,0,21,0,0,0,6,3,26,36,22,4,0,0,0,100,4,0,0,7,0,3,16,10,5,0,0,0,48,3,6,0,4,11,18,13,9,0,0,3,3,69,3,4,5,18,16,53,78,43,9,7,5,7,247,87,35,19,73,89,305,474,531,185,116,49,70,2025,22,13,7,15,21,74,122,150,58,34,12,27,557,3,0,0,0,0,21,29,43,10,15,7,8,155,14,7,3,5,11,97,134,217,89,49,28,16,668,7,0,0,5,7,24,36,38,23,22,8,5,174,20,3,7,4,8,35,34,40,15,8,5,12,191,44,16,14,18,31,175,235,340,134,100,49,33,1188,4,0,0,0,3,4,9,3,3,0
106021615,26,20,42,23,8,8,0,146,9,4,0,5,6,30,24,31,19,10,5,6,149,19,11,8,24,43,136,193,360,196,98,54,33,1181,0,0,0,0,0,7,0,3,5,0,0,0,16,0,0,0,4,6,7,13,24,3,3,5,4,80,0,0,0,0,3,6,5,6,0,5,0,0,34,0,0,0,0,0,7,11,6,0,3,0,5,43,0,0,7,3,8,27,34,45,7,11,5,10,169,43,19,24,32,68,231,308,538,253,132,77,61,1795,19,12,10,13,22,69,117,156,69,30,25,26,569,3,0,0,4,3,13,21,49,25,22,13,7,163,7,3,7,6,10,84,195,300,108,72,32,42,873,4,4,3,0,3,15,26,37,23,12,15,8,152,15,0,3,12,13,26,31,46,22,17,9,12,208,26,7,16,25,33,141,275,434,185,121,70,70,1401,0,0,0,0,0,9,8,3,3,0
106021616,5,3,6,0,4,0,0,24,4,0,4,3,4,19,19,8,4,0,0,4,69,7,8,5,10,12,91,116,104,25,13,4,18,416,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,5,10,16,5,0,0,0,0,40,0,0,0,3,0,3,0,0,0,0,0,0,10,4,0,3,0,9,9,9,3,0,0,0,0,32,4,3,3,12,15,22,21,15,0,3,0,0,94,21,11,14,27,35,164,204,154,40,25,7,24,726,16,0,9,7,12,51,87,89,17,6,13,19,319,0,0,0,0,4,11,10,14,6,0,3,4,51,0,0,0,3,5,72,81,117,21,20,9,13,347,0,0,0,0,7,7,11,13,3,4,0,6,46,0,4,4,4,6,20,14,11,3,0,4,3,78,3,4,5,6,18,104,116,160,38,20,12,31,520,0,0,0,0,0,6,8,0,0,0
106021617,9,16,17,3,9,0,4,63,0,7,0,6,4,18,10,24,6,3,5,4,94,7,15,6,14,25,82,120,184,63,39,20,17,592,0,0,0,0,0,0,8,0,0,0,0,0,19,4,0,0,6,3,8,15,11,5,0,0,0,50,0,3,0,3,0,8,5,6,0,0,0,0,24,0,3,5,0,0,10,8,9,0,0,0,0,36,10,3,5,8,10,24,29,24,3,0,0,5,121,24,26,13,28,48,137,208,281,86,65,27,30,983,18,7,10,10,12,40,69,88,33,22,17,17,329,0,0,0,0,0,6,16,16,6,9,3,3,70,8,0,4,0,5,53,103,134,52,26,6,18,414,0,0,0,0,5,6,9,18,4,10,4,0,53,0,5,3,0,5,13,21,20,11,4,10,5,93,6,3,5,6,19,82,144,190,67,52,18,35,640,0,0,0,0,0,0,0,3,0,0
106021618,23,13,36,16,7,3,8,139,10,6,4,3,12,27,29,42,18,7,4,7,167,24,18,15,17,40,122,195,308,151,68,28,30,1012,0,0,0,0,3,5,4,3,3,0,0,0,19,0,0,0,0,0,13,17,13,9,0,0,9,60,3,0,6,0,0,8,12,3,3,0,0,0,37,5,3,0,0,7,14,8,3,0,0,0,0,43,6,8,0,5,11,39,46,25,8,0,0,6,157,54,32,26,28,66,210,320,422,218,98,36,51,1560,22,9,6,8,17,64,100,190,91,57,29,25,611,9,3,0,3,6,21,27,36,38,25,6,17,178,11,4,0,8,10,59,150,321,210,98,34,29,945,5,0,0,5,8,28,18,47,24,18,5,8,167,7,5,5,9,7,28,40,43,14,8,6,17,186,31,13,6,21,32,130,230,452,288,144,53,71,1475,0,0,0,0,4,0,5,6,0,0
106031119,4,7,12,6,6,4,3,46,3,0,3,0,8,9,11,12,7,3,8,5,73,11,11,4,4,17,38,53,108,51,24,17,21,351,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,5,4,7,4,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,4,11,4,0,0,0,3,4,5,7,0,0,3,0,22,9,0,0,3,8,15,9,5,10,0,3,7,66,28,15,5,5,27,72,90,163,79,32,19,32,578,11,4,5,10,13,28,30,46,15,19,8,11,190,0,0,0,0,0,6,3,10,11,0,0,4,45,5,0,0,3,5,19,37,64,36,21,10,6,209,0,0,5,3,4,9,11,18,9,6,3,0,56,0,0,0,3,5,11,10,14,6,8,3,9,64,11,0,3,7,17,41,57,103,65,33,17,14,376,0,0,0,0,0,0,0,0,0,0
106031120,7,14,7,4,0,0,0,35,0,0,0,4,7,10,15,11,6,0,0,3,54,5,4,3,10,13,59,93,79,20,12,7,15,327,0,0,0,0,5,0,3,0,0,0,0,0,5,3,0,0,0,0,11,7,10,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5,5,15,3,0,0,0,0,0,31,3,3,3,3,9,26,17,13,5,3,0,0,79,25,18,12,24,46,119,162,143,40,24,15,27,659,19,7,3,14,13,34,52,50,32,6,10,21,267,0,5,0,0,0,11,9,12,5,0,0,0,40,8,0,0,4,3,40,56,46,6,3,0,6,181,0,0,0,0,8,6,4,13,4,5,0,0,35,0,0,0,3,10,9,11,12,0,4,0,4,60,8,5,5,7,19,59,83,85,11,12,3,14,308,0,0,0,0,3,0,0,0,0,0
106031121,17,22,30,18,11,9,6,134,10,7,4,3,10,19,27,36,17,10,5,12,155,19,16,13,30,32,94,155,291,129,81,36,37,935,0,0,0,0,0,4,3,0,0,0,0,0,15,8,0,0,9,4,13,10,12,9,0,3,0,67,0,0,5,4,0,7,8,0,0,3,0,0,25,3,5,0,7,3,10,8,8,5,4,0,7,48,13,5,9,13,11,32,29,29,10,5,3,6,163,92,38,39,64,75,208,270,435,192,125,72,70,1683,58,20,20,27,26,66,86,128,59,60,50,41,643,4,0,3,3,0,18,22,44,26,16,9,4,151,11,4,0,4,13,39,63,165,89,61,30,24,518,4,0,5,0,7,16,23,22,24,11,14,6,134,15,5,0,7,3,19,27,36,19,9,6,6,162,34,9,8,24,27,92,138,259,157,102,71,45,968,0,0,0,3,0,5,0,3,0,0
106031122,13,27,12,9,6,3,5,82,6,4,0,6,9,27,25,31,8,7,4,8,139,19,13,9,24,35,153,198,164,42,29,15,28,731,0,0,3,0,6,4,6,3,0,0,0,0,18,0,0,0,0,16,34,19,13,0,4,0,5,85,0,0,0,3,0,9,9,4,0,0,0,0,31,0,0,0,7,4,23,23,5,0,0,0,4,66,0,0,4,12,23,65,54,20,4,3,0,3,200,36,27,24,53,84,299,346,262,56,48,17,45,1295,23,11,7,27,17,92,110,81,30,6,4,16,429,0,5,0,5,4,22,20,26,7,5,4,3,96,8,3,4,10,12,73,136,107,26,17,12,16,420,0,0,0,4,3,14,22,15,5,0,5,3,80,10,0,4,8,12,31,25,20,3,3,3,9,118,16,11,7,22,28,141,200,175,41,17,19,32,713,0,0,0,0,3,4,4,5,0,0
106031123,16,17,12,16,6,6,4,94,4,5,3,6,4,17,8,20,8,4,0,3,87,14,3,6,19,26,77,72,126,87,76,42,18,565,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,3,4,5,0,4,30,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,4,0,0,3,3,0,4,0,0,0,16,0,0,4,5,7,5,10,10,10,9,3,10,64,27,11,16,26,30,109,129,173,108,114,50,39,833,18,6,6,3,8,35,32,39,28,30,13,21,244,4,0,0,3,0,5,9,15,14,14,9,10,82,0,0,0,4,8,16,31,69,47,68,21,17,289,7,0,0,4,0,12,18,17,16,10,10,9,98,6,0,0,7,4,17,12,21,13,13,0,14,98,13,6,3,13,15,58,70,120,87,104,35,49,570,0,0,0,0,0,0,0,0,0,0
106031124,3,3,0,0,0,3,0,21,0,4,0,0,0,3,3,3,0,0,0,0,18,3,3,0,0,13,15,31,30,14,7,5,5,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,5,0,0,0,0,15,6,0,0,0,3,4,4,7,0,0,0,3,33,20,11,6,8,24,44,54,65,31,19,11,18,313,27,17,3,9,7,25,33,30,20,17,9,18,201,0,0,0,0,0,0,0,5,5,0,0,0,16,3,0,0,3,0,11,12,25,4,0,0,0,62,0,0,0,0,0,0,0,3,0,0,0,0,10,3,4,0,0,0,5,5,5,3,0,4,0,38,5,3,0,0,0,16,17,43,15,6,5,0,122,0,0,0,0,0,0,0,0,0,0
106031125,16,25,43,15,11,3,0,150,6,4,4,10,4,29,34,38,12,11,9,10,174,20,16,15,29,39,116,213,304,129,97,38,51,1058,0,0,0,5,0,0,6,0,0,0,0,0,17,5,0,0,4,6,11,18,14,5,0,0,4,68,0,0,0,4,0,3,0,5,3,0,0,0,27,3,5,0,4,0,20,13,6,4,3,0,4,63,5,5,6,12,7,37,37,30,15,6,3,9,174,53,36,38,64,67,242,339,454,190,150,57,84,1761,31,11,13,22,25,96,87,125,54,58,21,33,575,5,5,0,0,7,13,23,51,26,21,8,12,171,13,6,3,9,24,62,108,221,113,75,32,35,684,6,3,0,3,6,14,16,33,27,20,4,16,146,8,5,3,7,10,31,36,37,27,15,13,5,197,32,16,6,24,40,116,187,340,193,127,49,68,1197,0,0,0,0,0,4,5,3,3,0
106041126,11,18,17,8,3,0,0,72,3,0,0,0,5,20,20,19,7,6,3,0,77,11,5,4,16,27,127,163,168,78,45,14,25,677,0,0,0,0,0,0,3,6,0,0,0,3,14,3,4,0,8,0,12,9,14,0,3,0,4,61,0,0,0,0,0,5,3,5,0,0,0,3,24,4,3,0,3,4,4,3,4,0,0,0,0,26,3,4,5,7,6,28,17,28,0,8,0,9,122,24,13,14,35,53,208,263,266,98,69,22,51,1117,21,10,12,19,22,84,92,55,11,11,8,22,362,3,0,0,3,4,15,21,21,9,10,0,0,80,9,0,6,11,22,85,125,88,31,20,8,23,431,0,0,0,0,6,12,22,17,7,5,0,9,83,4,3,3,4,13,10,18,24,4,3,7,9,103,18,4,3,23,41,120,178,151,52,39,17,35,699,0,0,0,5,0,4,6,3,0,0
106041127,8,9,4,4,0,6,0,41,0,0,0,0,0,0,3,9,3,11,7,0,32,5,0,0,3,11,28,46,59,44,42,8,11,257,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,3,29,10,3,9,6,22,55,56,80,55,50,20,23,395,3,0,0,3,8,25,25,21,16,7,8,10,135,0,0,0,0,0,0,3,12,9,4,6,0,36,0,0,0,0,3,23,30,33,29,14,9,10,152,0,0,0,0,0,3,3,9,4,4,0,0,26,0,0,0,0,0,7,5,6,0,7,3,0,38,7,3,0,5,5,37,39,64,41,25,15,13,254,0,0,0,0,0,0,0,0,0,0
106041128,11,3,11,9,5,0,4,48,0,6,0,4,7,11,9,8,7,4,0,0,47,9,4,6,5,19,44,61,103,65,54,17,19,402,0,0,0,0,5,0,4,0,0,0,0,0,4,0,0,0,0,0,6,6,5,0,0,0,0,21,0,0,0,0,0,3,0,5,0,0,0,0,12,0,0,0,0,3,6,3,0,4,0,0,0,19,0,0,0,4,5,17,17,5,3,0,0,3,62,15,8,8,15,33,90,104,138,82,69,27,27,629,15,3,0,0,11,36,46,30,18,17,6,12,202,0,3,3,0,0,5,19,16,12,9,7,0,67,7,0,0,0,4,42,57,76,29,18,10,14,256,4,0,0,0,0,11,11,14,6,0,3,0,53,0,0,0,0,0,8,4,12,5,0,0,5,43,8,0,3,8,10,64,86,116,41,33,15,16,419,0,0,0,0,0,0,0,0,0,0
106041129,7,13,8,4,8,0,5,50,4,3,0,5,3,11,12,4,0,3,3,5,62,20,5,11,21,25,70,103,107,29,35,31,21,470,0,0,0,0,0,5,3,0,3,0,0,0,8,0,0,3,8,5,10,5,3,0,0,0,3,35,3,0,0,0,0,5,0,0,0,0,0,0,13,7,0,0,3,0,4,3,0,0,0,0,0,15,8,5,6,10,4,19,14,3,3,0,0,4,72,50,13,19,43,55,126,141,151,53,47,40,39,773,32,10,3,21,22,52,49,42,18,12,13,20,282,0,0,0,0,7,9,12,9,9,3,5,4,66,10,0,5,9,15,47,62,57,18,22,21,10,271,3,5,0,5,0,6,6,10,7,5,8,6,67,8,0,5,0,4,13,9,5,3,0,6,5,55,16,3,13,18,19,76,96,84,42,36,42,23,457,0,0,0,0,0,0,0,4,0,0
107011131,37,37,53,19,12,7,5,211,24,13,4,18,22,57,43,72,30,20,3,13,315,49,24,14,38,65,208,380,520,192,116,47,62,1717,0,0,3,0,3,7,14,6,0,0,0,0,40,4,9,3,6,19,27,37,35,4,3,0,4,155,0,0,0,6,7,14,20,17,0,3,0,4,68,3,7,3,5,8,30,29,17,3,6,6,10,112,12,19,12,21,28,79,93,73,16,6,6,13,379,102,65,40,89,127,380,626,768,271,156,75,99,2805,34,19,14,22,21,107,133,215,99,61,32,17,778,3,0,3,6,0,22,42,59,34,30,15,7,225,21,7,6,13,22,79,178,325,191,102,38,42,1012,4,4,0,4,8,27,41,56,28,15,16,10,205,16,7,4,14,13,43,36,64,32,22,19,18,299,47,24,8,40,48,174,294,509,287,173,78,75,1750,0,0,5,0,4,8,11,8,3,5
