SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
105031106,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,4,3,0,8,28,3,6,47,9,0,0,0,9,8,0,40,52,0,0,0,0,3,3,0,4,8,71,50,22,5,151,64,8,17,245,80,56,22,5,159,74,8,57,302,5,6,0,0,15,3,0,4,27,803,705,416,42,1958,922,73,323,3278,775,625,387,43,1836,814,85,307,3032,20,7,9,6,41,54,5,16,118,0,0,0,0,0,0,0,0,0,20,11,9,6,40,57,5,16,116,6,3,9,0,12,36,0,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,17,36,0,13,67,0,0,0,0,0,3,0,18,32,0,0,0,0,0,6,0,0,8,4,3,0,0
106011107,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,7,3,0,10,24,0,0,41,3,3,3,0,6,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,10,0,0,3,16,3,13,0,0,16,10,0,3,29,1019,1288,369,24,2702,667,71,208,3652,1308,1621,455,23,3413,698,73,175,4359,31,22,48,3,104,80,9,18,210,0,5,0,0,9,8,0,0,24,33,27,46,3,112,88,9,21,232,0,3,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,6,3,0,0,9,3,0,0,16,0,0,0,0,0,6,0,3,8,0,0,0,0,0,0,0,4,4,0,0,0,0
106011108,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,15,3,13,3,36,98,6,24,159,0,0,0,0,0,4,0,13,11,0,0,0,0,0,0,0,0,6,0,0,5,0,5,11,0,3,19,0,0,5,0,7,18,0,14,36,0,3,8,0,17,10,0,24,55,1938,2014,1331,94,5376,2104,229,459,8179,1807,1953,1360,87,5207,1669,192,291,7359,157,68,146,6,379,477,22,77,951,16,9,18,0,44,71,9,7,126,175,71,163,10,422,547,29,77,1075,13,8,11,0,33,89,6,20,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,7,0,0,20,16,8,15,0,41,94,4,18,156,6,0,0,0,3,22,0,4,37,0,0,0,0,0,0,0,11,9,0,0,0,0
106011109,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,10,0,0,6,0,0,0,0,0,0,0,0,7,0,4,0,0,4,4,0,4,8,0,3,0,0,4,12,0,0,24,17,0,7,0,19,15,3,0,40,779,911,291,18,1996,509,63,312,2874,974,1059,371,23,2433,590,65,204,3290,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
106011110,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,5,4,13,27,0,0,35,5,6,0,0,12,9,0,15,45,8,5,0,0,10,0,0,0,11,0,0,0,0,0,4,0,0,5,13,12,3,0,27,17,0,15,62,6,10,0,0,18,5,0,0,19,1061,1005,336,24,2418,775,58,224,3481,1172,1094,322,25,2612,803,51,192,3654,7,5,7,0,16,38,0,5,54,0,0,0,0,0,0,0,0,0,7,5,7,0,16,38,0,5,54,3,0,0,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,8,7,6,0,0,11,11,0,9,32,0,0,0,0,4,0,0,0,4,3,0,0,0
106011111,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,8,10,3,25,84,0,18,136,4,0,0,0,6,0,0,3,8,4,0,0,0,4,0,0,0,6,4,0,0,0,4,0,0,5,7,7,0,0,0,7,3,0,4,20,11,7,0,0,14,4,0,0,25,1560,1905,987,84,4533,1631,164,304,6627,1809,2190,1146,79,5223,1439,176,259,7096,53,37,64,5,168,214,12,30,423,15,7,30,0,54,77,3,4,139,64,53,93,5,218,286,16,30,557,13,5,11,5,32,84,0,7,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,19,6,0,3,29,22,8,18,3,48,94,0,15,156,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0
106011112,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,30,16,31,0,82,164,12,40,305,11,0,0,0,10,26,3,14,56,4,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,3,15,0,4,0,18,29,3,18,74,5,4,6,0,13,20,0,3,40,1394,1944,682,58,4073,1383,138,330,5932,1416,1892,622,45,3975,1002,110,200,5285,67,54,59,4,186,201,12,34,430,31,11,35,5,82,117,19,31,243,99,70,95,9,266,313,27,62,681,32,12,22,0,72,155,8,29,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,32,12,22,0,72,156,8,29,263,15,0,6,0,18,46,5,31,105,0,0,0,0,0,0,0,4,3,0,0,0,0
106011113,0,0,4,0,0,0,4,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9,0,3,0,0,3,7,0,15,21,0,9,0,0,10,4,0,0,13,506,612,106,8,1232,270,20,256,1779,554,686,134,16,1387,291,28,182,1884,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,13,0,0,0,0,0,3,0,0,0,0,0,0,0
106021114,3,0,8,24,4,3,37,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,0,11,0,24,42,8,13,78,4,8,3,0,10,21,0,38,62,0,0,0,0,0,0,0,0,4,8,0,4,0,13,12,3,0,28,9,4,10,0,25,32,3,38,94,37,5,6,3,54,97,0,3,151,584,730,312,31,1655,598,78,182,2507,681,1001,356,32,2072,424,65,70,2629,51,13,33,5,102,117,5,13,232,12,10,8,0,26,35,0,7,67,61,15,40,9,126,153,3,17,294,4,0,3,0,7,15,4,0,28,0,0,0,0,0,0,0,0,0,0,0,8,0,14,14,4,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,8,4,0,0,10,15,4,15,0,26,33,3,5,69,26,0,3,3,31,127,3,7,172,0,0,0,0,0,0,0,0,4,10,0,4,4
106021116,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,4,0,0,0,0,0,13,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,19,0,0,0,0,0,3,0,0,3,769,1069,244,8,2088,432,37,92,2655,811,1225,295,14,2347,398,37,73,2850,26,14,22,0,60,76,3,3,142,0,0,0,0,0,4,0,0,7,27,14,22,0,65,79,3,3,151,0,3,0,0,3,4,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021614,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,6,34,6,32,9,80,221,12,42,353,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,3,0,8,0,0,0,7,38,0,6,0,43,68,0,0,109,1705,2123,892,74,4794,1581,168,275,6817,1549,1946,770,56,4322,1059,157,152,5691,126,71,89,7,295,388,19,44,737,38,25,38,4,100,141,6,12,255,159,94,125,15,392,525,27,56,997,39,8,22,3,79,248,15,20,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,11,44,15,27,3,88,250,15,20,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021615,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,4,0,15,36,0,6,59,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,0,0,5,0,0,0,5,6,0,0,0,4,0,0,0,4,0,3,0,0,3,82,0,4,89,1380,2022,707,52,4158,1076,135,195,5555,1507,2168,773,53,4486,892,117,152,5657,117,66,75,3,251,201,23,17,493,11,0,7,0,14,73,0,7,93,121,64,78,3,266,270,23,22,580,11,3,5,0,25,41,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,14,14,5,5,0,26,42,3,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021616,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,3,8,0,21,49,0,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,617,692,444,40,1793,688,79,126,2683,708,788,450,42,1985,612,70,102,2775,43,8,27,0,77,93,0,6,181,21,8,16,0,50,26,8,20,104,58,22,43,0,127,121,9,26,281,0,0,8,0,11,60,3,11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,11,62,3,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021617,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,7,3,0,16,72,3,9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,17,3,0,0,18,10,5,0,0,15,3,0,0,21,5,0,0,0,5,0,0,0,3,991,1030,483,49,2559,916,71,148,3694,957,1012,482,30,2490,733,61,96,3369,163,28,51,3,248,313,13,14,586,12,10,18,4,41,57,0,9,118,176,35,64,5,284,375,13,24,697,13,3,9,0,22,90,8,6,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,7,0,4,13,18,6,10,0,27,93,8,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106021618,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,11,0,0,0,12,977,1509,368,30,2880,417,51,65,3417,1503,2257,533,42,4337,583,126,88,5130,50,35,38,4,123,68,17,7,213,9,3,10,0,16,12,3,0,32,53,36,42,5,141,83,17,9,246,0,0,3,0,4,10,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,15,4,0,0,24,7,5,8,0,24,14,3,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106031119,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,8,41,0,4,0,49,70,4,22,146,0,0,0,0,3,0,0,0,3,0,4,0,0,3,0,0,0,4,45,9,4,0,57,70,4,26,154,11,0,0,0,9,9,0,3,29,611,622,239,10,1481,490,44,223,2240,815,575,191,16,1597,525,49,134,2309,39,12,17,0,66,44,0,7,121,45,40,23,0,115,44,7,13,176,87,52,44,0,179,94,5,17,298,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,8,6,3,0,0,11,0,0,0,7,15,0,0,0,19,13,0,16,48,0,0,0,0,0,0,0,0,0,4,0,0,0
106031120,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,3,0,3,3,0,3,9,0,4,8,0,15,26,0,6,49,0,0,0,0,0,5,0,26,29,0,0,0,0,0,0,0,0,0,4,0,4,0,8,3,0,0,18,4,0,4,0,11,9,0,24,47,0,0,4,0,3,0,0,0,4,877,605,316,27,1822,687,86,168,2768,909,557,329,19,1811,632,83,115,2636,19,13,17,0,48,90,9,5,152,18,9,7,0,40,24,4,6,71,35,21,23,4,91,106,9,14,218,0,3,0,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,12,0,5,20,0,0,9,0,9,4,0,11,22,0,0,0,0,0,0,0,0,0,0,0,5,0
106031121,27,4,154,160,13,35,365,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,4,218,37,68,4,326,408,21,101,863,17,5,0,0,28,20,3,96,148,0,0,0,0,0,0,0,0,6,6,0,0,0,4,5,0,0,8,25,5,0,0,32,29,3,100,159,17,8,6,0,26,22,0,26,84,2945,1843,815,52,5657,2369,221,738,8982,2261,1499,550,40,4345,1207,125,242,5920,335,90,84,4,517,586,22,57,1183,465,184,199,6,853,401,31,71,1358,800,277,279,10,1368,989,55,132,2541,47,14,29,5,99,157,10,34,296,61,9,17,0,90,117,10,18,242,167,19,36,4,224,195,17,29,459,0,0,0,0,0,0,0,0,0,4,4,3,0,6,4,0,5,16,286,42,78,6,422,464,37,89,1008,41,6,0,0,50,44,0,27,120,0,0,0,0,0,0,0,0,0,3,0,0,0
106031122,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,3,7,3,0,0,12,40,0,3,62,49,0,12,3,63,146,4,63,275,5,0,0,0,3,0,0,0,4,0,0,6,0,8,0,0,0,11,54,5,11,3,76,150,4,64,293,0,0,6,0,11,10,0,7,31,1186,1350,912,53,3495,1440,127,429,5497,1124,1280,873,51,3337,1001,136,198,4665,95,50,78,11,235,360,14,44,652,29,18,23,0,73,115,11,16,216,126,66,112,8,312,476,27,59,862,0,0,4,0,0,32,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,19,5,0,9,0,9,33,0,10,60,37,7,20,3,67,112,14,64,260,0,0,0,0,0,0,0,12,13,4,6,3,0
106031123,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,3,0,0,3,4,0,0,7,0,0,0,0,0,4,0,0,7,3,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,3,548,799,129,9,1484,194,28,54,1768,590,825,136,8,1560,204,24,52,1845,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
106031124,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,28,3,10,0,37,54,9,20,123,5,0,0,0,3,3,0,25,28,0,0,0,0,0,0,0,0,4,0,5,0,0,6,4,0,0,15,8,4,3,0,13,10,0,22,46,4,0,0,0,4,9,0,21,26,1020,307,151,21,1498,651,36,209,2394,1227,256,145,16,1646,598,51,160,2454,26,0,5,0,37,41,3,7,91,44,15,10,5,69,50,3,15,138,70,18,15,5,109,88,6,28,236,15,3,0,0,23,16,0,5,45,3,0,0,0,7,8,0,3,24,3,0,0,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,3,0,33,29,0,15,80,0,0,0,0,0,8,0,5,14,0,0,0,0,0,0,0,0,0,4,0,0,0
106031125,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,3,7,8,0,22,16,0,3,40,41,6,0,4,52,66,13,36,168,4,4,0,0,5,4,0,0,10,0,0,4,0,10,0,0,0,8,45,11,4,4,62,72,13,36,185,0,4,0,0,8,6,0,0,11,1360,1689,480,38,3565,799,103,316,4780,1559,1843,577,29,4007,861,80,176,5122,12,8,13,0,33,39,3,9,77,7,6,3,0,22,12,0,4,34,17,18,20,0,54,49,3,6,107,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,13,5,0,4,0,7,12,0,0,22,15,4,9,0,23,48,8,27,104,0,0,0,0,0,0,0,0,0,0,0,0,0
106041126,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,3,0,0,8,19,0,9,35,0,0,0,0,3,6,0,17,28,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,3,0,0,0,3,6,0,17,36,0,5,0,0,10,10,0,3,20,1058,1274,632,31,3000,1233,159,303,4692,1049,1211,590,38,2885,966,104,241,4199,49,30,25,5,108,243,18,58,434,17,7,16,4,42,98,6,40,185,67,38,39,8,151,346,25,102,621,0,3,5,0,7,8,0,5,22,5,7,5,0,4,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,16,11,0,5,33,5,0,0,0,9,7,0,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0
106041127,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,6,27,0,7,31,0,0,0,0,0,6,0,17,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,19,30,15,7,0,0,25,0,0,4,30,431,459,134,7,1035,313,18,131,1504,435,436,126,13,1019,285,28,99,1428,12,9,8,0,25,48,0,13,85,0,0,0,0,0,0,0,0,0,12,9,8,0,26,48,0,13,88,0,0,0,0,4,20,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,5,33,4,0,3,0,8,0,0,3,12,0,0,0,0,0,0,0,0,0,4,0,0,0
106041128,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,29,12,8,0,49,100,11,15,170,5,0,0,0,5,10,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,10,0,11,31,5,3,0,0,6,6,0,0,15,586,641,218,16,1458,666,69,157,2348,588,639,228,17,1457,482,53,93,2086,52,36,30,4,116,147,16,26,304,3,0,0,0,7,20,0,8,33,53,36,32,4,123,172,18,31,336,7,0,0,0,6,22,4,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,22,4,5,32,0,0,0,0,4,7,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
