SA2_CODE_2021,C11_Neg_Ni_inc_1PF_1C,C11_Neg_Ni_inc_1PF_2C,C11_Neg_Ni_inc_1PF_3C,C11_Neg_Ni_inc_1PF_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_Tot,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_Tot,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_Tot,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_Tot,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_Tot,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_Tot,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_Tot,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_Tot,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_Tot,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_Tot,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_Tot,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_Tot,C11_4000more_1PF_1C,C11_4000more_1PF_2C,C11_4000more_1PF_3C,C11_4000more_1PF_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_Tot,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_1PF_1C,C16_Neg_Ni_inc_1PF_2C,C16_Neg_Ni_inc_1PF_3C,C16_Neg_Ni_inc_1PF_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_Tot,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_Tot,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_Tot,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_Tot,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_Tot,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_Tot,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_Tot,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_Tot,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_Tot,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_Tot,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_Tot,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_Tot,C16_4000more_1PF_1C,C16_4000more_1PF_2C,C16_4000more_1PF_3C,C16_4000more_1PF_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_Tot,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_1PF_1C,C21_Neg_Ni_inc_1PF_2C,C21_Neg_Ni_inc_1PF_3C,C21_Neg_Ni_inc_1PF_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_1PF_1C,C21_1_149_1PF_2C,C21_1_149_1PF_3C,C21_1_149_1PF_4mC,C21_1_149_Tot,C21_150_299_1PF_1C,C21_150_299_1PF_2C,C21_150_299_1PF_3C,C21_150_299_1PF_4mC,C21_150_299_Tot,C21_300_399_1PF_1C,C21_300_399_1PF_2C,C21_300_399_1PF_3C,C21_300_399_1PF_4mC,C21_300_399_Tot,C21_400_499_1PF_1C,C21_400_499_1PF_2C,C21_400_499_1PF_3C,C21_400_499_1PF_4mC,C21_400_499_Tot,C21_500_649_1PF_1C,C21_500_649_1PF_2C,C21_500_649_1PF_3C,C21_500_649_1PF_4mC,C21_500_649_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,4,4,0,15,6,9,0,0,20,3,0,3,0,12,11,5,0,0,15,3,4,0,0,5,12,0,0,0,11,0,3,0,0,4,7,0,0,0,6,4,3,0,0,7,0,0,0,0,6,0,0,0,0,0,9,4,0,0,17,0,0,0,0,3,64,38,15,0,123,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,3,12,0,0,0,10,8,3,3,3,19,10,0,3,0,16,0,0,0,0,6,10,4,0,0,12,3,0,6,0,12,6,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,15,3,3,0,0,5,75,29,14,3,125,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,4,3,0,0,11
101021008,6,0,0,0,6,0,4,0,0,3,10,8,3,0,20,16,10,5,0,33,21,19,7,5,53,8,4,0,0,19,27,7,4,5,46,17,16,6,3,49,54,20,7,5,91,31,18,5,0,48,14,12,3,0,30,12,11,0,0,19,0,9,0,0,11,0,0,0,0,0,25,15,7,3,43,10,0,3,3,20,255,152,57,29,494,5,3,0,0,4,0,6,0,0,4,9,3,3,0,15,10,9,4,3,22,15,6,4,0,27,22,3,6,0,32,26,9,9,3,46,23,14,5,0,40,51,26,8,5,85,34,18,5,0,57,28,14,0,0,46,11,5,0,0,13,5,6,7,0,17,0,0,0,0,5,17,13,4,3,39,5,4,3,0,14,256,133,61,17,465,3,5,0,0,8,0,0,0,0,0,4,0,0,0,8,13,0,0,0,14,16,10,3,4,28,14,11,0,6,39
101021009,0,0,0,0,5,4,0,0,0,6,9,3,0,0,13,9,3,3,6,17,22,10,0,0,36,8,0,0,0,5,42,6,0,0,54,31,11,4,0,49,82,27,5,0,109,44,20,4,0,68,29,3,0,0,31,17,6,0,0,27,3,3,0,0,7,0,0,0,0,3,17,14,11,4,44,8,3,0,0,18,335,113,29,7,486,5,5,0,0,7,3,0,0,0,3,0,0,0,0,4,10,6,0,0,15,18,4,0,0,22,17,10,3,0,34,22,11,0,3,41,39,3,0,0,47,54,17,8,0,83,57,21,0,0,82,29,12,0,0,45,20,4,0,0,21,3,10,0,0,17,3,3,0,0,13,15,14,6,3,43,3,5,0,0,9,307,142,31,9,495,0,0,0,0,0,0,0,0,0,3,4,3,0,0,5,10,0,0,0,7,5,5,4,0,16,10,12,3,0,31
101021010,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,5,0,0,0,9,9,5,4,0,24,0,0,0,0,0,10,4,0,0,20,10,0,0,0,17,24,13,0,0,34,17,7,0,0,22,9,4,0,0,11,0,5,0,0,10,6,0,0,0,4,0,0,0,0,4,6,7,0,0,15,6,3,0,0,8,107,50,16,6,179,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,8,6,4,0,0,5,10,3,0,0,12,9,3,0,0,10,11,8,3,0,20,33,14,0,0,45,14,3,5,0,20,8,8,0,0,16,0,3,0,0,3,3,4,0,0,8,0,0,0,0,5,8,3,0,0,14,0,0,0,0,3,109,59,9,0,179,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,4,0,0,0,3,8,0,0,0,9,9,0,0,0,10
101021012,4,0,0,0,5,0,0,0,0,4,8,3,0,0,11,7,3,0,0,18,10,7,4,0,19,6,0,0,0,8,15,8,7,3,28,18,9,8,0,29,50,28,9,3,87,38,20,6,0,67,16,7,0,0,27,16,22,6,0,46,6,12,0,0,23,0,0,0,0,0,12,15,5,3,41,5,0,0,0,4,216,144,45,14,425,8,4,0,0,7,0,0,0,0,0,8,0,0,0,4,3,3,0,0,8,10,5,0,0,14,6,4,0,0,12,15,8,6,0,22,21,9,6,0,35,37,24,5,4,72,51,20,3,0,83,40,24,9,5,70,14,10,0,0,28,21,10,0,3,28,6,3,0,0,14,20,18,7,0,42,3,0,0,0,3,250,142,43,15,449,7,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,8,10,0,0,19
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,3,6,0,0,0,7,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,4
101021611,6,3,0,0,3,0,0,0,0,3,9,4,0,0,9,14,6,0,0,14,7,9,4,0,22,0,0,0,0,0,17,12,5,0,25,19,5,6,0,32,30,32,3,3,66,28,10,3,0,39,18,7,0,0,25,12,3,6,0,21,5,0,0,0,11,0,0,0,0,0,17,15,4,0,38,0,3,0,0,5,187,99,32,13,322,6,0,0,0,8,0,0,0,0,0,0,0,0,0,8,7,4,0,0,8,8,0,9,0,16,13,4,3,0,25,7,0,4,0,12,11,3,4,0,24,37,15,0,3,56,31,13,5,0,50,27,15,8,0,50,13,0,0,0,18,9,7,0,0,19,4,0,0,0,9,5,13,8,3,31,6,3,0,0,4,184,81,45,13,326,5,0,0,0,3,0,5,0,0,5,3,0,0,0,3,3,0,0,0,6,5,4,3,0,12,11,10,8,0,25
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,7,9,3,0,0,13,3,3,0,0,5,12,8,5,0,19,6,4,0,0,13,3,0,4,0,8,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,3,0,0,0,8,52,28,4,7,95,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,5,4,3,0,0,5,9,0,0,0,7,0,0,3,0,9,8,0,0,0,11,5,3,0,0,17,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,8,0,0,0,8,0,0,0,0,4,48,19,11,6,78,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,7,4,0,0,8
101031014,6,0,0,0,5,5,0,0,0,7,11,0,0,0,11,20,6,6,0,32,24,22,3,3,50,13,5,0,0,18,25,4,12,0,40,17,11,3,0,36,31,13,0,0,51,16,5,4,0,21,0,0,0,0,9,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,10,3,0,31,6,3,0,0,10,186,84,29,14,310,3,0,0,0,3,0,0,0,0,3,12,0,0,0,17,4,8,0,0,17,12,7,7,0,24,18,11,4,0,33,23,11,7,0,43,23,4,0,0,30,37,14,8,3,66,14,7,0,0,29,9,3,0,0,16,4,5,0,0,7,4,4,0,0,5,0,0,0,0,0,23,12,4,0,32,3,3,0,0,12,194,102,28,15,341,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,0,0,0,8,4,7,6,0,17,10,7,5,0,24
101031015,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,13,3,5,0,0,14,0,0,0,0,3,8,6,0,0,14,6,7,3,0,19,3,0,0,0,4,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,4,3,0,0,0,3,54,26,10,4,91,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,6,7,3,0,0,6,6,4,0,0,3,5,0,0,0,6,14,0,0,0,21,3,4,0,0,7,5,5,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,21,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,4,0,0,6
