SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
115011555,574,117,21,710,505,172,40,12,727,17,6,27,754,123,25,904,538,200,49,8,788,9,5,16,808,118,27,948,442,175,41,5,667,19,11,28,694,147,24,861,417,161,39,9,624,11,7,19,643,152,16,812,255,145,42,3,439,11,7,21,461,284,15,757,115,139,37,0,296,5,4,11,302,483,11,800,37,70,17,3,119,0,0,0,124,533,20,677,20,40,8,0,70,0,0,0,73,813,25,906,3388,1828,546,60,5830,138,131,269,6102,3558,251,9911
115011556,672,123,30,818,492,151,38,16,698,22,0,25,729,101,19,851,442,150,31,5,628,17,6,23,647,122,19,781,342,147,35,7,523,22,9,25,555,94,16,662,303,114,25,4,444,10,4,16,457,116,13,589,180,120,25,0,333,8,0,11,344,224,9,574,93,83,20,4,201,7,11,15,218,346,5,564,31,40,10,0,78,0,3,3,80,393,3,476,9,28,4,0,43,0,0,3,48,686,15,746,3082,1487,452,68,5084,148,109,256,5346,2808,221,8378
115011557,270,49,4,325,246,66,16,3,335,0,5,8,340,37,6,383,256,77,15,0,350,5,3,12,355,41,6,407,234,91,22,3,348,12,0,12,367,67,3,433,203,75,17,0,296,6,3,16,311,70,6,388,161,45,13,0,222,4,4,9,223,121,5,350,53,39,8,0,102,3,3,4,107,146,5,261,11,10,6,0,31,0,0,0,31,186,6,226,0,8,0,0,6,0,0,0,6,213,8,229,1766,715,210,31,2726,53,56,114,2838,1290,73,4200
115011558,953,120,25,1099,914,259,35,16,1224,26,12,38,1260,157,32,1452,882,264,62,7,1216,22,15,38,1253,167,30,1443,820,248,41,4,1113,32,15,42,1156,191,23,1367,670,290,60,5,1029,27,16,45,1069,258,23,1354,445,253,56,5,752,16,11,29,781,476,22,1280,183,148,36,7,376,0,12,12,385,724,26,1134,49,97,21,0,161,0,5,8,167,738,20,927,25,34,6,0,65,0,5,5,68,1209,253,1534,5834,2647,680,83,9248,206,232,444,9685,5354,532,15571
115011621,1107,135,19,1259,883,313,62,16,1270,15,17,29,1301,175,26,1498,931,277,65,21,1292,22,11,35,1321,149,37,1505,774,253,68,8,1102,31,8,37,1140,169,29,1330,561,225,51,9,843,26,7,37,880,199,16,1099,344,163,45,3,557,16,10,26,586,300,14,892,128,109,33,0,274,6,6,12,283,473,6,762,30,48,9,3,91,0,7,7,95,485,3,592,7,14,4,4,26,0,0,0,26,752,15,793,5629,2669,764,119,9182,187,213,402,9591,4119,242,13948
115011622,940,127,27,1093,658,172,47,8,888,13,10,23,908,102,23,1027,520,123,21,12,676,19,9,24,703,77,7,789,376,105,33,9,526,8,0,11,542,100,8,645,266,77,36,3,382,9,5,15,393,106,9,509,151,83,19,0,253,8,0,10,263,195,13,469,73,49,18,5,145,5,3,5,150,246,13,410,18,13,8,0,44,3,0,0,48,308,21,367,3,12,0,0,20,0,0,0,20,556,237,818,3770,1401,480,86,5739,131,113,244,5986,2516,425,8928
115021297,829,173,50,1055,680,299,75,15,1070,12,9,24,1096,191,42,1325,909,394,85,23,1412,12,11,23,1431,235,55,1716,869,372,101,24,1362,36,16,48,1413,318,51,1780,698,427,90,18,1233,29,14,39,1268,344,50,1661,470,296,85,21,868,18,14,31,902,488,43,1426,214,224,40,5,488,5,4,15,498,684,39,1218,112,160,29,0,305,3,6,9,310,872,41,1221,41,105,11,9,174,0,0,3,172,1670,213,2050,6009,3745,1087,194,11026,191,172,360,11390,6284,733,18402
115021298,189,38,20,247,139,75,13,0,232,4,0,7,238,36,13,289,190,102,12,3,315,7,0,9,322,43,17,388,210,93,20,0,324,4,0,8,334,59,21,407,173,107,36,0,316,5,4,9,328,70,11,407,134,90,21,0,247,4,4,5,254,129,9,403,64,64,8,0,139,0,0,0,141,171,15,328,27,26,8,0,65,0,0,0,67,225,11,301,13,19,6,0,40,0,0,0,40,560,25,624,1434,891,246,24,2594,41,43,80,2678,1642,195,4518
115031299,94,24,19,140,60,47,5,0,112,4,0,4,116,28,14,160,107,53,19,9,186,0,0,4,190,32,23,251,82,56,15,6,163,4,0,4,164,40,14,221,96,55,17,13,183,5,7,8,184,58,35,282,66,47,21,3,133,4,7,8,142,83,19,246,28,15,3,4,49,0,4,4,56,103,22,175,13,22,0,0,42,0,0,0,42,124,18,180,7,12,0,0,24,0,0,0,24,195,18,237,652,442,165,44,1301,24,13,42,1339,834,232,2402
115031300,1071,148,49,1261,648,312,92,14,1071,14,13,21,1092,146,29,1269,819,377,93,27,1313,19,4,29,1336,176,45,1557,860,414,106,12,1395,25,16,40,1435,239,51,1724,737,371,108,14,1232,13,11,18,1251,299,44,1594,512,324,110,15,963,16,14,30,993,502,32,1527,189,179,50,3,422,0,4,5,432,718,26,1173,60,87,29,0,172,0,3,3,176,785,28,988,31,51,7,3,92,0,3,6,93,1106,63,1262,6473,3788,1261,203,11716,194,139,335,12048,5270,551,17865
115041301,601,82,29,714,387,175,48,9,616,3,0,5,622,77,36,737,446,215,62,14,739,9,3,16,750,80,26,860,425,196,54,14,692,4,0,8,696,99,37,830,318,176,42,6,545,5,4,8,550,152,25,727,219,124,40,8,388,6,6,10,402,250,30,678,96,78,29,8,206,0,3,0,211,332,26,569,33,35,17,0,77,0,0,0,77,407,32,517,4,18,3,4,29,0,0,0,29,640,40,710,3270,1846,656,88,5851,80,54,138,5985,2665,385,9033
115041623,1191,111,32,1330,589,173,39,14,817,13,3,20,836,84,22,949,372,105,18,3,504,9,6,16,511,53,7,577,247,63,31,3,347,10,0,9,356,63,15,433,140,49,21,4,210,3,0,5,215,66,11,289,92,52,19,0,170,3,0,8,174,124,12,309,47,29,4,3,83,0,0,3,90,147,17,253,10,10,3,0,25,0,0,0,25,152,3,180,5,13,0,0,12,0,0,0,12,144,8,167,3609,1311,479,94,5491,119,79,197,5681,1451,220,7356
115041624,1711,217,72,1998,1095,268,74,14,1456,38,5,39,1497,187,49,1730,756,196,55,8,1013,22,12,26,1045,155,30,1231,476,152,49,3,682,20,9,31,707,128,23,857,324,118,46,5,488,4,7,15,500,126,16,646,179,86,31,3,300,7,4,12,312,213,12,533,79,47,16,0,147,0,5,4,151,265,12,423,11,24,3,6,42,0,0,0,52,266,21,329,3,9,0,0,11,0,0,0,11,295,112,421,5759,2199,802,135,8898,199,177,374,9270,2841,493,12598
115041625,1204,152,19,1379,902,277,81,7,1272,26,11,38,1309,153,25,1484,1055,304,83,13,1455,24,9,36,1489,173,31,1683,874,243,79,3,1199,26,3,28,1226,172,25,1420,550,183,42,7,784,34,4,42,819,192,22,1034,304,124,37,3,468,9,4,17,481,275,9,767,102,70,29,0,205,3,3,9,212,353,12,584,30,28,3,0,60,4,0,4,70,340,7,415,0,12,3,0,20,0,4,3,21,510,25,556,5959,2548,930,90,9522,250,180,423,9948,3470,253,13666
116011303,1304,332,107,1751,585,199,92,15,885,46,8,59,940,230,75,1248,397,151,64,5,628,28,12,45,665,194,50,916,309,125,65,9,505,22,17,32,534,196,50,777,275,100,58,3,434,15,15,32,465,258,48,772,183,87,37,3,307,24,3,24,332,309,34,676,80,63,25,4,172,8,5,7,184,440,37,662,12,21,5,0,43,0,5,6,46,418,45,508,5,7,0,0,17,0,0,0,17,758,111,880,4237,2344,887,202,7672,351,271,624,8295,4588,1004,13889
116011304,1373,313,114,1808,626,288,107,21,1045,31,18,50,1096,278,80,1446,462,193,95,14,766,22,16,41,810,272,70,1151,386,144,81,16,629,24,12,35,665,291,49,1011,408,119,76,13,613,17,6,23,637,386,48,1076,208,122,49,12,389,26,10,31,421,448,52,922,104,66,34,0,202,4,5,6,214,652,50,918,24,22,10,0,61,0,3,3,60,721,33,812,10,12,0,0,16,0,0,0,16,1019,71,1115,4799,2526,1083,256,8657,333,282,614,9274,6133,972,16379
116011306,1431,353,118,1905,805,277,101,16,1199,41,19,59,1260,306,84,1655,782,221,72,29,1102,38,17,53,1156,320,85,1565,668,198,91,18,983,33,9,47,1027,360,90,1481,597,170,83,13,864,23,15,34,905,412,58,1376,396,153,98,12,654,18,15,31,690,617,52,1354,155,80,41,6,281,6,4,17,294,759,48,1109,40,32,12,0,87,0,0,0,92,765,48,906,11,11,6,4,24,0,0,0,24,879,72,970,6012,2773,1113,233,10130,418,277,697,10822,6820,1053,18702
116011307,1541,329,100,1974,940,349,149,15,1450,34,18,54,1500,330,74,1906,831,262,143,12,1248,33,12,49,1293,314,78,1685,692,288,127,8,1117,28,14,45,1158,346,87,1597,586,237,116,14,951,23,11,32,980,423,61,1467,388,228,114,9,739,23,10,36,776,611,68,1459,149,134,46,4,335,9,13,22,358,921,66,1343,40,41,32,0,113,0,0,6,118,956,53,1122,11,14,5,0,32,0,0,0,33,1386,146,1567,6376,3131,1646,161,11323,336,273,613,11933,7287,1143,20360
116011560,818,214,64,1093,406,154,53,13,632,23,11,33,670,185,55,906,373,133,48,7,562,17,5,25,583,165,56,808,284,124,56,4,478,15,12,29,504,209,40,756,294,102,71,10,478,10,9,22,495,244,39,777,164,82,57,3,306,11,9,16,330,270,28,622,62,53,24,0,140,9,5,15,154,362,20,535,3,13,6,0,29,0,0,0,26,377,22,418,4,8,0,0,10,0,0,0,11,676,43,732,2995,1541,697,105,5334,225,136,359,5691,3780,602,10073
116011561,960,256,99,1311,514,184,81,17,792,30,13,41,839,234,81,1152,400,167,65,16,651,22,9,32,682,232,64,979,461,134,84,13,687,26,5,30,717,240,53,1015,357,142,64,13,568,18,16,36,609,287,52,936,241,113,57,8,415,17,8,30,446,352,46,845,95,59,22,3,176,4,5,8,183,440,28,650,9,12,9,0,33,0,0,0,33,458,38,526,3,6,0,3,21,0,0,0,16,1115,103,1238,4082,2096,895,186,7256,306,224,533,7789,5129,964,13875
116011626,903,198,64,1167,513,163,67,5,745,20,8,34,778,206,46,1030,497,166,60,10,735,16,12,25,758,172,52,986,403,139,61,5,610,15,0,20,628,192,32,846,371,109,80,8,572,23,6,26,600,251,24,871,267,119,60,3,444,19,6,23,469,344,30,842,98,68,34,6,197,8,4,10,213,513,16,743,21,31,10,0,61,0,0,0,61,557,27,650,4,8,3,0,18,0,0,0,17,830,51,897,3966,1850,860,138,6816,212,169,378,7195,4438,587,12222
116011627,938,196,66,1202,495,128,38,16,681,15,9,27,711,177,50,940,303,115,52,6,478,18,8,27,505,135,29,670,260,97,45,9,410,17,6,20,431,153,24,607,193,85,51,3,331,12,4,16,349,151,21,518,136,74,45,0,253,15,9,21,273,222,18,512,53,39,18,0,110,3,0,5,118,299,14,430,11,15,9,0,35,0,0,0,34,389,13,441,0,0,0,0,4,0,0,0,9,565,36,610,3067,1361,577,108,5117,212,124,335,5458,3219,476,9152
116021309,1000,144,25,1174,872,244,89,20,1229,32,12,44,1275,182,29,1484,777,240,85,10,1109,18,10,24,1137,145,21,1305,661,233,88,9,989,25,3,29,1022,167,17,1204,492,163,65,8,731,12,4,22,750,221,17,981,307,110,53,7,479,14,9,30,504,262,9,781,106,51,27,0,182,4,10,8,193,382,4,587,19,24,4,4,49,0,3,4,53,424,9,485,3,14,0,0,18,0,0,0,22,481,17,521,5138,2102,862,126,8225,221,197,416,8644,3625,248,12515
116021562,304,32,4,336,191,57,20,0,270,6,0,3,273,33,3,318,176,41,18,4,241,3,5,10,252,28,3,278,141,39,19,5,205,5,0,5,210,27,7,239,129,33,16,4,179,3,5,7,184,37,0,223,57,22,17,0,104,4,0,9,106,77,3,187,8,14,4,0,31,0,0,0,35,89,0,117,8,7,5,0,15,0,0,0,14,82,5,106,0,4,0,0,4,0,0,0,4,96,0,101,1244,489,236,23,1989,52,41,92,2080,737,34,2856
116021563,2131,316,96,2546,1171,331,112,25,1640,44,9,51,1691,265,64,2022,933,253,102,18,1299,23,14,38,1334,250,63,1656,725,270,94,8,1094,19,11,29,1131,241,51,1422,576,230,88,11,902,23,13,33,935,302,30,1265,384,160,65,5,609,21,13,30,638,409,36,1085,135,92,31,0,258,3,12,17,276,590,30,892,25,28,7,0,65,0,0,0,67,581,31,684,6,5,0,0,13,0,0,0,13,688,36,733,7564,3293,1304,196,12360,359,244,599,12961,5264,714,18938
116021628,1875,225,69,2161,1472,385,113,24,1995,32,21,53,2046,227,55,2326,1238,310,112,17,1681,22,14,37,1719,175,41,1931,749,196,82,10,1029,29,9,41,1069,157,21,1247,434,124,54,6,623,15,4,26,641,167,19,828,213,98,29,5,337,23,6,25,365,224,15,612,83,56,23,3,164,0,3,3,166,396,21,578,17,27,9,0,59,0,0,0,56,416,9,486,6,19,0,4,27,0,0,0,24,650,28,703,6845,2565,1017,147,10569,240,209,441,11011,4006,393,15412
116021629,2028,268,104,2398,927,214,70,18,1236,28,7,34,1270,137,60,1472,468,117,33,3,623,7,10,18,642,87,34,760,244,66,35,6,353,8,4,4,362,77,12,452,163,40,27,0,231,8,5,9,243,114,16,382,84,39,21,0,146,3,5,12,155,183,21,361,30,22,13,0,62,0,0,0,67,255,20,338,10,8,5,0,21,0,0,0,21,219,9,250,0,0,3,0,3,0,0,0,3,231,22,256,5071,1626,745,146,7589,174,119,296,7885,2495,508,10886
116021630,1082,185,87,1353,518,168,66,9,760,20,4,24,788,162,58,1003,385,144,67,17,612,14,5,19,630,119,44,794,312,110,50,9,488,16,3,19,506,153,46,701,237,88,42,9,373,9,7,19,389,172,24,587,115,84,47,7,252,8,10,18,268,210,29,510,53,42,14,0,108,7,0,8,112,263,23,397,15,18,7,0,38,0,0,0,37,263,20,320,0,8,0,0,13,0,0,0,13,379,32,417,3872,1680,908,136,6596,205,142,343,6940,2861,617,10421
116021631,1204,123,53,1386,623,129,36,5,792,16,6,26,818,75,33,921,381,96,30,3,502,5,3,7,512,56,30,599,241,79,38,11,366,10,3,9,380,64,29,473,181,56,31,3,273,10,3,9,283,86,11,375,91,47,22,4,171,12,0,11,177,121,8,312,34,20,4,0,55,4,0,8,64,147,11,223,3,7,0,0,19,0,0,0,14,128,3,150,5,0,0,0,6,0,0,0,6,119,9,132,3475,1109,497,101,5183,121,81,204,5388,1599,321,7315
116021632,3104,375,155,3633,1605,398,106,39,2139,53,22,72,2218,262,105,2583,827,201,76,11,1113,37,11,49,1161,154,55,1375,404,127,49,8,586,19,3,25,610,152,47,805,250,93,35,5,385,14,5,23,409,202,24,631,112,60,40,0,218,12,4,16,235,269,39,538,42,25,22,6,100,4,8,8,103,290,19,413,14,9,11,0,29,0,0,0,27,245,14,285,0,0,4,0,9,0,0,0,9,227,20,253,8460,2830,1212,252,12753,367,261,629,13386,3798,903,18084
116021633,918,349,35,1298,642,206,62,11,932,12,7,17,944,304,42,1289,623,167,56,14,858,11,4,12,876,241,11,1131,430,116,42,7,594,8,3,17,607,168,13,788,371,96,27,9,500,7,5,15,516,172,13,700,172,60,40,3,280,20,4,25,304,211,5,519,72,45,17,0,133,0,6,6,137,308,17,460,16,15,11,0,35,0,0,0,35,326,10,372,0,4,0,0,8,0,0,0,8,369,24,402,3794,1433,636,88,5949,138,125,268,6218,3913,245,10375
116031313,620,326,155,1099,276,124,64,15,484,32,11,47,528,323,133,985,316,148,64,29,555,38,10,47,610,363,122,1092,296,131,60,9,498,34,18,55,551,435,102,1088,270,120,70,11,468,14,12,25,497,439,76,1010,208,98,41,9,358,8,9,20,377,482,78,934,64,51,20,6,139,8,6,5,147,605,56,805,14,20,8,4,46,0,0,0,49,635,86,771,6,0,4,0,7,0,0,0,7,784,95,881,2796,1579,717,208,5306,386,223,610,5913,6425,1547,13882
116031314,540,104,24,658,316,119,59,10,502,14,4,20,521,116,29,665,242,101,33,9,385,8,5,12,401,116,20,536,253,82,42,0,377,7,4,13,391,102,15,500,198,65,47,5,314,5,3,9,324,148,21,493,118,47,31,0,203,14,8,15,213,164,23,400,34,27,15,0,72,0,0,0,73,234,19,325,11,10,3,0,23,0,0,0,23,181,11,206,0,3,5,0,8,0,0,0,8,280,17,307,2190,1095,487,81,3851,117,94,210,4057,2114,296,6469
116031315,1087,271,95,1455,703,220,95,23,1040,20,21,41,1078,249,74,1406,713,241,105,16,1062,32,13,49,1107,269,74,1451,729,234,96,11,1072,28,9,40,1111,317,64,1485,603,193,113,19,930,22,14,33,963,365,47,1376,410,155,89,5,665,19,11,34,694,465,47,1204,152,67,30,7,254,5,0,5,258,552,33,839,16,22,6,0,40,0,0,0,46,499,19,561,0,6,4,6,12,0,0,0,12,597,43,654,5734,2622,1179,205,9742,360,208,565,10307,5511,867,16681
116031316,1185,391,204,1787,581,187,74,25,870,38,5,46,916,376,124,1417,405,155,69,22,658,36,19,56,709,366,118,1192,415,129,69,19,637,35,10,46,679,397,109,1186,299,113,64,5,489,20,11,34,517,368,84,965,178,86,32,17,312,18,10,29,336,447,59,839,59,37,17,4,116,8,0,10,125,478,40,642,17,15,11,0,41,0,0,0,41,555,71,672,10,4,5,3,20,0,0,0,19,884,127,1033,4063,1917,911,234,7126,422,241,665,7793,6409,1594,15799
116031317,1165,522,172,1860,578,214,81,34,911,50,28,76,985,479,120,1587,459,195,84,17,752,45,27,69,823,400,120,1342,432,172,71,13,693,26,14,40,735,469,92,1297,347,148,78,10,582,34,10,36,621,524,96,1241,212,112,70,7,407,28,8,32,444,538,69,1051,75,53,35,0,161,4,6,9,172,651,86,907,13,21,14,0,52,0,0,0,50,622,61,731,4,11,4,0,13,0,0,4,23,914,75,1011,4191,2252,970,246,7662,474,304,786,8451,7626,1393,17470
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,6,4,12
116031319,1206,357,94,1655,766,245,88,12,1111,37,17,51,1170,300,87,1552,685,200,102,18,1010,42,7,51,1059,276,76,1413,622,222,97,11,947,29,9,38,991,311,61,1357,613,200,98,14,921,20,11,36,958,374,59,1395,407,171,81,15,666,20,12,34,699,492,73,1256,142,80,39,0,267,9,9,10,277,662,40,978,25,26,5,4,60,0,0,0,64,751,69,885,4,6,9,4,16,0,0,0,16,1141,306,1464,5741,2598,1175,199,9716,397,258,661,10375,6558,1220,18153
117011320,49,0,9,57,22,0,0,0,25,0,0,0,25,7,7,45,15,3,0,0,18,0,0,0,20,3,4,26,10,5,0,0,16,0,0,0,13,6,4,26,0,0,0,0,3,0,0,0,7,7,0,8,5,3,0,0,6,0,0,0,6,9,0,9,0,0,0,0,0,0,0,0,0,3,5,10,0,4,0,0,4,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,7,3,9,196,50,27,0,284,3,5,8,286,73,81,447
117011321,1018,112,66,1197,582,216,50,5,855,7,7,19,874,93,46,1009,600,198,48,11,851,16,6,22,875,110,37,1022,472,163,35,8,679,12,0,17,693,111,25,835,366,133,53,7,555,19,4,21,576,148,40,759,208,122,29,10,364,9,4,16,376,192,27,595,73,61,9,0,149,6,0,4,154,306,23,486,27,24,8,3,57,0,0,0,62,323,38,421,4,12,4,0,18,0,3,3,25,518,105,641,4444,1808,642,100,6995,126,104,232,7228,2625,625,10479
117011323,969,188,71,1229,487,185,49,11,734,23,4,35,766,175,40,986,465,175,54,13,702,11,6,17,727,149,60,935,364,156,44,6,572,25,11,37,604,195,41,839,309,165,49,9,533,9,9,21,546,218,58,829,169,125,35,4,331,15,9,23,351,276,33,656,74,67,18,0,163,4,7,10,169,365,33,571,30,40,12,5,85,0,0,0,85,432,32,547,9,19,0,0,23,0,6,6,29,874,116,1023,4069,2100,728,135,7019,240,194,435,7457,4104,805,12361
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,8,0,0,0,8,4,4,17
117011634,479,121,39,642,244,133,25,11,411,13,4,23,432,129,42,601,297,136,32,0,470,15,10,18,488,120,33,640,242,121,29,8,395,12,9,18,415,150,32,599,183,99,38,4,323,16,11,18,341,183,33,554,114,79,23,3,224,12,10,20,248,197,27,472,61,38,20,0,123,4,3,5,128,302,30,463,15,27,7,0,53,0,0,0,51,359,21,435,3,12,8,0,25,0,0,0,25,795,70,893,2143,1299,368,71,3885,142,107,241,4129,2993,427,7544
117011635,1625,273,116,2016,673,204,49,17,951,28,15,46,992,174,73,1235,516,184,49,13,760,26,6,28,794,146,37,969,402,168,50,9,624,15,8,23,645,143,28,821,318,120,44,8,488,10,12,24,510,191,38,741,193,133,30,5,360,14,9,20,377,240,32,647,83,50,15,3,152,8,4,12,158,345,38,544,15,23,6,0,46,0,0,0,47,310,14,367,3,5,0,5,13,0,0,0,13,652,54,716,7190,3568,1238,272,12276,407,354,764,13039,4857,1147,19041
117021327,1588,150,81,1816,924,277,57,7,1259,35,11,50,1312,147,66,1525,935,261,53,10,1252,29,15,49,1302,151,75,1532,814,235,39,10,1092,35,12,46,1138,182,68,1388,551,186,51,11,790,32,11,44,831,210,64,1107,279,156,39,0,473,24,8,31,507,311,52,867,103,94,18,0,219,0,4,5,231,407,39,676,48,59,11,4,123,0,0,0,121,443,48,606,8,20,4,4,40,0,0,0,35,873,95,1007,7679,3085,1017,121,11912,322,208,535,12440,4036,950,17427
117021328,799,93,29,920,444,158,29,4,636,13,5,25,656,66,27,750,347,97,18,3,466,12,9,17,486,71,12,571,260,101,30,4,400,11,3,14,414,79,13,499,201,83,20,3,310,9,5,16,324,88,11,430,106,57,21,0,188,4,5,8,195,116,13,333,60,33,9,0,103,0,0,7,105,211,10,327,12,8,4,0,24,0,0,0,30,201,9,242,5,3,8,0,13,0,0,0,13,335,29,377,3198,1213,431,50,4893,123,79,199,5092,1670,263,7028
117021636,1013,127,45,1186,549,197,43,6,792,19,9,24,816,116,47,978,521,172,38,0,732,27,8,31,762,130,40,933,395,137,39,5,577,23,8,28,611,132,39,781,290,116,32,3,435,19,12,25,460,160,38,663,157,85,23,3,272,6,4,8,282,256,41,573,59,47,26,0,135,3,6,8,140,315,26,477,22,24,4,0,48,4,3,4,51,319,24,394,3,10,0,0,14,0,0,0,14,746,57,818,4401,1756,565,78,6807,181,133,317,7125,2915,536,10578
117021637,1062,141,51,1258,537,186,50,8,779,32,15,47,820,145,57,1021,495,202,43,8,744,15,15,29,773,158,39,971,445,173,44,10,668,23,12,31,700,199,49,957,319,139,31,9,496,17,16,33,532,242,32,804,184,124,40,3,350,12,5,16,372,314,30,718,61,63,18,0,140,4,3,8,149,398,31,578,18,24,4,3,45,0,0,3,46,410,45,495,5,15,3,0,21,0,0,0,21,860,171,1050,4748,2080,690,112,7623,228,153,384,8007,3733,734,12479
117031329,994,115,100,1211,531,138,50,3,729,23,10,35,762,86,66,910,422,97,37,3,558,23,4,24,585,79,57,724,361,103,30,0,504,22,13,31,536,99,53,690,265,120,29,4,419,17,8,27,441,142,53,638,194,92,22,3,321,11,9,22,339,176,48,561,73,66,18,0,160,6,7,14,170,191,28,396,26,52,3,0,84,0,5,5,90,233,41,357,6,23,5,0,39,0,0,4,45,331,72,443,4864,1537,525,77,6999,218,112,331,7327,1932,795,10058
