SA2_CODE_2021,C21_M_FoodHos_PS_15_19,C21_M_FoodHos_PS_20_24,C21_M_FoodHos_PS_25_34,C21_M_FoodHos_PS_35_44,C21_M_FoodHos_PS_45_54,C21_M_FoodHos_PS_55_64,C21_M_FoodHos_PS_65_74,C21_M_FoodHos_PS_75_84,C21_M_FoodHos_PS_85over,C21_M_FoodHos_PS_Tot,C21_M_MixFld_pr_15_19,C21_M_MixFld_pr_20_24,C21_M_MixFld_pr_25_34,C21_M_MixFld_pr_35_44,C21_M_MixFld_pr_45_54,C21_M_MixFld_pr_55_64,C21_M_MixFld_pr_65_74,C21_M_MixFld_pr_75_84,C21_M_MixFld_pr_85over,C21_M_MixFld_pr_Tot,C21_M_FldStu_ID_15_19,C21_M_FldStu_ID_20_24,C21_M_FldStu_ID_25_34,C21_M_FldStu_ID_35_44,C21_M_FldStu_ID_45_54,C21_M_FldStu_ID_55_64,C21_M_FldStu_ID_65_74,C21_M_FldStu_ID_75_84,C21_M_FldStu_ID_85over,C21_M_FldStu_ID_Tot,C21_M_FldStu_NS_15_19,C21_M_FldStu_NS_20_24,C21_M_FldStu_NS_25_34,C21_M_FldStu_NS_35_44,C21_M_FldStu_NS_45_54,C21_M_FldStu_NS_55_64,C21_M_FldStu_NS_65_74,C21_M_FldStu_NS_75_84,C21_M_FldStu_NS_85over,C21_M_FldStu_NS_Tot,C21_M_Tot_15_19,C21_M_Tot_20_24,C21_M_Tot_25_34,C21_M_Tot_35_44,C21_M_Tot_45_54,C21_M_Tot_55_64,C21_M_Tot_65_74,C21_M_Tot_75_84,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85over,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85over,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85over,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85over,C11_F_ArchBuild_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RS_85over,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85over,C11_F_Health_Tot,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85over,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85over,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85over,C11_F_Soc_cult_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creative_art_85over,C11_F_Creative_art_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85over,C11_F_FoodHos_PS_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85over,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85over,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85over,C11_F_FldStu_NS_Tot,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85over,C11_F_Tot_Tot
101021007,0,3,10,9,8,3,0,0,0,39,0,0,0,3,0,0,0,0,0,3,0,4,0,0,3,9,7,4,0,24,5,9,22,25,38,46,35,20,5,203,5,33,124,173,242,297,225,126,29,1259,0,0,0,12,3,0,4,0,0,23,0,0,0,3,8,0,0,0,0,10,0,0,0,0,7,0,0,0,0,10,0,0,0,3,0,0,0,0,0,11,0,5,6,10,10,0,3,0,0,34,0,3,17,13,21,31,15,3,0,115,0,0,0,13,25,36,17,3,0,96,0,0,15,37,31,27,20,0,0,137,0,3,18,16,21,28,18,0,0,110,0,0,11,23,14,8,5,0,0,53,0,0,9,8,4,3,6,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,9,18,6,9,24,25,19,18,17,6,140,17,19,92,177,169,163,103,31,8,789
101021008,0,0,15,21,11,9,6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,4,4,14,9,0,4,0,0,33,21,21,61,56,38,44,29,19,3,297,32,122,439,392,360,345,206,75,18,1983,0,0,12,12,15,3,0,0,0,39,0,0,7,12,3,5,0,0,0,27,0,0,3,10,3,3,3,0,0,28,0,3,11,0,3,0,0,0,0,12,0,0,5,0,4,0,0,0,0,13,0,0,39,44,35,33,18,8,0,169,0,3,40,25,29,19,14,3,0,136,11,33,116,116,105,53,12,6,4,451,9,24,80,70,51,37,13,0,0,284,0,0,23,18,11,0,4,0,0,61,13,18,33,20,20,10,8,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,15,29,26,51,47,57,55,39,25,9,333,59,111,420,388,340,221,103,42,9,1694
101021009,3,12,46,28,26,13,5,3,0,135,0,0,3,0,0,0,0,0,0,4,0,0,15,18,9,10,10,0,0,58,16,15,83,57,44,39,48,30,24,350,35,163,897,634,532,388,264,114,61,3083,0,0,32,13,13,5,0,0,0,63,0,5,23,11,4,10,0,0,0,48,0,0,15,16,9,5,4,3,6,53,0,3,8,8,5,0,0,0,0,23,0,0,6,6,5,3,0,0,0,30,0,14,60,44,53,35,23,11,3,249,0,12,42,48,26,17,15,9,4,169,0,46,160,126,73,56,17,11,11,513,8,45,147,99,59,36,23,0,0,409,3,7,37,32,16,5,4,0,0,105,5,27,45,27,15,17,3,0,6,142,0,0,0,0,0,0,0,0,0,3,0,0,7,6,3,3,0,0,0,21,31,26,74,43,42,46,51,61,59,436,47,190,652,482,316,242,142,105,88,2261
101021010,0,4,30,23,11,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,3,5,11,5,5,0,0,0,26,0,7,49,27,27,27,8,0,3,161,7,75,435,288,254,223,136,60,11,1484,0,3,14,11,6,6,3,0,0,47,3,4,15,10,11,4,0,0,0,44,0,5,4,4,9,3,0,0,0,27,0,0,8,0,0,3,0,0,0,19,0,0,3,3,3,0,0,0,0,7,0,8,33,32,26,16,15,6,0,138,0,3,13,14,19,15,9,3,0,75,3,34,82,56,44,19,10,4,3,248,0,24,70,44,39,27,13,0,0,215,0,4,16,12,10,0,0,0,0,53,4,9,34,13,9,5,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,13,9,24,27,22,22,22,18,18,12,177,19,115,327,221,200,127,69,39,20,1130
101021012,6,9,11,15,15,12,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,7,25,25,16,0,0,0,72,12,19,55,48,37,34,16,7,0,227,25,159,549,727,819,637,279,93,17,3308,0,8,18,31,22,12,3,0,0,99,0,7,17,14,19,0,0,0,0,64,0,0,13,17,14,11,0,3,0,65,0,0,0,7,4,0,0,0,0,18,0,0,7,12,3,3,0,0,0,32,0,7,51,99,84,40,15,6,0,304,0,3,73,76,65,36,21,4,0,285,14,54,202,319,212,85,22,0,3,915,3,30,112,144,88,40,15,0,0,438,4,15,21,35,22,9,3,4,0,106,3,21,60,46,29,10,0,0,0,171,3,0,0,0,0,0,0,0,0,0,0,5,7,18,8,3,0,0,0,47,24,16,34,43,44,31,23,13,0,228,51,167,630,856,636,286,104,31,3,2771
101021610,0,0,15,24,9,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,14,18,10,4,0,0,0,39,12,10,26,39,23,6,9,0,0,118,22,58,469,573,294,111,45,13,3,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021611,6,12,13,24,30,17,13,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,12,16,27,17,7,3,0,82,37,27,73,71,84,114,77,21,0,510,58,181,623,789,1046,1022,688,246,30,4684,0,3,18,39,39,34,10,0,0,149,8,0,6,21,28,9,0,0,0,75,0,3,14,21,12,10,3,0,4,62,0,4,4,9,9,0,6,0,0,32,0,3,10,23,16,17,0,0,0,77,3,11,52,94,144,105,47,3,0,464,0,3,43,85,102,115,46,8,0,409,11,34,114,222,212,130,35,7,0,768,11,20,75,176,169,106,29,3,0,591,0,11,36,32,36,22,14,3,0,158,5,26,38,43,21,16,0,0,0,149,0,0,0,0,4,0,0,0,0,4,0,0,3,12,13,8,3,0,0,49,41,16,23,71,80,77,38,19,0,365,74,137,447,836,877,656,248,53,7,3333
101031013,0,0,0,11,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,7,5,10,14,18,22,19,12,5,105,8,13,88,80,86,120,104,43,5,553,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,0,0,21,0,0,10,9,24,19,13,10,3,91,0,0,9,10,13,15,5,0,0,55,0,9,21,16,14,8,4,0,0,74,0,4,3,20,19,11,0,0,0,58,0,0,5,3,0,0,0,0,0,11,0,0,4,7,4,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,11,0,5,4,3,14,3,17,12,78,9,21,66,76,86,88,32,37,25,433
101031014,0,5,9,11,13,14,4,4,3,67,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,3,0,0,22,23,19,105,101,76,46,27,28,16,442,28,89,359,347,300,305,210,131,56,1822,0,0,3,13,5,5,0,3,0,32,0,0,0,5,5,7,4,0,0,26,0,0,10,4,3,5,3,3,0,30,0,0,0,0,3,3,0,0,0,8,0,0,0,9,7,4,0,0,0,20,0,4,15,32,46,48,27,18,6,202,0,5,22,29,46,29,13,11,0,154,9,23,47,79,77,47,29,8,3,318,5,16,41,40,44,30,10,0,0,182,0,5,13,7,13,8,4,0,4,56,4,14,22,17,20,9,7,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,16,26,7,26,37,25,36,54,56,40,297,42,78,205,269,294,222,145,101,59,1432
101031015,0,0,5,5,4,8,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,3,16,24,23,34,35,18,5,175,9,29,115,128,194,243,171,91,22,994,0,0,0,6,6,4,5,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,6,0,0,13,0,0,3,0,0,5,0,0,0,16,0,4,8,15,11,3,0,0,0,42,0,0,0,20,40,28,19,3,0,111,0,0,3,4,24,28,10,4,0,75,3,8,27,40,42,31,8,3,0,164,4,0,12,25,20,12,9,0,0,87,0,0,0,4,5,3,6,0,0,23,3,5,5,8,3,5,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,6,5,0,11,12,9,20,12,0,88,13,34,64,151,173,140,84,29,4,681
