region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
105051100,377,319,696,1088,1386,2474,0,4,4,0,0,0,45,14,59,5548,3921,9469,342,642,984,138,4,142,154,16,170,212,42,254,77,24,101,525,474,999,8506,6846,15352,225,209,434,0,0,0,3,3,6,25,27,52,11,14,25,4,3,7,268,256,524,0,0,0,6,3,9,44,65,109,23,60,83,15,6,21,88,134,222,43,15,58,399,405,804,38,35,73,3,10,13,3,0,3,44,45,89,167,229,396,536,925,1461,159,136,295,9811,8586,18397
105054800,169,134,303,2444,3199,5643,370,275,645,199,184,383,131,107,238,6250,5879,12129,337,667,1004,104,4,108,358,80,438,637,191,828,100,53,153,736,881,1617,11835,11654,23489,347,413,760,19,31,50,15,8,23,20,23,43,8,16,24,16,5,21,425,496,921,55,74,129,12,13,25,50,59,109,19,49,68,54,57,111,190,252,442,154,133,287,769,881,1650,61,65,126,52,33,85,14,11,25,127,109,236,778,1024,1802,851,1728,2579,129,117,246,14489,15513,30002
105055200,4312,4281,8593,1493,2200,3693,6,0,6,15,13,28,99,83,182,8308,6695,15003,496,846,1342,173,3,176,379,113,492,965,434,1399,100,73,173,1062,1251,2313,17408,15992,33400,638,696,1334,13,3,16,11,16,27,150,191,341,51,100,151,97,55,152,960,1061,2021,0,3,3,5,3,8,22,58,80,20,46,66,40,48,88,87,158,245,121,72,193,1168,1291,2459,123,108,231,10,13,23,13,6,19,146,127,273,748,852,1600,1354,2329,3683,280,180,460,21104,20771,41875
105057201,754,680,1434,680,692,1372,5,7,12,29,26,55,70,45,115,852,383,1235,57,123,180,6,4,10,25,9,34,58,9,67,66,35,101,2872,2360,5232,5474,4373,9847,105,109,214,0,3,3,0,0,0,16,5,21,0,8,8,6,9,15,127,134,261,5,5,10,0,0,0,7,3,10,3,3,6,9,9,18,24,20,44,25,12,37,176,166,342,19,13,32,3,0,3,3,4,7,25,17,42,211,172,383,353,399,752,84,61,145,6323,5188,11511
105057204,2381,1656,4037,1662,1657,3319,13,5,18,51,24,75,359,268,627,3372,2180,5552,265,348,613,35,0,35,291,64,355,571,176,747,252,88,340,5171,4081,9252,14423,10547,24970,348,288,636,0,6,6,7,3,10,26,14,40,18,16,34,80,37,117,479,364,843,7,6,13,0,5,5,10,12,22,6,17,23,52,39,91,75,79,154,87,44,131,641,487,1128,67,41,108,9,8,17,12,7,19,88,56,144,847,584,1431,872,905,1777,134,109,243,17005,12688,29693
105057205,2940,2456,5396,2004,2278,4282,8,3,11,9,3,12,138,95,233,5937,3899,9836,367,658,1025,101,0,101,393,101,494,987,420,1407,97,56,153,2044,1897,3941,15025,11866,26891,487,438,925,5,3,8,11,6,17,42,32,74,34,34,68,78,47,125,657,560,1217,3,0,3,11,10,21,28,20,48,19,26,45,39,56,95,100,112,212,92,42,134,849,714,1563,94,68,162,8,12,20,12,4,16,114,84,198,608,518,1126,1081,1439,2520,157,145,302,17834,14766,32600
105057206,612,509,1121,1705,2131,3836,13,8,21,108,89,197,134,127,261,3169,2235,5404,210,402,612,30,3,33,226,47,273,490,201,691,82,53,135,3204,2860,6064,9983,8665,18648,411,397,808,0,0,0,26,24,50,9,8,17,10,6,16,18,10,28,474,445,919,5,13,18,13,16,29,15,17,32,14,19,33,49,51,100,96,116,212,63,40,103,633,601,1234,66,48,114,15,13,28,5,7,12,86,68,154,452,470,922,718,1141,1859,78,93,171,11950,11038,22988
105106550,165,156,321,5702,7260,12962,4,5,9,0,5,5,157,99,256,15799,12096,27895,936,1679,2615,384,12,396,630,125,755,964,247,1211,189,132,321,1721,2153,3874,26651,23969,50620,1013,965,1978,0,0,0,3,3,6,56,48,104,12,41,53,12,4,16,1096,1061,2157,16,10,26,14,19,33,176,205,381,60,159,219,104,78,182,370,471,841,152,111,263,1618,1643,3261,107,97,204,43,28,71,15,3,18,165,128,293,1066,1428,2494,2074,3531,5605,373,375,748,31947,31074,63021
105108050,1290,1228,2518,1249,1710,2959,152,76,228,0,9,9,128,87,215,7620,5831,13451,498,752,1250,140,9,149,587,132,719,585,154,739,101,61,162,842,1059,1901,13192,11108,24300,1796,1885,3681,10,7,17,0,0,0,129,87,216,46,67,113,33,35,68,2014,2081,4095,14,8,22,0,0,0,24,36,60,26,34,60,32,24,56,96,102,198,168,108,276,2278,2291,4569,190,164,354,10,10,20,10,6,16,210,180,390,864,1064,1928,880,1525,2405,229,211,440,17653,16379,34032
105108500,1353,1228,2581,1040,1250,2290,369,226,595,5,4,9,177,139,316,5859,4580,10439,380,674,1054,55,0,55,262,48,310,261,69,330,108,64,172,1023,1275,2298,10892,9557,20449,375,438,813,32,29,61,0,0,0,66,48,114,26,22,48,27,15,42,526,552,1078,25,18,43,0,3,3,25,23,48,13,26,39,20,13,33,83,83,166,118,62,180,727,697,1424,94,70,164,12,8,20,16,5,21,122,83,205,964,1162,2126,722,1294,2016,146,178,324,13573,12971,26544
