region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
105154150,3029,825,1264,31,0,5149,11989,2221,5717,93,6,20026,398,84,177,4,0,663,311,95,310,9,0,725,12698,2400,6204,106,6,21414,524,157,295,5,3,984,16251,3382,7763,142,9,27547
105154450,1776,319,1013,15,0,3123,8351,1170,5104,53,11,14689,254,32,170,3,0,459,180,34,221,6,5,446,8785,1236,5495,62,16,15594,339,61,231,0,0,631,10900,1616,6739,77,16,19348
105156650,3688,991,2265,72,7,7023,11864,3004,8905,154,45,23972,426,123,363,8,0,920,377,125,630,16,4,1152,12667,3252,9898,178,49,26044,651,141,528,22,0,1342,17006,4384,12691,272,56,34409
105157151,3118,1105,2333,56,3,6615,16986,3552,7332,103,6,27979,549,148,365,3,0,1065,408,167,863,10,3,1451,17943,3867,8560,116,9,30495,624,180,457,5,0,1266,21685,5152,11350,177,12,38376
105157152,2941,676,955,51,0,4623,23907,2427,3131,51,4,29520,686,94,159,3,0,942,427,118,281,17,0,843,25020,2639,3571,71,4,31305,746,143,148,7,0,1044,28707,3458,4674,129,4,36972
105200351,2171,651,1281,10,3,4116,6458,2020,3485,22,32,12017,239,67,149,3,0,458,257,88,230,5,5,585,6954,2175,3864,30,37,13060,482,137,298,0,0,917,9607,2963,5443,40,40,18093
105200353,3902,720,518,39,7,5186,10318,2087,566,49,30,13050,427,85,34,3,3,552,394,96,54,3,3,550,11139,2268,654,55,36,14152,695,149,142,12,3,1001,15736,3137,1314,106,46,20339
105200355,2858,613,505,24,0,4000,10183,2360,479,57,0,13079,401,69,20,0,4,494,323,111,31,11,0,476,10907,2540,530,68,4,14049,514,122,114,3,0,753,14279,3275,1149,95,4,18802
105201550,5676,959,4159,61,31,10886,16306,3238,10376,154,108,30182,553,98,450,8,3,1112,595,159,779,13,4,1550,17454,3495,11605,175,115,32844,971,226,982,12,5,2196,24101,4680,16746,248,151,45926
105252851,6168,1684,2509,62,5,10428,14845,3316,3071,67,20,21319,611,183,213,3,0,1010,681,199,304,4,3,1191,16137,3698,3588,74,23,23520,1241,366,450,9,0,2066,23546,5748,6547,145,28,36014
105252854,3268,341,70,3,5,3687,12835,1295,48,9,20,14207,477,50,3,0,0,530,481,61,4,0,0,546,13793,1406,55,9,20,15283,740,93,17,3,0,853,17801,1840,142,15,25,19823
105254901,4514,960,2021,6,6,7507,15910,2460,3650,16,24,22060,617,107,217,3,3,947,752,185,350,0,3,1290,17279,2752,4217,19,30,24297,981,291,443,3,3,1721,22774,4003,6681,28,39,33525
105254904,2295,402,38,24,3,2762,13439,1675,25,22,4,15165,575,81,3,0,0,659,631,98,6,5,0,740,14645,1854,34,27,4,16564,628,96,7,8,0,739,17568,2352,79,59,7,20065
105301450,1923,299,113,73,7,2415,12898,616,124,59,19,13716,489,30,13,3,0,535,601,38,15,7,0,661,13988,684,152,69,19,14912,487,36,13,13,0,549,16398,1019,278,155,26,17876
105301501,3160,1191,165,20,3,4539,13766,2791,214,88,3,16862,519,141,18,4,0,682,627,254,14,3,0,898,14912,3186,246,95,3,18442,766,212,26,3,0,1007,18838,4589,437,118,6,23988
105301504,3304,769,485,5,0,4563,13929,1564,656,16,8,16173,553,87,48,0,0,688,743,164,87,3,3,1000,15225,1815,791,19,11,17861,683,109,77,0,3,872,19212,2693,1353,24,14,23296
105308400,1994,166,91,44,3,2298,9843,221,95,43,3,10205,493,10,7,3,0,513,358,9,8,9,0,384,10694,240,110,55,3,11102,503,12,21,18,0,554,13191,418,222,117,6,13954
105350150,1132,262,1205,14,4,2617,4306,1406,5441,63,23,11239,122,53,231,5,0,411,118,60,351,7,0,536,4546,1519,6023,75,23,12186,182,54,250,3,3,492,5860,1835,7478,92,30,15295
105351300,1098,230,560,4,0,1892,4106,866,2890,44,6,7912,135,23,57,3,0,218,94,28,144,3,3,272,4335,917,3091,50,9,8402,199,53,174,4,4,434,5632,1200,3825,58,13,10728
105351521,1101,140,415,14,5,1675,4770,1076,4931,44,35,10856,144,29,84,5,0,262,143,32,238,5,4,422,5057,1137,5253,54,39,11540,167,43,163,3,3,379,6325,1320,5831,71,47,13594
105351524,1234,267,836,8,0,2345,4743,1608,4312,45,8,10716,115,41,150,5,0,311,130,81,382,4,3,600,4988,1730,4844,54,11,11627,208,54,187,4,0,453,6430,2051,5867,66,11,14425
105357100,845,234,576,11,0,1666,4290,591,3806,27,8,8722,133,18,89,0,0,240,125,30,167,0,0,322,4548,639,4062,27,8,9284,215,38,176,0,0,429,5608,911,4814,38,8,11379
105400200,2130,439,1292,17,5,3883,7829,1982,6049,28,19,15907,247,60,197,3,0,507,251,75,390,5,0,721,8327,2117,6636,36,19,17135,537,115,406,3,0,1061,10994,2671,8334,56,24,22079
105403950,4256,1019,1613,19,3,6910,14253,3224,5324,32,12,22845,523,111,214,3,3,854,553,162,377,4,0,1096,15329,3497,5915,39,15,24795,758,194,342,13,0,1307,20343,4710,7870,71,18,33012
105406251,579,241,1615,4,6,2445,2181,1259,9454,8,26,12928,75,37,288,0,3,403,100,79,600,0,0,779,2356,1375,10342,8,29,14110,132,61,480,0,3,676,3067,1677,12437,12,38,17231
105406252,1514,433,778,15,0,2740,7714,2491,1708,38,25,11976,228,67,65,4,3,367,222,108,104,3,3,440,8164,2666,1877,45,31,12783,327,80,148,0,3,558,10005,3179,2803,60,34,16081
105406253,1437,291,446,0,3,2177,7572,1125,1140,5,4,9846,221,41,45,0,0,307,201,56,76,0,0,333,7994,1222,1261,5,4,10486,305,59,82,0,0,446,9736,1572,1789,5,7,13109
105406254,1685,303,523,10,6,2527,4660,698,1139,25,11,6533,173,32,59,3,0,267,229,43,91,0,0,363,5062,773,1289,28,11,7163,374,75,140,0,6,595,7121,1151,1952,38,23,10285
105450900,3770,447,213,8,3,4441,20108,812,273,20,15,21228,788,47,11,3,0,849,662,54,45,10,0,771,21558,913,329,33,15,22848,646,56,32,4,3,741,25974,1416,574,45,21,28030
105453800,2775,619,295,115,0,3804,13377,1081,364,93,11,14926,575,64,28,4,0,671,551,109,42,15,3,720,14503,1254,434,112,14,16317,605,68,35,16,0,724,17883,1941,764,243,14,20845
105456351,4506,876,607,40,0,6029,18839,2353,1104,42,7,22345,635,85,54,3,0,777,854,177,143,5,0,1179,20328,2615,1301,50,7,24301,956,170,110,5,0,1241,25790,3661,2018,95,7,31571
105456354,3116,692,629,66,44,4547,17555,1769,1239,52,19,20634,554,65,42,3,3,667,710,132,187,3,0,1032,18819,1966,1468,58,22,22333,685,108,131,8,11,943,22620,2766,2228,132,77,27823
105530751,3153,304,179,128,3,3767,22266,2525,217,128,6,25142,584,75,11,18,0,688,791,140,19,20,0,970,23641,2740,247,166,6,26800,922,96,36,26,0,1080,27716,3140,462,320,9,31647
105530752,5247,818,597,12,12,6686,18018,2766,1527,34,38,22383,606,82,57,0,3,748,803,154,133,3,3,1096,19427,3002,1717,37,44,24227,1052,194,142,5,4,1397,25726,4014,2456,54,60,32310
105530753,4764,845,671,7,0,6287,16953,2326,912,8,0,20199,601,72,49,0,0,722,829,144,95,4,0,1072,18383,2542,1056,12,0,21993,1090,178,160,0,0,1428,24237,3565,1887,19,0,29708
105554100,312,41,302,7,0,662,2434,366,646,25,0,3471,63,11,38,0,0,112,54,13,60,4,0,131,2551,390,744,29,0,3714,61,11,40,0,0,112,2924,442,1086,36,0,4488
105554700,458,71,622,5,3,1159,5146,585,4011,22,33,9797,108,14,123,4,0,249,99,13,297,0,3,412,5353,612,4431,26,36,10458,107,24,129,0,3,263,5918,707,5182,31,42,11880
105555350,241,112,727,0,7,1087,3725,1145,3755,9,37,8671,76,27,173,0,3,279,41,34,355,4,0,434,3842,1206,4283,13,40,9384,92,31,148,0,0,271,4175,1349,5158,13,47,10742
105555950,290,325,1902,8,3,2528,3381,3530,15840,76,35,22862,77,77,508,0,0,662,102,156,1419,13,6,1696,3560,3763,17767,89,41,25220,84,80,506,3,8,681,3934,4168,20175,100,52,28429
105556700,2913,841,1910,14,5,5683,15615,4407,8822,34,18,28896,413,128,290,5,0,836,361,140,588,3,0,1092,16389,4675,9700,42,18,30824,581,174,410,3,3,1171,19883,5690,12020,59,26,37678
105558250,1232,191,1057,12,0,2492,10359,1597,8446,40,4,20446,209,44,238,0,0,491,211,51,420,4,0,686,10779,1692,9104,44,4,21623,281,38,263,0,3,585,12292,1921,10424,56,7,24700
105604001,1499,329,173,37,0,2038,16116,1252,247,73,10,17698,420,50,13,0,3,486,300,39,16,8,0,363,16836,1341,276,81,13,18547,472,62,47,5,0,586,18807,1732,496,123,13,21171
105604004,1961,370,1244,3,6,3584,17747,1742,6180,34,18,25721,432,54,198,0,0,684,269,60,333,0,3,665,18448,1856,6711,34,21,27070,542,72,232,0,0,846,20951,2298,8187,37,27,31500
105604500,1937,212,904,6,6,3065,24985,1157,4376,13,38,30569,468,43,146,0,3,660,329,37,227,0,0,593,25782,1237,4749,13,41,31822,634,73,178,0,3,888,28353,1522,5831,19,50,35775
105607421,1376,401,228,0,0,2005,16282,2778,1257,6,0,20323,345,74,42,0,3,464,296,117,97,0,0,510,16923,2969,1396,6,3,21297,473,85,49,0,0,607,18772,3455,1673,6,3,23909
105607423,1091,110,91,22,0,1314,13091,508,162,22,4,13787,405,5,3,0,0,413,313,26,13,0,3,355,13809,539,178,22,7,14555,412,14,9,5,0,440,15312,663,278,49,7,16309
105607425,881,180,84,0,14,1159,9252,1252,590,4,34,11132,210,43,11,0,4,268,141,38,24,0,0,203,9603,1333,625,4,38,11603,248,45,24,0,0,317,10732,1558,733,4,52,13079
105655150,541,175,962,9,0,1687,5206,1460,5221,32,14,11933,123,41,198,3,0,365,92,77,551,3,3,726,5421,1578,5970,38,17,13024,153,36,229,3,0,421,6115,1789,7161,50,17,15132
105656370,1231,303,591,24,3,2152,12300,1652,1838,94,7,15891,382,63,107,3,0,555,319,46,169,17,0,551,13001,1761,2114,114,7,16997,400,102,119,4,0,625,14632,2166,2824,142,10,19774
105658000,3219,709,2984,31,7,6950,25409,2091,11473,82,27,39082,693,83,491,3,0,1270,522,100,1122,8,3,1755,26624,2274,13086,93,30,42107,835,133,595,13,3,1579,30678,3116,16665,137,40,50636
105703101,2911,1167,244,241,5,4568,15212,1826,494,154,10,17696,616,121,35,15,0,787,591,110,54,9,3,767,16419,2057,583,178,13,19250,567,182,38,24,0,811,19897,3406,865,443,18,24629
105703104,5069,1728,1498,64,27,8386,18990,2913,2308,91,51,24353,845,190,133,5,4,1177,895,238,239,18,7,1397,20730,3341,2680,114,62,26927,837,247,251,11,4,1350,26636,5316,4429,189,93,36663
105708551,6174,797,286,223,6,7486,17513,652,231,127,8,18531,802,49,16,13,0,880,847,60,13,23,0,943,19162,761,260,163,8,20354,1021,112,55,33,0,1221,26357,1670,601,419,14,29061
105708554,4064,1090,1144,151,5,6454,14358,1995,1148,90,3,17594,590,92,82,6,0,770,705,141,137,17,3,1003,15653,2228,1367,113,6,19367,696,140,164,22,3,1025,20413,3458,2675,286,14,26846
110051720,4262,332,271,17,3,4885,10673,409,223,42,8,11355,568,21,6,3,0,598,558,57,29,3,0,647,11799,487,258,48,8,12600,647,62,24,6,3,742,16708,881,553,71,14,18227
110054651,3985,911,703,148,3,5750,13477,1008,505,109,3,15102,577,67,45,7,0,696,464,78,59,15,0,616,14518,1153,609,131,3,16414,632,109,87,29,0,857,19135,2173,1399,308,6,23021
110054653,4684,573,608,20,0,5885,17571,1045,859,27,11,19513,735,63,42,0,0,840,689,78,83,0,0,850,18995,1186,984,27,11,21203,702,65,86,0,0,853,24381,1824,1678,47,11,27941
110054655,3477,471,277,175,4,4404,12277,520,297,118,9,13221,551,41,28,8,0,628,544,26,22,7,4,603,13372,587,347,133,13,14452,595,63,44,35,0,737,17444,1121,668,343,17,19593
110055050,4051,519,506,67,0,5143,15274,788,505,62,6,16635,653,35,28,3,0,719,646,69,71,7,0,793,16573,892,604,72,6,18147,638,73,78,18,0,807,21262,1484,1188,157,6,24097
110055903,2523,721,1205,21,8,4478,8988,2084,2801,67,15,13955,311,79,134,3,0,527,438,191,383,9,3,1024,9737,2354,3318,79,18,15506,404,128,202,0,0,734,12664,3203,4725,100,26,20718
110055904,3094,650,311,3,0,4058,9318,892,396,11,10,10627,360,45,22,0,0,427,399,72,51,0,0,522,10077,1009,469,11,10,11576,466,104,55,3,3,631,13637,1763,835,17,13,16265
110055905,3496,618,1003,13,10,5140,11723,1238,1134,59,28,14182,407,48,61,3,0,519,490,87,133,4,3,717,12620,1373,1328,66,31,15418,571,96,231,4,4,906,16687,2087,2562,83,45,21464
110056400,4028,715,355,250,4,5352,13770,1579,590,187,9,16135,690,77,40,15,3,825,584,131,57,31,0,803,15044,1787,687,233,12,17763,680,97,54,31,0,862,19752,2599,1096,514,16,23977
110102700,773,30,17,10,0,830,1944,10,11,10,0,1975,115,4,0,0,0,119,81,3,0,0,0,84,2140,17,11,10,0,2178,104,4,0,0,0,108,3017,51,28,20,0,3116
110103050,549,7,48,20,0,624,1120,7,19,33,0,1179,59,3,0,0,0,62,59,3,4,3,0,69,1238,13,23,36,0,1310,55,3,5,4,0,67,1842,23,76,60,0,2001
110103320,2897,828,520,186,3,4434,6832,773,590,169,10,8374,379,61,32,17,0,489,305,60,81,13,0,459,7516,894,703,199,10,9322,342,101,72,34,0,549,10755,1823,1295,419,13,14305
110105650,1087,85,107,24,9,1312,3296,97,143,23,9,3568,159,10,7,0,0,176,197,9,38,0,0,244,3652,116,188,23,9,3988,184,15,22,10,0,231,4923,216,317,57,18,5531
110107000,1263,78,147,52,3,1543,4953,274,150,43,0,5420,228,9,9,3,0,249,242,31,31,11,0,315,5423,314,190,57,0,5984,200,11,16,4,0,231,6886,403,353,113,3,7758
110107620,1295,44,90,59,0,1488,3024,55,72,33,4,3188,168,0,4,5,0,177,164,5,14,3,0,186,3356,60,90,41,4,3551,175,4,16,6,3,204,4826,108,196,106,7,5243
115054400,870,148,247,18,0,1283,4623,429,312,39,3,5406,231,24,34,3,0,292,141,38,25,0,0,204,4995,491,371,42,3,5902,165,26,35,3,0,229,6030,665,653,63,3,7414
115056900,3583,823,474,169,4,5053,13113,1370,521,123,0,15127,630,77,33,10,0,750,567,121,60,8,0,756,14310,1568,614,141,0,16633,570,100,56,24,0,750,18463,2491,1144,334,4,22436
115058451,4593,1552,2430,77,9,8661,16287,3718,5842,114,28,25989,726,197,302,7,3,1235,600,267,649,21,0,1537,17613,4182,6793,142,31,28761,745,246,436,32,0,1459,22951,5980,9659,251,40,38881
115058454,6097,806,833,248,4,7988,19282,1156,817,183,6,21444,1011,93,60,16,3,1183,814,93,111,18,0,1036,21107,1342,988,217,9,23663,947,124,125,33,0,1229,28151,2272,1946,498,13,32880
115076951,2175,287,386,90,3,2941,6951,387,301,68,12,7719,441,31,26,5,0,503,386,62,50,6,0,504,7778,480,377,79,12,8726,313,48,55,13,0,429,10266,815,818,182,15,12096
115106952,5541,381,302,247,18,6489,13729,507,285,165,18,14704,1005,66,33,13,4,1121,590,29,38,9,0,666,15324,602,356,187,22,16491,719,50,42,43,4,858,21584,1033,700,477,44,23838
115108350,2746,359,133,37,6,3281,10824,714,111,52,11,11712,595,36,17,3,0,651,447,44,20,8,0,519,11866,794,148,63,11,12882,466,45,15,6,0,532,15078,1198,296,106,17,16695
120057554,2602,1631,1166,459,11,5869,8812,2476,1810,339,18,13455,470,174,114,32,0,790,351,197,186,41,3,778,9633,2847,2110,412,21,15023,433,261,197,66,0,957,12668,4739,3473,937,32,21849
120057556,407,234,73,51,0,765,1906,856,209,32,0,3003,100,42,12,8,0,162,85,54,26,3,0,168,2091,952,247,43,0,3333,56,25,10,3,0,94,2554,1211,330,97,0,4192
120074851,2012,340,474,94,3,2923,6542,421,565,58,3,7589,316,31,38,0,0,385,315,48,64,16,0,443,7173,500,667,74,3,8417,309,45,68,15,0,437,9494,885,1209,183,6,11777
120100250,2070,533,744,230,0,3577,8017,1221,977,215,5,10435,372,63,72,13,0,520,305,113,111,10,0,539,8694,1397,1160,238,5,11494,331,67,93,34,0,525,11095,1997,1997,502,5,15596
120101350,1374,212,193,135,0,1914,6914,656,321,122,22,8035,331,32,16,13,0,392,305,89,38,20,0,452,7550,777,375,155,22,8879,272,35,36,61,0,404,9196,1024,604,351,22,11197
120104550,1050,18,33,24,0,1125,2007,13,22,18,0,2060,171,0,0,4,0,175,102,0,8,4,0,114,2280,13,30,26,0,2349,121,3,3,4,0,131,3451,34,66,54,0,3605
120104854,852,3,0,74,4,933,3069,11,5,57,7,3149,218,0,0,0,0,218,131,3,0,5,0,139,3418,14,5,62,7,3506,113,3,4,8,0,128,4383,20,9,144,11,4567
120106611,1221,90,228,41,0,1580,2044,75,125,24,4,2272,122,7,5,3,0,137,115,10,22,3,0,150,2281,92,152,30,4,2559,126,16,32,3,0,177,3628,198,412,74,4,4316
120106612,941,121,124,64,0,1250,2159,115,89,48,0,2411,161,9,8,4,0,182,123,11,14,3,0,151,2443,135,111,55,0,2744,128,12,8,3,0,151,3512,268,243,122,0,4145
120107558,1383,183,132,62,3,1763,4544,204,147,47,7,4949,296,39,9,4,0,348,210,18,20,6,0,254,5050,261,176,57,7,5551,235,25,32,12,0,304,6668,469,340,131,10,7618
125011801,2603,788,851,253,3,4498,10009,1485,1135,201,6,12836,438,96,76,16,0,626,397,125,149,17,0,688,10844,1706,1360,234,6,14150,428,119,137,26,3,713,13875,2613,2348,513,12,19361
125036381,2243,940,881,243,0,4307,8375,1503,1229,158,9,11274,362,104,82,15,0,563,285,90,145,22,0,542,9022,1697,1456,195,9,12379,302,125,163,21,4,615,11567,2762,2500,459,13,17301
125050600,953,46,120,105,0,1224,3109,45,67,60,4,3285,162,3,7,4,0,176,138,6,9,13,0,166,3409,54,83,77,4,3627,132,6,13,7,0,158,4494,106,216,189,4,5009
125051736,1872,154,156,175,0,2357,4456,197,251,112,5,5021,311,13,14,13,0,351,171,16,32,6,0,225,4938,226,297,131,5,5597,197,19,19,30,0,265,7007,399,472,336,5,8219
125051737,2043,166,321,52,13,2595,4740,172,208,42,3,5165,300,17,27,0,3,347,249,14,41,10,0,314,5289,203,276,52,6,5826,306,18,29,12,3,368,7638,387,626,116,22,8789
125051738,541,0,4,37,0,582,1382,4,0,27,0,1413,104,0,0,3,0,107,61,0,0,6,0,67,1547,4,0,36,0,1587,71,0,0,6,0,77,2159,4,4,79,0,2246
125051804,1168,84,75,137,3,1467,4216,158,84,101,3,4562,203,9,6,8,0,226,195,4,12,6,0,217,4614,171,102,115,3,5005,207,9,13,15,0,244,5989,264,190,267,6,6716
125055700,1829,136,257,82,0,2304,4045,168,192,71,0,4476,284,9,12,12,0,317,154,7,26,0,0,187,4483,184,230,83,0,4980,241,28,45,17,0,331,6553,348,532,182,0,7615
125103380,4196,417,615,121,3,5352,9911,523,383,113,11,10941,587,32,25,4,0,648,416,54,66,10,4,550,10914,609,474,127,15,12139,506,55,95,11,3,670,15616,1081,1184,259,21,18161
125104350,2994,196,233,87,0,3510,5442,260,149,54,3,5908,387,20,11,0,3,421,312,18,37,8,3,378,6141,298,197,62,9,6707,332,29,19,17,0,397,9467,523,449,166,9,10614
125106385,2555,267,194,184,3,3203,6801,253,164,114,3,7335,426,21,14,9,3,473,279,17,18,18,0,332,7506,291,196,141,6,8140,355,27,21,17,0,420,10416,585,411,342,9,11763
125108859,15,0,6,0,0,21,93,4,9,4,0,110,3,0,0,0,0,3,0,0,0,0,0,0,96,4,9,4,0,113,0,0,0,0,0,0,111,4,15,4,0,134
130057311,3507,354,627,38,6,4532,9367,304,565,42,20,10298,498,30,41,5,0,574,510,41,106,6,0,663,10375,375,712,53,20,11535,492,89,113,20,0,714,14374,818,1452,111,26,16781
130103550,1216,60,156,22,0,1454,2347,47,104,22,3,2523,119,7,8,0,0,134,162,6,20,0,0,188,2628,60,132,22,3,2845,165,4,16,6,0,191,4009,124,304,50,3,4490
130103660,717,0,30,21,0,768,1009,3,9,16,0,1037,67,0,0,3,0,70,49,3,3,0,0,55,1125,6,12,19,0,1162,83,0,4,0,0,87,1925,6,46,40,0,2017
130104201,518,0,3,10,0,531,1041,3,3,6,0,1053,67,0,0,3,0,70,51,0,3,0,0,54,1159,3,6,9,0,1177,57,0,0,7,0,64,1734,3,9,26,0,1772
130104920,928,26,38,6,3,1001,1595,11,5,14,4,1629,91,0,5,0,0,96,96,4,3,0,0,103,1782,15,13,14,4,1828,114,0,0,5,0,119,2824,41,51,25,7,2948
130107314,1285,27,34,34,0,1380,2415,69,18,30,5,2537,147,0,0,4,0,151,115,0,0,5,0,120,2677,69,18,39,5,2808,154,4,7,7,0,172,4116,100,59,80,5,4360
130150111,1198,157,288,15,4,1662,3856,257,504,18,7,4642,211,13,30,3,0,257,236,33,78,3,0,350,4303,303,612,24,7,5249,188,23,49,3,0,263,5689,483,949,42,11,7174
130150112,198,0,0,0,0,198,1001,9,6,6,0,1022,85,0,0,3,0,88,63,0,0,0,0,63,1149,9,6,9,0,1173,44,0,0,0,0,44,1391,9,6,9,0,1415
130153010,1099,66,35,6,6,1212,1788,41,20,7,3,1859,128,4,0,0,0,132,114,5,5,3,0,127,2030,50,25,10,3,2118,125,5,7,0,0,137,3254,121,67,16,9,3467
130153650,520,17,12,8,0,557,837,7,6,5,0,855,67,0,0,0,0,67,49,0,7,0,0,56,953,7,13,5,0,978,68,0,3,8,0,79,1541,24,28,21,0,1614
130154202,1223,28,257,26,0,1534,2103,28,133,15,0,2279,132,0,12,0,0,144,138,12,17,0,0,167,2373,40,162,15,0,2590,145,3,36,3,0,187,3741,71,455,44,0,4311
130157400,849,17,46,38,3,953,1385,12,23,36,5,1461,105,0,0,5,0,110,64,3,0,4,0,71,1554,15,23,45,5,1642,82,0,8,0,0,90,2485,32,77,83,8,2685
130157650,530,3,30,14,0,577,1377,4,20,15,0,1416,76,0,0,4,0,80,58,0,6,4,0,68,1511,4,26,23,0,1564,56,0,6,0,0,62,2097,7,62,37,0,2203
130157850,367,5,24,8,0,404,668,8,6,5,0,687,37,0,0,0,0,37,35,0,3,3,0,41,740,8,9,8,0,765,43,4,0,3,0,50,1150,17,33,19,0,1219
130205300,1247,66,174,18,0,1505,2340,43,146,33,8,2570,105,4,6,3,0,118,210,10,23,3,0,246,2655,57,175,39,8,2934,173,8,30,11,0,222,4075,131,379,68,8,4661
130205750,1275,15,200,28,0,1518,2490,18,126,26,12,2672,138,0,5,0,0,143,185,4,29,0,0,218,2813,22,160,26,12,3033,188,0,28,15,0,231,4276,37,388,69,12,4782
