region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
105051100,2044,1279,715,272,17936
105054800,4306,1898,773,307,31919
105055200,4186,1737,865,335,42975
105057201,1195,625,247,70,16688
105057204,3161,1620,797,446,35232
105057205,2911,1465,760,195,36535
105057206,2419,1088,399,83,27610
105106550,7963,4396,2676,1235,72298
105108050,4199,2396,1387,720,40170
105108500,4736,3063,1637,878,33046
105154150,4634,2617,1777,778,37076
105154450,3610,1895,1143,521,28198
105156650,5049,2877,1912,899,45890
105157151,7620,4532,3314,1272,51308
105157152,8896,4367,2116,856,54358
105200351,2272,1147,751,433,21880
105200353,3010,1737,1232,564,23553
105200355,3213,1860,1397,639,24004
105201550,5914,3290,2287,884,57347
105252851,4112,2509,1702,588,35406
105252854,3558,1461,551,131,23956
105254901,4948,2724,1416,414,41371
105254904,3028,1094,387,114,27421
105301450,3078,1414,704,252,23383
105301501,4329,1673,757,416,29494
105301504,4452,2024,819,229,27293
105308400,2898,1350,605,193,18137
105350150,2653,1146,856,562,23043
105351300,1828,959,726,451,16925
105351521,2443,1215,583,214,21358
105351524,2683,1410,913,408,20121
105357100,2098,1130,684,270,18628
105400200,2948,1337,691,240,31632
105403950,4595,2497,1524,659,42931
105406251,1879,833,522,285,27574
105406252,3033,1668,1127,498,22789
105406253,2305,1546,886,407,18226
105406254,1313,661,412,181,12821
105450900,8183,4324,2064,784,39835
105453800,4070,2159,920,388,27091
105456351,5296,2249,981,356,36726
105456354,4778,2226,1065,423,33577
105530751,5533,2045,751,252,45568
105530752,5090,2548,1537,465,40925
105530753,4210,2011,882,256,33927
105554100,1280,728,501,391,7144
105554700,2740,1522,773,383,18596
105555350,2667,1744,863,480,16773
105555950,5312,3324,1445,631,43741
105556700,6846,3657,2462,1290,55779
105558250,5163,2620,1593,762,38685
105604001,5947,2950,1589,997,34317
105604004,7491,4434,2533,1105,49904
105604500,10414,6622,4191,2008,60711
105607421,6277,3285,1177,342,37676
105607423,4012,1891,697,248,25782
105607425,4017,2186,704,216,21168
105655150,2913,1884,997,467,23599
105656370,5612,3437,1736,837,30348
105658000,9518,6239,3686,2081,73268
105703101,5714,3588,2639,1291,32810
105703104,6745,4482,2844,1377,43093
105708551,4527,3647,2395,786,30472
105708554,4739,3095,2056,896,30364
110051720,3330,1730,949,308,19688
110054651,4760,3084,1902,731,27062
110054653,5430,3058,1870,634,33561
110054655,4389,3183,1891,744,23648
110055050,4077,2154,1152,402,27816
110055903,3773,1903,1198,495,26387
110055904,2522,1504,910,449,18185
110055905,3489,2109,1535,772,26085
110056400,4938,3690,1840,684,28209
110102700,725,397,163,51,3498
110103050,433,334,165,45,1967
110103320,3062,2811,1762,648,15277
110105650,794,387,209,56,6226
110107000,1255,570,260,66,9206
110107620,851,511,312,109,5487
115054400,2172,1292,732,263,10461
115056900,3770,2089,1172,317,25209
115058451,7018,3987,2636,984,49227
115058454,5861,3444,2188,740,38666
115076951,2268,1442,902,326,14566
115106952,5533,4497,2680,918,27629
115108350,4143,3245,1716,613,21333
120057554,3800,2965,2519,1035,22956
120057556,764,463,271,77,4963
120074851,2252,1148,672,221,12935
120100250,3649,2108,1367,622,18303
120101350,3100,1270,539,224,14669
120104550,848,372,182,59,3567
120104854,1355,523,162,39,5798
120106611,592,418,334,177,3744
120106612,898,462,247,77,4229
120107558,1853,920,461,207,8991
125011801,4086,2425,1506,790,22397
125036381,3204,2600,1884,764,19619
125050600,1203,685,359,129,5619
125051736,1978,1366,768,219,8673
125051737,1580,969,635,227,8964
125051738,576,238,67,9,2365
125051804,1722,844,429,128,8050
125055700,1647,1172,648,254,7720
125103380,3902,2705,1525,582,19196
125104350,2296,1375,774,303,11358
125106385,2644,1892,1161,446,13217
125108859,37,35,12,3,190
130057311,2915,1801,1074,423,18704
130103550,729,436,295,128,4499
130103660,255,228,113,41,1689
130104201,346,221,83,10,1741
130104920,482,318,158,53,2615
130107314,1001,581,246,58,4498
130150111,1406,844,490,228,9235
130150112,469,255,71,23,2027
130153010,647,420,255,50,3355
130153650,281,157,77,20,1464
130154202,638,495,287,167,4204
130157400,582,371,155,65,2623
130157650,581,274,102,32,2599
130157850,240,153,61,17,1153
130205300,668,383,194,45,4942
130205750,692,421,225,88,4590
135012601,2037,1127,587,217,14303
135052604,275,130,58,15,1527
135052950,257,183,92,44,1560
135055271,1328,862,462,175,7953
135055850,391,239,133,41,2258
135058020,689,456,250,96,3524
135058150,551,402,218,53,3469
135100950,127,102,64,14,972
135102150,186,132,92,21,1307
135107900,464,282,143,34,2344
135107950,130,92,52,6,898
135151150,157,84,66,7,1168
135151200,72,18,18,8,532
135151750,209,115,67,14,1708
140030471,2114,1213,766,293,14505
140070473,600,299,81,13,2660
140070850,490,300,168,30,2801
140071400,934,596,267,99,5286
140074870,1483,901,483,154,8235
140075274,247,200,93,21,1253
140076100,413,242,97,24,2058
140150800,316,201,135,33,2015
140152350,934,620,356,118,4680
140152900,569,391,235,70,3434
140154600,363,189,129,61,2186
140156200,839,513,335,109,5461
140158100,261,186,96,28,1338
140206150,2446,1340,772,267,16088
145056181,1141,454,124,25,5382
145056470,2250,1011,461,196,17367
145101050,172,107,55,9,879
145103311,1385,863,564,228,8781
145103314,677,405,146,23,2997
145103700,261,182,78,33,1334
145106184,372,252,74,18,1751
145107640,609,419,195,45,3022
145108710,1236,687,320,135,6983
145108750,791,498,266,106,4573
145150550,3276,1998,1030,429,14359
145152750,3737,2753,1501,534,16367
145201000,181,93,58,32,882
145202050,807,510,278,118,4478
145207050,629,317,136,28,3852
150057751,3290,1667,1084,443,23093
150102000,250,156,93,44,1478
150102200,546,395,235,73,2896
150103500,232,143,63,32,1311
150104300,394,222,86,42,2659
150104950,208,128,67,23,1161
150105800,354,244,177,67,2145
150107350,346,221,140,46,2011
150107500,676,460,262,80,4162
150107754,412,142,45,10,1941
150151600,119,60,30,7,847
150153450,1178,618,351,152,8910
150153850,136,106,69,26,995
150154750,560,337,194,58,3834
150155550,113,71,33,6,735
155050050,3174,1746,1111,493,21078
155053341,355,139,39,16,1627
155102300,821,604,376,155,4361
155103342,425,317,147,69,2334
155107450,244,151,56,24,1359
155107700,68,51,31,16,401
155150650,563,429,289,129,3183
155151860,103,48,15,10,620
155152500,489,298,210,92,2800
155154250,102,55,36,11,545
155155500,432,402,208,56,2672
155157800,287,176,100,35,1469
155200300,113,58,30,14,716
155208200,397,255,117,43,2394
160101250,1192,699,615,278,7156
160101700,117,54,18,3,616
160108809,41,14,3,0,232
185019779,14,12,13,0,63
