region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
105051100,37,2500,575,335,1488,1.2,1244,2.6
105054800,37,3000,1086,480,2738,1.1,2235,2.3
105055200,36,2470,772,370,1964,1.2,1605,2.3
105057201,29,2600,574,600,1624,1.4,1422,2.1
105057204,35,2500,1070,431,2567,1.2,1696,1.7
105057205,33,2587,897,450,2227,1.2,1672,2.0
105057206,31,2600,826,462,2273,1.3,1625,2.0
105106550,35,2600,718,440,2066,1.2,1577,2.4
105108050,35,3000,973,500,2495,1.2,1912,2.3
105108500,38,3234,1145,550,2831,1.1,2397,2.3
105154150,37,2167,540,350,1475,1.2,1284,2.8
105154450,37,2167,605,380,1667,1.2,1463,2.8
105156650,36,2167,555,370,1443,1.2,1276,2.7
105157151,39,2448,718,370,1931,1.1,1523,2.5
105157152,38,2399,718,370,2084,1.1,1824,2.9
105200351,32,1868,367,320,1032,1.3,968,3.2
105200353,36,2000,394,285,1155,1.2,1010,3.1
105200355,38,2200,568,330,1616,1.1,1361,2.8
105201550,35,2000,430,300,1149,1.3,1029,2.8
105252851,35,1733,348,270,937,1.3,883,3.1
105252854,36,2000,424,330,1331,1.1,1350,3.4
105254901,33,1998,468,270,1270,1.2,1124,2.9
105254904,32,2227,571,370,1589,1.1,1611,3.6
105301450,34,2167,690,360,1865,1.1,1727,3.0
105301501,33,1800,549,260,1391,1.1,1266,3.0
105301504,33,1820,548,260,1389,1.1,1235,2.9
105308400,36,2167,617,270,1661,1.1,1478,3.0
105350150,37,2167,628,365,1689,1.2,1413,2.5
105351300,35,2167,490,400,1441,1.3,1309,2.8
105351521,34,2500,709,490,1984,1.2,1761,2.7
105351524,39,2817,876,461,2341,1.1,1874,2.4
105357100,33,2200,558,400,1595,1.3,1421,2.9
105400200,31,2000,420,350,1162,1.3,1160,3.1
105403950,34,2058,517,330,1353,1.2,1209,2.8
105406251,31,1950,613,340,1398,1.3,1308,2.5
105406252,38,2300,564,350,1642,1.1,1368,2.7
105406253,37,2167,622,360,1696,1.1,1463,2.8
105406254,31,1928,370,300,1062,1.3,960,3.2
105450900,42,1842,590,280,1624,1.1,1270,2.5
105453800,36,2028,622,280,1598,1.1,1385,2.8
105456351,33,1907,591,290,1483,1.1,1340,2.9
105456354,34,2048,663,300,1700,1.1,1470,2.8
105530751,32,2383,708,370,1916,1.1,1816,3.1
105530752,34,1984,527,300,1382,1.2,1242,2.9
105530753,31,1879,467,250,1221,1.2,1158,3.2
105554100,42,3000,820,390,2715,1.1,2178,2.6
105554700,37,2717,970,420,2637,1.1,2181,2.5
105555350,40,3032,1117,475,2838,1.1,2464,2.3
105555950,36,2700,1216,480,2768,1.2,2205,2.0
105556700,36,2329,635,370,1841,1.2,1466,2.6
105558250,37,2817,858,490,2478,1.2,1996,2.6
105604001,40,2500,678,450,2208,1.1,1973,3.0
105604004,38,2383,685,400,2047,1.1,1730,2.8
105604500,41,3000,814,575,2679,1.1,2508,2.9
105607421,38,2500,732,440,2189,1.1,2009,3.0
105607423,36,2622,740,495,2264,1.1,2187,3.3
105607425,40,2500,671,420,2080,1.1,1926,3.0
105655150,37,3033,985,520,2649,1.1,2221,2.5
105656370,42,3000,754,500,2137,1.1,1819,2.7
105658000,38,2600,745,440,2080,1.1,1722,2.7
105703101,43,2080,559,315,1510,1.1,1193,2.6
105703104,40,1800,516,270,1320,1.1,1027,2.4
105708551,40,1733,448,260,1113,1.1,896,2.5
105708554,40,1800,492,270,1229,1.1,975,2.5
110051720,37,1517,472,230,1266,1.1,1042,2.6
110054651,42,1800,501,235,1382,1.1,1047,2.5
110054653,39,1777,571,280,1526,1.1,1265,2.6
110054655,44,1724,479,250,1228,1.1,983,2.5
110055050,36,1733,562,256,1555,1.1,1291,2.7
110055903,37,1842,632,285,1666,1.1,1241,2.2
110055904,36,1700,481,270,1370,1.1,1098,2.6
110055905,38,1814,569,270,1578,1.1,1148,2.4
110056400,42,1729,498,250,1246,1.1,998,2.5
110102700,44,1637,484,185,1278,1.1,1005,2.5
110103050,50,1517,422,165,970,1.1,810,2.3
110103320,52,1400,395,220,881,1.1,729,2.2
110105650,34,1733,619,230,1697,1.1,1399,2.6
110107000,35,2000,640,260,1927,1.1,1693,2.7
