region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
105051100,2426,5942,3992,871,341,13572,548,14120
105054800,3166,10700,5910,823,234,20833,484,21317
105055200,6251,14938,6410,1077,416,29092,886,29978
105057201,4844,2860,500,49,20,8273,280,8553
105057204,10218,9552,2029,220,100,22119,607,22726
105057205,7148,12011,3930,555,176,23820,845,24665
105057206,6087,8073,2242,279,81,16762,465,17227
105106550,8884,20773,12777,2620,934,45988,1574,47562
105108050,5017,11340,6230,1087,367,24041,830,24871
105108500,3074,9158,5868,1222,524,19846,618,20464
105154150,3537,11307,8658,2310,967,26779,768,27547
105154450,2256,7801,6269,1744,764,18834,513,19347
105156650,4689,15192,9879,2519,966,33245,1162,34407
105157151,3120,13736,14393,4016,1996,37261,1114,38375
105157152,1923,10769,15609,5123,2783,36207,763,36970
105200351,2246,7076,5534,1622,832,17310,783,18093
105200353,2314,7045,6786,2286,1050,19481,858,20339
105200355,1754,6489,6807,2127,1015,18192,608,18800
105201550,7131,19291,12716,3369,1467,43974,1953,45927
105252851,5600,13719,10134,3286,1483,34222,1789,36011
105252854,1109,5198,7492,3418,1961,19178,644,19822
105254901,4416,11930,10875,3334,1430,31985,1540,33525
105254904,614,4492,8832,3600,2004,19542,524,20066
105301450,599,4388,8274,2712,1511,17484,390,17874
105301501,2233,8979,7923,2720,1300,23155,831,23986
105301504,2205,8566,7970,2588,1218,22547,749,23296
105308400,463,3249,5552,2487,1775,13526,425,13951
105350150,3141,7328,3449,667,262,14847,448,15295
105351300,2177,4371,2779,745,304,10376,352,10728
105351521,1361,5743,4674,1119,425,13322,271,13593
105351524,1457,6118,5092,1005,379,14051,373,14424
105357100,1650,4656,3279,975,457,11017,362,11379
105400200,3161,9392,6492,1539,582,21166,915,22081
105403950,4003,13419,10379,2766,1368,31935,1080,33015
105406251,3445,8974,3431,562,267,16679,549,17228
105406252,1775,5977,5833,1416,644,15645,436,16081
105406253,1100,5067,4816,1236,528,12747,363,13110
105406254,1652,3749,2904,959,500,9764,522,10286
105450900,2260,10890,10094,2876,1273,27393,639,28032
105453800,1009,5892,7886,3215,2276,20278,567,20845
105456351,2451,10309,11145,4167,2510,30582,989,31571
