region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
105051100,9,49,989,2840,1163,353,81,93,5577,7,51,428,500,80,5,7,27,1105,0,65,118,621,124,18,0,15,961,7,116,546,1121,204,23,7,42,2066,75,269,405,119,17,4,3,34,926,13,294,2396,534,3,0,4,93,3337,20,363,1325,335,7,0,4,47,2101,0,0,4,0,0,0,3,0,7,108,926,4130,988,27,4,14,174,6371,5,8,40,15,5,0,0,0,73,0,10,10,13,0,0,0,0,33,129,1109,5715,4977,1399,380,102,309,14120
105054800,18,182,2121,3567,1292,206,51,93,7530,17,279,1791,1125,208,17,0,43,3480,5,176,1510,2032,452,55,14,36,4280,22,455,3301,3157,660,72,14,79,7760,116,504,668,199,16,3,4,47,1557,59,565,887,91,9,3,0,50,1664,194,832,1126,299,6,3,5,33,2498,3,16,6,0,4,0,0,3,32,372,1917,2687,589,35,9,9,133,5751,10,52,133,35,15,0,0,13,258,0,5,8,6,0,0,0,0,19,422,2611,8250,7354,2002,287,74,318,21318
105055200,36,314,2268,4806,1950,400,108,163,10045,17,278,2655,1817,242,47,7,70,5133,12,238,900,1363,463,77,23,42,3118,29,516,3555,3180,705,124,30,112,8251,232,1407,2551,334,47,7,10,133,4721,197,1167,2912,297,9,0,5,83,4670,91,478,986,107,3,0,0,36,1701,3,54,42,18,5,0,0,9,131,523,3106,6491,756,64,7,15,261,11223,14,79,165,89,16,4,8,13,388,3,15,25,21,6,0,0,0,70,605,4030,12504,8852,2741,535,161,549,29977
105057201,3,46,101,65,9,3,0,6,233,3,24,60,6,3,3,3,8,110,8,25,27,30,3,3,5,4,105,11,49,87,36,6,6,8,12,215,3,27,26,26,0,0,5,5,92,6,16,0,0,0,0,0,0,22,426,2618,3665,945,55,7,28,200,7944,3,0,5,0,0,0,0,0,8,438,2661,3696,971,55,7,33,205,8066,0,4,3,0,0,0,0,0,7,0,15,11,4,3,0,0,0,33,452,2775,3898,1076,73,16,41,223,8554
105057204,19,51,101,69,57,49,14,13,373,0,37,94,53,9,3,6,6,208,44,433,1393,1418,578,139,55,86,4146,44,470,1487,1471,587,142,61,92,4354,114,386,312,91,17,3,7,20,950,278,1121,1057,220,14,5,7,54,2756,1809,6454,4789,695,54,7,21,262,14091,4,7,5,3,0,0,0,0,19,2205,7968,6163,1009,85,15,35,336,17816,4,34,27,25,5,0,0,0,95,24,42,17,3,4,0,0,0,90,2296,8565,7795,2577,738,206,110,441,22728
105057205,13,109,501,751,279,69,11,42,1775,14,258,1191,720,111,10,5,44,2353,39,222,1656,1866,670,99,54,79,4685,53,480,2847,2586,781,109,59,123,7038,104,352,466,120,9,0,0,48,1099,132,824,1369,306,32,3,7,77,2750,374,3650,6045,1143,33,6,7,239,11497,10,21,27,7,0,0,0,4,69,620,4847,7907,1576,74,9,14,368,15415,6,18,35,15,5,0,0,0,79,4,47,275,11,0,0,3,18,358,696,5501,11565,4939,1139,187,87,551,24665
105057206,24,68,180,211,123,36,18,12,672,4,178,393,289,78,11,8,12,973,47,251,879,1140,395,93,33,75,2913,51,429,1272,1429,473,104,41,87,3886,89,487,431,153,24,3,3,35,1225,89,761,916,184,19,3,0,46,2018,454,3392,4078,1151,68,5,12,130,9290,3,9,6,0,0,0,0,0,18,635,4649,5431,1488,111,11,15,211,12551,5,15,20,12,5,3,0,5,65,3,13,22,7,3,0,0,4,52,718,5174,6925,3147,715,154,74,319,17226
105106550,35,189,1616,5977,4562,1497,434,239,14549,34,120,1271,1691,436,71,15,71,3709,31,150,773,1906,623,118,30,69,3700,65,270,2044,3597,1059,189,45,140,7409,169,979,2597,834,99,10,8,111,4807,122,1890,6799,1530,72,68,12,255,10748,161,1844,6025,1417,71,7,9,185,9719,3,30,28,6,3,0,0,0,70,455,4743,15449,3787,245,85,29,551,25344,3,46,71,62,11,3,3,3,202,0,12,26,14,4,0,0,4,60,558,5260,19206,13437,5881,1774,511,937,47564
105108050,14,77,656,1811,1649,542,117,76,4942,3,61,796,1016,294,57,13,32,2272,11,67,645,985,548,88,16,42,2402,14,128,1441,2001,842,145,29,74,4674,41,801,1833,417,63,8,12,84,3259,186,1300,3536,568,45,3,4,128,5770,266,1335,3183,1006,33,5,8,153,5989,0,7,7,4,3,0,0,0,21,493,3443,8559,1995,144,16,24,365,15039,4,38,72,27,8,3,3,3,158,0,8,24,15,7,3,0,0,57,525,3694,10752,5849,2650,709,173,518,24870
105108500,8,69,411,1376,1775,944,269,64,4916,3,50,277,334,100,14,0,19,797,9,106,971,1895,667,72,14,68,3802,12,156,1248,2229,767,86,14,87,4599,27,189,820,391,50,10,3,32,1522,49,613,2097,741,50,4,5,71,3630,277,1349,2598,1245,69,12,5,126,5681,0,3,6,0,0,0,0,0,9,353,2154,5521,2377,169,26,13,229,10842,3,16,24,10,7,0,0,0,60,3,10,18,11,0,3,0,0,45,379,2405,7222,6003,2718,1059,296,380,20462
