region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
105051100,0,3466,3466,3699,484,4183,2506,132,2638,2413,44,2457,928,13,941,430,4,434,9976,4143,14119
105054800,0,6290,6290,6696,1124,7820,3215,385,3600,2593,100,2693,697,22,719,190,4,194,13391,7925,21316
105055200,0,8773,8773,8679,2030,10709,4318,693,5011,3450,283,3733,1109,72,1181,554,16,570,18110,11867,29977
105057201,0,3013,3013,2461,690,3151,784,336,1120,556,368,924,150,83,233,62,51,113,4013,4541,8554
105057204,0,11144,11144,6619,1928,8547,1379,507,1886,645,194,839,182,46,228,60,24,84,8885,13843,22728
105057205,0,8748,8748,7379,2394,9773,2701,835,3536,1583,350,1933,391,100,491,144,43,187,12198,12470,24668
105057206,0,6327,6327,5424,1470,6894,1700,544,2244,997,271,1268,272,77,349,100,45,145,8493,8734,17227
105106550,0,12994,12994,13104,2942,16046,6958,1106,8064,6602,427,7029,2374,146,2520,845,65,910,29883,17680,47563
105108050,0,7576,7576,7188,1983,9171,3140,593,3733,2828,149,2977,1064,38,1102,293,16,309,14513,10355,24868
105108500,0,6541,6541,6378,1088,7466,2494,355,2849,2276,90,2366,939,19,958,276,6,282,12363,8099,20462
105154150,0,5868,5868,7451,656,8107,5031,192,5223,5038,94,5132,2115,25,2140,1063,15,1078,20698,6850,27548
