region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
105051100,60,36,19,14,129,74,26,37,9,146,18,18,52,4,92,34,27,85,7,153,540,134,234,21,929,284,257,250,35,826,284,272,186,22,764,188,405,209,29,831,237,389,141,27,794,329,735,190,33,1287,340,615,100,35,1090,179,558,72,13,822,198,443,30,11,682,84,188,10,0,282,119,300,10,12,441,205,533,161,11,910,79,67,41,7,194,3252,5003,1827,290,10372
105054800,29,17,26,6,78,46,18,34,7,105,10,8,32,4,54,15,10,77,7,109,243,26,149,19,437,170,80,178,31,459,204,90,132,38,464,191,165,166,29,551,263,171,135,22,591,473,451,200,47,1171,614,448,85,38,1185,623,1019,217,25,1884,768,804,46,16,1634,461,457,21,9,948,1225,1286,3,18,2532,440,587,166,13,1206,54,44,23,4,125,5829,5681,1690,333,13533
105055200,90,40,28,8,166,93,39,56,12,200,16,23,106,5,150,55,33,147,11,246,769,155,321,29,1274,453,242,365,59,1119,388,285,258,68,999,389,439,312,65,1205,424,424,230,47,1125,822,836,343,93,2094,1065,895,142,80,2182,682,970,218,31,1901,835,836,44,34,1749,372,483,12,10,877,738,805,16,16,1575,502,705,283,18,1508,104,76,67,5,252,7797,7286,2948,591,18622
105057201,115,12,50,72,249,38,0,15,25,78,12,4,14,12,42,34,7,17,10,68,99,30,38,31,198,151,39,38,46,274,187,47,33,47,314,139,58,28,43,268,157,65,17,29,268,248,71,20,35,374,215,47,7,27,296,260,88,42,10,400,217,37,5,12,271,132,29,7,3,171,349,84,7,8,448,186,97,27,6,316,30,8,11,3,52,2569,723,376,419,4087
105057204,49,10,24,11,94,20,10,17,10,57,14,3,37,4,58,24,11,34,7,76,193,32,80,12,317,187,37,81,17,322,215,46,51,33,345,257,67,65,20,409,269,58,41,15,383,597,120,76,38,831,813,106,26,51,996,655,283,79,18,1035,764,167,21,20,972,523,99,0,12,634,1168,331,9,16,1524,530,173,89,6,798,54,11,16,4,85,6332,1564,746,294,8936
105057205,111,13,38,29,191,79,12,51,14,156,18,11,57,3,89,43,22,101,13,179,416,64,198,30,708,214,112,186,58,570,239,142,167,32,580,234,180,137,54,605,305,159,103,35,602,668,341,139,63,1211,1068,376,62,69,1575,763,439,115,43,1360,857,442,25,33,1357,512,236,12,15,775,834,392,4,22,1252,487,326,139,17,969,73,45,50,6,174,6921,3312,1584,536,12353
105057206,95,12,38,55,200,58,7,27,19,111,19,8,60,7,94,30,18,69,16,133,185,36,147,28,396,184,80,147,33,444,226,66,92,29,413,242,78,84,40,444,246,95,57,32,430,475,178,72,44,769,626,162,37,36,861,538,274,76,28,916,629,213,25,19,886,376,154,25,7,562,766,367,6,11,1150,385,223,95,9,712,45,15,25,6,91,5125,1986,1082,419,8612
105106550,232,62,98,100,492,223,58,84,45,410,41,24,120,17,202,85,41,189,27,342,971,176,467,57,1671,711,290,507,90,1598,840,394,419,113,1766,614,562,466,105,1747,675,668,336,78,1757,1102,1398,538,127,3165,1437,1426,227,111,3201,998,1998,318,54,3368,1091,1634,104,35,2864,514,923,43,24,1504,998,2015,31,24,3068,764,1584,486,28,2862,238,159,115,15,527,11534,13412,4548,1050,30544
105108050,72,42,47,15,176,50,20,31,6,107,15,10,34,0,59,30,15,66,5,116,296,59,157,17,529,261,98,163,22,544,348,139,167,28,682,260,182,183,28,653,336,238,139,21,734,657,521,192,44,1414,827,539,76,52,1494,657,1094,187,21,1959,700,759,31,19,1509,441,470,18,9,938,914,1120,23,27,2084,474,734,202,12,1422,140,85,34,9,268,6478,6125,1750,335,14688
105108500,63,31,51,13,158,43,13,32,12,100,10,3,22,5,40,15,14,37,3,69,120,27,95,10,252,152,56,102,22,332,214,84,91,19,408,179,105,134,27,445,254,129,108,18,509,438,293,150,38,919,569,331,57,48,1005,609,929,224,19,1781,721,627,54,31,1433,431,378,27,8,844,1258,1240,31,27,2556,469,755,208,17,1449,103,62,23,5,193,5648,5077,1446,322,12493
