region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
105051100,13,31,83,108,75,272,21,70,17,690,81,230,245,257,263,290,77,101,37,1581,507,1291,578,422,816,438,235,274,101,4662,703,1037,601,454,853,367,352,353,96,4816,472,633,490,373,729,260,428,383,61,3829,214,316,311,226,448,156,273,328,34,2306,32,58,71,41,76,35,59,80,19,471,4,6,0,0,12,4,0,5,9,40,3,0,0,0,0,0,0,0,0,3,2029,3602,2379,1881,3272,1822,1445,1594,374,18398
105054800,11,27,46,158,66,170,0,58,9,545,132,438,172,379,307,295,29,75,17,1844,1511,3735,549,546,977,546,87,145,123,8219,2413,3690,531,397,1050,472,90,135,130,8908,1374,2320,398,284,706,284,98,154,61,5679,706,1729,241,176,560,178,107,153,53,3903,115,364,52,31,130,37,39,41,24,833,11,28,4,0,3,10,0,3,7,66,0,4,0,0,0,0,0,3,0,7,6273,12335,1993,1971,3799,1992,450,767,424,30004
105055200,14,48,76,188,100,299,12,104,22,863,227,896,449,696,697,599,73,222,74,3933,1598,5200,1300,1094,1929,855,272,569,181,12998,2132,4655,1092,687,1625,535,357,422,187,11692,1279,2776,738,460,1140,386,340,508,98,7725,472,1286,389,244,620,187,277,421,62,3958,56,157,70,47,94,32,54,113,17,640,12,14,6,3,6,7,3,11,5,67,0,0,0,0,0,3,0,0,0,3,5790,15032,4120,3419,6211,2903,1388,2370,646,41879
105057201,4,13,12,65,16,76,0,48,16,250,64,266,148,409,215,277,25,212,46,1662,586,1876,587,683,622,422,57,474,161,5468,401,601,168,131,194,127,25,109,44,1800,360,378,65,68,142,62,17,46,38,1176,230,306,30,41,96,48,13,35,29,828,62,119,5,9,31,23,3,3,6,261,9,24,0,3,10,3,0,0,7,56,4,0,0,0,4,0,0,0,0,8,1720,3583,1015,1409,1330,1038,140,927,347,11509
105057204,6,18,42,86,37,58,0,28,11,286,220,729,261,581,408,370,22,91,47,2729,1960,5783,897,1003,1349,829,85,311,201,12418,1634,2898,456,476,774,391,61,184,99,6973,879,1592,272,265,534,225,54,144,76,4041,473,965,125,144,375,148,56,117,44,2447,115,282,43,34,97,49,21,26,29,696,8,41,0,3,8,6,3,6,11,86,3,3,0,0,3,4,0,0,4,17,5298,12311,2096,2592,3585,2080,302,907,522,29693
105057205,8,27,38,130,58,160,11,45,3,480,255,853,310,654,606,503,61,157,63,3462,1958,5758,1089,1096,1774,845,159,290,191,13160,1774,3279,660,513,1096,454,127,216,105,8224,889,1617,394,344,675,254,142,195,70,4580,351,746,180,153,367,138,129,157,36,2257,51,127,28,24,49,28,24,43,15,389,3,14,6,3,7,3,0,3,7,46,0,0,4,0,0,0,0,0,0,4,5289,12421,2709,2917,4632,2385,653,1106,490,32602
105057206,19,54,25,158,64,166,0,39,3,528,172,798,226,558,492,448,34,156,51,2935,1372,4374,723,736,1275,596,92,278,184,9630,1046,2017,328,274,573,225,62,142,83,4750,624,1045,178,162,361,136,61,106,47,2720,398,766,95,112,289,95,50,87,39,1931,66,214,17,13,63,22,13,26,12,446,3,14,3,6,3,3,0,3,6,41,3,0,0,0,0,3,0,0,3,9,3703,9282,1595,2019,3120,1694,312,837,428,22990
105106550,26,115,176,434,204,627,32,221,35,1870,312,1512,668,1240,986,1067,128,366,104,6383,2335,7578,1857,1622,2408,1212,367,625,312,18316,2996,5756,1320,1048,2144,893,371,490,241,15259,1991,3902,1116,971,2031,706,457,586,217,11977,940,2107,701,542,1436,481,416,448,127,7198,186,468,162,125,350,142,111,157,52,1753,33,67,17,13,38,16,8,15,23,230,0,3,3,3,0,3,0,3,16,31,8819,21508,6020,5998,9597,5147,1890,2911,1127,63017
105108050,8,38,47,162,72,165,6,70,12,580,216,552,238,526,381,429,39,136,50,2567,1964,5177,1027,909,1194,933,112,315,213,11844,2065,3693,646,558,891,512,80,190,173,8808,1151,2148,376,363,755,312,110,174,104,5493,557,1336,271,214,566,255,108,148,65,3520,139,331,80,61,192,88,40,62,31,1024,23,47,7,11,28,18,3,12,15,164,5,12,0,0,3,4,0,0,9,33,6128,13334,2692,2804,4082,2716,498,1107,672,34033
105108500,29,35,22,179,43,114,8,36,18,484,188,592,125,389,336,283,19,56,48,2036,1402,3715,356,466,786,493,43,94,103,7458,1522,2475,295,253,617,381,28,66,133,5770,1272,2022,179,228,579,269,46,76,121,4792,964,1593,136,155,589,268,35,73,120,3933,392,665,52,54,234,127,15,44,65,1648,66,127,9,10,52,37,0,8,35,344,19,18,3,0,10,11,0,0,17,78,5854,11242,1177,1734,3246,1983,194,453,660,26543
