region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
105051100,26,66,145,155,158,104,25,0,0,679,25,58,133,136,83,53,19,6,0,513,689,1581,4661,4816,3829,2305,471,42,4,18398
105054800,27,78,218,222,147,112,21,3,0,828,26,43,170,147,104,63,21,8,0,582,545,1845,8220,8907,5680,3903,831,69,3,30003
105055200,38,143,448,391,283,149,21,0,0,1473,40,118,269,210,146,78,31,6,0,898,863,3933,12998,11693,7725,3958,640,67,3,41880
105057201,6,37,107,49,30,17,8,0,0,254,13,69,182,37,43,21,10,3,0,378,252,1661,5468,1800,1176,827,260,53,12,11509
105057204,8,76,313,193,129,66,20,0,0,805,13,78,249,131,84,46,22,7,4,634,286,2729,12417,6973,4043,2448,697,83,16,29692
105057205,18,97,401,250,154,89,16,0,0,1025,14,104,262,141,88,47,22,6,0,684,479,3462,13160,8225,4580,2256,390,44,3,32599
105057206,12,81,214,129,82,52,14,3,0,587,20,67,199,87,43,34,20,0,3,473,530,2935,9630,4752,2720,1931,447,37,9,22991
105106550,67,218,548,422,368,259,72,6,0,1960,58,167,405,284,278,170,78,22,12,1474,1872,6383,18318,15259,11978,7199,1755,229,31,63024
105108050,33,100,326,248,159,119,52,6,3,1046,26,78,327,224,123,91,38,12,8,927,578,2568,11846,8807,5493,3520,1025,163,33,34033
105108500,22,52,176,125,129,102,32,10,3,651,15,59,152,145,116,108,73,24,10,702,485,2035,7459,5770,4793,3933,1648,344,76,26543
105154150,72,134,267,289,297,170,42,6,0,1277,40,112,248,208,173,123,31,8,7,950,1320,3553,8949,8311,8408,4888,901,90,14,36434
105154450,35,101,182,185,244,131,28,6,0,912,35,89,187,144,127,68,30,8,3,691,979,2556,6412,6274,6317,3643,781,88,20,27070
105156650,76,151,416,416,374,234,57,9,0,1733,61,170,396,305,239,165,53,14,3,1406,1433,4094,12575,10895,9115,5586,1125,108,21,44952
105157151,106,248,404,426,383,235,72,11,0,1885,76,96,247,251,243,167,54,31,6,1171,2669,5018,11106,11857,11404,7661,1845,247,37,51844
105157152,165,304,435,461,561,335,73,8,0,2342,88,130,189,234,238,176,45,15,9,1124,3659,5861,10622,13435,13958,9311,1644,114,15,58619
105200351,35,120,261,251,191,99,21,3,0,981,51,134,257,183,185,73,12,9,0,904,861,2489,5487,4712,4361,2374,356,27,6,20673
105200353,72,115,245,280,242,140,25,3,0,1122,43,120,182,194,186,78,27,5,0,835,1189,2525,5226,5424,5476,3248,594,51,4,23737
105200355,52,122,232,238,217,157,44,0,0,1062,36,75,142,129,136,67,26,12,0,623,1345,2438,5231,5948,6105,3661,678,43,6,25455
105201550,88,238,591,605,520,272,63,7,3,2387,86,264,513,447,404,224,41,15,0,1994,1843,5343,14186,13524,11961,6482,1205,105,14,54663
