region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
105051100,1517,409,465,524,496,451,219,471,12591,61,9,6,3,6,3,7,0,0,11,106,9177,1810,1892,510,550,605,583,520,257,699,16603
105054800,553,154,201,178,205,237,128,225,5209,26,3,0,0,3,3,0,0,0,13,48,7922,1433,1869,461,574,557,539,625,354,606,14940
105055200,1339,451,669,748,687,416,256,731,16285,73,16,9,3,0,15,6,3,3,21,149,15450,2209,2508,695,963,1015,1012,698,431,1114,26095
105057201,1840,661,945,1255,1356,1327,893,841,11408,9,4,16,8,10,10,9,20,13,18,117,2420,1082,2164,772,1093,1457,1546,1680,1198,1070,14482
105057204,1150,382,512,566,615,651,411,402,7817,20,7,8,3,3,6,0,10,0,11,68,6954,1486,2397,763,999,1113,1179,1466,876,814,18047
105057205,1732,556,618,820,848,797,477,421,12553,50,10,7,0,5,3,10,10,6,14,115,9077,2371,2982,863,1009,1283,1290,1321,884,756,21836
105057206,1616,563,751,963,1032,1040,559,526,10744,16,7,6,0,6,7,14,6,7,7,76,5556,1643,2510,805,1056,1383,1477,1603,945,795,17773
105106550,3314,1078,1343,1809,2194,2299,1402,1536,30010,94,8,29,3,7,13,14,14,7,32,221,22130,4361,5892,1779,2050,2650,3062,3288,2030,2403,49645
105108050,990,321,362,434,456,479,281,374,8857,43,5,3,3,0,0,6,5,3,11,79,10872,2407,3116,832,1000,1183,1327,1439,845,982,24003
105108500,498,180,175,200,218,205,171,177,4840,20,6,3,0,3,6,0,6,0,5,49,8778,1522,1866,513,557,670,700,760,496,652,16514
105154150,3978,950,1218,1330,1118,823,343,933,27164,60,18,16,0,3,15,3,3,3,17,138,16587,4332,4483,1040,1308,1457,1228,920,403,1174,32932
105154450,2735,729,1000,945,856,616,299,641,18788,62,21,15,4,4,7,11,12,3,19,158,11561,2628,3103,807,1096,1052,924,705,319,823,23018
105156650,3957,1194,1596,1661,1432,971,530,1424,34479,118,29,17,7,23,11,10,8,10,39,272,23496,3953,4662,1419,1795,1852,1601,1143,649,1827,42397
105157151,827,201,227,293,205,210,80,292,8005,32,0,5,3,0,0,0,3,0,6,49,11737,1575,1658,451,487,545,440,438,208,762,18301
105157152,737,142,173,208,172,140,66,246,7276,15,3,6,3,0,0,0,3,3,3,36,12421,1610,1707,300,368,403,354,295,121,679,18258
105200351,3154,797,780,835,733,624,319,1194,26300,81,23,29,6,10,10,7,10,12,28,216,16520,3206,3371,850,831,898,783,663,357,1373,28852
105200353,1911,456,420,450,410,321,162,1234,22179,102,13,16,3,7,3,0,3,0,37,184,17210,2474,2172,502,474,500,454,354,174,1433,25747
105200355,967,245,225,289,186,214,94,410,10170,46,6,12,0,0,0,0,0,0,8,72,9273,1383,1259,315,282,371,242,258,137,599,14119
