region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
105051100,326,261,587,822,727,1549,574,516,1090,104,84,188,1500,1327,2827,549,544,1093,420,467,887,92,89,181,1061,1100,2161,104,77,181,81,94,175,138,72,210,140,217,357,8,8,16,471,468,939,527,598,1125,230,201,431,47,49,96,177,205,382,7,8,15,988,1061,2049,74,68,142,79,127,206,5,0,5,158,195,353,1539,1504,3043,6043,5916,11959
105054800,490,464,954,1080,1049,2129,307,328,635,230,224,454,1617,1601,3218,336,311,647,189,275,464,299,274,573,824,860,1684,61,68,129,72,108,180,88,47,135,207,282,489,0,6,6,428,511,939,492,612,1104,260,391,651,97,84,181,499,789,1288,4,3,7,1352,1879,3231,29,38,67,118,216,334,3,4,7,150,258,408,1687,1612,3299,6548,7185,13733
105055200,548,484,1032,1552,1462,3014,395,357,752,141,126,267,2088,1945,4033,807,808,1615,329,368,697,248,156,404,1384,1332,2716,170,188,358,186,236,422,153,137,290,393,506,899,14,13,27,916,1080,1996,954,1178,2132,652,721,1373,111,180,291,776,1235,2011,16,11,27,2509,3325,5834,139,107,246,192,312,504,6,4,10,337,423,760,3359,2901,6260,11141,11490,22631
105057201,32,32,64,65,71,136,21,15,36,32,30,62,118,116,234,55,48,103,24,36,60,70,39,109,149,123,272,206,195,401,234,314,548,34,35,69,82,154,236,3,5,8,559,703,1262,977,1246,2223,423,394,817,59,64,123,175,175,350,11,10,21,1645,1889,3534,392,537,929,168,169,337,7,5,12,567,711,1278,2636,2156,4792,5706,5730,11436
105057204,119,120,239,220,210,430,48,51,99,68,81,149,336,342,678,89,90,179,48,125,173,114,136,250,251,351,602,85,85,170,157,154,311,51,57,108,257,230,487,8,5,13,558,531,1089,411,534,945,487,448,935,101,88,189,731,703,1434,8,9,17,1738,1782,3520,147,197,344,223,234,457,8,3,11,378,434,812,3940,3087,7027,7320,6647,13967
105057205,245,208,453,557,541,1098,199,184,383,83,81,164,839,806,1645,269,272,541,155,176,331,116,108,224,540,556,1096,192,148,340,138,199,337,82,79,161,301,328,629,8,7,15,721,761,1482,1313,1463,2776,726,660,1386,112,135,247,769,834,1603,18,18,36,2938,3110,6048,180,223,403,181,274,455,10,6,16,371,503,874,3563,2954,6517,9217,8898,18115
105057206,150,140,290,323,344,667,63,70,133,98,91,189,484,505,989,233,180,413,59,164,223,90,105,195,382,449,831,110,151,261,156,222,378,71,57,128,203,266,469,3,7,10,543,703,1246,1536,2122,3658,727,671,1398,107,135,242,477,545,1022,12,4,16,2859,3477,6336,147,186,333,177,218,395,4,6,10,328,410,738,2849,2285,5134,7595,7969,15564
105106550,1046,963,2009,2000,1927,3927,1140,1056,2196,800,739,1539,3940,3722,7662,869,880,1749,1187,1086,2273,773,841,1614,2829,2807,5636,241,222,463,199,262,461,291,157,448,454,638,1092,19,18,37,1204,1297,2501,4436,4470,8906,1379,1178,2557,225,264,489,921,1181,2102,30,37,67,6991,7130,14121,193,222,415,255,475,730,5,8,13,453,705,1158,6729,5188,11917,23192,21812,45004
105108050,583,563,1146,883,812,1695,282,248,530,700,614,1314,1865,1674,3539,308,258,566,271,256,527,700,754,1454,1279,1268,2547,65,93,158,107,150,257,113,74,187,265,294,559,7,4,11,557,615,1172,585,710,1295,260,364,624,84,122,206,481,654,1135,10,24,34,1420,1874,3294,97,140,237,174,288,462,0,8,8,271,436,707,3890,3586,7476,9865,10016,19881
105108500,388,433,821,516,484,1000,157,245,402,807,772,1579,1480,1501,2981,125,106,231,96,264,360,1178,1071,2249,1399,1441,2840,46,34,80,47,61,108,53,38,91,103,159,262,4,0,4,253,292,545,683,770,1453,205,257,462,93,109,202,402,532,934,12,4,16,1395,1672,3067,44,49,93,94,186,280,0,4,4,138,239,377,2957,2982,5939,8010,8560,16570
