region_id,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T
105051100,15,0,315,36,282,19,0,301,0,337,0,27,28,0,55,0,55,0,0,0,0,0,0,0,36,309,47,0,356,0,392,0,3,0,0,3,0,3,336,327,47,0,374,0,710,141,7,0,0,7,0,148,16,199,13,0,212,3,231,4,31,26,0,57,0,61,0,0,0,0,0,0,0,20,230,39,0,269,3,292,0,0,0,0,0,0,0,161,237,39,0,276,3,440,51,0,0,0,0,0,51,7,85,5,0,90,0,97,0,11,9,0,20,0,20,0,0,0,0,0,0,0,7,96,14,0,110,0,117,0,5,0,0,5,0,5,58,101,14,0,115,0,173,2977,209,0,3,212,3,3192,339,2586,106,0,2692,12,3043,12,278,147,0,425,0,437,3,3,0,4,7,0,10,354,2867,253,4,3124,12,3490,0,14,0,0,14,9,23,3331,3090,253,7,3350,24,6705
105054800,17,0,398,31,51,0,0,51,0,82,0,3,0,0,3,0,3,0,0,0,0,0,0,0,31,54,0,0,54,0,85,0,0,0,0,0,0,0,412,71,0,0,71,0,483,241,11,0,0,11,0,252,13,31,4,0,35,0,48,0,3,4,0,7,0,7,0,0,0,0,0,0,0,13,34,8,0,42,0,55,0,0,0,0,0,0,0,254,45,8,0,53,0,307,103,3,0,0,3,0,106,3,10,0,0,10,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,13,0,0,13,0,16,0,0,0,0,0,0,0,106,16,0,0,16,0,122,6270,253,0,10,263,3,6536,463,732,22,3,757,0,1220,3,24,18,0,42,0,45,11,0,0,0,0,0,11,477,756,40,3,799,0,1276,8,3,0,0,3,4,15,6755,1012,40,13,1065,7,7827
105055200,14,0,422,38,206,11,0,217,0,255,0,39,59,0,98,0,98,0,0,0,0,0,0,0,38,245,70,0,315,0,353,0,5,0,0,5,0,5,446,261,73,0,334,0,780,208,11,0,0,11,0,219,11,142,17,0,159,0,170,0,24,43,0,67,0,67,7,0,0,0,0,0,7,18,166,60,0,226,0,244,0,0,0,0,0,0,0,226,177,60,0,237,0,463,78,3,0,0,3,0,81,8,69,5,0,74,0,82,0,14,21,0,35,0,35,0,0,0,0,0,0,0,8,83,26,0,109,0,117,0,0,0,0,0,0,0,86,86,26,0,112,0,198,5931,366,9,13,388,3,6322,512,2074,107,3,2184,5,2701,9,259,293,0,552,0,561,14,4,0,10,14,0,28,535,2337,400,13,2750,5,3290,16,25,3,0,28,4,48,6482,2728,412,26,3166,12,9660
105057201,3,0,17,3,20,4,0,24,0,27,0,6,4,0,10,0,10,0,0,0,0,0,0,0,3,26,8,0,34,0,37,0,0,0,0,0,0,0,17,29,8,0,37,0,54,15,0,0,0,0,0,15,3,13,3,0,16,0,19,0,4,4,0,8,0,8,0,0,0,0,0,0,0,3,17,7,0,24,0,27,0,0,0,0,0,0,0,18,17,7,0,24,0,42,8,0,0,0,0,0,8,3,11,0,0,11,0,14,0,5,5,0,10,0,10,0,0,0,0,0,0,0,3,16,5,0,21,0,24,0,0,0,0,0,0,0,11,16,5,0,21,0,32,162,11,4,0,15,0,177,51,337,27,0,364,0,415,3,52,50,0,102,0,105,3,6,0,0,6,0,9,57,395,77,0,472,0,529,0,0,0,0,0,0,0,219,406,81,0,487,0,706
105057204,0,0,105,4,23,3,0,26,0,30,0,0,9,0,9,0,9,0,0,0,0,0,0,0,4,23,12,0,35,0,39,0,0,0,0,0,0,0,109,23,12,0,35,0,144,61,3,0,0,3,0,64,6,12,3,0,15,0,21,0,5,3,0,8,0,8,0,0,0,0,0,0,0,6,17,6,0,23,0,29,0,0,0,0,0,0,0,67,20,6,0,26,0,93,34,0,0,0,0,0,34,0,9,3,0,12,0,12,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,9,6,0,15,0,15,0,0,0,0,0,0,0,34,9,6,0,15,0,49,1288,72,0,0,72,0,1360,151,282,18,0,300,0,451,0,35,26,0,61,3,64,0,3,0,0,3,0,3,151,320,44,0,364,3,518,0,0,0,0,0,6,6,1439,392,44,0,436,9,1884
105057205,3,0,165,19,81,4,0,85,0,104,0,10,7,0,17,0,17,0,0,0,3,3,0,3,19,91,11,3,105,0,124,0,0,0,0,0,0,0,181,94,11,3,108,0,289,75,0,0,0,0,0,75,9,59,4,0,63,0,72,0,11,11,0,22,0,22,0,0,0,0,0,0,0,9,70,15,0,85,0,94,0,0,0,0,0,0,0,84,70,15,0,85,0,169,45,0,0,0,0,0,45,0,31,0,0,31,0,31,0,4,8,0,12,0,12,0,0,0,0,0,0,0,0,35,8,0,43,0,43,0,0,0,0,0,0,0,45,35,8,0,43,0,88,2405,137,0,8,145,3,2553,261,1027,41,0,1068,0,1329,0,119,79,0,198,0,198,4,0,0,3,3,0,7,265,1146,120,3,1269,0,1534,5,5,0,0,5,0,10,2675,1288,120,11,1419,3,4097
105057206,4,0,102,16,22,6,0,28,0,44,0,11,14,0,25,0,25,0,0,0,0,0,0,0,16,33,20,0,53,0,69,0,0,0,0,0,0,0,114,37,20,0,57,0,171,55,0,0,0,0,0,55,4,27,6,0,33,0,37,3,8,5,0,13,0,16,0,0,0,0,0,0,0,7,35,11,0,46,0,53,0,0,0,0,0,0,0,62,35,11,0,46,0,108,42,0,0,0,0,0,42,0,17,0,0,17,0,17,0,5,13,0,18,0,18,0,0,0,0,0,0,0,0,22,13,0,35,0,35,0,0,0,0,0,0,0,42,22,13,0,35,0,77,1294,73,0,6,79,0,1373,205,571,53,0,624,0,829,12,62,84,3,149,3,164,0,5,0,0,5,0,5,217,638,137,3,778,3,998,0,3,0,0,3,0,3,1511,714,137,9,860,3,2374
105106550,45,3,1195,79,509,24,0,533,3,615,0,44,28,0,72,3,75,0,0,0,0,0,3,3,79,553,52,0,605,9,693,3,4,0,0,4,0,7,1229,599,52,3,654,12,1895,641,31,3,0,34,3,678,45,343,23,0,366,0,411,0,32,26,0,58,0,58,0,0,0,0,0,0,0,45,375,49,0,424,0,469,4,0,0,0,0,3,7,690,406,52,0,458,6,1154,315,10,0,0,10,0,325,24,204,12,0,216,0,240,0,12,19,0,31,0,31,0,0,0,0,0,0,0,24,216,31,0,247,0,271,0,3,0,0,3,0,3,339,229,31,0,260,0,599,11994,591,6,12,609,6,12609,1068,4266,130,3,4399,12,5479,13,288,142,0,430,3,446,27,0,0,13,13,3,43,1108,4554,272,16,4842,18,5968,20,22,0,0,22,14,56,13122,5167,278,28,5473,38,18633
105108050,26,0,657,37,121,0,0,121,0,158,0,3,7,0,10,0,10,0,0,0,0,0,0,0,37,124,7,0,131,0,168,0,0,0,0,0,0,0,668,146,7,4,157,0,825,356,12,0,3,15,0,371,15,78,3,0,81,0,96,0,3,6,0,9,0,9,0,0,0,0,0,0,0,15,81,9,0,90,0,105,0,0,0,0,0,0,0,371,93,9,3,105,0,476,199,0,0,0,0,0,199,7,45,3,0,48,0,55,0,8,0,0,8,0,8,0,0,0,3,3,0,3,7,53,3,3,59,0,66,0,0,0,0,0,0,0,206,53,3,3,59,0,265,6821,309,4,11,324,6,7151,544,1226,36,6,1268,4,1816,3,56,26,0,82,0,85,3,5,0,3,8,0,11,550,1287,62,9,1358,4,1912,0,8,0,0,8,6,14,7371,1604,66,20,1690,16,9077
105108500,19,0,662,39,88,4,0,92,0,131,0,3,0,0,3,0,3,0,0,0,0,0,0,0,39,91,4,0,95,0,134,0,0,0,0,0,0,0,682,110,4,0,114,0,796,425,15,0,3,18,0,443,24,70,4,0,74,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,70,4,0,74,0,98,0,0,0,0,0,0,0,449,85,4,3,92,0,541,244,8,0,3,11,0,255,15,38,0,0,38,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,0,0,38,0,53,0,0,0,0,0,0,0,259,46,0,3,49,0,308,5910,242,3,21,266,6,6182,433,849,28,3,880,3,1316,4,25,9,0,34,0,38,13,0,0,6,6,0,19,450,874,37,9,920,3,1373,0,0,0,0,0,3,3,6360,1116,40,30,1186,12,7558
