region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
105051100,8,14,38,103,204,469,610,511,198,2155,3,15,32,33,56,86,140,126,35,526,143,202,479,472,399,460,485,361,173,3174,1159,2549,6312,6222,5058,4133,3070,1905,673,31081
105054800,8,3,19,40,100,213,332,399,159,1273,0,3,5,8,12,36,47,87,20,218,94,176,571,678,457,457,396,347,226,3402,766,2585,9800,10987,7105,5889,3109,1646,628,42515
105055200,15,16,74,164,376,772,1168,931,260,3776,5,12,34,62,136,229,351,329,88,1246,207,489,1358,1149,869,759,591,508,245,6175,1518,5682,16451,14820,10296,7083,4314,2759,901,63824
105057201,3,25,38,20,36,50,29,43,17,261,6,34,102,29,13,26,3,4,6,223,257,980,1862,546,422,355,195,100,32,4749,960,4619,9064,2800,1941,1684,868,397,126,22459
105057204,8,7,41,44,75,137,145,131,46,634,0,8,29,22,20,28,32,50,33,222,167,656,2256,1328,945,699,467,336,311,7165,617,4035,16101,9453,5961,4394,2467,1341,676,45045
105057205,3,21,51,72,182,329,397,296,97,1448,0,8,41,24,42,67,109,150,30,471,255,859,1718,1058,800,627,574,393,132,6416,1295,6278,16756,10586,6608,4525,2717,1590,429,50784
105057206,3,23,37,51,96,152,148,121,57,688,0,24,44,17,44,35,31,39,20,254,244,948,1740,761,485,415,245,144,40,5022,1449,6155,13314,6454,4020,3418,1734,784,207,37535
105106550,24,42,72,126,245,621,935,1109,603,3777,4,18,34,31,71,112,159,238,83,750,552,1346,2461,1845,1464,1273,1163,1005,534,11643,4022,13187,24337,19957,15807,12308,8271,5851,2771,106511
105108050,6,9,26,26,56,122,229,311,227,1012,3,9,14,13,12,19,29,49,24,172,199,590,2156,1281,793,656,620,479,348,7122,991,3909,15354,11517,7314,5667,3698,2505,1380,52335
105108500,12,4,10,19,13,43,94,109,108,412,0,3,5,6,8,9,14,15,5,65,225,345,1139,910,725,603,542,415,344,5248,981,3035,9468,7846,6639,6048,4375,2566,1544,42502
105154150,15,23,72,123,349,807,864,831,535,3619,7,25,62,62,133,186,193,203,66,937,175,292,640,523,589,524,506,555,310,4114,2084,5704,11915,10876,10923,8595,5749,4248,2124,62218
105154450,8,15,37,60,171,467,687,524,265,2234,0,3,36,44,76,81,153,155,36,584,150,223,490,366,419,380,367,304,209,2908,1495,4058,8396,8029,8040,6083,3951,2657,1242,43951
105156650,25,27,105,173,459,1158,1626,1399,680,5652,0,23,68,102,169,311,364,359,117,1513,335,574,1448,1137,929,925,815,831,521,7515,2424,6518,17091,14548,12250,10129,7114,5135,2476,77685
105157151,13,19,48,76,190,443,578,682,527,2576,0,6,21,30,40,55,72,53,29,306,179,279,717,670,703,637,673,846,503,5207,2582,6221,13278,14481,13801,11828,8295,6513,2820,79819
105157152,14,25,42,90,169,472,565,555,355,2287,7,4,27,16,38,43,46,48,15,244,209,235,535,571,665,653,521,627,463,4479,3395,7152,12689,15990,16307,13760,7844,4157,1775,83069
105200351,20,40,195,351,609,847,895,643,244,3844,10,29,91,145,362,363,386,332,94,1812,324,388,850,765,721,591,450,403,303,4795,2193,4624,9511,8119,7625,5667,3477,2331,990,44537
105200353,16,34,188,396,706,923,936,908,474,4581,8,22,89,173,332,338,291,266,91,1610,288,368,662,776,723,704,618,545,335,5019,2368,4398,8407,8646,8646,7118,4560,3412,1533,49088
105200355,7,9,47,101,243,539,528,600,371,2445,4,10,11,30,93,114,102,108,30,502,177,166,332,385,465,442,410,542,398,3317,1716,3386,6710,7578,7810,6307,4106,3204,1392,42209
105201550,33,63,258,570,1128,2148,2581,1912,578,9271,12,51,190,267,495,756,807,770,225,3573,561,815,1976,1675,1667,1391,1214,1149,523,10971,3878,9130,21890,20254,18167,13738,9589,6676,2225,105547
105252851,74,162,746,1464,2111,2089,1809,1655,593,10703,17,107,419,902,1607,1283,972,927,314,6548,492,540,1088,1408,1389,1173,1017,979,451,8537,3976,8076,15981,16619,16104,12054,7704,5516,1831,87861
105252854,17,32,173,434,941,1570,1292,807,209,5475,9,24,130,302,690,660,473,484,170,2942,219,277,448,506,643,632,493,295,72,3585,2787,5574,8993,8800,10755,9226,4510,2294,648,53587
105254901,54,75,303,474,887,1316,1302,986,322,5719,10,47,152,223,335,350,307,252,70,1746,493,637,1527,1302,1390,1200,1056,742,278,8625,3736,7256,16085,15071,13978,10339,6605,3763,1065,77898
105254904,21,22,134,305,617,902,815,487,214,3517,4,14,75,170,354,364,249,192,69,1491,311,257,551,629,657,583,414,231,77,3710,2924,5097,10257,11899,10748,6670,3133,1412,492,52632
105301450,25,14,49,96,244,413,384,333,247,1805,0,8,18,16,29,58,48,47,20,244,162,145,275,373,363,349,318,278,108,2371,1983,3503,7471,9143,7464,5603,3085,1652,768,40672
105301501,40,63,120,228,498,892,580,357,139,2917,4,14,35,61,123,140,121,81,23,602,377,348,626,676,795,760,553,449,345,4929,3090,5649,10422,9939,11174,8733,3964,1852,721,55544
105301504,39,48,108,238,453,803,547,386,164,2786,7,10,30,53,72,95,82,55,18,422,332,343,654,635,739,726,496,357,128,4410,2885,5302,10227,9147,9231,8830,4419,2004,641,52686
105308400,17,22,34,78,192,406,364,301,137,1551,3,0,8,8,15,18,18,24,7,101,153,146,217,337,350,283,271,236,104,2097,1644,2605,4658,6553,6344,5183,2833,1362,464,31646
105350150,0,12,33,45,116,315,550,627,308,2006,4,9,28,32,52,59,109,188,66,547,121,279,646,441,418,353,343,428,370,3399,824,3178,7853,6351,5597,4135,2530,2175,1233,33876
105351300,7,10,26,45,118,288,470,473,156,1593,0,11,38,30,48,100,124,144,39,534,95,284,492,264,317,248,244,302,292,2538,888,3256,6132,4160,4202,3212,2141,1732,809,26532
105351521,3,13,20,30,66,254,411,398,166,1361,0,8,28,16,31,57,95,87,36,358,127,336,765,487,364,257,237,163,65,2801,932,3408,7465,5880,5142,3911,2482,1515,601,31336
105351524,0,4,14,23,73,243,519,592,225,1693,0,6,12,14,15,49,96,113,26,331,65,96,347,359,306,284,311,377,212,2357,660,1741,5816,6341,4961,4151,2830,2155,906,29561
105357100,8,9,29,56,116,201,284,258,117,1078,4,11,65,33,57,88,59,81,36,434,167,287,719,361,377,317,252,258,182,2920,1085,3196,7045,4441,4696,3368,2105,1449,670,28055
105400200,27,68,323,587,772,874,728,537,280,4196,20,81,304,363,472,464,339,227,84,2354,386,906,1886,1225,1063,648,441,291,132,6978,2261,6741,15081,10467,9265,6530,3428,2010,851,56634
105403950,33,54,256,399,629,1145,1317,1018,445,5296,14,52,177,171,210,302,328,281,74,1609,352,537,1283,998,922,816,782,750,457,6897,2983,6684,17573,14347,12001,9697,6405,3978,1581,75249
105406251,13,37,94,87,133,275,237,232,181,1289,3,11,100,163,180,156,108,115,41,877,232,610,1519,770,536,367,260,244,155,4693,944,4306,15058,7313,4751,3419,1765,1250,759,39565
105406252,20,11,45,95,187,295,300,324,198,1475,0,7,34,44,77,73,78,75,25,413,118,140,326,315,348,330,318,397,266,2558,1298,3103,6276,6607,6955,5114,3138,2297,988,35776
105406253,11,14,24,66,102,230,290,316,183,1236,3,6,24,17,43,41,45,54,17,250,84,112,251,233,262,218,276,305,251,1992,965,2198,5789,5620,4622,3988,3106,1918,818,29024
105406254,22,33,170,302,422,480,366,298,153,2246,4,27,75,127,196,240,215,156,39,1079,197,322,678,498,436,391,286,235,112,3155,1359,2987,6014,4512,4145,3202,1885,1202,483,25789
105450900,21,25,40,81,156,350,331,343,251,1598,6,8,17,25,23,24,27,23,13,166,240,196,339,553,740,732,584,523,334,4241,2205,3744,6988,10396,11647,11453,6798,3550,1553,58334
105453800,26,36,65,125,325,511,511,401,222,2222,3,3,16,10,25,28,41,31,11,168,220,231,349,514,556,548,504,344,218,3484,2391,4413,7341,8910,9189,7132,4289,2086,863,46614
105456351,36,64,158,302,651,1340,955,622,244,4372,4,10,42,38,73,121,129,94,32,543,407,632,982,943,1014,944,799,537,245,6503,3829,7543,14395,13256,13522,11173,5416,2507,853,72494
105456354,33,36,95,170,360,737,575,496,276,2778,6,0,17,23,29,41,55,40,20,231,236,317,642,594,668,614,498,440,234,4243,2776,5714,11903,11977,10755,9170,4850,2478,1039,60662
105530751,26,28,83,177,415,861,742,517,303,3152,6,11,36,54,98,108,124,121,51,609,276,399,888,815,722,654,461,305,150,4670,3096,6457,16939,17052,13068,10007,4608,2078,793,74098
105530752,47,75,226,331,610,1118,1073,948,358,4786,3,19,94,118,141,188,192,175,67,997,329,391,883,777,883,821,735,744,301,5864,3164,6746,15676,13890,12832,10218,6024,3857,1194,73601
105530753,87,95,281,471,894,1379,1057,599,271,5134,8,21,84,119,181,187,178,116,44,938,534,527,959,1093,1011,995,830,463,155,6567,4387,7260,13892,14113,12859,9425,5399,2314,784,70433
105554100,0,0,0,6,22,26,68,80,69,271,0,5,0,3,3,7,12,17,4,51,32,37,52,66,73,87,94,106,143,690,287,643,1059,1797,1820,1676,1078,836,642,9838
105554700,3,3,13,11,23,48,78,110,96,385,0,3,8,19,6,11,7,13,4,71,46,76,243,206,165,179,139,143,149,1346,596,1806,4876,5075,4301,3505,2171,1294,763,24387
105555350,0,0,8,9,8,14,33,49,39,160,0,3,5,0,3,6,4,4,0,25,76,114,347,334,252,258,196,168,121,1866,485,1359,3480,4319,4009,3319,2397,1344,838,21550
105555950,4,5,26,25,38,80,83,111,71,443,0,3,22,19,14,12,14,22,9,115,140,359,1468,1018,678,616,475,343,242,5339,717,3648,16554,11356,7399,6875,4517,2218,1067,54351
105556700,11,57,45,105,282,613,792,908,474,3287,4,19,71,73,111,139,182,214,66,879,248,647,951,695,704,697,624,736,661,5963,2686,8910,16857,15263,13742,10825,6891,5281,2493,82948
105558250,9,11,28,47,80,217,274,317,202,1185,3,9,23,40,42,58,67,74,48,364,176,306,649,544,440,391,332,307,261,3406,1386,4241,10686,11230,9136,7138,4158,2823,1509,52307
105604001,7,20,22,57,98,200,268,297,219,1188,0,4,13,30,28,29,39,45,17,205,115,104,155,244,384,307,302,362,484,2457,2080,4235,5533,9347,11204,8370,4798,2810,1736,50113
105604004,19,21,33,66,138,209,305,325,285,1401,5,7,30,58,64,73,81,115,48,481,149,219,505,437,469,404,380,456,418,3437,2294,5785,11288,13415,13119,10064,6759,4442,2077,69243
105604500,22,7,13,31,58,141,217,246,201,936,0,7,17,15,38,17,36,54,30,214,281,213,331,544,631,531,429,605,632,4197,2946,6291,7861,14315,17459,13041,9095,6438,3477,80923
105607421,10,17,21,51,94,281,328,259,166,1227,0,0,23,29,37,39,44,48,28,248,123,155,307,341,348,374,356,241,139,2384,2109,4757,8457,11262,10719,9356,5585,2384,784,55413
105607423,10,5,15,43,89,229,311,262,114,1078,5,3,11,10,23,32,40,53,17,194,107,121,195,355,334,317,250,181,95,1955,1732,3269,5361,9286,8085,6202,3412,1455,529,39331
