region_id,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
105051100,564,98,674,6282,1883,181,8346,21180,2684,32210
105054800,471,154,630,8883,2450,401,11734,28556,3121,43411
105055200,731,162,903,10815,3427,521,14763,44704,5798,65265
105057201,89,39,128,1209,521,17,1747,16159,4734,22640
105057204,452,217,676,2752,1631,87,4470,34073,6850,45393
105057205,295,132,430,5381,2055,204,7640,37474,6293,51407
105057206,159,41,205,3286,1410,105,4801,28211,4997,38009
105106550,2316,433,2777,18348,6040,710,25098,73131,11259,109488
105108050,1068,299,1386,9000,2989,409,12398,34301,6991,53690
105108500,1168,353,1543,7265,3106,203,10574,28161,5369,44104
105154150,1801,301,2125,12778,4322,326,17426,43452,3983,64861
105154450,1050,177,1241,9304,2803,203,12310,30773,2876,45959
105156650,2085,365,2477,14680,4769,347,19796,53598,7017,80411
105157151,2282,506,2822,16449,7422,722,24593,53081,5299,82973
105157152,1479,285,1775,19999,7630,952,28581,54728,4209,87518
105200351,738,246,993,9370,2317,213,11900,30242,4787,46929
105200353,1282,231,1532,9709,3146,226,13081,33779,4821,51681
105200355,1141,228,1396,8906,3260,290,12456,28807,2930,44193
105201550,1708,493,2226,21829,6053,403,28285,71010,10699,109994
105252851,1516,298,1837,16835,4695,303,21833,63003,7998,92834
105252854,569,66,647,9765,3709,210,13684,39567,3458,56709
105254901,858,201,1071,16897,4594,488,21979,51574,8374,81927
105254904,390,97,490,13520,3406,332,17258,34746,3969,55973
105301450,667,92,767,11275,3461,511,15247,25346,2362,42955
105301501,393,323,722,12252,4108,395,16755,37173,4715,58643
105301504,529,101,641,11258,4753,524,16535,34442,4327,55304
105308400,387,74,467,7900,2724,377,11001,20183,2092,33276
105350150,1006,211,1234,6115,1632,197,7944,24083,2974,35001
105351300,613,184,811,4496,1430,112,6038,19338,2269,27645
105351521,525,71,599,6138,1858,170,8166,21646,2744,32556
105351524,684,216,907,6003,1979,184,8166,20010,2285,30461
105357100,560,97,670,5153,1437,110,6700,19938,2806,29444
105400200,729,121,857,10877,2501,195,13573,38618,7051,59242
105403950,1143,426,1585,16499,4799,379,21677,49966,6770,78413
105406251,653,100,762,7352,1410,119,8881,27205,4408,40494
105406252,733,242,988,7843,2233,248,10324,24732,2504,37560
105406253,592,220,820,6543,2293,255,9091,19239,1894,30224
105406254,385,92,483,5058,1409,105,6572,17401,3049,27022
105450900,1215,322,1554,12560,5383,911,18854,38261,4030,61145
105453800,724,129,866,11006,4100,529,15635,30068,3283,48986
105456351,619,225,853,15971,6016,760,22747,47227,6165,76139
105456354,829,195,1038,14857,5510,717,21084,38481,4057,63622
105530751,673,106,793,21008,5265,766,27039,46329,4579,77947
105530752,980,199,1192,16306,5026,522,21854,49617,5593,77064
105530753,645,132,783,16806,4885,547,22238,45876,6511,74625
105554100,566,72,644,2139,830,86,3055,7039,599,10693
105554700,635,117,764,5738,1616,228,7582,16615,1340,25537
105555350,688,135,837,4557,1493,182,6232,14274,1926,22432
