region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
105051100,0,0,0,14,7,12,31,5,0,0,0,0,0,0,3,72,0,0,0,3,7,16,4,6,6,0,0,0,0,0,0,42,0,0,0,0,8,9,5,11,0,0,0,0,0,0,0,33,0,7,11,16,45,206,254,252,68,68,102,102,79,45,48,1303,0,0,28,110,27,12,19,0,0,0,0,3,0,0,6,205,0,21,71,166,65,38,26,6,3,7,0,9,0,0,15,427,0,0,0,5,36,106,56,27,3,3,9,0,10,0,19,274,0,0,5,39,16,4,7,7,0,0,4,0,0,0,0,82,0,10,19,23,14,5,9,7,0,4,3,3,3,0,5,105,6,19,184,454,82,30,14,4,0,0,4,4,8,6,40,855,0,3,4,11,44,73,67,47,6,5,3,6,13,5,7,294,0,0,0,9,24,55,98,87,46,41,57,41,58,25,18,559,0,0,0,4,69,178,384,220
105054800,0,0,0,6,0,0,16,0,0,3,0,0,0,0,0,25,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,15,0,3,4,12,34,36,38,36,12,8,3,12,18,11,6,233,0,5,6,8,20,55,103,74,13,17,18,29,16,14,17,395,0,0,5,29,5,4,11,6,0,3,0,0,0,0,6,69,0,7,18,33,6,9,4,0,0,0,0,0,0,0,0,77,0,3,0,5,28,47,13,4,3,0,0,0,0,0,0,103,0,0,6,20,15,4,0,0,0,3,0,0,0,3,3,54,4,22,42,21,30,47,42,60,14,8,10,21,15,5,11,352,0,3,74,147,22,11,9,0,0,0,0,0,0,6,29,301,0,0,5,11,22,52,40,16,6,9,0,3,3,3,6,176,0,4,3,36,33,58,26,30,7,18,17,16,13,10,4,275,0,0,0,5,20,26,36,17
105055200,0,0,3,10,16,11,27,0,0,0,0,0,0,0,0,67,0,0,0,0,19,18,18,3,3,0,3,3,0,0,0,67,0,0,6,13,28,45,42,32,10,8,10,24,15,15,9,257,0,3,17,20,79,309,325,138,33,51,56,41,31,18,43,1164,0,0,21,95,18,10,13,9,0,0,0,0,3,0,5,174,0,0,21,66,46,13,16,4,3,0,0,0,0,0,32,201,3,0,3,8,68,107,46,20,8,10,4,0,11,3,8,299,3,0,7,107,120,35,13,3,3,0,0,3,0,0,8,302,0,21,35,35,31,47,44,34,13,11,11,11,17,0,11,321,3,16,520,1360,218,40,15,4,4,0,3,4,4,0,116,2307,0,3,0,11,44,106,64,17,4,5,3,0,3,3,13,276,0,3,8,21,32,60,64,86,47,73,77,58,25,20,21,595,0,0,0,9,58,97,124,66
105057201,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,4,0,3,0,0,0,3,4,0,22,0,0,0,6,6,4,8,3,0,6,0,8,3,18,8,70,0,3,9,9,28,189,384,524,192,277,320,320,272,98,173,2798,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,12,0,3,3,9,0,0,0,7,0,3,4,0,3,0,0,32,0,0,3,0,0,20,8,9,0,0,0,0,4,5,0,49,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,3,3,5,3,6,7,3,15,3,0,10,3,4,20,19,104,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,5,23,130,119,67,12,27,41,39,28,19,31,544,0,0,0,11,8,16,44,58,20,25,51,40,129,75,31,508,0,3,0,3,12,23,304,371
105057204,0,0,0,7,3,3,20,0,0,0,0,0,0,0,0,33,0,0,0,0,3,5,0,0,0,0,0,0,0,4,4,16,0,0,3,11,31,27,36,39,17,19,12,14,38,14,5,266,3,4,16,22,47,143,198,123,26,41,34,33,25,32,53,800,0,0,7,27,11,13,16,0,0,0,0,0,0,0,4,78,0,10,7,7,4,3,4,3,0,3,7,0,0,0,3,51,0,0,4,6,25,32,22,8,0,0,3,0,3,0,5,108,0,0,0,5,9,3,6,0,3,0,0,0,0,0,0,26,0,24,48,34,28,40,39,62,22,38,29,25,35,32,31,487,0,5,31,69,15,5,4,6,0,0,0,5,0,0,14,154,5,0,6,10,43,82,47,30,4,10,7,14,4,0,14,276,0,5,3,17,14,25,35,48,23,34,42,40,37,21,12,356,0,3,3,3,11,28,78,68
105057205,0,0,0,11,4,0,59,3,3,0,5,0,0,0,0,85,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,20,0,0,0,12,29,35,34,33,7,11,18,23,32,15,17,266,0,3,10,12,46,252,508,533,177,182,275,248,245,95,102,2688,0,0,9,25,13,6,18,5,0,0,0,0,3,0,3,82,3,3,3,24,13,21,5,3,0,3,4,0,0,0,3,85,0,0,0,6,41,55,34,10,4,5,3,0,4,0,3,165,0,0,4,20,10,12,4,7,0,0,3,0,0,0,3,63,0,13,11,16,23,36,40,48,20,14,19,23,25,20,11,319,4,13,158,272,42,16,8,0,0,0,4,0,6,0,20,543,0,0,7,0,57,144,132,55,23,24,22,16,20,3,15,518,0,3,0,15,18,41,51,76,27,41,31,31,26,20,10,390,0,0,3,3,33,75,260,161
105057206,0,0,0,3,3,0,12,0,0,0,0,0,0,3,0,21,0,0,0,0,3,19,3,3,0,0,0,0,3,0,0,31,0,0,3,6,19,28,19,20,4,17,18,21,27,43,11,236,0,7,10,25,52,268,457,464,147,249,298,300,290,115,144,2826,0,0,4,9,12,7,8,4,0,0,0,0,3,3,0,50,0,3,3,10,7,6,5,4,0,4,0,3,0,0,0,45,0,0,4,0,20,35,8,5,0,0,0,4,0,0,6,82,0,0,0,6,5,12,3,0,0,0,0,3,3,3,0,35,3,3,22,5,14,14,21,39,12,21,24,18,26,22,16,260,0,0,35,40,8,6,0,3,4,0,3,0,0,0,7,106,0,0,0,16,44,139,116,71,16,22,33,43,26,12,19,557,0,0,3,14,11,34,66,101,44,61,68,76,81,40,22,621,0,0,5,3,19,49,174,109
105106550,0,0,3,22,10,13,38,5,0,0,0,3,0,0,0,94,0,0,0,0,14,27,10,0,0,0,6,5,4,3,6,75,0,3,5,24,55,34,76,78,22,20,23,39,29,24,11,443,5,19,81,74,120,582,721,682,237,356,555,782,902,416,297,5829,0,0,53,93,24,10,25,3,0,0,9,0,0,0,10,227,4,82,186,189,62,51,29,5,0,4,0,5,0,6,12,635,0,3,4,9,48,115,54,31,6,15,8,6,8,5,14,326,0,0,0,5,6,10,4,0,0,3,0,0,0,0,6,34,25,41,93,68,52,70,65,114,28,37,21,28,46,27,35,750,42,109,633,626,105,27,13,7,0,4,3,3,4,8,118,1702,5,3,18,51,186,351,490,191,64,69,82,127,85,45,54,1821,0,5,7,75,109,88,109,157,66,59,99,86,101,55,37,1053,0,3,15,21,118,381,681,445
105108050,0,0,0,3,4,4,10,0,0,0,0,0,0,0,0,21,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,0,0,3,16,27,29,52,58,14,14,23,21,24,18,24,323,3,30,38,18,24,121,106,65,24,13,14,28,11,8,30,533,0,0,12,28,15,10,6,0,0,0,4,3,0,0,3,81,0,4,68,34,12,15,4,0,0,3,3,0,0,0,4,147,0,0,3,6,16,30,9,3,5,0,3,0,6,0,3,84,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,20,32,37,45,55,36,61,63,101,28,42,37,28,32,9,16,622,7,19,93,93,18,4,7,0,0,0,3,3,0,0,6,253,3,0,5,14,31,56,38,11,3,8,4,6,9,6,9,203,0,12,9,81,36,26,29,7,7,6,13,4,10,6,21,267,0,3,11,4,19,44,33,10
105108500,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,18,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,3,8,15,33,29,18,25,4,3,9,9,23,10,3,192,5,22,44,12,25,105,83,40,12,18,20,38,22,10,15,471,0,4,13,18,6,4,4,0,0,0,0,0,0,3,0,52,3,20,40,34,10,3,3,3,0,0,0,0,0,0,4,120,0,0,4,5,8,13,6,8,0,0,0,3,4,3,3,57,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,50,62,46,34,20,34,40,38,13,7,8,17,18,3,17,407,6,16,68,46,12,3,5,0,3,0,0,0,0,0,6,165,3,9,0,23,57,90,94,35,9,18,12,18,16,13,22,419,0,15,15,34,41,29,33,19,3,6,13,8,12,5,11,244,0,3,5,11,19,24,22,13
