region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
105051100,2029,3602,2380,1880,3273,1822,1444,1594,373,18397
105054800,6272,12334,1994,1971,3799,1993,453,765,422,30003
105055200,5790,15031,4120,3420,6212,2899,1391,2365,648,41876
105057201,1719,3582,1015,1411,1331,1038,141,925,348,11510
105057204,5296,12310,2097,2593,3583,2082,301,907,522,29691
105057205,5289,12421,2707,2919,4632,2385,656,1106,488,32603
105057206,3700,9284,1595,2018,3120,1693,314,838,427,22989
105106550,8821,21507,6018,5996,9600,5147,1892,2911,1127,63019
105108050,6127,13332,2692,2803,4084,2716,500,1108,670,34032
105108500,5854,11242,1175,1738,3245,1984,194,453,657,26542
105154150,4101,8712,4608,3314,6640,3363,2154,2798,746,36436
105154450,3527,7138,3204,2241,4723,2614,1218,1816,590,27071
105156650,5007,9659,5724,4163,7704,4390,3035,4253,1017,44952
105157151,7731,11784,7019,5288,9132,5221,2045,2799,826,51845
105157152,8027,13593,8308,5526,11202,5680,2358,3124,801,58619
105200351,1898,3486,3115,1870,3158,2048,2093,2378,626,20672
105200353,2168,3726,3738,1956,4165,2337,2419,2583,646,23738
105200355,2925,4894,3925,2152,5277,2252,1692,1862,475,25454
105201550,5222,10366,7773,5125,8448,5387,4687,6230,1425,54663
105252851,2441,4607,5925,3537,5320,3347,5440,6671,1361,38649
105252854,2768,4302,4925,2408,5107,3047,3129,3488,790,29964
105254901,3650,6439,6466,4306,6913,3524,4137,4275,956,40666
105254904,3665,5047,5250,2527,6166,3185,3670,3557,834,33901
105301450,3742,5035,4364,2749,5030,2890,2403,2114,431,28758
105301501,2744,4785,4866,3337,6260,3205,4010,3758,625,33590
105301504,2830,4512,4804,3325,5513,3137,3311,3392,642,31466
105308400,2624,3236,3893,1975,3273,1760,2096,2046,388,21291
105350150,2527,6683,2087,1883,3219,1787,750,1355,328,20619
105351300,1715,4229,1718,1350,2350,1509,575,1267,382,15095
105351521,3200,6046,1931,1420,3278,1783,519,936,351,19464
105351524,3901,6293,1637,1329,3067,1651,359,655,327,19219
105357100,1987,5112,1795,1322,2565,1523,610,1142,436,16492
105400200,2770,6015,4105,2418,4138,2512,2335,3717,900,28910
105403950,3965,8478,6094,3538,7915,3797,3636,3926,949,42298
105406251,2151,6670,2446,1952,3982,1935,1566,2064,547,23313
105406252,2723,5959,2624,1705,3631,1812,920,1399,401,21174
105406253,2038,4682,2252,1456,3363,1568,1012,1223,315,17909
105406254,917,1883,1966,1043,1875,1139,1124,1431,383,11761
105450900,4283,10257,4687,4065,5094,2747,1546,2423,508,35610
105453800,3920,4733,5860,2983,4808,2759,2642,2935,533,31173
105456351,4123,5481,7235,4404,8805,4481,5778,5030,928,46265
105456354,4647,6651,6064,4022,7841,4147,3538,3338,714,40962
105530751,6312,11250,6851,4271,9777,4920,3783,3825,897,51886
105530752,3406,7479,6139,3945,8011,3945,4678,4780,1035,43418
105530753,2364,4609,5135,3736,6644,3547,6106,5446,894,38481
105554100,1321,2153,339,388,873,446,62,189,112,5883
105554700,3107,6904,1063,1128,2477,1209,228,447,273,16836
105555350,3012,5369,675,946,1799,1014,118,255,299,13487
105555950,7623,16469,2010,2236,5341,2430,299,693,693,37794
105556700,6913,16021,5308,3943,8570,4252,1558,2764,972,50301
105558250,6141,13439,2335,2300,4717,2489,503,1074,659,33657
105604001,5501,9856,4003,2818,5607,3030,906,1833,543,34097
105604004,6396,16105,3982,3456,6985,3592,995,2198,745,44454
105604500,10469,19574,2645,3483,7302,4095,505,1347,886,50306
105607421,6482,11341,4080,2813,6741,3821,1065,1628,556,38527
105607423,5236,6748,3673,1990,4980,2892,1098,1449,455,28521
105607425,3405,6446,1964,1368,3445,1870,591,864,345,20298
105655150,4229,7720,1500,1614,2664,1625,313,623,376,20664
105656370,5053,7563,3747,2593,4285,2731,760,1454,501,28687
105658000,11792,18923,9212,6495,11241,6998,2444,4071,1108,72284
105703101,3943,7064,4498,3262,4217,3212,1031,2171,467,29865
105703104,4555,7859,6126,4616,6643,4369,2298,4021,700,41187
105708551,2617,3771,5024,3610,3984,3607,2694,3764,547,29618
105708554,3195,4775,4965,3590,4300,3545,2015,3474,482,30341
110051720,1818,2249,3975,2188,2387,2036,3048,2805,379,20885
110054651,2638,4880,4281,2711,4017,2900,1782,2561,409,26179
110054653,3439,7185,5980,3406,5745,3887,2621,3383,502,36148
110054655,2049,3856,3679,2194,2967,2034,1789,2357,334,21259
110055050,3059,5175,5637,2848,4390,3134,3234,3250,461,31188
110055903,2854,7648,3195,2711,3311,2203,1161,1937,341,25361
110055904,1562,3383,3154,2105,2834,2171,1688,2311,334,19542
110055905,2516,7031,3298,2565,3773,2540,1240,2062,327,25352
110056400,2958,3761,4970,2997,3591,2828,2219,2859,426,26609
110102700,640,511,639,327,459,288,355,439,63,3721
110103050,393,232,270,218,181,174,233,237,25,1963
110103320,1428,1652,1674,1346,1263,1312,696,1497,200,11068
110105650,753,797,1495,584,795,586,1306,963,125,7404
110107000,1248,1412,2142,969,1355,803,2160,1096,210,11395
110107620,1081,749,1112,492,626,448,865,1037,117,6527
115054400,1266,2348,1389,1066,1151,758,453,620,137,9188
115056900,2433,3741,4821,3166,3943,3090,2762,3017,435,27408
115058451,4689,11624,6204,5152,6106,3644,2500,3275,667,43861
115058454,3541,6977,6463,4339,5702,3774,3432,4070,692,38990
115076951,1292,2123,2215,1706,1610,1503,792,1381,181,12803
115106952,2724,3530,3607,2695,2555,2154,1140,2307,336,21048
115108350,2823,3864,3024,1948,2340,1824,1161,1930,347,19261
120057554,2036,3138,3092,2564,2605,2569,1122,2394,313,19833
120057556,520,910,796,598,587,475,252,517,66,4721
120074851,1294,2515,1765,1522,1742,1605,684,1642,165,12934
120100250,2280,3393,2299,1887,2107,1863,799,1747,215,16590
120101350,1864,2960,1772,1444,1272,1282,471,1308,245,12618
120104550,728,499,414,376,336,269,261,495,47,3425
120104854,990,1151,712,574,705,459,295,606,65,5557
120106611,344,400,495,454,492,407,316,896,63,3867
120106612,667,561,614,475,432,398,367,634,72,4220
120107558,1114,1378,1243,881,919,802,603,1035,136,8111
125011801,2436,3717,2803,2412,3002,2569,1037,2250,292,20518
125036381,1868,3377,2313,1996,2539,1961,670,1465,213,16402
125050600,711,992,668,561,497,384,285,587,94,4779
125051736,887,1055,1008,875,750,751,424,964,97,6811
125051737,892,1215,1219,1216,1177,1099,662,1120,157,8757
125051738,408,295,277,263,211,173,205,318,40,2190
125051804,998,1268,1162,904,968,698,442,938,100,7478
125055700,789,905,910,845,691,586,415,794,89,6024
125103380,1903,2724,2495,1889,1931,1872,1084,2281,220,16399
125104350,1171,1342,1294,1270,1122,1001,672,1300,185,9357
125106385,1440,1707,1792,1249,1487,1248,811,1316,174,11224
125108859,50,17,33,32,23,10,3,49,0,217
130057311,2099,3512,3039,2005,2723,2134,1366,2771,298,19947
130103550,1006,662,664,468,540,460,650,694,81,5225
130103660,700,216,189,162,189,113,166,271,26,2032
130104201,589,245,256,185,190,160,136,285,41,2087
130104920,692,337,346,276,296,217,383,476,58,3081
130107314,1266,677,577,426,524,352,367,663,94,4946
130150111,893,2051,965,995,1120,938,288,841,114,8205
130150112,544,524,270,120,280,174,59,168,34,2173
130153010,745,436,439,354,358,312,232,474,65,3415
130153650,490,176,224,147,186,126,105,333,36,1823
130154202,545,643,588,511,423,557,219,695,64,4245
130157400,643,274,325,245,253,178,208,397,63,2586
130157650,528,450,386,298,334,203,159,350,28,2736
130157850,518,139,158,107,126,77,96,206,26,1453
130205300,1292,778,671,481,725,463,576,703,127,5816
130205750,1150,701,836,456,668,490,709,710,115,5835
135012601,1829,3023,2450,1898,2467,1907,1034,1809,230,16647
135052604,400,277,233,125,252,150,112,170,31,1750
135052950,552,234,207,223,135,120,110,234,16,1831
135055271,1252,1127,1356,701,828,779,1037,972,120,8172
135055850,680,366,344,263,289,198,293,356,37,2826
135058020,989,493,403,375,291,258,258,485,65,3617
135058150,654,452,328,433,302,241,188,378,60,3036
135100950,335,127,135,115,109,65,166,168,26,1246
135102150,476,174,159,189,155,78,113,225,40,1609
135107900,591,292,212,293,230,117,200,331,50,2316
135107950,420,153,132,97,122,63,127,158,33,1305
135151150,262,207,123,163,136,76,81,126,30,1204
135151200,157,85,46,106,55,13,28,109,19,618
135151750,342,224,430,180,189,130,441,241,44,2221
140030471,1580,2824,2238,1740,1924,1604,970,1825,222,14927
140070473,571,466,385,222,310,160,157,283,48,2602
140070850,543,399,458,271,370,201,421,396,55,3114
140071400,1388,928,838,515,737,368,499,654,100,6027
140074870,760,984,1423,957,1064,670,1147,924,131,8060
140075274,227,144,202,107,99,67,152,164,29,1191
140076100,418,241,388,194,254,130,318,321,53,2317
140150800,826,255,360,201,245,150,314,298,47,2696
140152350,922,630,657,479,510,446,317,674,100,4735
140152900,868,548,518,337,442,348,294,463,67,3885
140154600,910,357,304,254,245,183,236,305,59,2853
140156200,1067,819,885,580,744,566,683,597,89,6030
140158100,510,181,149,129,118,79,106,158,19,1449
140206150,1802,3348,2648,1716,2400,1649,1489,1941,255,17248
145056181,1099,1349,798,502,1125,349,273,316,103,5914
145056470,2920,4045,2929,1992,4263,1666,1109,1594,568,21086
145101050,313,112,134,92,88,70,65,159,18,1051
145103311,865,1301,1284,1475,1205,973,790,1107,137,9137
145103314,503,422,474,327,384,245,257,317,57,2986
145103700,388,167,193,117,149,79,107,208,32,1440
145106184,412,323,244,149,202,89,116,142,30,1707
145107640,1015,481,470,329,359,206,206,343,65,3474
145108710,1499,1588,1075,726,1196,509,357,651,162,7763
145108750,916,662,760,442,542,571,294,720,102,5009
145150550,1859,2085,1965,1524,1459,1335,837,1810,167,13041
145152750,1542,1977,2067,1568,1577,1475,688,1427,211,12532
145201000,264,118,137,89,99,67,134,168,19,1095
145202050,761,724,663,458,612,445,251,485,87,4486
145207050,823,487,638,486,410,366,209,393,60,3872
150057751,2634,5106,4496,3083,3462,2898,1550,2811,416,26456
150102000,453,216,236,170,174,103,148,181,22,1703
150102200,430,413,384,301,327,249,205,435,44,2788
150103500,380,173,210,145,155,99,136,347,36,1681
150104300,464,235,271,279,252,139,184,297,35,2156
150104950,455,149,151,113,141,71,118,120,15,1333
150105800,510,272,332,237,238,167,195,427,62,2440
150107350,531,323,333,236,263,218,162,272,36,2374
150107500,708,609,774,449,476,382,544,827,90,4859
150107754,873,405,304,168,275,166,147,242,33,2613
150151600,438,109,113,94,114,41,163,211,21,1304
150153450,1967,1405,1561,845,1389,1225,752,1862,210,11216
150153850,248,131,180,124,137,113,115,228,27,1303
150154750,749,623,676,360,568,393,357,860,71,4657
150155550,299,87,101,88,90,35,114,216,33,1063
155050050,2477,4232,3407,2399,3113,2425,1645,2374,363,22435
155053341,419,294,301,153,259,141,150,190,32,1939
155102300,757,512,737,435,417,408,360,915,94,4635
155103342,707,264,320,229,269,168,281,339,43,2620
155107450,366,137,195,127,132,84,162,219,23,1445
