region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
150102000,115,3369,249,4104
150102200,151,5931,518,7336
150103500,84,3118,198,3667
150104300,150,4156,1094,5884
150104950,67,2531,144,3006
150105800,106,4711,505,5903
150107350,123,4839,285,5772
150107500,323,8475,640,10936
150107754,127,4048,230,4839
150151600,79,2022,143,2585
150153450,714,13596,1954,24359
150153850,74,2353,205,2957
150154750,299,8214,834,11039
150155550,57,1780,177,2256
155050050,1649,34390,3231,47809
155053341,141,2884,178,3671
155102300,340,8607,584,11005
155103342,168,4948,410,6153
155107450,104,2459,308,3359
155107700,20,947,90,1154
155150650,237,6236,500,8064
155151860,65,1289,54,1544
155152500,185,5542,553,7127
155154250,39,1189,95,1502
155155500,205,5500,402,6956
155157800,126,3085,310,3960
155200300,56,1654,243,2284
155208200,178,5180,489,6608
160101250,372,14664,1633,18522
160101700,35,1606,156,1988
160108809,17,580,32,684
185019779,9,44,8,119
199999499,512,5475,2883,12918
