region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
105051100,2575,505,887,10,3,3980,1868,744,1720,10,8,4350,489,282,2140,29,11,2951,172,338,875,0,6,1391,218,70,379,20,4,691,29,20,44,0,3,96,24,31,46,3,0,104,30,9,44,0,0,83,962,750,3528,52,24,5316,29,14,39,0,0,82,142,54,197,0,0,393,5576,2067,6371,72,35,14121
105054800,2707,1921,554,24,0,5206,2965,2938,1074,38,3,7018,1125,1895,2772,102,8,5902,48,245,614,0,0,907,458,537,444,68,7,1514,20,34,79,0,0,133,21,49,28,9,0,107,31,23,28,3,0,85,1703,2783,3965,182,15,8648,27,23,33,0,0,83,127,95,123,14,3,362,7529,7760,5749,258,21,21317
105055200,3992,1920,1048,44,9,7013,3445,3099,2631,37,20,9232,1427,2143,5471,166,26,9233,121,164,572,0,0,857,568,604,874,102,12,2160,95,60,173,4,0,332,38,28,65,21,0,152,53,40,60,4,0,157,2302,3039,7215,297,38,12891,56,41,34,3,3,137,251,152,294,7,0,704,10046,8251,11222,388,70,29977
105057201,17,20,1312,0,3,1352,33,11,1439,4,3,1490,66,22,3892,0,9,3989,80,133,97,0,11,321,17,4,852,0,3,876,5,8,23,0,0,36,3,0,120,0,3,126,3,3,58,3,3,70,174,170,5042,3,29,5418,4,3,35,0,3,45,6,9,235,0,0,250,234,213,8063,7,38,8555
105057204,116,963,2342,10,4,3435,100,1194,3598,5,19,4916,97,1237,8368,50,44,9796,4,270,995,0,4,1273,24,490,1813,26,16,2369,0,15,67,0,0,82,5,22,89,3,3,122,8,41,95,0,0,144,138,2075,11427,79,67,13786,7,19,94,0,0,120,13,102,356,0,0,471,374,4353,17817,94,90,22728
105057205,658,1420,1061,7,3,3149,511,2254,4142,14,10,6931,329,1846,5889,35,33,8132,53,488,2466,4,250,3261,126,667,1059,19,13,1884,11,106,176,0,6,299,16,34,90,0,5,145,7,42,98,0,0,147,542,3183,9778,58,307,13868,12,40,69,0,15,136,51,143,365,0,23,582,1774,7040,15415,79,358,24666
105057206,205,729,1411,6,4,2355,164,914,2588,5,8,3679,153,953,5759,26,20,6911,42,669,882,4,3,1600,70,383,1116,14,8,1591,8,39,299,0,0,346,3,17,151,3,3,177,4,28,66,0,3,101,280,2089,8273,47,37,10726,6,46,61,0,0,113,16,107,220,7,3,353,671,3885,12553,65,52,17226
105106550,7203,2216,3686,32,3,13140,4535,2435,4614,15,12,11611,1349,1359,10908,102,22,13740,245,510,2336,0,0,3091,587,447,2451,33,12,3530,55,44,210,0,0,309,81,139,184,7,0,411,68,31,170,3,5,277,2385,2530,16259,145,39,21358,62,55,172,4,0,293,365,172,613,4,4,1158,14550,7408,25344,200,58,47560
105108050,2310,1582,2549,17,8,6466,1710,1633,2568,14,17,5942,497,836,6793,81,20,8227,9,22,412,0,3,446,248,413,1803,36,6,2506,6,9,95,0,0,110,15,12,96,4,3,130,21,30,152,0,0,203,796,1322,9351,121,32,11622,22,18,96,0,0,136,105,118,475,5,0,703,4943,4673,15039,157,57,24869
105108500,2615,1697,2879,7,14,7212,1477,1273,2002,7,3,4762,417,1065,4072,20,22,5596,3,8,68,0,0,79,211,357,1196,16,3,1783,4,8,48,0,0,60,27,19,39,10,3,98,35,32,95,0,0,162,697,1489,5518,46,28,7778,23,30,132,0,0,185,105,110,311,0,0,526,4917,4599,10842,60,45,20463
105154150,7712,1014,1210,12,3,9951,5606,1040,2282,14,3,8945,1418,466,3025,84,4,4997,390,433,305,0,0,1128,513,156,609,26,0,1304,40,59,31,0,0,130,69,34,44,0,0,147,53,20,37,3,0,113,2483,1168,4051,113,4,7819,89,52,36,0,0,177,361,108,182,3,0,654,16251,3382,7761,142,10,27546
105154450,5391,533,1255,8,0,7187,3825,524,2043,7,3,6402,852,292,2493,41,8,3686,31,82,112,0,0,225,390,94,507,22,4,1017,24,6,29,0,0,59,43,19,44,0,0,106,47,4,48,0,0,99,1387,497,3233,63,12,5192,45,19,55,0,0,119,251,44,152,0,0,447,10899,1617,6738,78,15,19347
105156650,8109,1660,2042,58,6,11875,5435,1506,3523,27,20,10511,1775,707,5031,100,21,7634,103,90,578,0,0,771,735,219,831,32,6,1823,63,27,64,3,4,161,88,33,79,30,0,230,100,20,72,3,0,195,2864,1096,6655,168,31,10814,92,25,72,0,0,189,508,98,398,17,0,1021,17008,4385,12690,270,57,34410
105157151,10040,2058,2234,57,3,14392,8733,1430,2779,7,3,12952,1424,853,4179,43,3,6502,128,221,605,0,0,954,647,185,796,28,0,1656,51,27,134,0,0,212,79,184,45,31,3,342,82,10,55,3,3,153,2411,1480,5814,105,9,9819,90,38,172,0,0,300,408,148,351,6,0,913,21682,5154,11350,175,15,38376
105157152,12119,1019,728,30,0,13896,13750,1246,1410,8,3,16417,1387,504,1670,26,0,3587,225,270,326,0,0,821,617,149,290,15,4,1075,46,75,52,0,0,173,62,17,9,46,0,134,51,12,12,3,0,78,2388,1027,2359,90,4,5868,88,62,82,0,0,232,360,102,97,0,0,559,28705,3456,4676,128,7,36972
105200351,3993,580,597,12,0,5182,3101,1125,1492,8,17,5743,842,470,1820,14,17,3163,378,381,821,0,0,1580,622,179,300,3,4,1108,37,48,90,0,0,175,152,42,50,0,0,244,58,18,28,0,0,104,2089,1138,3109,17,21,6374,70,24,31,4,3,132,357,95,211,0,0,663,9610,2962,5440,41,41,18094
105200353,6392,651,106,22,10,7181,5093,1125,194,8,14,6434,1377,488,186,20,15,2086,1226,427,598,0,4,2255,759,184,51,9,0,1003,57,78,38,0,0,173,127,39,14,31,0,211,88,22,17,3,0,130,3634,1238,904,63,19,5858,99,24,22,0,0,145,521,102,87,12,0,722,15739,3140,1313,105,43,20340
105200355,6112,819,164,8,0,7103,5238,1388,172,10,0,6808,1233,506,198,50,3,1990,789,263,400,0,0,1452,426,132,46,23,0,627,24,39,56,3,0,122,26,16,7,3,0,52,60,10,4,0,0,74,2558,966,711,79,3,4317,65,15,38,0,0,118,307,85,64,0,0,456,14280,3273,1149,97,3,18802
105201550,11001,941,2090,40,40,14112,7955,1532,3565,24,34,13110,2389,1088,7084,120,54,10735,591,487,1599,0,0,2677,909,284,1019,39,14,2265,83,94,232,0,0,409,167,38,198,8,7,418,95,29,118,3,0,245,4234,2020,10250,170,75,16749,144,38,114,0,0,296,767,149,727,14,3,1660,24101,4680,16746,248,152,45927
105252851,8706,970,814,32,6,10528,7605,1667,1271,13,5,10561,2989,1184,2761,33,8,6975,1114,1092,712,0,0,2918,1459,326,373,19,3,2180,109,117,99,0,4,329,316,80,108,40,0,544,154,35,56,4,0,249,6141,2834,4109,96,15,13195,160,41,40,0,3,244,935,235,311,5,0,1486,23547,5747,6545,146,29,36014
105252854,7160,437,7,3,9,7616,6844,628,14,3,11,7500,1434,252,15,7,6,1714,845,317,73,0,0,1235,625,74,10,3,0,712,64,28,3,0,0,95,138,17,0,0,0,155,61,8,0,0,0,69,3167,696,101,10,6,3980,110,8,7,0,0,125,516,72,12,3,0,603,17797,1841,141,19,26,19824
105254901,7000,477,549,3,4,8033,9088,1245,1303,3,11,11650,2454,961,2611,9,7,6042,1800,721,1375,0,0,3896,859,155,253,6,4,1277,61,81,141,0,0,283,645,68,64,3,8,788,113,24,53,0,0,190,5932,2010,4497,18,19,12476,111,31,31,3,0,176,643,238,301,3,3,1188,22774,4001,6681,30,37,33523
105254904,4391,459,0,25,3,4878,9663,1123,8,7,0,10801,1848,443,16,7,0,2314,206,83,29,0,0,318,721,111,10,3,0,845,47,14,5,0,0,66,151,11,3,12,0,177,80,10,3,3,4,100,3053,672,66,25,4,3820,90,33,0,0,0,123,373,65,7,0,0,445,17570,2352,81,57,7,20067
105301450,4207,250,69,115,7,4648,9053,322,28,5,15,9423,1859,173,81,0,0,2113,214,79,31,0,0,324,633,44,31,5,0,713,26,25,5,0,0,56,65,0,0,17,0,82,44,6,8,0,3,61,2841,327,156,22,3,3349,51,86,11,3,0,151,246,35,13,12,0,306,16398,1020,277,157,25,17877
105301501,5003,642,67,42,0,5754,8924,1366,98,55,0,10443,1909,999,107,11,3,3029,1523,1116,93,0,0,2732,741,203,38,6,0,988,48,63,0,0,0,111,94,11,4,0,0,109,67,20,3,3,0,93,4382,2412,245,20,3,7062,92,20,10,0,3,125,437,149,17,0,0,603,18838,4589,437,117,6,23987
105301504,5170,335,168,4,3,5680,8655,709,178,6,3,9551,2303,698,446,14,3,3464,1651,633,254,0,3,2541,762,147,77,0,0,986,73,35,49,0,0,157,70,8,17,0,0,95,46,11,13,0,0,70,4905,1532,856,14,6,7313,82,34,104,3,0,223,400,82,47,0,0,529,19212,2692,1353,27,12,23296
