region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
105051100,5576,16640,1105,2872,961,2737,2066,5609,926,1829,3338,7987,2100,4440,7,6,6371,14262,0,0,0,0,74,208,74,208,33,66,14120,36785,769,0,14889,36785
105054800,7529,19502,3482,7872,4279,10136,7761,18008,1557,2642,1664,2651,2498,4221,32,51,5751,9565,3,0,3,3,253,525,259,528,20,42,21320,47645,2032,0,23352,47645
105055200,10046,27876,5133,11986,3118,7732,8251,19718,4722,8567,4671,8579,1699,3048,132,246,11224,20440,0,3,5,10,380,969,385,982,70,144,29976,69160,2389,0,32365,69160
105057201,235,558,109,157,105,199,214,356,91,137,22,37,7944,16933,7,9,8064,17116,3,4,0,0,6,17,9,21,33,68,8555,18119,1831,0,10386,18119
105057204,373,870,209,421,4146,9249,4355,9670,950,1524,2755,4401,14091,21595,18,26,17814,27546,0,0,0,0,96,214,96,214,91,139,22729,38439,3592,0,26321,38439
105057205,1774,4543,2353,5093,4685,11241,7038,16334,1100,1816,2750,4794,11497,21408,69,109,15416,28127,8,11,0,3,73,169,81,183,357,551,24666,49738,1989,0,26655,49738
105057206,671,1623,973,2069,2912,6992,3885,9061,1225,2173,2018,3635,9291,17481,18,41,12552,23330,0,4,0,0,68,138,68,142,51,112,17227,34268,1774,0,19001,34268
105106550,14549,43296,3709,9583,3699,10166,7408,19749,4807,9587,10748,21094,9720,19540,69,148,25344,50369,4,3,0,0,196,486,200,489,61,117,47562,114020,4125,0,51687,114020
105108050,4943,14807,2273,5738,2402,6448,4675,12186,3258,6310,5771,10576,5989,10870,21,38,15039,27794,0,5,3,0,154,340,157,345,58,151,24872,55283,2763,0,27635,55283
105108500,4917,14747,797,1790,3802,8984,4599,10774,1522,3087,3630,6721,5680,9565,9,19,10841,19392,4,7,0,0,55,123,59,130,47,87,20463,45130,2946,0,23409,45130
105154150,16251,48770,1778,3686,1602,4548,3380,8234,1475,3273,3686,8560,2568,6090,33,82,7762,18005,0,0,0,0,143,327,143,327,10,24,27546,75360,1543,0,29089,75360
105154450,10900,33317,690,1493,927,2512,1617,4005,1429,3080,2892,6760,2404,5963,12,27,6737,15830,4,10,0,0,75,155,79,165,16,32,19349,53349,1253,0,20602,53349
105156650,17007,51056,2988,6845,1396,4019,4384,10864,1967,4299,5812,12687,4829,10899,84,178,12692,28063,73,101,3,4,196,522,272,627,55,133,34410,90743,2450,0,36860,90743
