region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10101,5084,3131,1620,583,28393
10102,3880,1791,676,234,25046
10103,1549,873,470,169,8854
10104,7038,4765,2541,959,30828
10201,12519,8113,5495,2669,76227
10202,9204,6697,4441,1678,60510
10301,3121,1757,948,333,19227
10302,3454,2263,1362,471,20248
10303,3165,2048,1074,362,17987
10304,3689,2056,1119,333,22892
10401,4092,2552,1467,457,19831
10402,7055,3974,2295,1048,36239
10501,1331,833,493,107,8854
10502,1348,767,637,283,8002
10503,4122,2473,1311,456,26307
10601,5326,2722,1373,428,32463
10602,3915,2044,1116,392,26747
10603,5268,4122,2099,731,29601
10604,1646,898,518,169,11708
10701,4210,2579,1744,577,28452
10702,0,0,0,0,10
10703,5933,3370,1901,577,35631
10704,8671,4848,3081,1154,59445
10801,2570,2220,1439,585,13058
10802,3956,2553,1421,557,19106
10803,34,39,11,0,193
10804,5850,4494,3051,1209,32846
10805,4327,3034,1688,626,21138
10901,3942,2195,1290,576,24968
10902,677,462,235,84,4322
10903,2831,2010,1256,494,15764
11001,2907,1639,774,311,16041
11002,2536,1782,915,335,13959
11003,1341,760,403,124,9328
11004,5148,3178,1790,669,30587
11101,8990,5559,3428,1271,52845
11102,5410,3619,2134,823,30361
11103,10278,5919,3837,1754,73564
11201,7123,3602,2062,891,34863
11202,5569,2695,1435,522,28371
11203,6421,4344,3250,1317,36905
11301,2341,1347,792,294,16616
11302,921,612,319,107,5527
11303,5670,3073,1818,714,36537
11401,7775,5929,3575,1247,42099
11402,4154,3251,1720,611,21347
11501,11744,5580,2417,1215,68207
11502,2396,1360,554,267,12364
11503,1936,1032,341,106,11201
11504,1660,794,227,64,12095
11601,7060,3342,1872,614,52793
11602,3524,1274,403,92,33643
11603,4368,2055,914,286,35130
11701,2044,1279,716,272,17937
11702,2715,1183,598,223,27636
11703,9842,4760,2243,791,119217
11801,9320,5680,3084,1615,76631
11802,7964,4396,2674,1238,72299
11901,7567,4282,2953,1443,61434
11902,4935,2811,1921,802,50748
11903,7205,4005,2700,1182,55722
11904,6496,3653,2368,1070,58354
12001,5081,2615,1488,623,40448
12002,4306,1900,774,308,31925
12003,8297,3904,2629,1424,73952
12101,7949,4175,2380,1148,58314
12102,6016,3385,1627,722,41029
12103,10443,6643,4189,2013,60877
12104,7909,5041,2303,1111,59442
12201,2913,1884,998,466,23599
12202,5612,3437,1736,837,30349
12203,9517,6239,3687,2081,73269
12301,2736,1209,612,230,21618
12302,8859,3741,1586,649,57366
12303,2529,1216,554,179,15353
12401,8140,4271,2051,783,39646
12402,0,0,0,0,6
12403,7239,3262,1513,576,50234
12404,1887,1003,529,271,14866
12405,2750,1158,500,198,19153
12501,2976,1340,704,252,31875
12502,4107,2544,1514,528,29188
12503,5924,3162,2087,843,51487
12504,6397,3657,2040,982,65453
12601,4108,2237,1309,544,24124
12602,8402,4512,3043,1713,64920
12701,3349,1534,640,147,28181
12702,7247,3730,2062,658,55864
12703,4954,2441,1229,398,42384
12801,7962,4740,3377,1282,53127
12802,8491,4139,2046,843,52226
19797,10,15,14,0,66
19999,1017,563,136,71,7323
