region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
10101,41,1517,530,180,1307,1.1,1013,2.5
10102,37,2045,833,280,2069,1.1,1685,2.6
10103,41,1300,555,180,1256,1.1,967,2.3
10104,49,1304,437,205,972,1.1,813,2.3
10201,42,1950,534,280,1395,1.1,1090,2.5
10202,40,1733,469,260,1169,1.1,932,2.5
10301,37,1619,542,210,1416,1.1,1122,2.5
10302,42,1083,437,140,1025,1.1,824,2.4
10303,42,1517,446,180,1181,1.1,903,2.4
10304,37,1600,573,210,1450,1.1,1159,2.5
10401,46,1300,397,210,925,1.1,769,2.4
10402,43,1517,460,250,1065,1.1,881,2.4
10501,39,953,461,115,1112,1.1,875,2.4
10502,43,920,417,140,988,1.1,792,2.3
10503,39,1300,506,160,1162,1.1,932,2.5
10601,37,1700,511,235,1416,1.1,1182,2.6
10602,36,1740,569,260,1583,1.1,1315,2.7
10603,43,1700,493,250,1212,1.1,979,2.5
10604,36,1733,584,200,1534,1.1,1235,2.5
10701,39,1775,437,205,1241,1.1,1004,2.6
10702,16,0,100,221,900,0,1375,1.0
10703,39,1907,502,260,1387,1.1,1152,2.7
10704,37,2037,522,260,1567,1.1,1164,2.5
10801,51,1378,393,200,884,1.1,725,2.2
10802,47,1291,382,190,880,1.1,727,2.3
10803,48,1164,633,125,1333,1.2,915,2.3
10804,47,1650,447,250,1008,1.1,836,2.3
10805,47,1300,396,200,935,1.1,774,2.4
10901,38,1408,545,190,1327,1.1,1008,2.4
10902,42,1083,463,140,1059,1.1,860,2.4
10903,46,1192,454,150,1044,1.1,836,2.3
11001,38,1300,486,190,1217,1.1,960,2.4
11002,44,1100,396,150,919,1.1,745,2.4
11003,37,1300,547,140,1264,1.1,1022,2.5
11004,40,1360,501,200,1164,1.1,937,2.4
11101,41,1800,535,260,1461,1.1,1149,2.5
11102,41,1733,496,250,1295,1.1,1062,2.6
11103,37,1742,558,271,1508,1.1,1154,2.4
11201,44,1680,482,300,1094,1.1,898,2.4
11202,41,1346,440,210,1045,1.1,852,2.4
11203,45,1733,442,295,1045,1.1,845,2.4
11301,37,1300,506,160,1215,1.1,975,2.6
11302,42,1300,478,160,1194,1.1,926,2.4
11303,37,1430,536,200,1299,1.1,1022,2.5
11401,46,1517,426,220,984,1.1,822,2.3
11402,45,1868,548,260,1348,1.1,1094,2.5
11501,38,2509,724,462,2299,1.1,2139,3.1
11502,41,2600,650,350,2022,1.1,1813,3.0
11503,39,2156,641,270,1722,1.1,1575,3.0
11504,35,2600,739,450,2128,1.1,2030,3.3
11601,34,2000,551,300,1440,1.1,1306,2.9
11602,32,2500,740,395,2010,1.1,1924,3.2
11603,31,1863,471,250,1230,1.2,1169,3.2
11701,37,2500,575,330,1488,1.2,1244,2.6
11702,36,2500,730,360,1884,1.2,1567,2.4
11703,32,2515,888,465,2273,1.3,1644,2.0
11801,36,3000,1049,501,2661,1.2,2069,2.3
11802,35,2600,718,440,2066,1.2,1578,2.4
11901,35,2058,439,315,1246,1.2,1104,3.0
11902,35,1993,413,300,1115,1.3,1021,2.9
11903,38,2167,543,350,1512,1.2,1293,2.8
11904,37,2167,562,375,1459,1.2,1296,2.7
12001,37,2600,791,480,2179,1.2,1832,2.5
12002,37,3000,1086,480,2738,1.1,2234,2.3
12003,35,2167,591,380,1631,1.2,1418,2.6
12101,37,2800,903,470,2540,1.2,2071,2.6
12102,37,2352,695,400,2005,1.1,1719,2.8
12103,41,3000,814,575,2679,1.1,2508,2.9
12104,37,2840,1188,480,2790,1.2,2257,2.1
12201,37,3033,985,520,2649,1.1,2220,2.5
12202,42,3000,754,500,2137,1.1,1819,2.7
12203,38,2600,745,440,2081,1.1,1722,2.7
12301,33,2200,719,365,1916,1.1,1783,3.0
12302,33,1801,547,260,1393,1.1,1253,2.9
12303,37,2100,601,270,1620,1.1,1439,2.9
12401,42,1842,590,280,1623,1.1,1270,2.5
12402,16,0,316,0,0,2.0,0,7.0
12403,34,2000,643,295,1635,1.1,1423,2.8
12404,34,2000,594,280,1454,1.1,1249,2.7
12405,33,1907,587,300,1479,1.1,1344,3.0
12501,31,2000,420,350,1161,1.3,1158,3.1
12502,39,2300,566,350,1659,1.1,1438,2.8
12503,33,2000,424,300,1185,1.2,1060,3.0
12504,33,2058,609,346,1537,1.2,1377,2.6
12601,40,2500,697,430,2251,1.1,1897,2.9
12602,37,2400,646,370,1913,1.2,1507,2.6
12701,32,2167,488,300,1388,1.1,1331,3.4
12702,36,1800,372,280,1081,1.2,1046,3.2
12703,33,2167,532,290,1416,1.2,1278,3.0
12801,40,2470,720,370,1942,1.1,1538,2.5
12802,38,2397,716,370,2075,1.1,1812,2.9
19797,63,0,465,0,0,0,0,0
19999,37,0,349,0,0,0,0,0
