region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
10101,5483,4717,4350,3484,3896,2635,2058,3481,569,30673
10102,4559,5803,4054,2696,5672,2160,1538,2110,721,29313
10103,1744,1254,1381,996,1065,853,578,1019,158,9048
10104,3409,4069,4050,3094,3054,2813,1521,3245,383,25638
10201,8572,14984,10679,7902,10895,7602,3346,6234,1169,71383
10202,5735,8486,9939,7171,8244,7135,4689,7199,1030,59628
10301,2571,3531,3005,2150,2493,1897,1447,2429,318,19841
10302,5360,2961,3053,2103,2403,1849,2050,2650,399,22828
10303,2404,2318,3052,1809,2035,1551,2368,2133,299,17969
10304,3407,4484,3739,2362,3400,2135,2300,2812,390,25029
10401,2111,2549,2491,2345,2129,2014,1285,2375,294,17593
10402,4222,5995,4642,3889,4483,3650,1765,3808,491,32945
10501,2522,1255,1230,1136,993,541,1156,1345,234,10412
10502,1151,1187,1184,1112,893,686,832,1036,152,8233
10503,5054,4799,3927,3297,3709,2849,1977,3401,434,29447
10601,3708,4191,6773,3480,4215,3129,5569,4345,656,36066
10602,2989,5076,5450,2725,4256,2991,3060,2977,442,29966
10603,3037,3847,5117,3086,3658,2911,2253,2973,439,27321
10604,1832,1551,2611,1076,1420,1034,2169,1997,241,13931
10701,2401,4350,4969,3313,4179,2981,2851,3409,520,28973
10702,3,0,0,0,0,0,0,0,0,3
10703,3692,6085,6206,4223,5090,3847,3216,3632,572,36563
10704,5827,14250,7697,6178,7633,4442,3084,3936,840,53887
10801,1253,1450,1427,1187,1109,1199,614,1313,165,9717
10802,1968,2243,2209,2119,1818,1583,1090,2098,266,15394
10803,50,14,33,32,26,7,3,49,0,214
10804,3307,5092,4101,3246,4028,3204,1483,2781,388,27630
10805,2290,2962,2759,2109,2108,2041,1312,2517,245,18343
10901,3555,4783,4023,2768,3632,2733,2066,2893,439,26892
10902,1325,623,705,476,574,372,479,839,105,5498
10903,3864,2111,2421,1694,1794,1461,1381,2476,296,17498
11001,2871,3291,1949,1595,2012,1482,675,1793,232,15900
11002,3238,1845,1838,1522,1437,1347,968,2196,264,14655
11003,2480,1458,1470,917,1367,928,1229,1409,236,11494
11004,5091,5213,4674,3203,4123,3195,2848,4649,540,33536
11101,5306,10809,8467,5235,8346,5746,3473,4818,761,52961
11102,2711,4840,5334,2991,4247,2951,2662,3434,468,29638
11103,7196,18539,10073,7669,10251,7206,4367,6712,1052,73065
11201,4340,6607,4337,3573,3530,3343,1426,3260,484,30900
11202,3825,4868,3739,3159,3554,2945,1773,4071,389,28323
11203,3669,5429,5130,4049,4105,3846,1975,3940,522,32665
11301,4107,2501,2796,1642,2431,1872,1597,3603,384,20933
11302,1082,748,968,579,609,463,714,1040,114,6317
11303,6219,7021,6384,4483,5040,3947,2651,4708,634,41087
11401,4006,5651,5802,4401,4151,3653,1931,3675,516,33786
11402,2825,3867,3025,1947,2340,1823,1162,1928,347,19264
11501,12037,20581,6915,4990,11929,6930,1794,2866,1063,69105
11502,2541,2844,1931,899,2106,1152,487,837,205,13002
11503,1787,2061,2304,1061,1905,1017,927,1146,204,12412
11504,2375,2757,2192,1004,2459,1338,832,864,233,14054
11601,4791,10102,8108,5132,10720,5158,5806,5862,1272,56951
11602,4927,8735,4787,3034,7012,3669,2578,2650,667,38059
11603,2475,4767,5386,3874,6920,3687,6280,5622,913,39924
11701,2029,3602,2380,1880,3277,1822,1444,1594,373,18401
11702,3629,9298,2759,2283,4068,1920,995,1684,449,27085
11703,16448,39048,7782,9235,13168,7389,1458,3869,1816,100213
11801,12523,25887,4042,4730,7740,4912,737,1621,1370,63562
11802,8822,21507,6018,5995,9598,5147,1892,2911,1127,63017
11901,6292,10900,9441,5312,11246,5839,5309,5856,1539,61734
11902,4536,8578,7175,4521,7409,4926,4454,5751,1325,48675
11903,6413,13181,6530,4716,9604,5058,2917,3927,1119,53465
11904,6382,12701,7296,5245,9838,5540,3706,5184,1269,57161
12001,7044,12112,3468,2665,6249,3344,853,1500,659,37894
12002,6272,12336,1994,1970,3799,1993,453,765,422,30004
12003,8175,20912,7170,5830,10420,5942,2473,4833,1415,67170
12101,9442,20811,3431,3473,7315,3747,730,1533,951,51433
12102,5333,12440,4361,3407,6278,3210,1082,2266,613,38990
12103,10508,19632,2650,3490,7323,4094,503,1342,890,50432
12104,10429,21344,2642,3130,7018,3404,409,940,973,50289
12201,4229,7720,1501,1614,2665,1624,311,624,376,20664
12202,5053,7563,3748,2593,4284,2731,760,1454,501,28687
12203,11792,18923,9213,6495,11241,6997,2444,4071,1109,72285
12301,3452,4916,4003,2637,4749,2734,2172,1911,383,26957
12302,5666,9395,9725,6690,11840,6383,7344,7179,1272,65494
12303,2082,2701,3259,1657,2643,1457,1802,1778,325,17704
12401,4266,10234,4676,4061,5088,2749,1543,2414,501,35532
12402,0,0,0,0,0,0,0,0,0,0
12403,6692,9371,9436,6064,11808,6194,5890,5490,1118,62063
12404,1803,2360,3124,1775,2571,1569,1679,1703,307,16891
12405,2045,2749,3779,2367,4833,2394,3296,2779,506,24748
12501,2778,6042,4163,2431,4173,2534,2371,3751,915,29158
12502,3665,7528,3315,2139,4718,2403,1190,1754,554,27266
12503,4591,8570,8156,4472,9190,4760,5042,5592,1362,51735
12504,6105,16252,6791,4813,10436,5006,3664,4631,1186,58884
12601,3278,8332,1671,1479,3310,1681,366,826,345,21288
12602,8440,18778,5830,4468,9728,4841,1674,3042,1122,57923
12701,3541,4303,5414,2594,5708,3175,3844,3896,841,33316
12702,5094,8463,10315,5582,9934,6165,8049,9564,2019,65185
12703,4136,7472,6703,4386,7711,3704,4136,4086,983,43317
12801,8025,12306,7286,5448,9441,5376,2100,2886,847,53715
12802,7678,12984,7988,5336,10825,5490,2297,3029,778,56405
19797,3,3,6,3,3,3,3,9,0,33
19999,337,742,542,465,394,237,350,490,93,3650
