region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10101,51,55,108,166,353,860,1027,855,447,3922,3,5,18,24,34,40,41,45,16,226,201,250,550,674,634,668,727,707,339,4750,1983,3197,6525,9048,9671,9215,6603,3764,1408,51414
10102,20,32,48,89,231,451,453,355,153,1832,0,6,13,13,15,26,54,56,17,200,171,203,450,499,553,493,354,261,126,3110,1557,3239,6948,8600,8418,6341,3291,1563,555,40512
10103,6,14,13,38,114,198,210,179,111,883,4,0,4,0,6,11,10,5,3,43,104,115,211,288,297,239,187,173,87,1701,558,935,1891,2595,2986,2543,1712,963,410,14593
10104,40,37,99,172,350,830,980,882,460,3850,3,8,13,12,16,31,42,34,5,164,210,143,324,449,609,806,915,866,463,4785,1729,2224,4760,7266,10029,11842,9041,5118,1928,53937
10201,72,54,131,251,596,1100,1089,1394,977,5664,12,8,12,42,55,54,45,61,32,321,508,474,918,1250,1558,1464,1725,2031,1615,11543,4824,8948,16490,21157,23265,20710,15246,10842,5124,126606
10202,76,93,220,368,812,1506,1666,1613,912,7266,3,8,21,34,45,91,106,73,47,428,525,421,815,1134,1269,1371,1742,1999,1049,10325,5085,8176,15825,19182,19564,17664,14542,9663,3829,113530
10301,27,17,51,93,197,382,404,359,189,1719,3,3,3,13,17,22,27,17,10,115,182,375,532,474,409,415,397,343,149,3276,1644,3506,4935,5573,5718,5232,3468,2007,730,32813
10302,22,35,94,176,405,893,901,888,484,3898,0,3,6,17,25,46,43,35,18,193,188,177,322,409,481,608,727,629,269,3810,1580,2512,5224,6363,7420,7378,5749,3760,1438,41424
10303,22,31,71,137,299,630,661,571,267,2689,0,3,3,10,19,22,39,21,14,131,182,190,368,480,491,551,530,427,206,3425,1364,2204,4239,5631,6340,6025,4658,2511,883,33855
10304,29,30,79,134,315,622,567,605,333,2714,3,7,31,35,35,46,47,29,11,244,204,184,373,492,425,480,487,424,157,3226,1738,3188,6315,7084,7271,6513,4347,2787,988,40231
