region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
10101,156,195,351,9522,10177,19699,0,0,0,334,388,722,132,124,256,10648,11199,21847,9,7,16,194,136,330,83,99,182,22,28,50,140,171,311,11,12,23,16,28,44,140,144,284,965,1035,2000,102,127,229,83,99,182,1775,1954,3729,496,528,1024,34,31,65,24706,26287,50993,40,39,79,152,133,285,16,16,32,4,3,7,90,99,189,94,102,196,5221,4614,9835,241,159,400,3032,2296,5328,33658,33841,67499
10102,225,283,508,5224,5847,11071,0,0,0,256,274,530,78,73,151,7894,8103,15997,23,24,47,1012,964,1976,60,64,124,51,55,106,216,259,475,12,5,17,61,47,108,163,220,383,724,757,1481,66,79,145,40,46,86,869,1001,1870,411,462,873,39,25,64,17199,18305,35504,194,187,381,240,218,458,29,21,50,7,5,12,213,214,427,220,219,439,6146,5275,11421,268,168,436,2331,1984,4315,26852,26660,53512
10103,65,86,151,2326,2450,4776,3,0,3,134,148,282,0,0,0,2511,2506,5017,0,9,9,59,82,141,37,56,93,8,15,23,123,122,245,5,3,8,8,3,11,85,68,153,273,296,569,14,27,41,7,7,14,301,334,635,166,176,342,4,9,13,6064,6311,12375,15,20,35,19,17,36,7,0,7,0,0,0,32,45,77,32,45,77,2157,1759,3916,132,66,198,1246,889,2135,9737,9193,18930
10104,271,415,686,8832,9912,18744,0,0,0,368,400,768,5,3,8,7113,7558,14671,17,31,48,174,124,298,182,256,438,43,41,84,209,270,479,3,3,6,36,44,80,125,172,297,1157,1289,2446,120,142,262,98,117,215,1320,1695,3015,583,683,1266,28,42,70,20413,22782,43195,38,34,72,42,29,71,17,30,47,16,11,27,113,191,304,129,202,331,8907,7770,16677,346,260,606,3205,2990,6195,33368,34512,67880
10201,671,1046,1717,20145,23348,43493,0,0,0,1515,1695,3210,83,91,174,19543,22169,41712,169,198,367,585,569,1154,291,375,666,184,216,400,360,411,771,40,29,69,447,539,986,771,916,1687,2399,2802,5201,211,293,504,419,492,911,3214,4040,7254,1932,2194,4126,122,139,261,52430,60516,112946,230,186,416,287,259,546,107,161,268,10,8,18,241,343,584,251,351,602,17300,14933,32233,770,511,1281,6631,6470,13101,78677,84433,163110
10202,448,573,1021,21144,24283,45427,3,3,6,1235,1409,2644,15,7,22,19437,21519,40956,46,59,105,505,453,958,330,445,775,213,245,458,216,253,469,22,25,47,252,303,555,599,728,1327,2189,2525,4714,237,283,520,290,314,604,2547,3290,5837,1362,1604,2966,83,84,167,50725,57832,108557,153,153,306,223,205,428,44,50,94,16,3,19,193,275,468,209,278,487,14208,12311,26519,610,397,1007,5405,5252,10657,72025,77051,149076
10301,135,155,290,4790,5259,10049,0,0,0,283,326,609,92,88,180,7247,7661,14908,10,23,33,103,90,193,70,88,158,36,37,73,82,85,167,4,6,10,38,39,77,122,117,239,913,1023,1936,58,84,142,44,54,98,1011,1110,2121,317,338,655,12,13,25,15232,16441,31673,34,45,79,70,54,124,12,5,17,6,7,13,65,91,156,71,98,169,3806,3153,6959,223,92,315,2402,1526,3928,21985,21569,43554
10302,80,93,173,7927,8301,16228,0,0,0,391,432,823,200,220,420,8347,8627,16974,8,16,24,64,67,131,92,130,222,35,33,68,210,232,442,11,9,20,28,42,70,195,229,424,1617,1623,3240,115,150,265,38,44,82,1928,2046,3974,463,548,1011,13,11,24,21682,22760,44442,23,26,49,35,27,62,6,6,12,9,10,19,50,50,100,59,60,119,3078,2601,5679,152,85,237,2139,1885,4024,27254,27543,54797
10303,116,142,258,6361,6668,13029,0,0,0,298,300,598,85,71,156,5824,6017,11841,5,9,14,81,67,148,83,117,200,14,28,42,71,67,138,5,5,10,21,30,51,144,145,289,1028,1071,2099,71,107,178,50,56,106,1139,1346,2485,345,371,716,8,15,23,15633,16490,32123,32,17,49,32,35,67,9,10,19,3,3,6,63,97,160,66,100,166,3834,3139,6973,178,94,272,2399,1594,3993,22299,21621,43920
10304,131,156,287,6650,7360,14010,0,0,0,375,391,766,154,177,331,8290,8944,17234,38,40,78,121,98,219,39,54,93,30,29,59,88,103,191,8,8,16,120,115,235,275,331,606,830,849,1679,62,84,146,71,63,134,2050,2391,4441,632,717,1349,24,22,46,19857,21776,41633,64,62,126,91,71,162,12,8,20,8,6,14,68,94,162,76,100,176,4267,3566,7833,199,107,306,2092,1835,3927,26789,27681,54470
