region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
10101,95,27,26,3,151,167,38,47,4,256,29,25,96,0,150,87,28,214,11,340,1193,171,499,13,1876,829,321,477,48,1675,830,444,304,26,1604,578,655,307,33,1573,585,688,149,8,1430,849,1239,190,18,2296,659,1029,59,16,1763,371,704,53,4,1132,336,481,19,5,841,115,194,4,0,313,185,322,4,4,515,569,1073,252,13,1907,189,98,71,12,370,7666,7537,2771,218,18192
10102,44,22,21,0,87,46,19,25,4,94,13,6,62,5,86,26,17,107,3,153,419,56,197,9,681,337,131,200,18,686,370,143,173,19,705,319,283,217,15,834,343,395,186,33,957,684,874,252,21,1831,693,981,127,34,1835,478,856,125,9,1468,468,845,44,7,1364,204,473,27,0,704,384,853,5,3,1245,324,830,195,12,1361,72,58,58,4,192,5224,6842,2021,196,14283
10103,15,10,7,0,32,45,10,10,0,65,8,3,24,0,35,21,10,53,3,87,296,40,112,6,454,244,90,115,12,461,259,125,81,4,469,186,190,63,0,439,179,183,35,4,401,278,292,45,9,624,192,258,17,3,470,93,158,9,0,260,70,101,10,0,181,22,35,0,0,57,31,42,0,0,73,134,287,65,0,486,45,35,20,3,103,2118,1869,666,44,4697
10104,94,21,21,4,140,204,41,65,3,313,33,16,125,3,177,123,37,247,6,413,1922,208,666,17,2813,1410,421,552,35,2418,1500,569,305,20,2394,922,763,235,17,1937,765,656,121,23,1565,894,946,122,12,1974,545,662,39,3,1249,261,337,38,0,636,174,218,4,0,396,46,73,3,0,122,63,85,0,0,148,690,916,277,18,1901,223,90,109,6,428,9869,6059,2929,167,19024
10201,161,53,73,7,294,284,57,132,13,486,64,41,241,10,356,132,65,436,10,643,2442,267,1238,46,3993,2061,605,1204,108,3978,2082,806,845,68,3801,1319,1452,860,74,3705,1295,1686,548,41,3570,1841,3222,649,59,5771,1563,2536,268,31,4398,871,2270,190,10,3341,727,1487,61,7,2282,223,674,17,3,917,341,790,16,0,1147,984,2500,900,38,4422,414,234,183,22,853,16804,18745,7861,547,43957
10202,141,52,68,12,273,307,72,111,10,500,64,40,310,5,419,155,54,559,13,781,3199,302,1698,55,5254,2034,757,1544,112,4447,1873,909,1008,60,3850,1101,1606,792,55,3554,1095,1690,523,47,3355,1526,2908,546,45,5025,1206,2365,229,27,3827,540,1467,137,3,2147,403,944,42,3,1392,110,384,13,0,507,163,372,16,4,555,843,2027,819,40,3729,401,247,255,31,934,15161,16196,8670,522,40549
10301,38,12,21,0,71,56,12,22,9,99,13,10,79,3,105,41,12,135,5,193,607,83,346,5,1041,465,166,293,28,952,471,258,193,19,941,359,342,161,24,886,323,462,116,11,912,563,805,151,15,1534,483,708,48,9,1248,262,486,29,4,781,202,381,7,0,590,49,124,0,0,173,85,172,4,0,261,273,598,154,10,1035,102,64,48,9,223,4392,4695,1807,151,11045
10302,112,45,34,3,194,173,42,50,6,271,34,19,102,3,158,77,39,257,12,385,1316,183,436,24,1959,801,376,401,46,1624,876,439,262,24,1601,494,624,206,17,1341,481,591,115,12,1199,549,887,86,17,1539,413,609,37,6,1065,202,349,27,0,578,151,246,5,4,406,47,83,0,0,130,92,113,0,0,205,423,871,198,8,1500,239,104,99,12,454,6480,5620,2315,194,14609
10303,55,14,20,3,92,106,24,34,3,167,24,11,99,0,134,61,27,188,7,283,1002,134,372,19,1527,554,238,339,38,1169,585,278,199,14,1076,332,375,156,21,884,329,379,82,19,809,463,699,112,11,1285,357,492,30,8,887,254,548,28,3,833,229,357,12,8,606,71,146,3,0,220,74,144,3,0,221,346,616,175,13,1150,149,97,60,9,315,4991,4579,1912,176,11658
10304,56,16,20,3,95,73,31,46,9,159,16,14,97,3,130,55,21,172,8,256,825,89,384,10,1308,554,191,339,34,1118,563,259,248,25,1095,389,503,257,29,1178,416,551,146,18,1131,600,1098,186,16,1900,577,843,50,7,1477,300,703,54,3,1060,284,520,7,3,814,106,222,7,3,338,139,278,8,3,428,367,816,229,10,1422,151,62,92,11,316,5471,6217,2342,195,14225
