region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
10101,9403,247,73,113,13,9849,8163,118,45,48,14,8388,1904,384,403,18,7,2716,672,40,73,0,0,785,1540,99,66,37,3,1745,79,49,39,0,0,167,395,7,16,56,3,477,249,6,9,9,0,273,4839,585,606,120,13,6163,176,30,16,4,0,226,538,41,30,18,0,627,23119,1021,770,303,40,25253
10102,4856,373,236,105,9,5579,6699,760,516,30,6,8011,939,628,1115,16,0,2698,493,92,113,0,0,698,667,225,252,21,3,1168,29,38,25,0,0,92,412,26,31,32,0,501,71,20,17,4,0,112,2611,1029,1553,73,3,5269,70,20,17,3,0,110,235,50,77,28,0,390,14471,2232,2399,239,18,19359
10103,2625,94,50,30,11,2810,2006,76,63,12,3,2160,486,150,126,0,7,769,79,9,24,0,0,112,426,51,47,16,7,547,22,7,3,0,0,32,107,21,17,8,3,156,71,10,5,3,3,92,1191,248,222,27,20,1708,40,8,6,0,3,57,130,13,18,21,35,217,5992,439,359,90,72,6952
10104,10832,638,477,313,14,12274,6575,202,187,52,3,7019,2102,453,719,21,4,3299,478,153,129,3,0,763,1475,169,225,50,3,1922,134,55,32,0,0,221,191,21,28,65,0,305,165,18,21,16,0,220,4545,869,1154,155,7,6730,144,86,32,10,4,276,552,100,93,33,0,778,22648,1895,1943,563,28,27077
10201,17087,3036,1170,360,19,21672,19186,1375,652,31,25,21269,5640,2002,1930,75,44,9691,748,639,608,0,0,1995,2293,449,313,50,18,3123,85,131,124,0,0,340,270,73,22,82,3,450,209,48,56,3,0,316,9245,3342,3053,210,65,15915,243,561,181,6,3,994,964,406,243,28,0,1641,46725,8720,5299,635,112,61491
10202,16429,1402,768,273,3,18875,17921,804,215,30,7,18977,6886,1470,1143,46,3,9548,730,623,392,3,3,1751,2618,306,230,43,3,3200,114,82,125,0,0,321,300,32,47,247,3,629,210,56,26,13,3,308,10858,2569,1963,352,15,15757,222,136,150,7,0,515,1148,214,185,41,0,1588,46578,5125,3281,703,25,55712
10301,4922,179,124,32,5,5262,5052,140,84,5,6,5287,1645,451,493,3,8,2600,417,71,102,5,0,595,756,95,75,4,4,934,42,34,3,0,0,79,122,8,9,15,3,157,107,9,6,5,0,127,3089,668,688,32,15,4492,70,5,7,0,3,85,316,46,39,7,0,408,13449,1038,942,76,29,15534
10302,8594,103,53,76,7,8833,5679,23,25,28,9,5764,1474,207,342,14,0,2037,664,18,102,0,3,787,1486,59,93,21,3,1662,131,49,55,0,0,235,469,26,33,24,0,552,263,7,19,4,0,293,4487,366,644,63,6,5566,156,29,3,3,0,191,620,37,57,31,6,751,19536,558,782,201,28,21105
10303,6485,170,59,72,5,6791,4880,70,19,20,3,4992,1484,294,251,33,0,2062,541,58,103,0,0,702,887,59,34,16,4,1000,35,6,11,3,0,55,204,5,9,29,0,247,156,5,8,4,0,173,3307,427,416,85,4,4239,100,27,0,0,0,127,408,45,35,45,0,533,15180,739,529,222,12,16682
10304,6419,208,74,40,8,6749,6478,127,34,23,3,6665,2288,455,408,33,0,3184,661,126,185,0,0,972,894,57,61,22,0,1034,66,19,49,4,0,138,172,11,14,13,0,210,130,9,9,3,0,151,4211,677,726,75,0,5689,99,10,23,3,0,135,421,49,43,24,3,540,17628,1071,900,165,14,19778
