region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10101,107,117,209,260,203,178,47,4,0,1125,55,62,98,126,125,121,55,33,14,689,1983,2280,4700,6954,7539,5405,1460,316,38,30675
10102,97,160,198,247,206,137,24,3,0,1072,43,64,96,122,127,87,24,6,0,569,1764,2596,5703,7268,7044,4089,769,78,3,29314
10103,18,29,41,60,66,50,8,4,0,276,19,15,31,37,31,37,23,0,0,193,580,656,1385,1962,2315,1560,475,100,13,9046
10104,69,102,141,210,241,182,31,0,0,976,50,32,68,109,131,101,33,14,3,541,1763,1473,3161,5191,7265,5568,1052,148,18,25639
10201,172,340,518,623,660,460,97,9,0,2879,120,140,295,350,363,243,77,28,13,1629,4537,6501,12203,16113,17815,11702,2252,230,32,71385
10202,168,292,534,622,522,319,46,7,0,2510,120,147,271,296,285,203,54,19,7,1402,4332,5602,11218,13944,14375,8594,1418,128,16,59627
10301,60,99,171,152,140,85,18,3,0,728,34,44,58,81,81,68,32,7,4,409,1359,2184,3423,4240,4485,3236,775,120,21,19843
10302,76,110,143,152,162,117,49,7,0,816,48,42,67,109,95,99,55,28,8,551,1401,1668,3682,4703,5479,4178,1341,332,43,22827
10303,60,80,131,131,149,94,20,3,0,668,32,30,49,65,86,75,39,9,3,388,1144,1440,2815,3993,4540,3064,828,132,12,17968
10304,91,168,232,219,208,132,25,0,0,1075,43,57,90,91,90,90,33,12,0,506,1584,2253,4714,5536,5782,3979,994,178,9,25029
10401,61,54,123,159,141,124,28,4,0,694,36,22,45,80,73,65,24,15,0,360,1284,1222,2381,3774,4790,3426,615,88,11,17591
10402,96,128,211,304,318,203,33,8,0,1301,72,46,105,156,144,120,33,20,4,700,2354,2386,4978,7219,8839,6088,930,138,14,32946
10501,23,26,70,68,62,40,11,8,0,308,30,27,51,65,63,59,24,6,4,329,493,858,1875,2170,2506,1715,621,151,21,10410
10502,18,40,51,47,66,41,8,0,0,271,16,19,39,48,43,47,9,3,0,224,527,721,1440,1688,2163,1394,264,36,0,8233
10503,95,154,220,245,243,191,69,13,0,1230,48,44,85,100,117,102,57,17,0,570,2020,2425,5120,6192,6981,5001,1409,276,24,29448
10601,174,300,407,415,340,175,31,6,4,1852,72,101,161,198,172,124,39,23,0,890,2672,3571,7055,8264,8271,5125,932,159,19,36068
