region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
10101,7666,15058,186,1002,820,3810,254,1143,4084,16350,5344,22305,320,1279,573,1777,1300,3990,2193,7046,7537,29351,45,176,188,654,88,310,1287,3495,1608,4635,72,211,234,488,856,1792,1162,2491,2770,7126,219,454,18192,51989
10102,5223,10342,114,650,706,3258,185,821,3787,14727,4792,19456,366,1511,523,1731,1162,3640,2051,6882,6843,26338,28,111,138,477,78,264,852,2233,1096,3085,79,241,175,371,670,1448,924,2060,2020,5145,197,414,14283,42239
10103,2118,4169,29,139,223,1020,47,228,1108,4328,1407,5715,68,260,149,454,244,728,461,1442,1868,7157,14,49,47,162,14,56,300,785,375,1052,15,45,55,117,223,446,293,608,668,1660,44,101,4698,13087
10104,9869,19408,119,643,675,3107,198,899,3192,12616,4184,17265,224,872,541,1670,1109,3335,1874,5877,6058,23142,35,175,244,859,86,315,1371,3762,1736,5111,84,259,311,668,798,1607,1193,2534,2929,7645,167,343,19023,50538
10201,16804,33321,336,1818,1896,8703,537,2379,9731,38398,12500,51298,1045,4308,1648,5473,3551,11201,6244,20982,18744,72280,115,483,582,2002,308,1051,2905,7780,3910,11316,354,1119,796,1716,2801,5912,3951,8747,7861,20063,548,1137,43957,126801
10202,15161,30256,348,1924,1658,7739,685,3146,8388,33329,11079,46138,788,3299,1151,3860,3178,10041,5117,17200,16196,63338,123,561,613,2228,440,1583,3737,10373,4913,14745,329,1056,686,1489,2737,5822,3752,8367,8665,23112,525,1068,40547,117774
10301,4392,8669,84,502,472,2217,151,703,2667,10756,3374,14178,202,811,380,1215,740,2297,1322,4323,4696,18501,29,141,146,528,69,259,863,2394,1107,3322,42,129,160,334,498,1047,700,1510,1807,4832,151,310,11046,32312
10302,6480,12777,137,763,639,2971,190,870,3117,12837,4083,17441,181,712,454,1338,902,2764,1537,4814,5620,22255,26,114,192,678,97,365,1083,3075,1398,4232,46,135,172,376,699,1486,917,1997,2315,6229,194,413,14609,41674
10303,4992,9850,88,485,501,2294,185,862,2450,9789,3224,13430,183,734,306,962,865,2658,1354,4354,4578,17784,19,85,128,465,79,284,886,2403,1112,3237,34,115,157,319,607,1269,798,1703,1910,4940,177,359,11657,32933
10304,5471,10766,143,797,646,3036,221,1024,3557,14321,4567,19178,262,1086,397,1232,992,3065,1651,5383,6218,24561,36,162,175,646,105,408,1065,3010,1381,4226,62,191,195,407,704,1493,961,2091,2342,6317,193,405,14224,42049
10401,6324,12489,90,505,521,2425,191,886,2374,9548,3176,13364,178,721,377,1169,883,2702,1438,4592,4614,17956,39,178,201,703,85,331,1161,3228,1486,4440,67,195,218,465,666,1389,951,2049,2437,6489,187,394,13562,37328
10402,9583,18917,155,890,904,4144,246,1091,4478,17612,5783,23737,327,1289,728,2317,1402,4257,2457,7863,8240,31600,50,220,354,1252,153,558,1992,5344,2549,7374,125,378,439,938,1154,2401,1718,3717,4267,11091,222,464,22312,62072
10501,2457,4850,35,191,204,877,114,554,1436,5767,1789,7389,66,267,134,371,395,1193,595,1831,2384,9220,23,102,68,260,62,255,648,1967,801,2584,9,36,58,112,374,830,441,978,1242,3562,142,298,6225,17930
10502,2373,4667,33,185,171,779,99,458,987,3846,1290,5268,63,257,120,350,406,1222,589,1829,1879,7097,17,67,75,282,54,209,579,1618,725,2176,25,63,73,166,355,760,453,989,1178,3165,90,184,5520,15113
10503,6983,13742,135,710,761,3442,267,1194,3939,16020,5102,21366,255,1009,484,1470,1182,3575,1921,6054,7023,27420,55,264,249,947,171,626,1678,4866,2153,6703,94,295,230,497,842,1761,1166,2553,3319,9256,283,592,17608,51010
10601,8318,16512,212,1170,901,4227,413,1893,5224,20781,6750,28071,458,1885,592,1920,1954,6173,3004,9978,9754,38049,59,263,265,943,172,633,1818,5033,2314,6872,129,410,271,612,1245,2658,1645,3680,3959,10552,239,490,22270,65603
10602,6382,12677,157,869,763,3537,272,1212,4546,18017,5738,23635,402,1627,636,2139,1526,4837,2564,8603,8302,32238,38,181,226,799,111,407,1280,3523,1655,4910,126,393,233,509,935,2020,1294,2922,2949,7832,208,435,17841,53182
