region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
10101,671,310,1408,10162,13952,7558,6666,10588,4928,53854
10102,213,126,554,9909,12935,5556,3881,6943,3265,42489
10103,176,71,409,3183,4047,2042,1709,2580,1732,15293
10104,863,410,1930,9465,14823,8806,7618,10570,5086,56368
10201,2129,1286,5131,28293,35278,17658,14367,25338,11672,132606
10202,1808,898,3833,23362,29377,15657,13986,25986,10515,118883
10301,394,103,732,7261,9227,4516,3806,6333,3389,34532
10302,727,253,1444,7628,10063,5791,5944,9778,4188,43392
10303,452,185,882,6159,8509,4606,4829,7586,3652,35341
10304,495,177,991,8633,11182,5546,4793,8729,3440,42323
10401,659,221,1247,6533,9846,5894,5926,8360,3540,40099
10402,899,473,2027,12531,17878,9629,8066,12343,5279,65726
10501,178,62,335,3267,4497,2244,2223,4927,2447,19605
10502,229,152,507,2606,3959,2106,2040,4476,2136,17323
10503,663,223,1332,9848,13336,6947,6346,10953,4963,52393
10601,722,187,1300,12192,15925,8224,8645,13823,5712,64521
10602,510,191,1035,10550,13420,6815,6043,9788,3543,50159
10603,615,353,1475,10024,13965,7866,7082,10861,4710,54508
10604,232,81,459,4538,5701,2905,2875,4678,2342,23039
10701,788,276,1478,11311,13558,7342,6790,14046,4661,57708
10702,0,0,0,0,0,0,4,0,3,7
10703,737,250,1532,13347,17252,9294,7937,14149,4483,66462
10704,1296,471,2785,22759,26198,12341,9583,20783,7390,99054
10801,452,391,1202,3892,6028,3755,3357,5451,2701,25184
10802,701,226,1346,5948,9110,5468,5316,8338,3853,38033
10803,6,3,9,72,93,44,23,58,12,302
10804,1090,557,2455,10916,15848,8839,7641,11563,4956,59763
10805,726,244,1394,6819,10205,6471,5871,8992,3553,41911
10901,685,205,1267,10186,12270,5719,4837,9393,3691,46096
10902,89,68,212,1743,2272,1297,1287,2304,1018,9921
10903,430,318,1086,5908,7951,4467,4232,7272,3251,33081
11001,320,132,697,6184,7739,3828,3071,5666,2468,28956
11002,407,220,902,4967,7170,4218,4334,6665,2873,30227
11003,202,55,374,3656,4661,2416,2364,4469,2245,19811
11004,776,358,1645,11580,15065,8025,7764,12710,5622,60766
11101,1202,544,2773,19992,25166,13178,10771,19256,6760,95123
