region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
10101,153,29,49,72,65,77,37,195,1516,11,0,4,0,0,0,0,3,0,0,18,3830,263,352,71,102,135,105,123,64,407,5452
10102,378,150,162,267,244,180,114,130,4151,28,0,3,0,3,0,3,0,4,9,50,5986,546,703,246,257,377,332,270,173,347,9237
10103,49,10,15,21,36,14,14,57,695,0,0,6,0,0,0,0,0,0,0,6,1793,103,129,21,34,42,49,43,29,124,2367
10104,102,22,25,32,18,48,29,65,1634,10,0,0,0,3,0,0,0,0,8,21,7158,285,345,71,78,94,77,85,60,405,8658
10201,786,191,247,261,202,160,85,280,6178,37,7,0,0,0,6,0,0,0,8,58,17004,2028,2432,606,634,682,540,436,221,1246,25829
10202,375,102,116,161,112,113,76,228,4318,16,6,3,0,0,0,5,0,0,6,36,13372,1115,1116,288,254,286,252,253,127,893,17956
10301,123,33,37,42,48,29,26,267,1159,6,3,0,0,0,0,0,0,0,3,12,2282,259,290,77,85,81,106,68,52,380,3680
10302,75,26,33,36,47,48,24,41,650,3,0,0,0,0,0,0,0,0,3,6,1703,138,184,55,57,70,74,90,50,162,2583
10303,65,20,17,39,25,29,17,160,986,3,0,0,0,0,0,0,0,0,3,6,2754,160,168,54,47,83,54,43,34,303,3700
10304,303,96,98,94,65,38,55,56,1512,6,0,0,0,0,3,3,0,0,0,12,2577,257,481,146,158,146,114,81,89,216,4265
10401,76,16,24,29,26,20,16,54,633,3,0,0,0,0,0,0,3,0,0,6,2703,162,225,39,46,53,49,53,46,212,3588
10402,338,140,147,218,260,219,103,156,3050,6,0,3,3,3,3,3,6,3,12,42,6665,591,827,281,276,345,357,351,167,553,10413
10501,40,18,45,65,49,32,21,17,574,3,0,0,0,0,0,3,0,0,3,9,884,60,78,31,68,88,76,61,30,88,1464
10502,28,13,20,23,13,10,17,39,312,0,0,0,0,0,0,0,3,0,0,3,594,41,63,30,35,32,26,37,27,98,983
10503,184,61,92,69,71,47,32,122,1225,11,0,3,0,0,0,0,3,0,7,24,2144,183,327,101,127,102,105,76,68,260,3493
10601,150,88,38,66,54,57,50,162,1224,3,0,3,0,0,3,3,0,3,3,18,3677,331,423,150,106,164,110,151,111,406,5629
10602,215,102,75,90,64,65,31,43,1436,4,0,3,0,3,0,0,3,0,0,13,3054,334,469,195,166,176,121,125,68,216,4924
10603,135,47,52,44,52,42,31,70,1443,10,0,0,0,0,4,4,0,0,3,21,5418,357,544,168,137,201,165,149,66,337,7542
10604,53,37,49,62,41,40,33,79,572,0,0,0,0,0,0,0,0,0,3,3,1050,134,161,72,85,122,101,109,85,153,2072
10701,375,85,94,79,101,112,36,372,8326,60,3,3,3,3,8,0,0,0,12,92,13116,621,617,152,158,145,147,150,64,697,15867
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,209,55,80,81,66,50,40,179,4843,38,0,3,0,3,0,0,6,0,0,50,11374,456,647,188,201,209,146,153,98,594,14066
10704,1104,334,541,822,1137,1183,585,587,13913,37,6,9,0,6,0,7,11,11,11,98,15680,1526,1846,535,742,1064,1384,1388,754,1153,26072
10801,42,14,15,9,8,11,12,28,521,0,0,3,3,0,0,0,0,0,0,6,2391,127,109,30,20,26,16,31,24,156,2930
10802,57,12,19,21,22,15,19,100,695,3,0,0,0,0,0,0,0,0,0,3,2958,146,149,32,57,43,37,38,30,265,3755
10803,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,9,6,0,4,0,3,0,0,3,47
10804,121,43,50,52,46,31,16,62,1212,3,0,0,0,0,0,0,0,3,0,6,5904,449,550,135,149,155,139,111,49,408,8049
10805,75,12,25,32,32,28,14,46,779,0,0,0,0,3,0,8,0,0,0,11,3216,186,246,43,72,60,66,56,29,239,4213
10901,171,147,137,138,225,150,112,91,1998,10,0,0,0,3,0,3,0,3,12,31,3231,277,395,202,202,197,281,216,166,278,5445
10902,16,6,12,23,13,17,12,22,305,0,0,3,0,0,0,0,0,0,0,3,481,39,63,12,17,40,13,17,15,52,749
10903,62,28,36,40,25,37,22,24,593,0,0,0,0,0,0,0,0,0,0,0,1908,127,143,55,46,68,45,50,44,149,2635
11001,155,45,62,101,144,226,169,90,1377,0,0,0,0,0,7,4,3,0,3,17,1745,290,289,82,94,145,202,268,196,182,3493
