region_id,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
10101,1114,286,1409,10768,4114,526,15408,33958,4486,53852
10102,428,118,555,9288,3114,414,12816,26694,2979,42489
10103,346,55,408,2895,921,151,3967,9779,1547,15293
10104,1524,388,1929,8954,3818,515,13287,38347,4734,56368
10201,3901,1193,5128,25673,10860,1496,38029,83893,10683,132605
10202,2941,858,3831,23866,9716,1282,34864,74558,9460,118882
10301,630,94,730,6894,2844,379,10117,21246,3168,34531
10302,1194,231,1445,8108,3229,407,11744,27942,3707,43393
10303,710,167,880,6564,2498,332,9394,22660,3287,35341
10304,849,136,992,9114,3369,467,12950,26263,3109,42322
10401,1034,204,1246,6845,3006,391,10242,26683,3171,40096
10402,1563,457,2028,12501,4767,710,17978,42962,4785,65725
10501,275,55,333,3581,1261,162,5004,12386,2214,19604
10502,368,136,507,2953,1253,121,4327,11073,1922,17322
10503,1111,204,1332,10479,4337,583,15399,32457,4538,52394
10601,1119,174,1301,13924,5789,725,20438,38935,5147,64520
10602,871,155,1032,11752,4582,609,16943,30060,3153,50156
10603,1144,325,1475,10273,4626,599,15498,34727,4282,54507
10604,381,75,459,5138,1736,236,7110,13797,2134,23041
10701,1207,260,1479,11368,5322,598,17288,36259,4164,57711
10702,0,0,0,3,0,0,3,0,3,6
10703,1309,212,1534,13947,6311,840,21098,41405,3960,66463
10704,2342,419,2786,18934,8589,1066,28589,63854,6609,99052
10801,829,366,1204,3604,1540,204,5348,17424,2411,25183
10802,1129,212,1345,6018,2541,330,8889,25646,3498,38033
10803,7,0,7,52,15,0,67,223,14,304
10804,1932,501,2455,10427,4251,615,15293,40006,4464,59763
10805,1156,230,1394,7000,2993,373,10366,28394,3150,41910
10901,1061,192,1268,9044,3594,461,13099,29613,3384,46096
10902,153,57,210,1854,709,82,2645,6362,915,9922
10903,765,306,1087,5821,2404,267,8492,21648,2942,33082
11001,570,124,697,5200,2034,279,7513,19166,2276,28955
11002,688,207,901,5384,2086,294,7764,19900,2563,30227
11003,323,49,372,4045,1435,265,5745,12054,2011,19810
11004,1304,323,1646,11951,4684,586,17221,38500,5045,60766
11101,2254,492,2776,18880,9426,963,29269,59892,5962,95123
11102,1701,294,2004,10857,5390,594,16841,36605,3540,56986
11103,3216,688,3950,23483,10836,1374,35693,84337,8962,128992
