SA3_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
10102,3,4,0,27,5,8,11,4,0,64,0,0,0,12,11,44,56,64,19,210,0,0,0,3,3,0,0,0,0,12,0,0,3,9,3,4,0,0,0,18,0,0,0,4,3,0,3,0,0,11,0,0,4,18,14,14,3,0,0,53,0,0,0,0,0,10,24,11,3,44,0,0,0,0,3,3,0,0,0,5,0,0,0,4,3,0,0,0,0,7,0,0,0,53,3,0,0,0,0,61,0,3,0,9,3,8,29,4,4,63,6,29,48,134,89,81,37,7,0,432,0,0,0,3,4,9,3,0,0,21,0,0,7,52,3,4,0,0,0,63,0,0,0,12,20,5,0,0,0,38,0,33,31,71,25,9,0,3,0,165,0,0,0,13,0,6,8,4,0,37,0,0,0,7,28,33,26,12,0,110,0,0,0,10,6,0,3,0,0,21,5,11,12,34,25,12,10,3,0,109
10103,0,3,0,0,0,0,7,3,0,15,0,0,0,6,3,6,14,13,4,45,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,14,10,5,30,0,4,6,42,32,25,13,3,0,133,0,0,0,0,0,0,6,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,0,0,13,0,0,0,4,0,0,0,3,0,11,0,0,0,6,6,5,15,7,4,47,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,4,3,0,0,26
10104,0,3,0,8,5,10,26,8,4,71,0,0,0,3,16,27,36,28,7,112,0,6,3,0,0,3,0,0,0,11,0,0,5,6,0,0,0,0,0,8,0,0,0,0,0,3,3,3,0,9,0,0,0,3,6,4,8,0,0,20,0,0,0,4,0,8,27,13,0,50,0,0,0,3,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,8,0,0,0,3,10,33,88,46,17,199,0,10,15,54,61,131,96,38,10,412,0,0,0,4,0,6,8,9,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,15,3,13,6,11,3,0,0,0,0,39,0,0,0,3,0,3,10,3,5,26,0,0,3,10,22,49,74,31,18,202,3,0,0,3,3,3,0,0,0,17,3,4,3,21,14,22,31,11,3,109
10105,0,8,0,7,4,5,4,0,3,34,0,3,0,0,0,9,14,9,3,41,0,0,0,3,0,0,0,0,0,3,0,0,13,22,0,0,0,0,0,33,0,0,3,5,4,4,8,3,0,30,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,8,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,6,4,3,14,15,5,49,3,12,21,53,33,42,28,6,4,189,0,0,0,3,0,3,6,0,0,14,0,0,0,7,0,0,0,0,0,13,0,0,0,4,4,0,0,0,0,9,0,14,10,15,3,0,0,0,0,47,0,0,0,3,0,3,0,0,0,9,0,0,3,6,14,12,15,16,4,68,0,0,0,0,7,0,3,0,0,5,3,0,4,8,3,3,3,0,0,27
10106,0,3,0,8,0,3,3,0,4,33,0,0,0,3,0,5,9,9,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,5,8,6,0,0,38,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,10,25,4,4,58,0,8,8,48,34,32,21,12,4,171,0,0,0,7,3,0,3,5,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,5,3,0,0,15,0,5,3,11,3,0,0,0,0,27,0,0,0,0,0,4,0,0,0,4,0,0,0,9,15,6,7,6,0,43,0,0,0,0,0,0,0,0,0,6,0,0,4,11,7,4,3,0,0,28
10201,3,21,6,77,44,57,49,40,5,307,0,0,3,22,22,47,67,72,29,264,0,12,10,20,7,3,0,0,0,55,0,18,23,85,34,15,22,3,3,202,0,3,0,12,10,15,10,3,0,50,0,3,11,40,28,23,10,10,0,117,0,0,0,4,3,20,72,24,3,133,0,0,0,4,11,11,3,0,0,38,0,0,0,9,4,0,0,7,0,23,0,0,0,26,3,0,0,0,0,34,0,4,3,15,19,44,86,50,33,256,7,37,74,400,339,304,178,84,20,1446,0,3,4,12,20,16,25,15,4,94,0,0,10,20,4,8,4,0,0,45,0,0,11,33,20,21,6,5,0,95,4,33,30,127,41,38,17,6,0,286,0,0,4,19,15,23,17,14,9,110,4,21,21,60,88,102,126,58,24,495,3,13,10,9,12,9,6,4,0,60,0,39,60,143,136,79,65,25,7,552
10202,3,17,3,51,27,30,70,31,5,237,0,0,0,15,20,54,83,77,15,273,0,0,0,3,3,0,3,0,0,21,0,7,7,21,14,8,4,0,0,58,0,0,0,5,23,11,14,0,0,56,0,3,18,21,14,8,4,6,0,75,0,0,0,7,16,40,93,59,3,215,0,4,0,3,4,0,3,3,4,24,0,0,0,0,3,0,4,0,0,11,0,3,0,12,3,0,0,0,0,15,0,4,0,6,13,40,91,57,12,229,8,43,67,369,246,232,174,59,21,1222,0,0,0,10,12,16,16,19,0,76,3,3,6,15,0,8,3,0,0,33,0,0,0,11,16,5,3,0,0,41,4,18,40,86,33,25,17,0,0,222,0,0,0,8,7,12,16,8,3,46,0,5,5,53,67,101,102,87,14,442,0,0,0,4,4,6,0,0,0,19,0,10,26,68,44,27,20,21,3,227
10301,0,5,0,12,12,4,3,6,0,36,0,0,0,0,3,9,9,0,0,31,0,3,3,0,0,0,0,0,0,13,0,3,3,13,3,0,0,0,0,20,0,0,4,10,6,3,3,0,0,31,0,4,0,8,5,0,3,0,0,22,0,0,0,0,0,3,5,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,20,3,0,0,0,0,29,0,0,0,5,5,9,16,14,3,55,5,17,40,81,53,43,33,5,7,282,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,15,0,0,0,4,3,0,0,0,0,14,3,13,19,22,3,3,0,0,0,69,0,0,0,0,0,0,4,4,0,13,0,3,4,8,13,18,20,13,0,82,0,0,0,4,0,0,3,0,0,11,0,7,9,24,14,6,5,0,0,60
10302,0,0,0,0,3,4,8,3,0,21,0,0,4,4,4,5,8,10,0,33,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,10,21,11,0,48,0,7,7,49,35,35,23,6,3,168,0,0,0,0,0,0,0,3,0,10,0,0,0,5,0,0,0,0,0,6,0,3,0,7,9,0,0,0,0,16,0,24,9,32,5,3,0,0,0,70,0,0,0,0,0,0,3,6,3,6,0,0,0,3,4,6,16,9,0,47,0,0,0,0,0,0,0,0,0,0,0,9,9,13,14,5,6,4,0,54
10303,0,3,0,15,3,3,12,3,0,40,0,0,0,0,3,10,12,7,3,47,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,11,0,0,3,3,3,3,3,0,0,16,0,0,3,12,4,3,0,3,0,20,0,0,0,0,3,5,8,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,24,11,3,63,0,6,6,64,48,44,35,14,3,221,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,12,4,7,8,13,4,5,0,0,0,43,0,0,0,0,0,4,3,3,7,17,0,0,0,10,6,19,34,4,5,77,0,0,0,3,0,0,0,0,0,3,0,4,3,8,14,8,8,0,0,48
