SA3_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
10304,45,164,3,31,23,7,3,0,0,277,14,72,0,3,9,0,0,0,3,99,286,1786,57,187,275,56,8,36,20,2712,3,4,0,4,3,0,0,0,0,12,97,212,21,131,171,31,3,17,13,694,101,151,31,307,263,55,6,34,6,948,172,167,254,589,600,229,37,131,19,2206,29,9,13,39,93,57,3,29,0,264,33,32,29,77,185,47,7,30,3,442,8,25,7,18,27,7,5,6,5,104,30,39,11,54,74,38,0,43,18,310,889,3050,437,1460,1767,538,68,332,90,8640,7,14,0,0,0,0,0,0,0,25,33,143,7,3,5,0,0,0,3,197,161,540,22,21,56,17,8,18,13,851,7,35,0,0,3,0,0,0,0,43,70,242,11,32,24,10,7,0,0,400,26,102,0,3,17,3,0,0,3,154,612,2712,148,269,351,111,44,94,28,4365,3,6,0,10,3,0,0,0,0,17
10401,14,101,0,14,7,0,0,0,0,146,3,30,0,0,5,3,0,0,0,47,110,837,26,101,140,31,3,21,5,1284,0,5,0,6,0,0,0,0,0,14,39,153,9,85,85,26,3,7,6,418,46,88,30,222,134,46,3,14,9,582,116,146,200,586,427,199,16,121,24,1833,21,14,10,38,65,48,0,22,0,216,36,27,16,92,104,60,3,30,3,373,3,9,0,9,30,13,0,6,3,75,28,34,12,56,52,53,0,32,17,294,449,1609,311,1215,1062,484,37,256,71,5494,3,7,0,0,3,0,0,0,0,11,12,36,0,0,3,3,0,0,0,53,62,222,9,14,19,0,0,0,7,333,4,8,0,0,0,0,0,0,0,11,27,149,6,24,11,3,3,0,0,225,12,40,0,3,4,3,0,0,0,64,242,1289,63,140,189,53,10,47,15,2053,3,5,0,6,0,0,0,0,0,14
10402,50,228,7,38,38,5,0,8,8,390,11,83,0,4,7,0,0,0,0,104,309,2185,62,291,396,97,5,76,36,3454,8,4,3,13,0,3,0,3,0,29,118,317,26,188,225,60,7,39,3,992,170,249,57,426,400,130,12,85,16,1550,227,231,340,870,772,342,25,197,34,3042,22,15,16,72,142,93,8,57,3,426,50,38,30,155,180,70,4,41,6,583,14,31,3,26,38,14,0,25,3,145,37,62,21,75,77,53,3,47,28,397,1106,3897,570,2202,2323,867,67,584,137,11753,7,28,0,0,0,0,0,0,0,41,21,169,0,4,10,0,0,0,3,211,155,564,10,38,45,9,7,17,7,855,4,35,0,5,0,0,0,0,0,45,71,375,13,46,51,12,4,14,9,590,21,100,0,10,14,0,0,4,0,151,736,3426,186,424,514,160,38,163,56,5713,10,4,7,15,0,3,0,3,0,43
10501,13,41,0,8,8,0,0,0,0,66,3,4,0,3,0,0,0,0,0,10,129,439,12,79,65,20,3,13,3,763,4,0,0,0,0,0,0,0,0,6,47,64,0,52,43,5,0,5,0,223,50,44,10,108,61,10,0,17,0,309,78,49,69,189,148,41,15,48,5,638,21,7,9,27,25,9,0,14,3,109,23,6,5,34,27,12,9,5,3,124,9,6,0,9,4,0,0,3,0,28,25,28,7,26,27,14,0,29,17,168,435,755,109,525,419,120,27,130,35,2564,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,11,40,96,7,4,8,6,0,3,0,169,5,4,0,0,0,0,0,0,0,10,18,52,0,11,5,0,0,0,0,92,4,8,0,3,0,0,0,0,0,19,251,632,23,118,73,24,15,26,3,1156,4,3,3,0,0,0,0,0,0,11
10502,10,44,0,13,3,0,0,0,0,66,5,19,0,3,3,0,0,0,0,30,60,379,0,43,26,8,0,3,7,530,0,0,0,0,0,0,0,0,0,3,22,53,3,37,19,8,0,0,0,144,36,46,9,98,55,16,0,11,5,274,56,66,85,231,182,39,7,41,3,714,6,8,3,28,33,7,0,19,0,93,11,8,3,34,45,10,0,17,0,129,3,4,0,8,6,3,0,0,0,23,13,17,8,32,25,17,0,11,6,128,237,736,105,537,392,114,10,104,24,2275,0,4,0,0,0,0,0,0,0,6,0,16,0,0,3,0,0,0,0,19,21,98,3,5,9,4,3,0,0,144,0,5,0,3,0,0,0,0,0,11,21,66,0,17,3,0,0,0,3,108,11,23,0,8,3,0,0,0,0,47,104,536,16,69,33,8,6,13,6,796,0,0,0,3,0,0,0,0,0,3
10503,31,192,3,38,24,3,0,3,0,289,12,65,0,8,10,3,0,0,0,95,302,1851,30,228,241,66,3,60,23,2804,3,4,0,6,3,3,0,0,0,21,104,210,17,135,124,32,5,22,10,655,145,194,33,383,253,52,8,38,16,1119,236,188,280,793,734,252,33,161,27,2703,43,21,16,68,114,67,6,44,6,382,59,22,22,111,162,50,8,23,4,465,15,25,3,16,37,14,0,6,0,127,56,58,20,74,58,44,4,48,28,379,1072,3129,428,1882,1796,598,58,414,120,9503,0,19,0,0,0,0,0,0,0,27,4,67,0,0,0,0,0,0,0,81,122,386,18,39,52,37,8,47,8,710,0,24,0,3,3,0,0,0,0,29,50,281,3,44,28,7,5,3,0,425,31,84,0,11,10,3,0,0,0,138,649,2557,111,320,303,120,36,137,29,4258,8,4,0,8,0,5,0,0,0,34
10601,32,156,3,32,23,3,0,0,0,249,8,59,3,6,12,0,0,0,0,85,243,1297,41,146,239,74,12,43,23,2119,0,0,0,12,4,4,0,0,0,22,104,232,32,135,170,41,7,29,7,753,128,174,67,385,265,103,32,47,15,1213,225,268,470,988,963,379,141,290,29,3748,47,31,27,83,142,102,26,58,3,515,47,33,24,130,210,66,25,63,9,608,5,14,7,14,43,9,6,13,3,123,49,63,17,71,78,59,11,72,27,442,956,2579,700,2015,2170,846,277,622,113,10274,6,10,0,0,3,0,0,0,0,15,14,58,4,0,0,0,0,0,0,80,173,338,18,9,30,9,8,7,4,600,0,16,3,0,0,0,0,0,0,25,58,203,9,34,26,6,4,4,3,347,13,72,6,6,8,0,0,0,0,116,542,1919,131,196,285,123,53,85,31,3374,4,3,0,9,4,4,3,0,0,30
10602,29,208,0,37,16,3,0,3,0,296,14,58,0,3,11,0,0,0,0,82,228,1854,58,185,249,74,5,33,12,2712,0,3,0,10,5,0,3,0,0,24,91,248,25,146,172,43,3,25,7,754,111,230,75,429,381,105,15,32,9,1385,191,214,414,879,963,347,74,196,33,3300,38,14,11,58,133,86,10,46,0,397,36,26,16,106,193,52,10,29,6,476,8,33,8,22,49,13,3,11,0,139,17,42,13,72,57,39,7,35,24,299,830,3330,631,1961,2274,764,130,401,95,10424,4,14,0,0,0,0,0,0,0,21,18,114,0,3,4,0,0,0,0,142,184,516,17,27,54,18,9,8,10,837,3,37,0,0,0,0,0,0,0,41,61,277,9,42,27,5,3,4,3,433,26,76,3,8,11,0,0,3,0,118,548,2792,173,264,322,127,49,70,24,4371,3,3,0,10,5,0,3,0,0,34
10603,21,115,3,23,17,0,0,0,0,172,8,31,0,3,7,0,0,0,0,62,206,1123,41,176,227,78,12,36,10,1906,0,0,0,10,3,0,0,3,0,17,74,214,25,160,167,46,5,24,11,719,122,172,37,346,293,83,4,44,16,1116,177,205,335,807,702,320,41,175,26,2769,26,13,19,67,97,68,12,41,4,346,36,48,21,92,145,61,9,37,0,451,12,21,3,13,24,13,0,10,0,99,26,44,20,74,67,47,3,45,22,345,767,2219,501,1784,1784,725,80,415,91,8367,3,23,0,0,0,0,0,0,0,25,13,80,3,3,10,0,0,0,0,107,149,320,18,13,49,6,3,12,6,585,0,14,0,0,3,0,0,0,0,18,41,166,9,28,19,0,0,3,3,276,21,48,3,10,13,0,0,4,0,90,443,1742,127,238,302,120,36,68,26,3105,0,3,3,10,3,0,0,3,0,23
10604,11,58,0,5,4,0,0,0,0,80,3,16,0,0,3,0,0,0,0,20,90,554,23,51,70,17,6,43,5,866,0,3,0,0,0,0,0,0,0,11,46,86,19,64,65,8,0,6,3,305,53,61,19,101,85,22,13,25,6,384,103,87,147,263,293,102,85,118,8,1201,24,0,8,18,46,28,8,19,0,157,21,7,22,30,64,30,5,19,0,195,4,4,3,4,11,3,0,3,0,37,23,13,11,24,32,21,3,27,9,167,395,954,252,579,678,246,132,274,36,3552,0,5,0,0,0,0,0,0,0,3,3,18,0,0,0,0,0,0,0,19,53,113,14,8,11,4,0,3,3,200,0,3,0,0,0,0,0,0,0,5,17,78,5,5,4,0,3,0,0,126,7,15,3,0,3,0,0,0,0,37,184,773,68,71,80,37,25,79,15,1330,0,3,0,7,0,0,0,3,0,18
10701,15,177,4,31,25,7,0,0,0,258,4,71,0,0,9,0,0,0,0,81,201,1328,48,195,295,78,3,24,23,2198,0,6,0,12,3,0,0,0,0,31,56,183,17,173,164,46,3,17,5,668,120,191,56,451,348,82,3,38,14,1306,176,227,354,831,785,282,25,140,42,2855,19,15,8,61,125,64,4,41,3,346,39,31,13,124,218,70,6,45,6,562,7,20,0,12,49,8,0,11,0,109,12,43,16,69,65,62,3,37,21,325,719,2710,514,1988,2126,707,58,359,121,9307,6,20,3,0,0,0,0,0,0,30,20,148,4,0,5,0,0,0,3,178,155,513,17,37,64,23,13,10,4,829,8,26,0,0,0,0,0,0,0,33,26,265,10,46,27,8,0,0,0,374,15,84,3,10,12,0,0,0,0,123,442,2139,156,296,407,143,48,82,46,3759,4,12,4,17,4,0,0,0,0,49
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,35,323,3,48,23,10,0,0,4,448,10,76,0,5,10,0,0,0,0,105,305,1931,64,282,352,103,9,41,35,3119,3,3,0,12,7,0,3,0,0,25,119,253,27,221,228,54,6,27,10,945,135,268,63,573,437,120,15,32,20,1663,203,277,446,1085,957,385,36,187,32,3607,42,15,14,67,145,72,8,31,3,395,62,35,20,180,251,106,6,38,4,712,16,32,11,26,66,17,0,6,0,176,37,50,25,83,96,67,3,54,28,438,1071,3783,684,2609,2621,951,84,424,147,12373,4,37,0,0,0,0,0,0,0,37,23,143,4,3,5,0,0,3,3,184,237,663,28,55,73,21,0,10,13,1092,5,28,0,5,0,3,0,0,0,46,60,455,13,58,32,6,7,8,7,637,26,99,3,4,17,3,0,0,3,155,710,3021,199,441,471,172,47,99,62,5216,5,3,3,12,7,3,3,0,0,40
10704,78,617,11,78,78,16,0,0,7,886,28,150,0,3,19,3,0,0,3,205,685,4269,154,648,841,236,5,73,73,6975,3,6,4,13,8,5,0,0,0,39,189,452,44,275,369,110,9,36,15,1496,246,373,106,689,575,144,8,54,30,2233,210,287,467,1046,1064,365,36,161,35,3665,30,31,15,77,197,76,4,30,0,458,70,52,35,174,342,95,4,50,13,835,21,63,14,24,88,37,0,12,4,256,26,82,27,84,106,57,10,38,53,480,1941,8211,912,3210,3851,1185,76,481,235,20105,14,69,0,6,0,0,0,0,0,93,90,1048,16,16,24,6,0,7,3,1212,747,2255,91,152,257,103,28,61,37,3740,23,86,0,6,9,3,0,0,0,121,148,946,30,101,104,23,0,7,12,1376,59,203,3,12,23,8,0,4,4,323,1671,7385,458,1027,1171,477,127,265,141,12724,3,7,8,16,6,7,0,3,0,57
10801,10,61,0,20,10,0,0,0,0,100,3,15,0,0,0,0,0,0,0,25,59,471,9,56,61,23,0,11,5,697,0,0,0,3,0,0,0,0,0,6,34,77,6,54,60,28,0,7,5,270,45,63,21,129,78,33,3,9,3,388,60,95,139,300,220,133,4,69,9,1034,16,17,8,19,34,26,0,14,0,136,23,11,9,59,53,31,0,16,0,211,7,5,0,4,19,6,0,3,0,43,17,20,9,26,35,35,3,20,9,168,278,935,211,676,584,313,13,156,37,3202,0,0,0,0,0,0,0,0,3,3,3,26,0,0,0,0,0,0,0,32,32,134,0,3,9,0,4,5,3,196,0,5,0,0,0,0,0,0,0,11,17,81,3,20,10,3,0,0,0,135,7,23,0,3,0,0,0,0,0,36,125,712,37,81,87,42,9,18,13,1129,0,0,0,3,0,0,0,0,0,8
10802,12,105,0,13,9,3,0,0,0,143,9,29,0,4,4,0,0,0,0,50,98,757,24,70,101,19,0,17,6,1099,0,3,0,8,4,0,0,0,3,11,61,127,11,94,57,17,0,9,3,384,61,113,23,204,150,35,0,21,13,629,127,147,163,601,355,161,22,107,18,1695,14,11,9,34,68,42,0,30,4,211,24,13,21,95,105,43,4,22,5,334,6,11,0,8,13,5,0,3,0,51,32,31,18,53,46,20,3,34,16,254,475,1486,280,1197,917,353,29,256,70,5059,0,4,0,0,0,0,0,0,0,9,3,28,0,0,0,0,0,0,0,35,44,167,0,14,11,3,0,4,3,249,0,8,3,0,3,0,0,0,0,20,21,154,3,14,9,6,3,0,0,208,10,31,3,4,4,0,0,0,0,59,215,1143,51,127,117,32,14,41,16,1747,3,3,0,8,4,0,0,0,3,14
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,3,3,0,0,6,5,0,0,3,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,8,0,15,17,7,0,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,3,3,3,0,6,3,37,0,0,0,0,0,0,0,0,0,0
10804,20,193,4,39,27,13,0,0,0,299,12,65,0,8,14,0,0,0,0,100,204,1805,49,201,264,67,0,30,27,2635,4,3,0,9,3,0,0,4,0,26,92,286,18,159,221,49,0,15,4,859,140,195,50,388,312,110,3,48,16,1271,203,230,360,835,771,333,21,169,20,2944,16,15,16,64,118,74,8,44,0,362,57,34,22,141,182,84,3,36,3,570,8,24,8,15,52,9,0,7,0,122,23,45,20,67,69,53,10,37,20,344,848,3297,551,1945,2056,803,47,393,99,10042,0,27,0,5,0,0,0,0,0,32,13,112,0,0,4,0,0,0,0,133,153,525,20,34,39,8,3,7,4,803,7,28,0,0,4,0,0,0,0,38,43,302,16,48,26,11,3,5,3,453,23,88,3,11,11,0,0,0,0,140,490,2939,119,301,335,105,25,60,42,4418,4,3,0,14,3,0,0,4,0,29
10805,22,125,3,23,16,4,0,0,3,189,5,37,0,3,3,0,0,0,0,51,130,918,18,83,98,34,3,24,8,1309,0,3,0,7,0,0,0,0,0,19,64,206,7,100,79,22,5,25,3,513,61,142,27,284,162,55,6,32,7,771,122,163,209,579,400,227,20,123,14,1854,27,10,11,39,72,57,3,29,0,249,34,25,16,93,115,53,3,26,3,370,11,14,3,14,27,10,0,4,0,84,25,39,14,62,52,51,6,38,10,286,537,1857,318,1289,1038,507,48,298,46,5930,0,12,0,3,0,0,0,0,0,15,5,44,0,0,3,0,0,0,0,61,52,224,5,7,21,3,0,3,4,323,4,12,0,3,0,0,0,0,0,15,30,172,3,21,20,5,3,0,3,255,10,52,0,4,3,0,0,0,0,76,266,1411,48,123,143,51,8,44,11,2103,0,3,0,7,0,4,0,0,0,19
10901,34,229,3,44,42,3,0,3,0,353,13,67,0,0,12,0,0,0,0,92,266,1663,42,229,298,80,4,40,16,2638,3,3,3,16,3,3,0,3,0,28,83,203,25,135,137,31,5,18,0,641,137,183,55,336,284,81,5,45,12,1133,166,146,297,685,637,272,34,151,21,2417,18,11,15,52,103,43,5,36,3,289,46,30,18,110,153,53,4,24,0,444,5,13,6,24,28,10,4,10,4,104,35,43,14,46,52,40,3,51,16,299,895,2963,475,1704,1791,623,68,391,79,8995,4,23,0,0,0,0,0,0,3,31,15,147,3,3,9,0,0,0,0,184,157,440,10,40,49,17,7,21,4,734,8,36,0,3,3,0,0,0,0,54,56,349,13,56,55,9,0,3,0,537,24,84,0,7,16,0,0,0,0,133,630,2502,137,318,397,125,51,82,35,4285,3,3,3,13,3,6,0,3,0,37
10902,3,35,0,7,5,0,0,0,0,47,0,11,0,0,0,0,0,0,0,13,42,214,11,14,50,8,0,7,0,352,0,0,0,0,0,0,0,0,0,5,22,34,4,23,20,3,0,9,0,115,23,21,6,50,37,9,0,7,0,155,44,26,45,121,110,25,8,44,4,425,11,0,0,14,17,4,0,4,0,58,7,3,0,22,11,7,0,3,0,56,0,0,0,0,3,0,0,0,0,8,11,5,7,16,10,10,3,19,6,88,179,391,81,264,266,66,13,100,15,1367,0,3,0,0,0,0,0,0,0,3,6,4,0,0,0,3,0,0,0,7,16,27,3,6,3,0,0,0,0,61,0,4,0,0,0,0,0,0,0,9,10,44,3,7,3,0,0,0,0,64,0,11,0,0,0,0,0,0,0,13,106,298,15,29,52,15,7,11,3,539,0,0,0,0,0,0,0,0,0,5
10903,25,103,4,17,10,0,0,0,0,162,4,39,0,4,4,0,0,0,0,54,189,795,30,79,133,23,0,35,10,1297,3,9,3,4,0,0,0,0,0,16,61,118,14,75,69,20,3,15,11,393,77,99,31,206,122,32,8,34,5,603,151,86,177,406,303,136,14,141,14,1417,28,14,0,37,68,19,0,31,0,205,24,14,5,61,70,34,0,37,0,257,7,4,3,8,11,4,0,0,0,44,32,37,12,73,41,28,0,46,18,288,639,1436,287,975,842,317,24,339,55,4918,0,9,0,0,0,0,0,0,0,13,8,14,0,0,0,0,0,0,0,23,83,134,6,13,10,0,0,3,0,257,0,10,0,0,0,0,0,0,0,10,40,125,11,20,19,3,0,3,0,214,12,45,0,6,3,0,0,0,0,68,422,1128,57,118,151,38,12,80,11,2015,3,9,3,5,0,0,0,0,0,20
11001,33,141,3,20,24,3,0,3,0,237,4,47,0,4,7,3,0,0,0,69,214,898,47,177,243,47,0,43,12,1695,0,7,0,5,0,0,0,0,0,13,59,108,12,69,115,28,0,14,3,403,66,76,16,145,159,32,6,20,4,521,71,77,132,283,303,119,13,88,7,1087,15,11,15,28,42,25,0,25,3,161,37,18,17,38,96,25,5,21,3,255,15,10,0,10,10,11,0,8,0,60,28,21,7,27,38,15,0,37,10,187,621,1915,258,819,1082,310,27,283,51,5359,3,5,0,0,0,0,0,0,0,15,62,541,7,4,12,0,0,3,0,635,121,398,19,31,43,16,0,44,5,686,8,19,0,3,3,0,0,0,0,34,57,211,5,32,32,4,0,7,3,351,9,64,5,7,5,3,0,0,0,96,448,1421,120,274,306,85,15,107,24,2792,0,7,3,6,0,0,0,0,0,19
11002,24,81,0,10,12,0,0,3,5,126,3,13,0,0,4,0,0,0,0,20,170,649,18,65,91,21,0,39,10,1070,3,0,0,3,3,0,0,3,0,14,82,111,11,66,55,19,0,7,9,359,67,75,16,144,112,33,4,26,4,476,132,117,135,429,278,123,7,115,11,1344,26,12,8,29,41,22,3,24,3,160,34,5,8,76,57,24,7,32,3,252,15,11,0,5,7,4,0,6,4,55,41,26,13,53,32,26,0,36,33,264,634,1185,207,881,700,272,24,293,76,4275,0,0,0,0,0,0,0,0,0,6,0,17,0,0,3,0,0,0,0,21,54,105,0,4,13,0,0,6,3,184,3,8,0,0,0,0,0,0,0,10,35,110,0,12,14,3,0,7,3,181,5,16,0,3,3,0,0,0,0,28,332,891,34,87,114,33,3,67,16,1574,3,0,0,3,7,0,0,3,0,16
