SA3_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
10102,66,266,6,59,56,3,0,0,3,461,51,72,0,8,35,3,0,0,0,164,494,1519,75,246,478,107,8,39,43,3005,4,6,0,4,3,0,0,0,0,19,141,163,30,118,219,33,4,14,12,734,175,206,57,252,418,85,3,23,28,1241,179,175,218,410,667,164,9,65,31,1910,19,19,4,44,121,42,3,20,7,278,57,33,7,50,158,35,3,17,7,380,19,17,6,12,40,7,0,3,5,108,22,29,17,43,69,23,0,13,31,247,1510,3029,429,1300,2384,518,37,207,183,9594,5,13,0,0,3,0,0,0,0,24,106,243,4,6,26,3,0,3,5,390,628,794,34,93,197,42,19,14,44,1864,17,40,0,4,10,0,0,0,5,76,145,370,19,67,85,5,3,0,11,709,81,103,3,14,45,8,0,0,6,264,1055,2467,196,377,676,192,39,104,84,5195,4,7,0,10,4,0,0,6,0,29
10103,4,48,0,7,5,3,0,3,0,74,3,17,0,0,0,0,0,0,0,22,128,418,17,83,88,35,4,32,6,822,0,0,0,3,0,3,0,0,0,10,50,38,8,48,45,19,0,14,8,242,55,46,15,84,93,38,3,17,3,353,83,57,72,190,193,72,13,51,9,744,23,4,3,20,35,16,0,23,0,120,19,7,4,29,50,20,0,14,3,157,7,3,3,6,11,7,0,5,0,37,25,12,7,22,37,10,4,17,12,147,447,755,132,500,570,232,25,172,45,2887,0,4,0,0,0,0,0,0,0,3,10,25,0,0,0,0,0,0,0,33,72,129,7,8,16,0,0,5,6,254,3,10,0,3,3,0,0,0,0,11,21,67,3,9,11,3,0,3,0,118,12,28,0,0,3,0,0,0,0,42,274,645,39,123,111,48,12,55,12,1329,0,0,0,3,0,7,0,0,0,13
10104,49,236,3,31,43,8,0,3,3,376,13,45,3,3,8,0,0,0,0,69,256,1243,55,215,251,79,13,44,18,2172,4,9,0,3,3,0,0,0,0,19,94,220,30,151,145,46,4,24,7,717,114,143,32,271,207,69,4,34,10,901,179,162,331,728,480,283,18,179,27,2387,30,19,19,55,97,61,3,46,0,331,56,34,21,112,138,83,4,41,3,491,10,13,8,22,35,18,0,3,0,108,45,57,25,65,64,63,3,39,27,373,894,2510,529,1677,1506,716,43,411,102,8391,0,17,0,0,3,0,0,0,0,25,16,90,0,0,3,0,0,0,5,119,101,412,17,27,33,9,3,5,3,612,5,20,3,0,3,0,0,0,0,35,84,340,7,43,47,15,0,9,5,548,14,61,5,6,7,3,0,0,0,96,480,1925,146,297,309,122,28,104,30,3445,7,9,3,3,3,0,0,0,0,23
10105,17,102,0,14,3,6,0,0,0,142,10,24,0,3,0,0,0,0,0,40,114,673,25,97,106,29,6,19,5,1072,0,3,0,7,3,0,0,0,0,9,66,125,17,79,67,13,7,6,6,378,82,105,28,201,150,49,3,20,3,646,116,90,156,458,329,127,18,86,16,1391,9,7,10,33,48,27,4,16,0,152,20,14,6,56,116,26,0,21,3,264,5,4,0,4,17,7,0,3,0,47,33,22,4,45,42,24,8,27,14,209,516,1332,250,1019,887,304,39,203,53,4599,3,5,0,0,0,0,0,0,0,15,11,41,0,0,0,0,0,0,3,54,76,213,6,23,23,9,3,4,5,375,7,10,0,0,3,0,0,0,0,19,37,130,3,25,8,8,0,3,3,207,14,33,0,19,3,0,0,0,0,71,264,979,63,168,138,50,21,53,16,1751,3,3,3,3,3,0,0,0,0,20
10106,43,101,0,21,24,3,0,3,0,210,12,40,0,4,10,3,0,0,0,65,306,856,25,101,201,23,3,45,15,1576,7,0,0,3,0,0,0,0,0,6,98,89,18,62,117,13,0,28,3,431,81,102,19,143,135,26,3,19,10,545,122,98,144,345,275,98,16,91,8,1200,19,13,4,25,53,24,0,20,0,160,36,10,12,55,85,27,3,17,0,263,10,14,0,10,19,3,0,3,0,61,28,22,10,46,39,22,0,27,9,200,858,1564,244,829,981,252,38,256,63,5091,7,8,0,0,4,0,0,0,0,21,38,99,3,4,4,0,0,4,3,153,185,262,7,15,44,13,0,11,6,537,4,6,0,0,0,0,0,0,0,19,68,155,8,24,36,5,0,9,0,300,23,45,0,10,11,3,0,0,0,95,608,1253,74,162,266,47,9,73,32,2521,7,3,0,4,0,0,0,0,0,10
10201,69,463,12,95,76,14,0,11,12,740,34,177,0,14,30,0,0,0,0,261,751,4620,139,572,878,266,13,118,74,7430,3,18,3,13,13,7,0,0,0,54,272,667,86,389,504,156,7,61,20,2155,338,570,146,889,863,248,20,80,31,3185,441,554,704,1621,1541,624,65,294,55,5903,54,42,24,120,240,122,13,64,8,685,83,100,51,253,440,145,18,53,11,1170,33,77,21,54,127,39,8,27,9,388,56,118,32,125,191,98,15,61,74,771,2364,8626,1239,4202,5040,1750,160,768,316,24469,13,63,0,3,4,0,0,0,0,77,54,398,12,4,16,3,0,0,9,499,567,1706,78,93,205,58,12,24,40,2778,15,78,0,7,9,3,0,0,0,110,138,719,19,111,100,24,3,9,15,1134,76,240,11,21,41,3,0,0,3,388,1768,7727,478,911,1188,482,85,255,145,13043,6,20,8,15,13,9,0,4,0,79
10202,36,286,4,61,42,7,3,3,6,439,6,99,0,10,14,0,0,0,0,132,437,2876,91,377,437,174,18,55,37,4497,8,7,3,20,13,10,0,3,0,65,169,414,46,335,323,89,12,35,13,1445,303,420,137,962,613,227,20,88,32,2799,399,578,712,1904,1600,720,84,379,83,6453,55,33,31,119,204,185,7,74,10,716,72,86,38,277,370,147,14,83,14,1110,19,51,11,31,102,33,3,16,8,271,49,97,44,151,165,111,11,92,65,783,1651,5512,1124,4285,3930,1714,187,832,274,19515,9,37,0,3,0,0,0,0,0,47,18,114,3,3,3,0,0,0,0,146,232,759,25,54,70,25,10,10,13,1191,9,35,0,0,8,3,0,0,0,61,55,402,22,78,55,4,5,3,6,632,31,122,9,11,17,3,4,4,0,202,856,4218,229,601,573,283,82,142,64,7056,7,20,4,28,15,10,3,3,0,89
10301,25,159,0,17,23,3,0,6,0,238,9,56,5,7,8,0,0,0,0,86,231,1227,47,192,241,54,5,38,15,2057,0,0,0,0,0,0,0,0,0,9,53,166,12,96,116,28,0,5,4,487,64,128,34,236,156,52,5,32,11,713,130,120,198,465,413,180,24,115,14,1650,25,21,18,40,97,37,3,32,0,266,30,23,18,61,120,52,6,32,5,361,11,19,3,17,22,14,0,12,5,97,22,33,11,32,46,26,7,37,9,223,663,2253,355,1193,1262,450,49,312,79,6615,0,11,0,0,0,0,0,0,0,18,18,141,0,0,11,0,0,0,4,173,107,359,9,28,35,4,0,3,3,560,3,24,0,3,0,0,0,0,0,29,51,231,7,29,22,9,4,4,0,359,28,76,10,14,10,0,0,0,0,138,473,1790,129,291,279,99,31,90,31,3211,0,0,0,0,0,0,0,0,0,6
10302,15,131,0,20,7,3,0,4,0,183,5,28,0,0,4,0,0,0,0,47,226,1122,18,103,143,19,3,22,12,1683,0,4,0,0,0,0,0,3,0,10,112,174,16,94,91,18,5,16,0,527,118,104,28,216,160,32,6,23,4,699,199,152,198,543,444,191,39,129,19,1922,43,9,15,50,95,50,3,28,4,303,72,36,7,94,125,35,4,29,5,406,18,8,0,18,24,6,3,8,3,82,66,37,14,73,55,57,3,44,24,378,923,1957,306,1220,1170,421,70,314,81,6462,0,4,0,0,0,0,0,0,0,3,12,22,0,0,3,0,0,0,0,40,82,184,10,11,13,7,0,4,5,311,6,4,3,0,3,0,0,0,0,17,31,170,5,20,11,5,0,8,0,247,18,39,3,4,5,0,0,0,0,77,503,1548,64,157,168,35,16,60,27,2575,3,3,0,3,0,0,0,3,0,15
10303,19,101,3,15,17,0,0,5,0,165,0,16,0,0,3,0,0,0,0,26,170,767,24,87,143,40,8,19,8,1272,0,0,0,3,0,0,0,0,0,9,72,153,14,79,80,21,9,15,9,454,71,80,32,181,147,44,4,27,3,586,112,122,204,460,396,162,34,130,9,1638,19,10,9,43,79,34,6,24,0,219,33,15,21,70,93,29,6,21,0,283,8,4,4,12,24,13,3,8,0,70,33,34,16,41,62,32,4,23,25,265,550,1453,327,1001,1060,377,69,277,61,5184,3,4,0,0,0,0,0,0,0,9,4,28,0,0,4,0,0,0,0,37,71,185,7,14,22,4,0,9,3,316,6,6,0,0,0,0,0,0,0,11,36,141,13,18,18,3,0,5,0,228,8,25,7,3,7,0,4,0,0,54,335,1115,89,122,187,57,31,41,14,1999,0,0,0,3,0,0,0,0,0,9
