SA3_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
11703,103486,96080,199572,48757,35482,84238,13900,17771,31672,2470,2833,5304,3968,3694,7663,69094,59778,128873,20539,25202,45740,5.7,6.2,5.9,66.8,62.2,64.6,62.9,58.4,60.7,12449,12268,24716,2105,2535,4636,28856,29863,58722,8416,8437,16847,7636,3627,11269,455,524,980,1117,1281,2400,9216,5434,14650,64748,59389,124135,28534,29452,57985,30234,27123,57352,62010,60598,122612
11801,50253,56344,106594,26588,19894,46481,6447,11861,18308,1129,1693,2820,1277,1281,2554,35434,34723,70160,9618,15782,25394,3.6,3.7,3.6,70.5,61.6,65.8,68,59.4,63.4,6387,6403,12799,1120,1668,2784,15797,18329,34125,3688,5748,9432,4213,1989,6205,169,288,460,714,1158,1873,5103,3427,8537,41459,45167,86625,11035,12327,23368,23811,26323,50131,26904,29655,56558
11802,58494,61195,119690,25847,19256,45103,7110,12853,19960,1326,1888,3215,2042,2001,4046,36324,35997,72319,17646,20646,38290,5.6,5.6,5.6,62.1,58.8,60.4,58.6,55.6,57,6238,6411,12650,950,1658,2610,13265,16333,29601,4048,5852,9906,7447,2966,10409,251,464,714,780,1243,2026,8478,4676,13154,47663,50833,98491,12776,13569,26341,28358,31114,59474,30223,31356,61582
11901,65520,69222,134748,26629,15532,42160,8551,12739,21295,1975,1883,3856,3159,2686,5846,40316,32847,73165,21318,32323,53638,7.8,8.2,8,61.5,47.5,54.3,56.7,43.6,50,2579,2479,5060,513,782,1295,7912,9357,17270,4895,6681,11578,11889,5219,17110,429,901,1331,1073,1745,2821,13389,7863,21259,67576,70160,137738,9569,9764,19335,46869,48600,95461,26208,27183,53395
11902,54269,53763,108033,21218,11867,33086,8491,9993,18487,1687,1427,3107,2799,2319,5124,34188,25609,59797,16745,24893,41638,8.2,9.1,8.6,63,47.6,55.4,57.9,43.3,50.6,3329,2786,6111,478,680,1161,7944,8418,16364,4338,4987,9321,7052,3451,10506,318,577,900,829,1229,2056,8202,5263,13466,53067,52725,105789,9185,8370,17554,35040,35792,70835,23959,22213,46177
11903,51003,55028,106028,22242,14053,36299,7439,11990,19428,1354,1563,2916,2179,2133,4318,33222,29738,62962,15504,22801,38303,6.6,7.2,6.9,65.1,54,59.4,60.8,50.2,55.3,4330,4091,8416,641,978,1618,9892,11111,21005,4342,5694,10035,7338,3267,10606,283,539,819,853,1481,2336,8471,5283,13756,48611,51475,100082,8847,9365,18209,32745,34912,67657,22563,23828,46387
11904,56698,58824,115524,25483,16869,42353,8504,12505,21006,1661,1752,3410,2362,2080,4435,38009,33201,71208,15085,21925,37010,6.2,6.3,6.2,67,56.4,61.6,62.9,52.9,57.8,4298,4264,8562,665,944,1611,10646,12000,22649,5111,6166,11277,8032,3743,11772,312,599,910,926,1465,2389,9270,5797,15070,51185,52919,104098,10794,10668,21456,32944,34730,67673,26648,26429,53070
12001,33738,37526,71258,17246,12120,29369,4037,7866,11907,827,1147,1972,1129,1092,2225,23246,22226,45472,8516,13096,21616,4.9,4.9,4.9,68.9,59.2,63.8,65.5,56.3,60.7,3700,3950,7656,672,1034,1713,8046,9516,17563,2938,3985,6922,4527,1995,6516,187,305,483,591,964,1553,5302,3260,8563,30671,33431,64106,6657,7055,13710,18724,20782,39506,17125,18431,35553
12002,21583,24220,45798,11866,9502,21365,2564,5293,7857,538,802,1344,635,624,1257,15600,16220,31819,4161,6137,10298,4.1,3.8,4,72.3,67,69.5,69.4,64.4,66.7,2805,3460,6259,601,1078,1674,6091,7479,13565,1769,2420,4189,2262,1078,3340,104,161,264,285,446,729,2650,1681,4330,19070,21045,40116,4671,4962,9633,11438,12863,24302,11194,12114,23311
12003,63569,66447,130010,28659,20150,48816,9837,14182,24018,1618,1859,3482,2710,2548,5256,42830,38739,81570,16564,23670,40237,6.3,6.6,6.4,67.4,58.3,62.7,63.1,54.5,58.7,6894,6948,13840,1125,1763,2882,14993,16912,31906,5143,6286,11426,6542,3295,9839,304,504,807,801,1262,2063,7653,5062,12715,54078,56935,111016,13892,13906,27801,33453,35987,69447,32389,32778,65165
12101,43399,47652,91054,23002,15725,38731,5464,10395,15860,933,1421,2348,1434,1437,2872,30836,28980,59811,10348,16281,26623,4.7,5,4.8,71.1,60.8,65.7,67.7,57.8,62.5,6672,6389,13062,1057,1659,2713,13621,15034,28646,3475,4944,8423,3264,1781,5049,160,314,472,570,1037,1608,3991,3138,7122,40333,43166,83505,9667,10321,19987,23957,26076,50034,23943,25434,49377
12102,30986,33171,64158,16312,9674,25987,4169,8741,12914,744,1013,1753,998,1093,2095,22228,20521,42756,7608,11449,19059,4.5,5.3,4.9,71.7,61.9,66.6,68.5,58.6,63.4,3560,3197,6760,691,1154,1842,7223,8457,15684,2970,3951,6923,4850,2258,7104,217,352,568,572,1029,1604,5641,3635,9272,31615,33099,64721,5228,5512,10739,21602,22605,44211,13647,14484,28125
12103,44480,49936,94421,21485,12898,34388,6104,12436,18540,935,1219,2147,1450,1266,2714,29971,27813,57792,12840,20070,32906,4.8,4.6,4.7,67.4,55.7,61.2,64.1,53.2,58.3,7445,5895,13341,1134,1804,2940,13826,15125,28954,3521,5483,9002,3024,1593,4620,168,305,470,691,1333,2024,3881,3230,7111,45879,49592,95476,7521,8131,15650,30186,32996,63180,21531,23217,44749
12104,37331,43418,80751,21040,17050,38090,4486,8332,12812,838,1312,2150,991,1082,2073,27353,27771,55122,7008,12437,19438,3.6,3.9,3.8,73.3,64,68.3,70.6,61.5,65.7,5987,6033,12017,1018,1727,2743,12668,14545,27213,3143,4805,7942,2541,1479,4024,127,293,420,490,947,1440,3162,2726,5884,30910,35360,66272,8291,9373,17665,16497,19598,36096,21654,24222,45877
12201,16460,17552,34011,8992,5730,14725,2141,4358,6498,419,560,973,405,438,845,11951,11084,23041,3392,5303,8695,3.4,4,3.7,72.6,63.1,67.7,70.2,60.7,65.3,2042,1834,3876,404,631,1034,5169,5422,10593,1440,2127,3563,1700,783,2481,70,135,209,272,467,738,2044,1385,3430,15054,15835,30882,3369,3563,6935,8982,9636,18617,8813,9175,17994
12202,23410,25283,48692,11477,6211,17688,3442,7712,11158,647,704,1349,518,514,1033,16089,15139,31227,6155,8732,14888,3.2,3.4,3.3,68.7,59.9,64.1,66.5,57.9,62,1584,1343,2925,399,743,1145,4509,5342,9855,2420,3772,6187,5234,1880,7113,135,293,431,540,947,1483,5909,3121,9026,23644,24737,48379,3513,3746,7258,15892,16675,32565,10335,11024,21355
12203,57983,62339,120319,30462,18413,48871,7815,17183,25004,1445,1970,3416,1439,1328,2768,41165,38892,80055,13825,20130,33960,3.5,3.4,3.5,71,62.4,66.5,68.5,60.3,64.2,3973,3840,7806,996,1770,2765,11633,14026,25658,5791,8278,14073,11576,4693,16274,417,678,1093,1234,2118,3350,13221,7494,20720,58444,61088,119541,9229,9612,18845,38941,40825,79768,26111,27272,53381
12301,22743,24773,47522,13772,7849,21618,2358,6744,9099,671,967,1634,665,743,1407,17464,16293,33757,4418,7473,11895,3.8,4.6,4.2,76.8,65.8,71,73.9,62.8,68.1,632,791,1423,241,501,742,2116,3481,5597,2045,2982,5036,6946,3071,10020,168,443,611,415,699,1112,7522,4217,11744,24216,25618,49833,3987,4248,8243,14854,15676,30535,11832,12716,24552
12302,60346,64042,124387,28879,17181,46064,6833,12816,19646,1796,1798,3595,2830,3051,5882,40343,34850,75193,16437,25248,41682,7,8.8,7.8,66.9,54.4,60.5,62.2,49.6,55.7,2407,2271,4671,476,737,1208,5645,7572,13216,4345,6181,10525,13700,7220,20925,549,1136,1686,1108,1785,2893,15360,10142,25499,60820,63023,123841,9932,10255,20188,41744,43153,84902,25416,26703,52118
12303,15835,16340,32176,8497,4476,12979,1637,4360,5997,545,623,1170,396,466,867,11083,9928,21015,3827,5470,9291,3.6,4.7,4.1,70,60.8,65.3,67.4,57.9,62.6,321,473,797,127,289,412,1032,1792,2820,1072,1884,2956,5567,2224,7785,125,341,469,296,529,820,5991,3084,9074,16517,16562,33082,2408,2517,4925,11183,11006,22192,6668,7061,13732
12401,29802,32851,62651,13104,7856,20956,4257,8873,13129,761,948,1714,931,844,1775,19052,18523,37582,9344,12866,22208,4.9,4.6,4.7,63.9,56.4,60,60.8,53.8,57.1,1930,2256,4182,704,1327,2025,4503,6506,11009,3032,4309,7349,7197,3435,10625,270,437,708,666,1054,1715,8125,4918,13044,30054,32316,62364,4080,4302,8383,21375,23009,44380,11651,12673,24323
12402,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
12403,53192,56462,109652,29342,17356,46700,5490,13434,18927,1510,1972,3482,1925,1944,3866,38269,34712,72974,12078,18850,30922,5,5.6,5.3,71.9,61.5,66.6,68.3,58,63,1597,1868,3469,445,847,1284,4377,6811,11182,3970,5810,9783,14730,7358,22087,402,998,1401,962,1570,2532,16091,9928,26018,53483,55668,109157,9081,9453,18538,35331,36476,71816,24019,25644,49659
12404,14570,15045,29613,7173,4094,11271,1560,3468,5029,433,451,880,434,478,911,9595,8499,18092,4122,5629,9755,4.5,5.6,5,65.9,56.5,61.1,62.9,53.3,58,284,332,617,94,220,306,760,1498,2252,918,1446,2357,4238,2083,6324,117,279,395,242,454,699,4601,2809,7411,13565,14269,27832,2203,2270,4474,9325,9712,19031,5789,6217,12009
12405,21059,21808,42867,10838,6444,17285,2229,4435,6669,618,672,1286,930,944,1869,14620,12493,27110,5110,7855,12962,6.4,7.6,6.9,69.4,57.3,63.2,65,53,58.9,448,453,901,102,208,308,1469,2047,3519,1258,1960,3212,5146,2849,7993,204,389,592,376,570,948,5720,3814,9533,21101,21300,42404,3160,3323,6485,15235,15258,30496,7828,8279,16101
12501,39721,34295,74020,15150,8551,23700,6267,5958,12226,1177,878,2061,2464,1575,4036,25057,16962,42020,12039,15123,27162,9.8,9.3,9.6,63.1,49.5,56.8,56.9,44.9,51.3,2755,2290,5042,349,478,826,6580,6618,13202,2930,3134,6067,3441,1713,5152,213,288,503,469,566,1036,4129,2564,6688,33140,31077,64212,8955,6906,15864,18757,18566,37327,21188,17406,38590
12502,26191,27660,53851,12042,7513,19554,3402,5924,9327,628,702,1329,1104,980,2080,17176,15118,32292,7866,11349,19212,6.4,6.5,6.4,65.6,54.7,60,61.4,51.1,56.1,2515,2319,4837,380,604,990,5497,6023,11525,2265,3056,5321,3883,1724,5600,149,280,431,429,703,1132,4460,2706,7165,25954,27048,52996,4514,4596,9108,17257,18053,35311,11896,12251,24146
12503,59479,59041,118524,23063,13145,36207,7703,9923,17623,1822,1566,3390,3311,2482,5790,35897,27116,63017,19784,28236,48019,9.2,9.2,9.2,60.4,45.9,53.2,54.8,41.7,48.3,2401,2099,4502,389,607,998,6720,7862,14581,4358,5617,9973,9385,4440,13826,410,790,1200,942,1328,2270,10740,6560,17298,59215,59599,118815,9770,8865,18629,39687,40611,80297,25361,23942,49306
12504,56880,56645,113525,28816,16802,45626,6900,10464,17361,1486,1564,3049,2513,2918,5430,39715,31748,71466,13364,21232,34589,6.3,9.2,7.6,69.8,56,63,65.4,50.9,58.2,7284,6568,13859,960,1173,2141,12822,13660,26480,4893,5249,10139,6992,3273,10264,286,522,810,804,1169,1975,8080,4970,13050,50722,51363,102081,13390,12312,25701,28799,30231,59026,31894,29775,61666
12601,18883,20032,38919,9154,5660,14807,2569,4836,7403,418,507,921,763,703,1463,12907,11697,24605,5358,7691,13046,5.9,6,5.9,68.4,58.4,63.2,64.3,54.9,59.4,3134,2634,5769,509,669,1182,5399,5732,11130,1555,2103,3651,1715,795,2510,75,138,210,266,484,755,2057,1413,3475,18529,19623,38146,3440,3459,6904,12306,13162,25463,8884,9095,17979
12602,54024,58273,112299,25693,17348,43037,7002,12409,19408,1299,1720,3020,2229,2041,4269,36218,33511,69730,15356,22108,37461,6.2,6.1,6.1,67,57.5,62.1,62.9,54,58.3,6745,6600,13342,868,1518,2394,13516,15174,28688,4563,6076,10638,6496,2970,9472,271,500,773,780,1436,2212,7552,4908,12454,49631,52359,101991,11142,11694,22831,31196,33321,64520,27254,28374,55634
12701,38679,40118,78799,18476,10745,29224,4344,7951,12297,1232,1265,2495,1667,1523,3190,25717,21486,47204,10478,16169,26648,6.5,7.1,6.8,66.5,53.6,59.9,62.2,49.8,55.9,806,1036,1838,209,370,579,3444,4856,8300,2793,4012,6809,8122,3647,11768,304,673,979,628,1024,1654,9057,5344,14402,39826,40559,80383,6581,6797,13380,25700,25997,51701,17990,18845,36829
12702,73347,77342,150687,27138,15849,42992,8801,12592,21389,2064,1716,3781,4226,3659,7879,42226,33815,76037,27543,39925,67470,10,10.8,10.4,57.6,43.7,50.5,51.8,39,45.2,1135,1299,2435,261,486,748,6442,7535,13982,4648,6208,10853,11032,5449,16487,535,1088,1620,1088,1583,2667,12655,8124,20776,75288,78256,153547,9708,10013,19721,55153,57166,112319,26094,27298,53395
12703,44798,46288,91086,20385,11826,32204,4764,8453,13216,1317,1313,2623,2060,1823,3883,28515,23414,51933,12751,19434,32184,7.2,7.8,7.5,63.7,50.6,57,59.1,46.6,52.7,1758,1809,3568,334,538,871,5059,6704,11766,3793,4778,8567,8526,4107,12635,340,659,1000,755,1113,1868,9621,5877,15501,44694,45741,90442,7364,7432,14795,29015,29791,58810,20055,20429,40486
12801,43212,46817,90027,22384,13126,35510,5180,12319,17505,1209,1545,2755,1025,1028,2055,29800,28022,57820,11246,16567,27812,3.4,3.7,3.6,69,59.9,64.2,66.6,57.6,61.9,2168,2103,4272,650,1084,1736,6517,8469,14986,4380,6119,10498,11483,4057,15544,291,647,936,960,1683,2642,12739,6384,19121,42650,45243,87901,6407,6709,13112,28796,30688,59482,18486,19643,38132
12802,41808,44496,86302,23019,12957,35973,5027,13171,18198,1068,1425,2491,1046,1020,2063,30157,28575,58731,10357,14555,24916,3.5,3.6,3.5,72.1,64.2,68.1,69.6,61.9,65.7,2142,2117,4253,648,1195,1848,6227,8154,14379,4287,5786,10071,11759,4324,16083,275,591,871,894,1785,2682,12930,6706,19630,44849,46773,91626,4680,4933,9621,33263,34570,67834,14328,15239,29571
19797,157,220,374,28,25,48,7,18,25,22,26,49,0,3,4,61,72,130,77,110,185,0,4.2,3.1,38.9,32.7,34.8,36.3,31.4,32.6,0,4,5,0,0,4,11,25,35,13,20,31,42,22,61,0,3,3,3,11,8,41,33,74,138,182,322,14,21,43,105,139,245,43,61,104
19999,6958,4590,11545,1322,653,1977,531,520,1047,189,116,301,583,358,941,2623,1646,4272,2178,1876,4062,22.2,21.7,22,37.7,35.9,37,29.3,28.1,28.8,193,177,365,51,67,120,574,673,1247,294,374,663,1063,351,1416,64,60,126,104,92,195,1231,504,1738,1571,849,2420,3356,2845,6200,1027,548,1571,3734,3027,6765
