SA3_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
10304,88,47,23,7,14,0,175,21,6,5,3,4,0,41,47,15,15,3,12,0,89,41,25,16,7,16,0,108,89,72,36,27,27,0,249,120,126,63,34,36,4,384,144,162,54,25,31,8,419,166,261,85,63,41,0,625,147,271,78,37,30,3,571,166,356,82,54,20,4,679,98,235,45,18,10,0,406,146,349,95,17,26,3,638,50,161,39,5,8,0,262,29,94,13,6,0,0,149,100,222,70,9,6,3,403,95,224,71,16,9,0,408,30,92,19,3,0,0,140,20,58,14,6,0,0,101,76,81,46,19,23,0,237,1667,2865,855,354,308,26,6075
10401,78,23,19,3,10,3,137,37,10,10,0,3,0,57,87,19,24,5,9,4,151,81,26,34,12,16,4,169,100,60,44,23,28,3,256,136,130,68,37,38,3,410,124,148,74,43,41,3,443,180,259,75,52,41,0,614,139,231,46,32,32,3,477,145,204,63,31,13,0,469,59,135,19,17,8,0,246,99,162,50,15,11,3,340,27,43,11,4,0,0,86,13,21,3,3,0,0,42,63,71,26,10,10,0,173,39,53,27,13,6,0,136,12,18,5,0,0,0,37,9,18,8,0,0,0,40,71,55,27,13,7,3,175,1497,1681,644,307,287,36,4451
10402,141,51,44,12,21,0,266,54,21,17,4,10,3,101,80,40,40,9,26,3,196,63,38,29,16,26,0,169,129,72,42,39,41,3,325,182,134,76,48,47,4,488,192,148,95,52,63,3,555,214,256,114,80,80,0,740,173,340,105,63,53,5,736,241,390,128,74,44,3,876,169,314,91,46,23,3,652,203,420,134,41,37,3,834,97,174,32,17,12,0,333,42,107,21,7,3,0,179,120,256,75,28,10,0,492,121,204,83,21,19,3,441,35,50,22,7,0,0,111,34,46,9,3,3,0,102,99,95,55,19,26,5,291,2378,3153,1202,566,548,43,7888
10501,71,43,14,3,4,0,130,6,3,0,0,0,0,12,16,18,14,13,7,0,62,24,19,9,6,5,0,71,46,35,18,15,15,0,130,53,63,20,21,7,0,163,44,59,12,14,6,3,135,42,52,12,13,3,0,119,21,58,12,9,3,0,106,31,36,9,4,3,0,83,9,35,3,0,0,0,47,23,27,9,0,3,0,69,3,8,0,0,0,0,10,0,3,3,0,0,0,10,6,10,3,0,0,0,20,13,27,5,0,0,0,45,13,5,3,0,0,0,21,13,10,5,0,0,0,31,35,22,10,5,6,3,88,464,535,166,102,70,7,1351
10502,32,19,12,4,0,3,77,14,3,6,5,6,0,35,39,24,17,15,21,0,111,38,31,17,6,11,0,102,67,72,29,36,22,0,235,67,78,23,42,13,4,231,62,96,34,22,14,3,231,51,80,37,22,10,0,199,25,66,17,12,3,0,126,30,36,11,3,3,0,89,6,26,6,4,3,0,49,17,33,9,7,3,0,66,4,12,3,0,0,0,22,7,6,0,0,0,0,8,5,12,8,3,0,0,32,5,12,4,0,3,0,22,0,3,0,3,0,0,12,4,10,3,0,0,0,14,35,30,14,10,15,9,99,513,648,246,206,127,24,1759
10503,130,79,38,8,14,0,269,35,15,4,7,8,0,64,83,33,18,13,16,3,173,64,50,33,25,15,0,182,125,94,57,42,32,4,352,166,179,91,52,38,3,539,185,267,85,49,42,6,638,222,328,93,84,38,5,775,142,299,92,39,33,4,611,192,344,90,35,25,5,687,90,237,38,22,8,0,400,144,291,81,23,18,4,565,46,112,20,4,3,0,190,35,68,16,6,5,0,133,70,124,52,13,5,0,274,72,133,45,9,5,0,260,27,50,8,6,3,0,97,19,27,10,8,3,0,64,122,104,58,19,18,0,324,1969,2843,934,460,340,41,6591
10601,99,63,60,16,19,0,259,25,12,19,3,13,5,81,91,26,39,11,26,0,187,68,32,45,14,23,0,187,119,83,76,28,34,3,349,152,150,121,49,45,3,514,204,225,124,58,52,5,676,275,445,159,87,54,5,1039,247,427,116,65,45,8,903,269,526,147,56,47,5,1058,180,324,99,40,25,0,663,235,541,170,43,24,4,1012,98,222,43,16,12,0,392,62,120,16,6,6,0,212,149,393,96,28,21,3,683,169,401,121,27,12,3,734,64,109,36,9,4,0,216,35,42,13,8,4,0,102,121,135,84,29,32,3,410,2667,4277,1593,596,495,58,9682
10602,92,51,52,8,17,3,216,31,12,21,0,6,0,66,62,25,38,9,17,4,158,36,29,26,10,13,0,117,75,58,56,28,33,4,254,99,120,97,37,40,7,399,119,172,117,35,41,5,498,199,313,139,65,52,10,777,187,371,120,47,47,6,770,268,465,119,75,66,8,1009,168,416,114,39,22,3,762,306,618,189,55,42,6,1213,114,296,55,15,15,0,504,79,167,35,15,3,3,301,155,433,106,19,10,4,733,160,329,89,14,17,0,604,45,87,37,6,3,0,187,18,53,13,0,0,0,89,96,121,62,13,16,5,315,2320,4149,1494,488,462,68,8975
10603,106,41,35,15,17,3,214,47,12,12,3,4,0,76,72,25,38,4,13,3,152,67,25,34,6,14,0,148,90,52,60,19,30,3,250,126,86,82,39,24,3,364,164,137,79,35,49,3,466,199,229,103,50,46,10,641,215,237,114,42,38,3,650,202,331,128,47,35,5,747,138,246,72,30,13,0,512,237,399,145,35,19,3,840,96,182,58,6,10,3,350,56,118,23,4,5,0,206,118,240,92,20,15,0,490,162,249,74,11,15,0,509,39,64,32,3,8,0,145,28,42,16,6,3,0,95,94,107,64,19,23,5,316,2253,2826,1263,390,383,41,7160
10604,41,15,13,5,5,0,83,12,3,3,3,4,0,19,20,9,13,3,4,0,42,18,20,6,3,9,0,57,31,28,22,14,9,3,102,56,53,28,11,11,3,166,67,74,37,18,14,0,214,75,120,48,18,14,0,269,61,120,38,20,10,0,254,79,161,44,19,10,0,314,49,105,21,16,5,0,198,88,179,33,11,0,0,312,22,79,18,9,6,0,129,15,55,5,0,0,0,77,52,117,36,3,3,0,210,58,141,38,3,5,0,240,19,28,11,0,0,0,60,15,18,9,0,4,0,45,50,57,19,10,9,0,142,821,1384,432,172,109,19,2928
10701,93,58,51,5,11,3,225,12,16,19,3,6,3,61,56,30,50,14,25,3,176,41,31,38,11,18,0,131,84,58,68,28,37,3,277,106,97,104,27,39,12,377,83,153,112,40,43,3,444,137,222,145,60,60,0,630,147,339,116,48,55,10,709,195,452,145,70,62,5,935,155,339,91,36,40,0,665,219,495,166,48,42,10,981,96,256,67,17,10,3,448,51,129,36,10,8,0,235,144,400,106,18,21,6,692,136,310,94,23,10,0,577,41,88,37,8,7,0,178,26,48,30,3,4,0,114,59,109,56,17,30,8,278,1893,3626,1532,483,520,65,8119
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,104,77,69,13,21,7,290,46,16,22,7,11,0,101,84,28,59,17,26,0,207,48,42,36,9,15,0,149,103,60,82,22,34,0,300,121,117,104,28,42,3,411,146,164,141,36,55,3,550,162,263,155,70,46,4,697,147,289,137,51,56,4,687,195,407,182,72,50,6,912,153,394,120,51,45,5,767,272,666,227,65,59,9,1299,119,350,83,37,21,3,609,76,203,54,8,7,0,347,192,532,153,36,34,0,946,229,524,162,33,25,3,970,70,148,55,8,12,0,290,32,64,31,5,4,0,140,89,145,85,25,21,3,373,2396,4477,1951,582,577,51,10041
10704,136,114,99,22,27,4,397,29,27,29,4,14,0,108,82,43,47,12,28,3,219,36,46,37,9,17,0,151,85,105,75,22,22,0,314,115,130,91,22,50,3,410,139,200,141,38,45,4,557,169,257,136,47,78,11,697,155,271,141,43,44,3,658,196,391,153,58,56,8,857,161,351,102,53,36,3,709,323,852,224,87,62,15,1555,150,433,61,37,34,0,718,122,307,64,21,14,3,529,309,808,154,49,49,3,1378,438,1109,235,51,63,7,1897,122,323,93,9,18,0,569,79,188,60,9,6,0,349,93,200,97,18,36,3,447,2936,6153,2019,607,702,88,12498
10801,68,13,12,5,11,0,100,24,8,6,4,7,0,44,36,13,9,5,9,0,76,38,9,9,10,7,0,63,73,31,15,11,9,0,144,73,37,35,19,13,3,184,56,58,28,16,14,0,174,96,92,34,30,15,7,273,79,104,29,18,19,0,242,61,116,19,17,11,0,225,48,74,23,9,6,0,163,53,93,36,19,9,0,209,24,23,11,3,5,0,73,14,24,5,0,0,0,41,43,42,16,6,3,0,113,40,55,26,3,0,0,119,19,15,4,0,0,0,39,12,8,7,0,0,0,21,57,24,17,7,5,0,109,907,845,333,177,150,21,2427
10802,58,23,15,7,8,0,110,28,10,6,3,9,0,53,76,29,23,9,8,0,147,73,25,22,7,19,0,144,113,52,48,18,21,3,249,125,125,67,37,30,0,387,114,139,56,47,33,0,394,140,196,78,42,49,5,509,127,166,62,41,27,0,419,103,142,62,22,12,4,344,60,101,17,19,16,0,208,82,131,48,8,7,0,280,29,57,17,8,0,0,103,15,22,7,5,4,0,50,38,72,25,13,5,0,156,35,55,14,4,0,0,114,13,20,9,0,0,0,45,12,9,10,0,3,0,33,85,46,23,13,22,6,198,1326,1422,596,306,278,27,3953
10803,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,7,5,0,0,0,25
10804,136,34,30,7,17,0,231,46,11,12,3,11,0,92,73,40,27,6,19,3,166,70,17,18,7,14,0,127,105,50,37,13,22,0,234,153,97,66,31,41,3,396,149,154,70,44,49,0,465,178,215,104,59,45,0,606,183,285,79,61,54,0,653,210,341,116,64,47,4,783,169,320,74,37,24,0,619,237,406,105,47,29,3,829,89,196,32,6,6,3,329,61,103,30,3,5,0,209,133,246,57,12,14,4,472,103,216,72,19,9,0,423,41,67,15,4,6,0,127,30,40,11,4,3,0,85,108,99,29,22,26,6,286,2271,2945,985,462,442,39,7133
10805,91,25,22,12,13,0,167,32,5,6,3,15,0,64,78,24,24,12,16,0,156,61,27,25,7,16,0,135,122,68,37,20,34,0,284,148,105,72,41,34,4,395,135,168,71,51,36,3,463,187,235,85,43,34,0,590,152,201,56,27,16,4,463,117,202,69,28,21,0,441,78,145,41,13,13,3,295,113,166,50,14,12,0,358,39,63,21,3,4,0,132,15,36,10,0,3,0,68,60,71,26,9,3,0,171,54,80,31,8,5,0,173,20,15,14,0,0,0,53,9,11,15,0,0,0,34,59,73,41,17,8,3,195,1566,1722,706,320,285,25,4621
10901,90,55,53,5,7,0,213,34,15,9,3,3,0,66,77,36,26,9,12,0,160,51,41,21,12,7,3,130,109,93,49,37,30,0,317,156,187,76,44,40,7,504,173,252,85,46,29,5,596,221,343,106,60,54,4,789,187,333,87,35,30,0,673,190,345,102,28,25,7,695,101,233,53,17,9,0,413,151,305,93,10,13,3,575,46,112,27,3,6,0,197,29,35,25,3,0,0,85,73,132,43,7,11,0,262,58,129,43,4,3,0,244,18,41,10,0,0,0,65,13,27,6,3,3,0,52,84,114,37,17,13,0,260,1868,2818,945,353,295,38,6309
10902,20,17,10,0,4,0,50,4,3,0,0,0,0,7,16,12,12,4,4,0,47,13,19,9,3,4,0,45,41,36,11,11,8,0,110,49,57,31,15,10,0,158,29,55,16,7,4,0,111,27,49,19,3,3,0,110,13,45,12,0,0,0,75,17,48,12,3,0,0,82,9,22,11,0,0,0,40,18,28,15,0,0,0,59,0,9,7,0,0,0,19,0,4,0,0,0,0,10,6,7,3,0,0,0,22,13,11,3,0,0,0,23,4,7,3,0,4,0,14,6,8,4,0,0,0,16,24,21,17,0,3,0,66,327,459,173,48,51,4,1067
10903,115,74,46,3,10,3,245,29,5,4,3,3,0,42,77,25,14,11,9,0,139,62,23,15,15,12,0,126,124,87,44,24,40,3,317,126,148,60,21,18,4,383,125,154,59,23,23,7,385,126,203,49,37,20,0,432,93,140,40,13,8,0,304,79,159,50,11,8,0,322,32,103,22,10,3,0,173,79,126,45,3,10,4,263,22,45,6,3,0,0,80,4,21,7,0,0,0,38,28,69,15,0,8,0,119,20,58,17,0,0,0,101,19,21,6,0,0,0,52,14,21,3,0,3,0,36,97,69,34,10,13,0,232,1284,1562,539,191,185,19,3787
11001,60,41,23,3,3,0,140,21,8,3,4,3,0,34,28,16,7,3,11,0,70,36,14,14,5,8,0,74,62,37,31,14,18,0,161,76,87,32,14,11,0,224,107,125,43,23,14,3,307,98,139,34,29,27,0,329,97,134,33,18,14,5,305,64,157,48,13,15,3,300,47,86,22,11,4,0,170,74,123,30,7,8,3,245,18,48,12,3,0,0,84,5,23,9,0,0,0,42,33,63,28,4,3,0,134,35,85,20,13,5,0,158,12,21,6,3,0,0,47,9,24,3,3,0,0,41,42,47,21,16,11,0,139,924,1289,415,193,164,16,3007
11002,95,44,31,3,3,0,178,22,10,3,4,4,0,44,52,27,25,6,7,0,129,55,37,22,12,16,0,152,103,91,50,33,24,4,315,119,116,47,31,23,0,342,135,143,47,38,22,3,388,100,147,36,20,31,7,339,56,128,27,17,7,0,245,67,118,22,12,8,0,228,38,53,30,11,3,0,131,64,82,30,12,0,0,186,16,23,10,0,4,0,51,10,21,0,0,0,3,29,26,36,12,4,3,0,83,30,50,15,4,0,0,96,15,9,5,3,0,0,33,11,22,7,3,3,0,44,61,42,29,13,10,0,157,1081,1202,450,236,174,21,3158
11003,60,35,11,3,8,0,119,7,3,0,0,0,0,16,17,14,8,3,3,0,52,17,16,12,9,7,0,67,36,32,17,7,6,0,108,60,63,31,12,7,0,178,73,84,28,16,16,0,214,61,116,29,21,9,0,240,56,88,22,4,8,4,180,58,94,22,12,13,3,193,26,62,13,0,3,0,102,37,80,23,3,3,0,155,12,32,4,0,0,0,55,3,16,8,0,0,0,31,23,37,7,0,3,0,74,18,46,5,0,0,0,78,10,19,0,0,0,0,35,14,17,4,0,0,0,35,47,50,22,11,13,0,139,643,905,279,113,98,10,2051
