SA3_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
10102,4,7,3,1517,185,20,14,117,24,60,0,23,8,35,410,884,9,3,3,10,3,3,0,0,4,0,18,51,2444,203,93,1989,367,1044,76,224,75,317,434,7259
10103,0,0,0,118,72,7,3,38,7,14,3,3,0,10,101,269,3,0,3,7,0,0,0,0,0,3,6,30,560,86,26,562,69,212,29,63,22,106,118,1851
10104,3,14,0,235,99,36,11,127,12,62,9,53,10,82,363,852,7,3,0,4,0,0,0,3,0,13,26,53,1050,391,59,1694,151,768,66,411,72,647,409,5717
10105,0,5,0,246,85,19,7,81,6,36,12,14,6,34,181,469,8,0,5,4,0,3,0,3,3,4,11,41,880,150,31,1074,130,559,59,170,55,276,200,3579
10106,0,12,0,518,126,11,4,116,6,49,8,9,4,24,206,561,8,0,5,4,0,3,0,0,0,3,9,32,1038,160,51,1237,155,589,58,166,45,283,226,4013
10201,12,29,0,2164,366,67,25,444,45,215,27,93,38,159,956,2432,18,6,16,34,3,14,0,11,3,19,45,183,3893,808,187,6482,663,3471,212,939,256,1409,1049,19363
10202,3,27,0,1064,282,54,21,348,40,195,13,81,30,164,776,2016,21,0,14,31,0,17,3,4,5,27,44,164,3322,665,151,5436,588,3104,188,884,223,1520,859,16946
10301,5,7,0,370,111,14,6,97,10,50,8,20,4,31,259,611,10,0,0,11,0,8,0,0,0,12,10,51,1264,173,41,1509,198,721,49,184,57,324,276,4814
10302,0,3,0,281,155,24,8,137,16,70,5,17,11,52,266,769,10,0,7,9,0,0,0,0,3,17,18,61,1201,170,79,1680,196,803,58,208,67,481,297,5246
10303,0,4,0,424,98,22,3,120,7,68,3,28,10,43,212,620,6,0,3,5,0,4,3,0,9,10,12,64,812,181,55,1450,152,830,56,227,72,456,246,4534
10304,10,6,0,639,133,19,3,149,11,52,11,19,0,41,349,792,12,0,6,3,3,3,3,0,4,9,13,50,1625,206,57,2126,244,979,71,245,68,378,380,6382
10401,0,9,0,153,75,27,9,103,11,47,3,30,6,66,236,619,4,4,3,6,0,0,0,0,9,10,8,47,752,253,39,1145,120,710,61,313,77,582,260,4308
10402,0,13,0,431,146,43,5,162,17,87,13,51,13,91,445,1074,7,3,6,10,3,3,3,0,7,17,23,74,1656,553,59,2470,244,1310,102,549,90,815,497,8350
10501,0,0,0,114,128,8,3,62,9,26,3,9,3,35,113,394,3,0,0,4,0,4,0,0,3,14,19,43,526,59,28,492,75,318,34,82,37,213,141,1999
10502,0,0,3,126,44,11,0,27,3,23,0,12,3,26,119,273,6,0,0,4,0,0,0,0,3,8,10,35,405,47,13,395,60,261,20,101,33,207,137,1688
10503,4,9,0,410,200,34,10,169,21,80,9,25,4,52,461,1066,15,0,9,11,0,3,0,5,3,15,18,79,1844,253,63,1995,262,960,74,239,68,519,488,6776
10601,3,11,0,923,174,36,15,195,17,107,20,48,16,88,452,1160,10,3,10,22,0,8,0,4,4,20,23,111,1771,364,98,3030,327,1927,128,479,145,993,496,9752
10602,3,13,0,958,155,20,10,186,11,83,5,31,10,53,542,1121,10,0,5,17,0,3,0,3,3,13,17,67,1977,296,74,3057,337,1722,90,395,114,602,571,9223
10603,4,10,0,534,131,35,3,158,12,101,8,42,13,78,485,1063,8,0,5,11,4,3,3,6,0,6,13,54,1410,320,85,2202,218,1252,76,404,94,682,526,7267
10604,0,4,0,314,79,0,9,81,13,44,4,7,7,22,143,409,3,0,0,3,0,3,0,0,0,3,16,36,707,112,45,974,115,653,41,128,61,229,167,3227
10701,3,21,0,724,108,22,10,155,14,115,5,42,11,107,362,952,6,0,8,13,0,7,3,0,7,17,21,84,1677,314,74,2764,296,1668,110,534,123,1125,403,9085
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,7,12,0,1057,189,31,5,244,29,132,11,53,18,112,526,1351,10,4,7,11,3,9,0,4,7,18,16,75,2116,409,89,3729,412,1916,123,572,137,973,559,11039
10704,11,37,6,2185,253,37,9,290,27,152,14,54,20,130,733,1722,17,0,11,22,4,8,3,4,4,16,21,91,2920,572,118,4966,520,2403,154,668,152,1355,778,14624
10801,0,3,4,94,52,18,0,46,6,32,3,18,3,37,142,360,7,0,6,6,0,3,0,0,0,4,5,27,408,147,22,637,57,320,33,198,41,319,167,2357
10802,3,3,0,101,62,21,0,100,7,40,3,31,8,70,167,515,4,0,3,3,0,3,0,3,3,10,20,50,672,223,43,965,105,562,68,331,63,593,207,3829
10803,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,0,3,0,3,0,0,0,35
10804,6,9,0,466,118,33,7,134,16,65,3,31,4,78,375,857,14,0,7,15,0,3,0,3,3,16,11,75,1580,373,71,2214,181,1080,87,404,88,705,406,7190
10805,0,0,0,146,84,17,7,111,11,53,14,27,10,62,238,633,3,0,0,12,3,3,0,3,9,15,15,62,792,245,47,1249,143,719,77,374,91,682,271,4677
10901,0,3,0,415,113,12,4,138,15,54,6,32,7,27,336,740,7,0,0,14,3,5,0,0,8,13,9,63,1315,251,48,2247,245,952,88,305,49,422,364,6292
10902,0,0,0,61,42,8,0,46,4,11,0,9,3,8,75,207,0,0,0,3,0,0,0,0,3,6,10,24,282,51,13,362,50,184,15,42,23,116,92,1230
10903,0,0,0,197,110,3,9,114,16,39,8,18,9,26,221,564,10,5,5,16,0,0,0,0,0,6,13,50,939,149,54,1298,137,518,57,158,46,225,249,3832
11001,0,3,0,237,98,10,3,83,8,39,9,7,3,18,223,504,0,0,3,7,0,3,0,0,4,6,10,31,840,150,31,1058,99,532,40,169,35,283,236,3478
11002,0,3,0,110,116,12,6,68,4,35,7,22,0,42,174,484,3,3,0,0,0,4,0,3,0,7,8,40,759,142,43,895,89,488,46,197,38,414,207,3320
11003,0,5,0,168,101,5,12,74,5,39,0,3,4,22,124,399,10,0,5,8,0,8,0,0,0,9,6,44,672,62,37,796,92,391,28,74,25,180,139,2499
11004,0,8,0,521,214,28,13,182,31,72,8,32,4,65,476,1116,12,0,12,12,0,7,4,0,13,18,19,99,2035,271,81,2482,311,1258,93,295,92,619,526,8059
11101,14,18,0,1698,231,44,12,263,21,129,15,57,20,118,696,1614,16,4,3,25,3,7,0,3,6,17,30,116,2806,573,116,5026,500,2201,185,660,156,1256,751,14231
